id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2497769135,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-01-15T15:30:02.889Z,2023-01-15T15:30:03Z,3980021517,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3980021529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980021523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980021521,130,17,3980021525,194,ombvyo6p3p5khkn91vubvpat,3980021515,30,"ombvyo6p3p5khkn91vubvpat, 31wf775s975qy3il33oora8k5, cag3gzjcv8erx3zpp2lidzcvd, 3gsprcdyogabeb8lr2y0bmytx, az7wa6km1zhvsb8y4mndlogyd, 2w7i4jfw5wgh3j2wuworoumeh, btf0dch35aww78bzillh2jgx6, 4zxrdmwphkxvkvo6bt30uanrp, b9g4qurpll4wizajo95c406hh, dlf31m2lrfl0biop1demgvh7t, 12ekwo6gbza410blv4b4r7ydx, 9bamtyvun46xn9e64lqn9ogyx, 4k0ni039sbjs4sqipk4v7k79x, c5zmr0m17riujelm4up44etih, cjd62gwj9ptwrrtu6y6xnpeui, anxby26pfxpu4u5bfy9nbuvah, 2gsq05yyxwe4f8t79j6d49q6t, 8wz5pdydepr5kzcichz17pv4l, 7qy1hiitksyuaa9l0irxg240l, 1g15ehziupxnsy1kvl3pqmbc9",3980021519,59,"1, 2, 19, 34, 15, 17, 29, 5, 10, 21, 7, 4, 6, 9, 11, 12, 14, 20, 33, 38",3980021527,197,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497769165,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-01-15T15:30:04.512Z,2023-01-15T15:30:04Z,3980021669,130,4,3980021665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3980021677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980021663,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, 2im16cd31tgg3yac3c8c18jbp, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 4ali7e2nk26rfzr0660xdrx0p, 57gg79gxvcfqtaoi0ruog7wmh, 2922aevmtpw4qvcwohmxmqtbd, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015, 73sjovx00n31g66kgvi03usx5",3980021667,59,"1, 4, 35, 5, 12, 6, 8, 34, 14, 7, 11, 3, 10, 16, 18, 21, 23, 27, 30, 72",3980021675,197,15758,3980021673,194,b1lcxeihx8z6pfv1jef4j5jh1,3980021671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812803,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-01-15T16:30:20.451Z,2023-01-15T16:30:20Z,3980250883,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812813,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-01-15T16:30:20.451Z,2023-01-15T22:56:54Z,3980250929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812843,3,1,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,50,50,2023-01-15T16:30:20.536Z,2023-01-16T01:55:25Z,3980251079,56,Back,3980921567,178,,3980251087,213,3.1,3980251089,279,S,3980251085,212,21.9,3980251081,140,29.1,3980251083,141,50.4,,,,2im16cd31tgg3yac3c8c18jbp,E. Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812849,4,1,1,0,3,4dsgumo7d4zupm2ugsvm4zm4d,0,30,45.5,2023-01-15T16:30:23.966Z,2023-01-16T01:55:33Z,3980251113,155,,3980251115,56,Right,3980251119,141,7.1,3980921681,178,,3980251117,140,70.6,3980253041,1,,3980251123,213,5.7,3980251121,212,50.0,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812891,3,44,1,0,6,22doj4sgsocqpxw45h607udje,1,29.6,90.5,2023-01-15T16:30:27.161Z,2023-01-16T03:29:04Z,3980253093,233,5,3980251363,285,,3980251361,56,Back,,,,,,,,,,,,,,,,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812887,5,44,1,0,6,4dsgumo7d4zupm2ugsvm4zm4d,0,70.4,9.5,2023-01-15T16:30:27.162Z,2023-01-16T01:55:39Z,3980251355,56,Right,3980251357,286,,3980253113,233,3,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812905,4,1,1,0,6,22doj4sgsocqpxw45h607udje,1,29.7,88.1,2023-01-15T16:30:27.272Z,2023-01-16T03:29:04Z,3980921983,388,,3980251415,141,73.3,3980251413,140,30.0,3980251411,56,Back,3980251417,212,10.1,3980251419,213,4.7,3980251409,3,,,,,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497812907,5,49,1,0,8,22doj4sgsocqpxw45h607udje,1,30.1,73.9,2023-01-15T16:30:28.884Z,2023-01-16T01:56:05Z,,,,,,,,,,,,,,,,,,,,,,,,,btf0dch35aww78bzillh2jgx6,P. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
