id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2537006779,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-22T13:00:00.701Z,2023-04-22T17:22:46Z,4208197339,59,"1, 18, 15, 6, 4, 5, 7, 32, 11, 10, 41, 3, 9, 16, 22, 25, 27, 38, 56, 66",4208197345,194,btvuam6p4391am219taqtcted,4208197343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208197337,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208214353,197,16360,4208197347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208197335,30,"3zl1q2gk6tdmzirsyfgm38no5, 7paw998ux29k7hx4t1g0wu85x, 3m7wjcmet9b8sc5tu0ct8j0et, 7j84ozqdpgupzxevbxemi5tyh, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, btvuam6p4391am219taqtcted, 1emj0rlthc8syfleox4c39kut, 5m0j33eoa5c8pqlr0tdf7undh, l0qqn9tlgov91p5d1zzdupcl, bhsh1n3qfg8awmctxlh8k7yzt, cot71zatz9vm1hyzp5ecqhvpx, 9uo88sreasbyj41lg34hxy28l, 172klpuv2h1enskc8fz79xg45, 7wovx9b2bkkc2ett3m2b26iqy, 4myy5br8yj5678xlji3up1ryt, e8gz0tmmdh1ql8qrn1ncrvnpx, 268os78lzi8fggnve9n15h5ux, 93l4n6i8ndeqbrubekomd5ca2, 4m0bughfoyenolwza4i3araxg",4208197341,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537006787,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-04-22T13:00:01.977Z,2023-04-22T13:09:59Z,4208197395,194,8ju1opnca42o8i00wq3onzmqd,4208197385,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, dtol82tjlq48bs0s70sisguz9, 9k8gysrsy1a261nhcszo4aoyx, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, 1h3mduwlaf89ebwtqxuegsodm, bs7iyv9ys61m88qh4rvb0tpzp, bxjc2heo4ve54cyvw98qcck45, 45zetxtrvjb3muvcrr9b5it3p, 2xgvd7xovqcd6q30m59dbi11x, 34b0oqo4725okjxxngin9piw9, ek0k9s7axizns3vtzyy3z5nu, 84xefpsrml48n7czpnruzxkru, 68n1ydedtlw2s6toghw9qiprd, 6o4pt3ffe9ogxcbdv694sr5uy",4208197393,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208197387,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208197397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208214737,197,2058,4208197391,130,4,4208197389,59,"1, 2, 3, 6, 5, 16, 8, 27, 17, 19, 9, 10, 11, 13, 14, 15, 24, 26, 30, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055809,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-04-22T14:00:38.017Z,2023-04-22T22:19:56Z,4208449087,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055795,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-22T14:00:38.017Z,2023-04-22T14:00:38Z,4208449027,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055885,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,50,50,2023-04-22T14:00:38.042Z,2023-04-22T22:24:12Z,4208449429,212,13.9,4211114189,178,,4208449433,279,S,4208449427,141,53.5,4208449423,56,Back,4208449425,140,37.0,4208449431,213,3.0,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055943,4,1,1,0,5,b496gs285it6bheuikox6z9mj,1,44.1,71.2,2023-04-22T14:00:43.968Z,2023-04-22T22:24:17Z,4208449673,141,95.1,4208449675,212,16.6,4208449671,140,47.5,4208449677,213,1.4,4208449669,56,Back,4211114369,178,,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055983,5,1,1,0,8,b496gs285it6bheuikox6z9mj,1,46.9,95.4,2023-04-22T14:00:46.691Z,2023-04-22T22:24:22Z,4208449813,141,81.5,4211114513,178,,4208449815,212,22.0,4208449809,56,Back,4208449811,140,28.0,4208449817,213,3.6,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056037,6,1,1,0,11,b496gs285it6bheuikox6z9mj,1,25.5,78.5,2023-04-22T14:00:49.650Z,2023-04-22T22:24:27Z,4211114617,178,,4208450051,56,Back,4208450059,213,4.0,4208450057,212,23.2,4208450053,140,10.3,4208450055,141,53.8,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056083,7,1,1,0,15,b496gs285it6bheuikox6z9mj,1,9.9,52.3,2023-04-22T14:00:53.164Z,2023-04-22T22:24:31Z,4208450265,141,51.6,4208450263,140,20.4,4208450267,212,11.0,4211114679,178,,4208450269,213,6.2,4208450261,56,Back,,,,,,,3zl1q2gk6tdmzirsyfgm38no5,E. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056113,8,1,1,0,16,b496gs285it6bheuikox6z9mj,1,20.4,51.6,2023-04-22T14:00:54.571Z,2023-04-22T22:24:35Z,4208450397,141,79.3,4208450399,212,21.2,4208450401,213,2.0,4208450395,140,11.2,4211114805,178,,4208450393,56,Back,,,,,,,1emj0rlthc8syfleox4c39kut,L. Dendoncker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056125,9,1,1,0,18,b496gs285it6bheuikox6z9mj,1,11.2,79.3,2023-04-22T14:00:56.790Z,2023-04-22T22:24:39Z,4208450453,212,12.9,4208450449,140,19.0,4208450447,56,Back,4208450455,213,0.9,4208450451,141,93.9,4211114925,178,,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056151,10,1,1,0,20,b496gs285it6bheuikox6z9mj,1,19,92.9,2023-04-22T14:00:58.512Z,2023-04-22T22:24:42Z,4208450547,213,5.2,4208450541,140,23.4,4208450545,212,9.7,4211114997,178,,4208450539,56,Back,4208450543,141,80.4,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537561157,868,67,1,0,21,b496gs285it6bheuikox6z9mj,1,23.1,80.6,2023-04-22T14:00:59.425Z,2023-04-22T23:03:25Z,4211158439,233,717,,,,,,,,,,,,,,,,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537561153,717,67,1,0,21,7yx5dqhhphyvfisohikodajhv,0,76.9,19.4,2023-04-22T14:00:59.426Z,2023-04-22T22:48:43Z,4211158467,233,868,,,,,,,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
