id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/21/value
2451384281,6,5,1,0,12,d5ydtvt96bv7fq04yqm2w2632,1,72.6,-1.6,2022-08-27T11:30:27.505Z,2022-08-27T19:55:08Z,3734357839,56,Right,3734357855,233,5,3734357841,347,,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384295,7,1,1,0,27,d5ydtvt96bv7fq04yqm2w2632,1,75.2,0,2022-08-27T11:30:42.367Z,2022-08-27T19:55:11Z,3734357927,212,7.3,3734357919,107,,3734357925,141,9.3,3734357921,56,Right,3734357929,213,1.7,3734357923,140,74.3,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384311,8,1,1,0,28,d5ydtvt96bv7fq04yqm2w2632,1,74.3,9.3,2022-08-27T11:30:43.424Z,2022-08-27T19:55:17Z,3734358011,212,4.0,3734358013,213,4.3,3734358009,141,3.9,3737158019,178,,3734358007,140,72.7,3734358005,56,Right,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384343,9,1,1,0,29,d5ydtvt96bv7fq04yqm2w2632,0,72.4,3.9,2022-08-27T11:30:44.396Z,2022-08-27T19:55:21Z,3734358141,141,9.8,3734358135,155,,3734358143,212,17.1,3734358137,56,Right,3734358145,213,0.2,3737158357,178,,3734358139,140,88.2,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384369,6,12,1,0,33,6eqit8ye8aomdsrrq0hk3v7gh,1,15.3,91.2,2022-08-27T11:30:48.046Z,2022-08-27T19:55:54Z,3734358255,140,17.1,3737160441,388,,3734358261,213,1.3,3734358257,141,100.0,3734358287,15,,3734358335,167,,3734358253,56,Back,3734358259,212,7.5,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384383,7,5,1,0,35,6eqit8ye8aomdsrrq0hk3v7gh,0,17.6,101.6,2022-08-27T11:30:50.301Z,2022-08-27T19:56:00Z,3734358315,56,Back,3734358317,347,,3734358871,233,10,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384473,10,5,1,0,35,d5ydtvt96bv7fq04yqm2w2632,1,82.4,-1.6,2022-08-27T11:30:50.301Z,2022-08-27T19:55:59Z,3734358813,56,Right,3734358845,233,7,3734358815,347,,,,,,,,,,,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384841,11,1,1,1,5,d5ydtvt96bv7fq04yqm2w2632,0,84.3,0,2022-08-27T11:31:19.881Z,2022-08-27T19:56:03Z,3734360727,56,Center,3734360725,107,,3734360733,212,23.4,3734360731,141,32.0,3734360737,1,,3734360735,213,1.3,3734360729,140,89.8,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384879,8,44,1,1,7,6eqit8ye8aomdsrrq0hk3v7gh,1,10.4,69.6,2022-08-27T11:31:22.043Z,2022-08-27T21:07:42Z,3734360945,285,,3734360965,233,12,3734360943,56,Back,,,,,,,,,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384851,12,44,1,1,7,d5ydtvt96bv7fq04yqm2w2632,0,89.6,30.4,2022-08-27T11:31:22.044Z,2022-08-27T19:56:09Z,3734360981,233,8,3734360785,286,,3734360781,56,Center,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384899,9,12,1,1,7,6eqit8ye8aomdsrrq0hk3v7gh,1,10.5,71.1,2022-08-27T11:31:22.139Z,2022-08-27T21:07:42Z,3734361047,15,,3734361039,140,10.6,3737161989,388,,3734361045,213,1.5,3734361037,56,Back,3734361043,212,2.0,3734361041,141,74.1,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384903,13,1,1,1,11,d5ydtvt96bv7fq04yqm2w2632,1,94.3,15.2,2022-08-27T11:31:26.142Z,2022-08-27T19:56:20Z,3734361067,56,Right,3734361075,213,3.5,3737162241,178,,3734361073,212,17.0,3734361071,141,6.1,3734361069,140,79.2,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384933,14,1,1,1,13,d5ydtvt96bv7fq04yqm2w2632,0,79.1,6.1,2022-08-27T11:31:27.920Z,2022-08-27T19:56:24Z,3734361241,213,1.0,3734361235,140,97.5,3737162473,178,,3734361243,1,,3735078121,20,,3734361237,141,53.8,3734361329,233,10,3734361229,2,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,3735078117,224,3734361231,155,3734361239,212,37.8,3734361233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451384947,10,11,1,1,15,6eqit8ye8aomdsrrq0hk3v7gh,1,2.1,46.4,2022-08-27T11:31:30.126Z,2022-08-27T19:56:28Z,3734361311,88,,3737162725,388,,3735078747,378,,3734361309,56,Back,3734361357,233,14,,,,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385031,11,1,1,1,16,6eqit8ye8aomdsrrq0hk3v7gh,0,5.4,35.5,2022-08-27T11:31:31.644Z,2022-08-27T19:56:33Z,3734361789,56,Back,3734361795,212,44.5,3734361811,287,,3737163085,178,,3734361797,213,5.7,3734361799,1,,3734361793,141,2.1,3734361791,140,41.9,e00004wkpfc8jawioejmpu1n9,David de Gea,3734361787,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451940635,841,67,1,1,20,d5ydtvt96bv7fq04yqm2w2632,1,57.1,93.9,2022-08-27T11:31:35.649Z,2022-08-27T21:07:42Z,3737313539,233,839,,,,,,,,,,,,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451940629,839,67,1,1,20,6eqit8ye8aomdsrrq0hk3v7gh,0,42.9,6.1,2022-08-27T11:31:35.650Z,2022-08-27T20:23:56Z,3737313605,233,841,,,,,,,,,,,,,,,,,,,,,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385041,15,8,1,1,20,d5ydtvt96bv7fq04yqm2w2632,1,57.1,98.3,2022-08-27T11:31:35.694Z,2022-08-27T21:07:43Z,3735080343,385,,3734361829,56,Left,3737165051,178,,,,,,,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385087,12,5,1,1,21,6eqit8ye8aomdsrrq0hk3v7gh,1,38.4,-1.2,2022-08-27T11:31:36.175Z,2022-08-27T19:57:01Z,3734362027,56,Back,3734362045,233,16,3734362029,347,,,,,,,,,,,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385049,16,5,1,1,21,d5ydtvt96bv7fq04yqm2w2632,0,61.6,101.2,2022-08-27T11:31:36.175Z,2022-08-27T19:57:02Z,3734361861,56,Left,3734361863,347,,3734362053,233,12,,,,,,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385141,13,1,1,1,35,6eqit8ye8aomdsrrq0hk3v7gh,1,40.4,0,2022-08-27T11:31:50.363Z,2022-08-27T19:57:06Z,3734362367,107,,3734362375,212,19.0,3734362377,213,2.6,3734362373,141,12.0,3734362371,140,24.7,3734362369,56,Back,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385213,14,1,1,1,38,6eqit8ye8aomdsrrq0hk3v7gh,1,28.9,7.9,2022-08-27T11:31:52.958Z,2022-08-27T19:57:10Z,3737166143,178,,3734362731,140,25.6,3734362733,141,30.7,3734362737,213,1.8,3734362735,212,15.9,3734362729,56,Back,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385227,15,1,1,1,45,6eqit8ye8aomdsrrq0hk3v7gh,1,31,31.9,2022-08-27T11:32:00.230Z,2022-08-27T19:57:14Z,3734362849,140,32.0,3734362851,141,18.9,3734362853,212,8.9,3737166471,178,,3734362847,56,Back,3734362855,213,4.8,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385267,16,1,1,1,47,6eqit8ye8aomdsrrq0hk3v7gh,1,31.3,26.5,2022-08-27T11:32:02.533Z,2022-08-27T19:57:17Z,3734363113,56,Back,3734363119,212,12.6,3734363121,213,1.9,3734363115,140,27.8,3737166687,178,,3734363117,141,44.2,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385305,17,1,1,1,50,6eqit8ye8aomdsrrq0hk3v7gh,0,29.6,47.9,2022-08-27T11:32:05.125Z,2022-08-27T19:57:21Z,3734363323,212,63.5,3737166973,178,,3734363315,157,,3734363321,141,57.5,3734363317,56,Center,3734363325,213,0.1,3734363319,140,89.8,3734363327,1,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385323,17,49,1,1,56,d5ydtvt96bv7fq04yqm2w2632,1,11.3,39.9,2022-08-27T11:32:10.921Z,2022-08-27T19:57:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451941321,843,43,1,1,56,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-08-27T11:32:11.043Z,2022-08-27T20:24:42Z,3737317513,178,0,3737318097,144,82,,,,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385467,18,1,1,2,3,d5ydtvt96bv7fq04yqm2w2632,0,18.4,46.2,2022-08-27T11:32:17.812Z,2022-08-27T19:57:38Z,3734364149,157,,3734364151,56,Center,3734364153,140,71.3,3734364159,213,6.0,3737168227,178,,3734364161,1,,3734364157,212,58.1,3734364155,141,21.3,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385475,18,44,1,2,6,6eqit8ye8aomdsrrq0hk3v7gh,1,28.9,67.6,2022-08-27T11:32:21.452Z,2022-08-27T21:07:43Z,3734364273,233,19,3734364183,56,Back,3734364185,285,,,,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385473,19,44,1,2,6,d5ydtvt96bv7fq04yqm2w2632,0,71.1,32.4,2022-08-27T11:32:21.453Z,2022-08-27T19:57:43Z,3734364251,233,18,3734364179,56,Center,3734364181,286,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385649,23,1,1,2,6,6eqit8ye8aomdsrrq0hk3v7gh,0,29.9,64.8,2022-08-27T11:32:21.515Z,2022-08-27T21:07:43Z,3734365177,3,,3734365183,141,62.3,3734365181,140,29.0,3737168923,388,,3734365187,213,4.2,3734365179,56,Back,3734365185,212,1.9,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385481,20,61,1,2,6,d5ydtvt96bv7fq04yqm2w2632,1,71.3,21.3,2022-08-27T11:32:21.538Z,2022-08-27T19:57:58Z,3737169879,15,,3737169881,388,,3734364211,56,Center,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385503,19,49,1,2,8,6eqit8ye8aomdsrrq0hk3v7gh,1,31.9,61.7,2022-08-27T11:32:23.014Z,2022-08-27T19:58:03Z,,,,,,,,,,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385521,20,1,1,2,8,6eqit8ye8aomdsrrq0hk3v7gh,1,31.9,61.7,2022-08-27T11:32:23.044Z,2022-08-27T19:58:09Z,3734364457,213,3.8,3734364455,212,3.9,3737170835,178,,3734364451,140,28.9,3734364449,56,Back,3734364453,141,58.2,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385531,21,1,1,2,9,6eqit8ye8aomdsrrq0hk3v7gh,0,29.4,58.4,2022-08-27T11:32:24.394Z,2022-08-27T19:58:13Z,3734364519,141,100.0,3734364525,1,,3734364513,157,,3734364523,213,0.6,3734364515,56,Left,3734364521,212,48.7,3734364517,140,66.5,3737171223,178,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385627,21,5,1,2,12,d5ydtvt96bv7fq04yqm2w2632,1,36.7,-1.5,2022-08-27T11:32:27.541Z,2022-08-27T19:58:17Z,3734365061,56,Back,3734365063,347,,3734365097,233,22,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385541,22,5,1,2,12,6eqit8ye8aomdsrrq0hk3v7gh,0,63.3,101.5,2022-08-27T11:32:27.541Z,2022-08-27T19:58:17Z,3734364555,56,Left,3734365113,233,21,3734364557,347,,,,,,,,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385851,22,1,1,2,35,d5ydtvt96bv7fq04yqm2w2632,1,41.8,0,2022-08-27T11:32:50.289Z,2022-08-27T19:58:21Z,3734366367,212,22.4,3734366355,107,,3734366371,1,,3734366361,140,62.4,3734366357,56,Right,3734366363,141,7.4,3734366369,213,0.3,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385859,23,1,1,2,38,d5ydtvt96bv7fq04yqm2w2632,0,62.4,7.4,2022-08-27T11:32:52.882Z,2022-08-27T19:58:29Z,3734366399,56,Right,3734366405,212,1.5,3734366401,140,62.0,3734366403,141,9.5,3737172457,178,,3734366407,213,1.9,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385873,24,61,1,2,38,6eqit8ye8aomdsrrq0hk3v7gh,1,38.3,89.8,2022-08-27T11:32:53.116Z,2022-08-27T19:58:34Z,3737172849,178,,3734366521,56,Back,,,,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385877,24,61,1,2,38,d5ydtvt96bv7fq04yqm2w2632,1,62.8,9.7,2022-08-27T11:32:53.220Z,2022-08-27T19:58:38Z,3734366537,56,Right,3737173201,178,,,,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385911,26,49,1,2,39,6eqit8ye8aomdsrrq0hk3v7gh,1,41.7,88.2,2022-08-27T11:32:54.078Z,2022-08-27T19:58:48Z,,,,,,,,,,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385909,25,1,1,2,39,6eqit8ye8aomdsrrq0hk3v7gh,1,37.3,91.5,2022-08-27T11:32:54.080Z,2022-08-27T19:58:54Z,3734366709,56,Back,3734366711,140,48.0,3734366713,141,81.4,3734366717,213,5.7,3737174491,178,,3734366715,212,13.2,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451385945,27,1,1,2,41,6eqit8ye8aomdsrrq0hk3v7gh,1,47.2,80,2022-08-27T11:32:55.998Z,2022-08-27T19:59:00Z,3737174969,178,,3734366859,56,Left,3734366867,212,18.6,3734366863,141,90.7,3734366861,140,63.5,3734366871,213,0.4,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
