id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/10/value,qualifier/12/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2449978525,6,1,1,0,9,c8h9bw1l82s06h77xxrelzhur,1,45.2,80.4,2022-08-22T19:00:27.423Z,2022-08-23T04:04:14Z,3726896757,1,,3726896749,140,18.0,3726896755,213,3.7,3726896747,56,Back,3726896751,141,52.1,3726896753,212,34.4,3727397683,178,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978539,7,1,1,0,13,c8h9bw1l82s06h77xxrelzhur,1,18,52.1,2022-08-22T19:00:31.514Z,2022-08-23T04:04:20Z,3726896821,212,21.4,3726896817,140,20.3,3726896823,213,1.5,3726896815,56,Back,3726896819,141,83.3,3727397725,178,,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978561,8,1,1,0,17,c8h9bw1l82s06h77xxrelzhur,0,21,72.6,2022-08-22T19:00:35.336Z,2022-08-23T04:04:24Z,3726896929,1,,3726896921,140,66.3,3726896917,155,,3726896923,141,23.6,3727397745,178,,3726896919,56,Center,3726896927,213,5.7,3726896925,212,58.1,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978565,5,49,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,24.3,76.8,2022-08-22T19:00:38.742Z,2022-08-23T04:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978573,6,1,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,24.3,76.8,2022-08-22T19:00:38.759Z,2022-08-23T04:04:51Z,3726896971,213,3.9,3726896965,140,19.3,3727397903,178,,3726896963,56,Back,3726896967,141,68.9,3726896969,212,7.5,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978583,7,1,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,19.3,68.9,2022-08-22T19:00:41.173Z,2022-08-23T04:05:08Z,3726897023,56,Back,3726897031,213,4.1,3726897029,212,21.8,3726897027,141,42.4,3727398013,178,,3726897025,140,7.7,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978605,8,1,1,0,27,6eqit8ye8aomdsrrq0hk3v7gh,0,10.1,39.2,2022-08-22T19:00:45.233Z,2022-08-23T04:05:14Z,3726897141,56,Left,3726897149,213,0.6,3726897143,140,57.4,3727398047,178,,3726897147,212,59.5,3726897151,1,,3726897139,157,,3726897145,141,87.3,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978609,9,49,1,0,31,c8h9bw1l82s06h77xxrelzhur,1,41.2,13.3,2022-08-22T19:00:49.382Z,2022-08-23T04:05:22Z,,,,,,,,,,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978631,10,1,1,0,33,c8h9bw1l82s06h77xxrelzhur,1,44.6,5.9,2022-08-22T19:00:51.874Z,2022-08-23T04:05:28Z,3726897279,212,24.6,3726897273,56,Center,3726897281,213,0.7,3726897275,140,62.3,3727398119,178,,3726897277,141,29.5,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978633,11,4,1,0,35,c8h9bw1l82s06h77xxrelzhur,1,67,31,2022-08-22T19:00:53.703Z,2022-08-23T04:05:34Z,3726897287,56,Center,3726897285,13,,3726897291,265,,3726897357,233,9,3726897293,286,,3726897289,152,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978645,9,4,1,0,35,6eqit8ye8aomdsrrq0hk3v7gh,0,33,69,2022-08-22T19:00:53.704Z,2022-08-23T04:05:34Z,3726897353,265,,3726897347,13,,3726897351,152,,3727398169,178,,3726897365,233,11,3726897349,56,Back,3726897355,285,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978739,12,1,1,0,56,c8h9bw1l82s06h77xxrelzhur,0,61.5,27.7,2022-08-22T19:01:14.958Z,2022-08-23T04:05:48Z,3726897805,212,17.4,3726897807,213,5.9,3726897799,56,Right,3726897795,5,,3726897797,152,,3727398385,178,,3726897803,141,18.2,3726897801,140,76.9,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450058997,710,8,1,0,57,6eqit8ye8aomdsrrq0hk3v7gh,1,26.9,78.7,2022-08-22T19:01:16.066Z,2022-08-23T04:06:14Z,3727361927,56,Back,3727361985,384,,3727398779,178,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978741,10,49,1,0,58,6eqit8ye8aomdsrrq0hk3v7gh,1,20.9,87.3,2022-08-22T19:01:16.562Z,2022-08-23T04:06:30Z,,,,,,,,,,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978745,11,1,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,0,20.5,87.3,2022-08-22T19:01:17.384Z,2022-08-23T04:06:37Z,3726897827,141,87.5,3726897891,236,,3726897893,233,13,3726897829,212,0.1,3727398921,178,,3726897897,286,,3726897825,140,20.5,3726897823,56,Back,bl8667xvrhy0tft8x3lgopomh,T. Malacia,3726897831,213,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978753,13,74,1,0,59,c8h9bw1l82s06h77xxrelzhur,1,78.5,14.5,2022-08-22T19:01:17.447Z,2022-08-23T04:06:42Z,3726897887,56,Right,3727398953,178,,3726897889,285,,3726897901,233,11,,,,,,,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978757,12,1,1,1,0,6eqit8ye8aomdsrrq0hk3v7gh,1,23.4,90,2022-08-22T19:01:19.129Z,2022-08-23T04:07:05Z,3726897919,56,Back,3726897927,213,0.2,3726897925,212,10.2,3726897923,141,93.0,3727399105,178,,3726897921,140,32.9,3727399107,21,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978761,13,1,1,1,3,6eqit8ye8aomdsrrq0hk3v7gh,0,34.1,95.1,2022-08-22T19:01:22.007Z,2022-08-23T04:07:19Z,3726897941,212,1.5,3727399193,178,,3726897935,56,Back,3726897943,213,6.1,3726897955,233,14,3726897937,140,35.5,3726897939,141,94.7,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978763,14,61,1,1,3,c8h9bw1l82s06h77xxrelzhur,1,68.3,10.7,2022-08-22T19:01:22.115Z,2022-08-23T04:07:35Z,3726897945,56,Right,3727399269,178,,,,,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450068335,734,67,1,1,5,6eqit8ye8aomdsrrq0hk3v7gh,1,42.3,96.5,2022-08-22T19:01:23.942Z,2022-08-23T07:09:54Z,3727427343,233,1111,,,,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450068331,1111,67,1,1,5,c8h9bw1l82s06h77xxrelzhur,0,57.7,3.5,2022-08-22T19:01:23.943Z,2022-08-23T05:14:26Z,3727427347,233,734,,,,,,,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449996353,328,61,1,1,5,6eqit8ye8aomdsrrq0hk3v7gh,0,42.2,97.5,2022-08-22T19:01:23.961Z,2022-08-23T07:09:55Z,3727005051,56,Back,3727399409,178,,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978771,14,5,1,1,6,6eqit8ye8aomdsrrq0hk3v7gh,0,36,101.4,2022-08-22T19:01:24.707Z,2022-08-23T04:08:13Z,3726898087,233,15,3726898029,347,,3726898027,56,Back,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978775,15,5,1,1,6,c8h9bw1l82s06h77xxrelzhur,1,64,-1.4,2022-08-22T19:01:24.707Z,2022-08-23T04:08:13Z,3726898067,347,,3726898065,56,Right,3726898079,233,14,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978817,16,1,1,1,18,c8h9bw1l82s06h77xxrelzhur,1,64.8,0,2022-08-22T19:01:36.279Z,2022-08-23T04:08:20Z,3726898411,212,33.8,3726898407,140,96.7,3726898413,213,0.1,3726898405,56,Right,3726898403,107,,3726898409,141,4.7,3726898415,1,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978819,17,61,1,1,21,c8h9bw1l82s06h77xxrelzhur,0,96.8,4.7,2022-08-22T19:01:39.421Z,2022-08-23T04:08:30Z,3726898419,56,Right,3727399581,178,,,,,,,,,,,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978825,16,5,1,1,22,6eqit8ye8aomdsrrq0hk3v7gh,1,-0.7,86.6,2022-08-22T19:01:40.157Z,2022-08-23T04:08:40Z,3726899555,361,,3726898809,233,18,3726899451,346,,3726898435,56,Back,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978835,18,5,1,1,22,c8h9bw1l82s06h77xxrelzhur,0,100.7,13.4,2022-08-22T19:01:40.157Z,2022-08-23T04:08:40Z,3726900521,361,,3726899315,233,16,3726899437,346,,3726898471,56,Right,,,,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978813,15,43,1,1,23,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-08-22T19:01:41.660Z,2022-08-22T19:02:16Z,3726899063,144,61,3726898399,56,Back,,,,,,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978911,17,1,1,1,45,6eqit8ye8aomdsrrq0hk3v7gh,1,3.7,47.5,2022-08-22T19:02:03.840Z,2022-08-23T04:08:47Z,3726899039,124,,3726898909,1,,3726898901,140,56.3,3726898903,141,87.8,3726898907,213,0.5,3726898899,56,Left,3726899041,237,,3726898905,212,61.7,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978913,18,44,1,1,49,6eqit8ye8aomdsrrq0hk3v7gh,1,58.2,86.9,2022-08-22T19:02:07.175Z,2022-08-23T07:09:55Z,3726898915,286,,3726898935,233,19,3726898913,56,Left,,,,,,,,,,,,,,,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978907,19,44,1,1,49,c8h9bw1l82s06h77xxrelzhur,0,41.8,13.1,2022-08-22T19:02:07.176Z,2022-08-23T04:08:54Z,3726898893,285,,3726898891,56,Back,3726898947,233,18,,,,,,,,,,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978923,19,1,1,1,49,6eqit8ye8aomdsrrq0hk3v7gh,0,56.6,87.5,2022-08-22T19:02:07.272Z,2022-08-23T07:09:55Z,3727399771,388,,3726898977,212,14.9,3726898975,141,74.0,3726898969,168,,3726898973,140,67.8,3726898971,56,Center,3726898979,213,5.6,3726898967,3,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978933,20,1,1,1,51,c8h9bw1l82s06h77xxrelzhur,1,27.3,34.4,2022-08-22T19:02:10.050Z,2022-08-23T04:09:04Z,3726899013,141,44.0,3726899007,3,,3726899011,140,14.1,3726899017,213,2.7,3726899009,56,Back,3727399797,388,,3726899015,212,15.3,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978935,21,52,1,1,53,c8h9bw1l82s06h77xxrelzhur,1,14.2,44,2022-08-22T19:02:11.817Z,2022-08-23T04:09:08Z,3727399833,178,,3727169763,377,,,,,,,,,,,,,,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978943,22,1,1,1,55,c8h9bw1l82s06h77xxrelzhur,1,14.2,48.2,2022-08-22T19:02:13.231Z,2022-08-23T04:09:13Z,3726899053,141,93.3,3726899067,287,,3726899059,1,,3726899051,140,40.5,3726899047,123,,3726899055,212,41.3,3726899057,213,0.8,3726899049,56,Back,53d0pvr7ylvfhp6p749iniqc5,Alisson,3727399863,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978953,23,1,1,1,58,c8h9bw1l82s06h77xxrelzhur,1,40.7,93.3,2022-08-22T19:02:16.426Z,2022-08-23T04:09:19Z,3726899087,212,11.0,3726899085,141,80.1,3726899081,56,Back,3726899089,213,5.3,3726899083,140,46.8,3727399909,178,,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978957,24,1,1,1,59,c8h9bw1l82s06h77xxrelzhur,0,46.8,80.1,2022-08-22T19:02:17.179Z,2022-08-23T04:09:23Z,3726899103,56,Left,3726899109,212,8.4,3726899105,140,52.5,3726899111,213,0.8,3727399935,178,,3726899107,141,88.8,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978959,20,49,1,1,59,6eqit8ye8aomdsrrq0hk3v7gh,1,43.2,15.7,2022-08-22T19:02:17.861Z,2022-08-23T04:09:33Z,,,,,,,,,,,,,,,,,,,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978967,21,3,1,2,0,6eqit8ye8aomdsrrq0hk3v7gh,0,41.7,17.3,2022-08-22T19:02:18.939Z,2022-08-23T04:09:40Z,3727400041,178,,3727169853,464,,3726899129,56,Back,3726899131,286,,3726899185,233,25,,,,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978975,25,7,1,2,0,c8h9bw1l82s06h77xxrelzhur,1,58.3,82.7,2022-08-22T19:02:18.973Z,2022-08-23T04:09:46Z,3727400071,178,,3727169863,383,,3726899157,285,,3726899175,233,21,3726899155,56,Left,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978979,26,49,1,2,1,c8h9bw1l82s06h77xxrelzhur,1,59,80.6,2022-08-22T19:02:19.339Z,2022-08-23T04:10:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978981,27,50,1,2,1,c8h9bw1l82s06h77xxrelzhur,1,59.2,82,2022-08-22T19:02:19.973Z,2022-08-23T04:10:13Z,3726899191,286,,3726899209,233,22,3726899189,56,Left,,,,,,,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449978983,22,7,1,2,2,6eqit8ye8aomdsrrq0hk3v7gh,1,40.8,18,2022-08-22T19:02:20.354Z,2022-08-23T04:10:17Z,3727400187,178,,3727169895,384,,3726899201,285,,3726899199,56,Back,3726899203,233,27,,,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
