id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId
2514037631,2,34,16,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-03-01T19:00:04.400Z,2023-03-01T20:00:47Z,4065583313,30,"53d0pvr7ylvfhp6p749iniqc5, 19z8jmren3eytg7fbuzqv73kl, 3kwkd3b95n8qzqtq4idxav45x, 7mms3tmwizhtvzakotl4hv0et, 2zfjgh5747ge9r9q0thbk123t, dxze3b3fsfl814bjcs7q6wcet, dz2rfsmhib89jwilpuub10qcq, aqjq5mpg6qgnaf1exel9usjys, bz2p1aiij462e1emd7sh5psd1, 5ilkkfbsss0bxd6ttdlqg0uz9, 5e300bc3sbmy6iqpvmic34qju, 3xqbru6q5dvtrhv6coe7retp1, 6b9erfx1rf9nff83300tntadx, 25yu90pekqr1lhs098f3uxy39, 9twvo5p1ge4zfgy5hcu0nsvdh, 9psfk94nduz6icnuwty5v9all, eziqega9e25bg939pfh4vjp3p, 6z1du1o69dgamvu2m8yi97dre, kvchpptoxgvcyiv358w9gtzp, dpw4s6nbkfcrjlqxxgf9j5yhh",4065583325,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4065583315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4065583317,59,"1, 66, 21, 3, 5, 4, 19, 43, 20, 11, 27, 7, 9, 14, 15, 18, 26, 28, 32, 62",4065583321,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4065583323,194,dxze3b3fsfl814bjcs7q6wcet,4065583319,130,4,4065715881,197,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514037647,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-01T19:00:08.105Z,2023-03-01T19:59:38Z,4065716123,197,12050,4065583373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4065583371,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, f1lellpt59ka10kyngi7vsqy2, 8rfgwq7hbi4a3imda845vdyvp, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, 4pyehox7p3z64c4l3k8yoyfv9, 8kw1y8mzxtwl4fv8qkc8hoc7p, 5wa8lzp50ccfhxg3j4f65gt79, 9l7ph5603tbb7xwyxpvjg22fp, 3trkre1c81pzretsjsi8jk6sq, 9jxhgh1vhc531ho0ez5alfazu, csinkvzxcphggdjeflmo173zd, 6psklvi66inwws7buzf16yjft, 50y6nq2eok9lnmldevkamkkwl, 7wzwqegxhekjwq361dd2nidp1, 5pbnl8ssfcrxf9lfg1pl3vxzp, 6s577yqayjceifu1e05f280yd, 5hu4oy1jz8k1c3ajuiueoo2ga, e83zd56y74k8uecxqyo5xw7v9",4065583377,130,8,4065583375,59,"1, 22, 64, 5, 15, 23, 21, 8, 9, 28, 27, 3, 4, 7, 10, 19, 25, 29, 35, 37",4065583379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4065583383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4065583381,194,8kw1y8mzxtwl4fv8qkc8hoc7p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063339,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-01T20:00:10.356Z,2023-03-01T20:00:10Z,4065721325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063345,3,32,1,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-03-01T20:00:10.356Z,2023-03-02T01:17:10Z,4065721365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063355,3,1,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,49.9,50,2023-03-01T20:00:10.388Z,2023-03-02T03:51:52Z,4065721423,140,36.1,4065721421,56,Back,4065721427,212,15.7,4066202307,178,,4065721425,141,41.2,4065721429,213,3.5,4065721431,279,S,,,,5wa8lzp50ccfhxg3j4f65gt79,R. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063363,4,1,1,0,1,b9si1jn1lfxfund69e9ogcu2n,1,34.6,38.6,2023-03-01T20:00:12.180Z,2023-03-02T03:51:56Z,4065721487,141,29.8,4066202361,178,,4065721485,140,22.4,4065721483,56,Back,4065721489,212,14.1,4065721491,213,3.6,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063399,5,1,1,0,4,b9si1jn1lfxfund69e9ogcu2n,1,22.7,30.4,2023-03-01T20:00:14.756Z,2023-03-02T03:52:00Z,4065721679,140,7.6,4065721685,213,2.3,4065721683,212,23.4,4065721681,141,55.8,4066202401,178,,4065721677,56,Back,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063429,6,1,1,0,8,b9si1jn1lfxfund69e9ogcu2n,1,12.3,63.4,2023-03-01T20:00:18.904Z,2023-03-02T03:52:02Z,4065721859,212,26.1,4066202421,178,,4065721857,141,95.7,4065721855,140,25.7,4065721853,56,Back,4065721861,213,1.0,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063453,7,1,1,0,10,b9si1jn1lfxfund69e9ogcu2n,1,25.7,95.9,2023-03-01T20:00:20.591Z,2023-03-02T03:52:05Z,4066202445,178,,4065721985,212,18.0,4065721987,213,3.5,4065721979,56,Back,4065721983,141,86.6,4065721981,140,9.7,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514063499,8,1,1,0,12,b9si1jn1lfxfund69e9ogcu2n,0,10.4,89.3,2023-03-01T20:00:22.698Z,2023-03-02T03:52:08Z,4065722237,141,90.6,4066202457,178,,4065722229,56,Back,4065722233,140,39.5,4065722225,155,,4065722241,212,30.6,4065722245,213,0.0,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
