id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478549731,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-10-29T10:30:05.765Z,2022-10-29T11:34:56Z,3878773107,194,eo4uva2gnx08xdazfaqzyz2dx,3878773105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878773103,130,13,3878773109,197,16498,3878773101,59,"1, 27, 2, 4, 3, 18, 22, 8, 9, 10, 7, 11, 14, 17, 20, 24, 25, 26, 31, 33",3878773097,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 6icypdqtfk2k81ax0i49j5xpl, ayyswiouwrh2yn1j75owovob9, 72d5uxwcmvhd6mzthxuvev1sl, enyatxtjef9lacem6c8cc1mmt, 2bkp1lcaxmvwoanxwo0775cdl, eo4uva2gnx08xdazfaqzyz2dx, 6v1o4s2acog9guff3folo1jh1, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, drwacyyicuhy3heg4j0ipqj85, otz9c2ifww514ummo10nfoix, 7wu5l9m2kt30c4nifxdi3btg5, 6tma6gvgf6xphc5gm2el35vbp, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5",3878773111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878773099,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478549747,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-10-29T10:30:10.986Z,2022-10-29T11:33:00Z,3878773181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3878773193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878773179,30,"23637o19ff0sw18pqv8g96ndh, 3gem1jrrkgye0omb88fk1lsk5, 29pq64smaxdwlraopnxoleqxh, dqfk7czrayirrvonirtk2mk15, almf0gtdjmsdm5zhyot1hvydx, 7fmpgkx58o9pivo2bbnxxkt05, c2jqa9vozhqu7x79h5rr2n1ed, 9wbf00lybk9fqablaqwg5cn2t, 9ikkuxd19avliz1khcrm82gyy, b3974hgsmyff5xtq7qf1onhlh, 72nph557ee2a9tdky8rvk12vp, 2t5s4f41jefzuzth0bhcixtcl, 7jn9kl5wq29d41ekc2fz2rs2d, 5d6d4oc2rpau0mbbbt2dmtzv9, d4tdx2ctadv6kc3tbq4as8bmx, exiribcpg9vnuq9ekhlk74dlh, 6o74ue6gk2m4qyiq2wimael79, 693z0rzfh3m0h0wsma9v8c9ux, d0azo0spzov2hg6ul40l58e3u, w541dxowigldl3yvsp55arfu",3878773191,197,16396,3878773187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878773185,130,4,3878773183,59,"31, 5, 7, 16, 25, 14, 17, 8, 19, 20, 10, 3, 6, 18, 21, 26, 33, 47, 82, 97",3878773189,194,9wbf00lybk9fqablaqwg5cn2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478577997,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-10-29T11:30:25.358Z,2022-10-29T18:21:58Z,3878914735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478577987,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-10-29T11:30:25.358Z,2022-10-29T11:30:25Z,3878914673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578051,3,1,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,50,50,2022-10-29T11:30:25.382Z,2022-10-29T18:34:17Z,3878915005,213,2.8,3878915009,279,S,3881438363,178,,3878915001,212,15.4,3878914993,56,Back,3878914995,140,36.1,3878914997,141,57.0,,,,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578117,4,1,1,0,3,a3nyxabgsqlnqfkeg41m6tnpp,0,36.1,57,2022-10-29T11:30:28.766Z,2022-10-29T18:47:48Z,3878915325,213,5.4,3878915327,1,,3878915319,140,60.8,3878915323,212,39.3,3878915315,155,,3878915317,56,Right,3878915321,141,13.6,3881439613,178,,7fmpgkx58o9pivo2bbnxxkt05,Aymeric Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578089,3,44,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,1,36.4,88.2,2022-10-29T11:30:30.956Z,2022-10-29T19:27:27Z,3878915363,233,5,3878915179,285,,3878915177,56,Back,,,,,,,,,,,,,,,,6icypdqtfk2k81ax0i49j5xpl,J. Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578121,5,44,1,0,5,a3nyxabgsqlnqfkeg41m6tnpp,0,63.6,11.8,2022-10-29T11:30:30.957Z,2022-10-29T18:34:33Z,3878915343,286,,3878915391,233,3,3878915341,56,Right,,,,,,,,,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578107,4,1,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,0,33.7,89.9,2022-10-29T11:30:31.072Z,2022-10-29T19:27:27Z,3878915271,212,31.0,3881440147,388,,3878915265,56,Left,3878915267,140,63.1,3878915269,141,86.5,3878915263,3,,3878915273,213,6.2,,,,6icypdqtfk2k81ax0i49j5xpl,J. Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478578267,6,1,1,0,15,a3nyxabgsqlnqfkeg41m6tnpp,1,44.3,34.4,2022-10-29T11:30:40.542Z,2022-10-29T18:34:46Z,3878916055,141,15.9,3878916057,212,15.7,3878916051,56,Right,3881440659,178,,3878916053,140,53.3,3878916059,213,5.4,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
