id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/value
2465537011,7,1,1,0,23,9q0arba2kbnywth8bkxlhgmdr,1,82.4,0,2022-10-01T14:01:35.246Z,2022-10-02T00:48:24Z,3809581131,212,18.0,3809581133,213,1.7,3809581125,56,Center,3809581123,107,,3809581129,141,24.6,3809581127,140,79.8,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537129,8,1,1,0,26,9q0arba2kbnywth8bkxlhgmdr,1,76.4,31.4,2022-10-01T14:01:38.061Z,2022-10-02T00:48:29Z,3812899591,178,,3809581725,212,29.5,3809581723,141,74.6,3809581727,213,1.7,3809581721,140,73.4,3809581719,56,Center,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537253,9,1,1,0,29,9q0arba2kbnywth8bkxlhgmdr,1,73.2,74.6,2022-10-01T14:01:41.312Z,2022-10-02T00:48:32Z,3809582265,56,Center,3809582269,141,52.4,3809582271,212,25.9,3812899837,178,,3809582267,140,53.1,3809582273,213,3.8,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537415,10,1,1,0,33,9q0arba2kbnywth8bkxlhgmdr,1,57.6,50.1,2022-10-01T14:01:44.777Z,2022-10-02T00:48:34Z,3809583041,1,,3809583029,155,,3809583039,213,5.9,3809583033,140,93.2,3809583035,141,28.6,3809583031,56,Center,3812900029,178,,3809583037,212,40.1,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537427,11,1,1,0,35,9q0arba2kbnywth8bkxlhgmdr,0,92,28.1,2022-10-01T14:01:47.083Z,2022-10-02T00:48:40Z,3809583117,212,13.5,3809583111,56,Center,3812900321,178,,3809583115,141,46.2,3809583113,140,97.2,3809583119,213,1.2,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465537469,5,52,1,0,38,1c8m2ko0wxq1asfkuykurdr0y,1,2.7,53.4,2022-10-01T14:01:50.304Z,2022-10-02T00:48:44Z,3811523747,376,,3812900665,178,,,,,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538023,6,1,1,0,42,1c8m2ko0wxq1asfkuykurdr0y,1,7.7,50.5,2022-10-01T14:01:53.975Z,2022-10-02T00:48:46Z,3812900823,178,,3809586149,213,5.1,3809586151,1,,3812302159,287,,3809586145,141,5.8,3809587061,189,,3809586147,212,32.6,3809586135,56,Back,8k88isvd2hwr5e4gn9oxzr2t,Guaita,3812301979,123,3809586141,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466038875,704,1,1,0,47,1c8m2ko0wxq1asfkuykurdr0y,0,20.2,6.6,2022-10-01T14:01:59.026Z,2022-10-02T00:48:48Z,3812900929,178,,3812303831,213,0.4,3812303827,141,18.0,3812303825,140,35.9,3812303823,56,Back,3812303829,212,18.2,3812303975,189,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538127,12,8,1,0,49,9q0arba2kbnywth8bkxlhgmdr,1,65,82,2022-10-01T14:02:01.576Z,2022-10-02T00:48:52Z,3809586625,56,Left,3809586717,189,,3812304269,385,,3812901175,178,,,,,,,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538205,7,5,1,0,53,1c8m2ko0wxq1asfkuykurdr0y,1,42.3,-1.6,2022-10-01T14:02:04.724Z,2022-10-02T00:48:54Z,3809587191,233,13,3809587005,347,,3809587003,56,Back,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538227,13,5,1,0,53,9q0arba2kbnywth8bkxlhgmdr,0,57.7,101.6,2022-10-01T14:02:04.724Z,2022-10-02T00:48:54Z,3809587253,233,7,3809587103,347,,3809587099,56,Left,,,,,,,,,,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538575,8,1,1,1,2,1c8m2ko0wxq1asfkuykurdr0y,1,42.3,0,2022-10-01T14:02:14.462Z,2022-10-02T00:48:57Z,3809588851,107,,3809588871,212,12.0,3809588865,141,15.6,3809588879,213,1.8,3809588855,56,Back,3809588861,140,39.3,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538691,9,1,1,1,3,1c8m2ko0wxq1asfkuykurdr0y,0,44.6,14.7,2022-10-01T14:02:15.530Z,2022-10-02T00:49:01Z,3809589487,141,0.0,3809589483,56,Back,3809589485,140,44.9,3809589489,212,10.8,3812901641,178,,3809589491,213,4.7,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538701,10,5,1,1,4,1c8m2ko0wxq1asfkuykurdr0y,0,39.5,-1.7,2022-10-01T14:02:16.339Z,2022-10-02T00:49:10Z,3809589779,233,14,3809589555,347,,3809589553,56,Back,,,,,,,,,,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465538735,14,5,1,1,4,9q0arba2kbnywth8bkxlhgmdr,1,60.5,101.7,2022-10-01T14:02:16.339Z,2022-10-02T00:49:09Z,3809589707,56,Left,3809589745,233,10,3809589709,347,,,,,,,,,,,,,,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539111,15,1,1,1,13,9q0arba2kbnywth8bkxlhgmdr,1,61.5,100,2022-10-01T14:02:24.872Z,2022-10-02T00:49:13Z,3809591413,140,37.3,3809591415,141,76.4,3809591419,213,3.7,3809591417,212,30.8,3809591409,56,Back,3809591421,1,,3809591405,107,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539233,16,1,1,1,17,9q0arba2kbnywth8bkxlhgmdr,1,33,68.4,2022-10-01T14:02:29.438Z,2022-10-02T00:49:16Z,3812902749,178,,3809591915,141,57.3,3809591919,212,10.5,3809591911,140,39.9,3809591909,56,Back,3809591921,213,5.5,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539285,17,1,1,1,19,9q0arba2kbnywth8bkxlhgmdr,1,38.5,56.4,2022-10-01T14:02:31.307Z,2022-10-02T00:49:21Z,3809592181,213,2.1,3812903171,178,,3809592177,141,70.0,3809592179,212,10.5,3809592173,56,Back,3809592175,140,33.8,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539317,18,1,1,1,22,9q0arba2kbnywth8bkxlhgmdr,1,33.8,70,2022-10-01T14:02:33.817Z,2022-10-02T00:49:25Z,3809592341,140,43.1,3809592347,213,6.2,3809592343,141,68.8,3809592345,212,9.8,3812903457,178,,3809592339,56,Back,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539413,19,1,1,1,23,9q0arba2kbnywth8bkxlhgmdr,1,43.1,68.8,2022-10-01T14:02:34.745Z,2022-10-02T00:49:28Z,3812903693,178,,3809592857,140,35.8,3809592863,213,2.8,3809592859,141,72.7,3809592855,56,Back,3809592861,212,8.1,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539573,20,1,1,1,25,9q0arba2kbnywth8bkxlhgmdr,1,35.8,68.1,2022-10-01T14:02:37.217Z,2022-10-02T00:49:31Z,3809593661,56,Back,3809593675,213,5.4,3809593667,141,51.2,3809593669,212,15.4,3809593665,140,45.5,3812903867,178,,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539687,21,1,1,1,29,9q0arba2kbnywth8bkxlhgmdr,1,46,46,2022-10-01T14:02:41.450Z,2022-10-02T00:49:35Z,3809594247,141,4.4,3812904095,178,,3809594251,213,4.8,3809594249,212,28.4,3809594243,56,Back,3809594245,140,48.2,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539835,22,1,1,1,32,9q0arba2kbnywth8bkxlhgmdr,1,46.9,6.8,2022-10-01T14:02:44.104Z,2022-10-02T00:50:25Z,3812905649,178,,3809594985,141,21.0,3809594983,140,36.0,3809594989,213,2.4,3809594981,56,Back,3809594987,212,15.0,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465539979,23,1,1,1,35,9q0arba2kbnywth8bkxlhgmdr,1,36.3,25.2,2022-10-01T14:02:46.959Z,2022-10-02T00:50:43Z,3812908105,178,,3809595685,56,Back,3809595689,140,43.9,3809595697,213,0.9,3809595695,212,12.5,3809595693,141,39.4,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540093,24,1,1,1,38,9q0arba2kbnywth8bkxlhgmdr,1,43.6,36,2022-10-01T14:02:49.737Z,2022-10-02T00:50:47Z,3809596197,140,47.1,3809596199,141,6.2,3809596195,56,Back,3812908273,178,,3809596201,212,20.6,3809596203,213,4.9,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540273,25,1,1,1,40,9q0arba2kbnywth8bkxlhgmdr,1,47,1.3,2022-10-01T14:02:52.217Z,2022-10-02T00:50:51Z,3809597125,56,Right,3809597129,141,6.6,3809597127,140,83.5,3809597131,212,38.5,3811530933,1,,3809597133,213,0.1,3812908465,178,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465905313,989,3,1,1,43,9q0arba2kbnywth8bkxlhgmdr,0,92.9,7.7,2022-10-01T14:02:55.387Z,2022-10-02T00:50:57Z,3811550975,56,Right,3811550979,465,,3811550981,467,6dqnwhx0eglxhelidxg0dphm2,3811550977,286,,3812908793,178,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466153811,715,83,1,1,45,1c8m2ko0wxq1asfkuykurdr0y,1,4.7,91.9,2022-10-01T14:02:56.916Z,2022-10-02T01:12:06Z,3812971877,399,219847,,,,,,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540347,26,1,1,1,46,9q0arba2kbnywth8bkxlhgmdr,1,95.9,5.4,2022-10-01T14:02:57.785Z,2022-10-02T00:51:01Z,3809597545,140,86.3,3809597543,56,Right,3809597551,212,10.1,3809597555,213,3.0,3812908967,178,,3809597547,141,6.9,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540429,27,1,1,1,48,9q0arba2kbnywth8bkxlhgmdr,1,86.9,6.4,2022-10-01T14:03:00.216Z,2022-10-02T00:51:05Z,3809598035,213,2.4,3812909141,178,,3809598031,212,15.8,3809598027,140,75.9,3809598029,141,22.3,3809598025,56,Center,,,,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540479,28,1,1,1,50,9q0arba2kbnywth8bkxlhgmdr,1,82.3,25.2,2022-10-01T14:03:01.945Z,2022-10-02T00:51:08Z,3812909291,178,,3809598277,56,Center,3809598287,212,12.2,3809598289,213,0.0,3809598279,140,93.9,3809598283,141,26.0,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540505,29,1,1,1,51,9q0arba2kbnywth8bkxlhgmdr,0,94.2,26.6,2022-10-01T14:03:03.294Z,2022-10-02T00:51:21Z,3812909555,178,,3809598391,56,Center,3809598393,140,94.0,3809598397,212,2.5,3809598399,213,1.7,3809598533,286,,3809598395,141,30.3,3809598529,233,11,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,3809598527,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540529,11,74,1,1,51,1c8m2ko0wxq1asfkuykurdr0y,1,6.3,68.6,2022-10-01T14:03:03.377Z,2022-10-02T00:51:24Z,3809598573,233,29,3809598499,285,,3812910267,178,,3809598497,56,Back,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540779,12,1,1,1,53,1c8m2ko0wxq1asfkuykurdr0y,1,19.8,67.6,2022-10-01T14:03:05.518Z,2022-10-02T00:51:30Z,3809599743,213,0.1,3809599721,3,,3809599727,56,Back,3809599739,212,8.2,3809599735,141,68.8,3809599731,140,27.6,3812910633,178,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540817,13,1,1,1,55,1c8m2ko0wxq1asfkuykurdr0y,0,26.5,62.6,2022-10-01T14:03:07.036Z,2022-10-02T00:51:36Z,3809599915,212,28.7,3809599913,141,100.0,3809599911,140,36.2,3809599917,213,1.2,3809599907,155,,3812910977,178,,3809599909,56,Back,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465540837,14,5,1,2,0,1c8m2ko0wxq1asfkuykurdr0y,0,36.3,102,2022-10-01T14:03:11.752Z,2022-10-02T00:51:38Z,3809599989,347,,3809599987,56,Back,3809601063,233,30,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541013,30,5,1,2,0,9q0arba2kbnywth8bkxlhgmdr,1,63.7,-2,2022-10-01T14:03:11.752Z,2022-10-02T00:51:37Z,3809600857,56,Right,3809601037,233,14,3809600859,347,,,,,,,,,,,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541131,31,1,1,2,4,9q0arba2kbnywth8bkxlhgmdr,1,55,0,2022-10-01T14:03:16.549Z,2022-10-02T00:51:44Z,3809601573,140,45.0,3809601575,141,7.1,3809601579,213,2.6,3809601571,56,Back,3809601569,107,,3809601577,212,12.0,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541335,32,1,1,2,8,9q0arba2kbnywth8bkxlhgmdr,1,44.7,23.3,2022-10-01T14:03:19.802Z,2022-10-02T00:51:46Z,3809602617,140,44.0,3809602619,141,48.5,3809602615,56,Back,3809602621,212,17.2,3812911641,178,,3809602625,213,1.6,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541395,33,1,1,2,11,9q0arba2kbnywth8bkxlhgmdr,1,43.9,53.2,2022-10-01T14:03:23.552Z,2022-10-02T00:51:50Z,3809602945,56,Back,3809602949,141,69.7,3809602951,212,12.6,3812911825,178,,3809602953,213,1.1,3809602947,140,49.3,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541423,34,1,1,2,13,9q0arba2kbnywth8bkxlhgmdr,1,49.3,69,2022-10-01T14:03:24.748Z,2022-10-02T00:51:54Z,3809603109,140,39.0,3809603105,56,Back,3809603115,212,13.1,3809603113,141,58.1,3809603117,213,3.7,3812911981,178,,,,,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541573,35,1,1,2,15,9q0arba2kbnywth8bkxlhgmdr,1,35.5,55.9,2022-10-01T14:03:26.716Z,2022-10-02T00:51:59Z,3809603897,140,34.3,3809603899,141,39.6,3809603895,56,Back,3809603919,213,4.6,3809603903,212,11.2,3812912211,178,,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541695,36,1,1,2,18,9q0arba2kbnywth8bkxlhgmdr,1,42.3,33,2022-10-01T14:03:29.924Z,2022-10-02T00:52:03Z,3812912413,178,,3809604487,212,22.0,3809604481,56,Right,3809604489,213,5.3,3809604483,140,54.0,3809604485,141,6.2,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465541737,37,1,1,2,22,9q0arba2kbnywth8bkxlhgmdr,1,54.9,7,2022-10-01T14:03:33.740Z,2022-10-02T00:52:07Z,3809604701,213,1.6,3809604695,140,54.9,3809604693,56,Right,3809604699,212,7.0,3809604697,141,17.3,3812912699,178,,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
