id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2478721957,6,1,1,0,17,7yx5dqhhphyvfisohikodajhv,1,20.7,95.4,2022-10-29T14:01:16.746Z,2022-10-29T21:36:14Z,3879667603,141,65.0,3879667599,56,Back,3879667609,213,3.9,3879667607,212,29.0,3881893711,178,,3879667601,140,1.3,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722113,7,1,1,0,21,7yx5dqhhphyvfisohikodajhv,1,4,51.3,2022-10-29T14:01:20.577Z,2022-10-29T21:36:21Z,3879668395,213,5.4,3879668383,140,17.8,3881893889,178,,3879668379,56,Back,3879668389,141,24.2,3879668391,212,23.4,,,,,,,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722149,8,1,1,0,25,7yx5dqhhphyvfisohikodajhv,1,24.4,21.2,2022-10-29T14:01:24.626Z,2022-10-29T21:36:29Z,3879668599,212,14.6,3881894029,178,,3879668585,140,31.6,3879668579,56,Back,3879668591,141,2.9,3879668601,213,5.3,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722311,9,1,1,0,27,7yx5dqhhphyvfisohikodajhv,1,30.6,5,2022-10-29T14:01:26.649Z,2022-10-29T21:36:34Z,3879669341,56,Back,3881894151,178,,3879669349,213,1.7,3879669347,212,11.0,3879669345,141,21.1,3879669343,140,29.6,,,,,,,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722497,10,1,1,0,30,7yx5dqhhphyvfisohikodajhv,1,29.8,22.3,2022-10-29T14:01:29.762Z,2022-10-29T21:36:40Z,3879670149,213,0.8,3879670139,56,Left,3879670137,196,,3881894257,178,,3879670135,155,,3879670143,141,97.5,3879670145,212,72.9,3879670141,140,79.3,dtol82tjlq48bs0s70sisguz9,M. Jensen,3879670153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479137955,861,67,1,0,34,7yx5dqhhphyvfisohikodajhv,1,78.6,96.2,2022-10-29T14:01:33.577Z,2022-10-29T23:31:03Z,3881938687,233,744,,,,,,,,,,,,,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479137953,744,67,1,0,34,b9si1jn1lfxfund69e9ogcu2n,0,21.4,3.8,2022-10-29T14:01:33.578Z,2022-10-29T22:04:50Z,3881938693,233,861,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479014085,833,3,1,0,34,7yx5dqhhphyvfisohikodajhv,0,78.7,96.2,2022-10-29T14:01:33.704Z,2022-10-29T21:36:55Z,3881227085,56,Left,3881227089,465,,3881894533,178,,3881227087,286,,3881227091,467,3fhoof7n4sjaizvotcmypb9at,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722531,11,4,1,0,34,7yx5dqhhphyvfisohikodajhv,1,77.1,95.5,2022-10-29T14:01:33.953Z,2022-10-29T21:37:00Z,3879670377,233,6,3879670291,152,,3879670295,286,,3879670293,265,,3879670289,56,Left,3879670287,13,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722539,6,4,1,0,34,b9si1jn1lfxfund69e9ogcu2n,0,22.9,4.5,2022-10-29T14:01:33.954Z,2022-10-29T21:37:00Z,3879670323,265,,3881894591,178,,3879670429,233,11,3879670327,285,,3879670317,152,,3879670315,56,Back,3879670313,13,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722911,7,17,1,0,40,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-10-29T14:01:39.814Z,2022-10-29T21:37:03Z,3879672121,13,243,3879672117,31,,3879675473,392,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724439,12,1,1,1,37,7yx5dqhhphyvfisohikodajhv,0,76,97.5,2022-10-29T14:02:36.690Z,2022-10-29T21:37:11Z,3881228421,224,,3879679371,155,,3879679369,5,,3879679373,152,,3879679367,2,,3881228423,72,,3879679381,212,29.9,3881894837,178,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,3879679379,141,59.4,3879679383,213,5.2,3879679377,140,90.3,3879679375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724537,8,12,1,1,38,b9si1jn1lfxfund69e9ogcu2n,1,10.5,40.6,2022-10-29T14:02:37.917Z,2022-10-29T21:37:15Z,3879679827,213,5.2,3879679823,141,10.1,3879679825,212,23.2,3879679821,140,20.4,3881894933,388,,3879679819,56,Back,3879679879,15,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724669,13,1,1,1,41,7yx5dqhhphyvfisohikodajhv,1,81.8,91.5,2022-10-29T14:02:40.622Z,2022-10-29T21:37:25Z,3881895101,178,,3879680525,140,94.6,3879680529,212,13.5,3879680531,213,6.2,3879680487,56,Left,3879680527,141,90.5,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724731,14,1,1,1,45,7yx5dqhhphyvfisohikodajhv,0,94.9,95.7,2022-10-29T14:02:44.459Z,2022-10-29T21:37:31Z,3879680841,141,95.7,3879680845,213,3.1,3879680843,212,15.5,3881895239,178,,3879680839,140,80.1,3879680837,56,Left,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724727,9,3,1,1,46,b9si1jn1lfxfund69e9ogcu2n,0,16,6.6,2022-10-29T14:02:45.525Z,2022-10-29T21:37:36Z,3879680825,56,Back,3881232885,465,,3881895385,178,,3879680827,285,,3879681295,233,15,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724779,15,7,1,1,46,7yx5dqhhphyvfisohikodajhv,0,84,93.4,2022-10-29T14:02:45.606Z,2022-10-29T21:37:42Z,3879681073,286,,3879681259,233,9,3881895501,178,,3881233069,385,,3879681071,56,Left,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724767,10,1,1,1,47,b9si1jn1lfxfund69e9ogcu2n,0,9.1,6,2022-10-29T14:02:46.202Z,2022-10-29T21:37:51Z,3881233917,141,0.0,3881233913,140,15.1,3879681027,56,Back,3881233923,212,7.7,3881895723,178,,3881233927,213,5.7,,,,,,,e83zd56y74k8uecxqyo5xw7v9,Adama Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724837,11,5,1,1,48,b9si1jn1lfxfund69e9ogcu2n,0,13.4,-1.3,2022-10-29T14:02:47.567Z,2022-10-29T21:37:57Z,3879681339,56,Back,3879681341,347,,3879685315,233,16,,,,,,,,,,,,,,,,e83zd56y74k8uecxqyo5xw7v9,Adama Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725667,16,5,1,1,48,7yx5dqhhphyvfisohikodajhv,1,86.6,101.3,2022-10-29T14:02:47.567Z,2022-10-29T21:37:57Z,3879685177,347,,3879685175,56,Left,3879685217,233,11,,,,,,,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725721,17,1,1,2,9,7yx5dqhhphyvfisohikodajhv,1,84.1,100,2022-10-29T14:03:08.907Z,2022-10-29T21:38:03Z,3879685441,213,5.8,3879685431,107,,3879685439,212,15.3,3879685437,141,91.7,3879685433,56,Left,3879685435,140,97.2,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725761,18,1,1,2,10,7yx5dqhhphyvfisohikodajhv,1,97.2,91.7,2022-10-29T14:03:09.747Z,2022-10-29T21:38:08Z,3879685631,56,Left,3881896227,178,,3879685639,213,2.9,3879685637,212,14.2,3879685635,141,97.7,3879685633,140,84.2,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725855,19,1,1,2,13,7yx5dqhhphyvfisohikodajhv,0,81.2,96.5,2022-10-29T14:03:12.107Z,2022-10-29T21:38:14Z,3881235165,20,,3879686183,141,53.7,3879686163,2,,3879686179,140,89.6,3879686173,56,Center,3879686167,155,,3879686187,212,30.4,3881235163,223,,dtol82tjlq48bs0s70sisguz9,M. Jensen,3881896355,178,,3879686191,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726001,12,12,1,2,14,b9si1jn1lfxfund69e9ogcu2n,1,11.3,46.4,2022-10-29T14:03:13.430Z,2022-10-29T21:38:19Z,3879686961,212,22.5,3879686953,141,36.5,3881896441,388,,3879686947,140,31.7,3879687001,15,,3879686945,56,Back,3879686965,213,6.0,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726203,20,1,1,2,17,7yx5dqhhphyvfisohikodajhv,1,67.7,46.9,2022-10-29T14:03:16.436Z,2022-10-29T21:38:27Z,3879687879,212,35.9,3879687883,213,3.2,3879687869,140,33.5,3879687873,141,45.1,3879687867,56,Back,3879687887,1,,3881896635,178,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726249,21,1,1,2,22,7yx5dqhhphyvfisohikodajhv,1,37,44.2,2022-10-29T14:03:21.970Z,2022-10-29T21:38:33Z,3879688095,56,Left,3879688103,212,39.0,3879688097,140,57.2,3879693047,1,,3879688107,213,1.0,3879688099,141,92.3,3881896771,178,,,,,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726529,22,1,1,2,30,7yx5dqhhphyvfisohikodajhv,1,62,83.7,2022-10-29T14:03:29.787Z,2022-10-29T21:38:38Z,3879689727,213,3.1,3879689723,141,84.5,3879689725,212,7.4,3879689721,140,55.0,3881896843,178,,3879689719,56,Left,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726635,23,1,1,2,32,7yx5dqhhphyvfisohikodajhv,1,55,84.5,2022-10-29T14:03:31.481Z,2022-10-29T21:38:50Z,3879690277,212,12.4,3879690279,213,0.7,3879690275,141,96.2,3879690273,140,64.0,3879690271,56,Left,3881897129,178,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726665,24,1,1,2,35,7yx5dqhhphyvfisohikodajhv,0,64,93.9,2022-10-29T14:03:34.403Z,2022-10-29T21:38:56Z,3879690429,140,65.3,3881897279,178,,3879690425,56,Left,3879690591,286,,3879690433,141,92.1,3879690583,233,13,3879690579,236,,3879690437,212,1.8,dtol82tjlq48bs0s70sisguz9,M. Jensen,3879690443,213,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726673,13,74,1,2,35,b9si1jn1lfxfund69e9ogcu2n,1,38.6,11.5,2022-10-29T14:03:34.524Z,2022-10-29T21:39:00Z,3879690497,285,,3879690495,56,Back,3881897407,178,,3879690605,233,24,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726841,14,5,1,2,37,b9si1jn1lfxfund69e9ogcu2n,0,41.4,-1.7,2022-10-29T14:03:36.447Z,2022-10-29T21:39:12Z,3879697237,233,25,3879691321,347,,3879691319,56,Back,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726873,25,5,1,2,37,7yx5dqhhphyvfisohikodajhv,1,58.6,101.7,2022-10-29T14:03:36.447Z,2022-10-29T21:39:11Z,3879691465,347,,3879697119,233,14,3879691463,56,Left,,,,,,,,,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726965,26,1,1,2,41,7yx5dqhhphyvfisohikodajhv,1,59.3,100,2022-10-29T14:03:40.796Z,2022-10-29T21:39:15Z,3879691961,212,12.8,3879691959,141,87.5,3879691957,140,67.5,3879691953,107,,3879691955,56,Left,3879691963,213,5.5,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727031,27,1,1,2,42,7yx5dqhhphyvfisohikodajhv,1,67.5,87.5,2022-10-29T14:03:41.835Z,2022-10-29T21:39:23Z,3879692235,140,73.3,3879692233,56,Left,3881897901,178,,3879692239,212,8.1,3879692237,141,95.3,3881897903,21,,3879692241,213,0.7,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727041,28,61,1,2,43,7yx5dqhhphyvfisohikodajhv,0,73.3,95.3,2022-10-29T14:03:42.605Z,2022-10-29T21:39:32Z,3879692273,56,Left,3881898089,178,,,,,,,,,,,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726981,15,49,1,2,44,b9si1jn1lfxfund69e9ogcu2n,1,30.2,8.2,2022-10-29T14:03:43.672Z,2022-10-29T21:39:42Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727449,16,1,1,2,49,b9si1jn1lfxfund69e9ogcu2n,1,27.4,7.2,2022-10-29T14:03:48.404Z,2022-10-29T21:39:47Z,3879694471,212,14.1,3881898485,178,,3879694465,56,Back,3879694469,141,2.5,3879694473,213,6.1,3879694467,140,40.5,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479138955,903,43,1,2,52,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-10-29T14:03:51.930Z,2022-10-29T22:08:53Z,3881945297,399,159533,3881945739,144,83,,,,,,,,,,,,,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479139057,910,83,1,2,52,7yx5dqhhphyvfisohikodajhv,1,43.3,96.5,2022-10-29T14:03:51.930Z,2022-10-29T22:09:00Z,3881945963,399,159533,,,,,,,,,,,,,,,,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727463,17,61,1,2,55,b9si1jn1lfxfund69e9ogcu2n,0,77.2,2.1,2022-10-29T14:03:54.409Z,2022-10-29T21:39:59Z,3881898865,178,,3879694543,56,Right,,,,,,,,,,,,,,,,,,,e83zd56y74k8uecxqyo5xw7v9,Adama Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727537,29,4,1,2,56,7yx5dqhhphyvfisohikodajhv,1,24.9,97.5,2022-10-29T14:03:55.955Z,2022-10-29T21:40:08Z,3879694943,285,,3879694935,56,Back,3879694933,295,,3879694939,152,,3879694931,13,,3879696537,233,18,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727863,18,4,1,2,56,b9si1jn1lfxfund69e9ogcu2n,0,75.1,2.5,2022-10-29T14:03:55.956Z,2022-10-29T21:40:07Z,3879700397,295,,3879696601,233,29,3881899081,178,,3879696435,13,,3879696443,286,,3879696439,152,,3879696437,56,Right,,,,e83zd56y74k8uecxqyo5xw7v9,Adama Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729661,30,1,1,3,51,7yx5dqhhphyvfisohikodajhv,1,23.8,94.6,2022-10-29T14:04:50.799Z,2022-10-29T21:40:14Z,3879705537,141,93.4,3879705539,212,34.7,3879705535,140,56.8,3879763885,1,,3879705541,213,6.3,3879705533,56,Left,3879705527,5,,3881899291,178,,4iijb6llnz28unsz4rirr3umt,David Raya,3879705531,152,,3879705529,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729843,31,44,1,3,55,7yx5dqhhphyvfisohikodajhv,1,69.6,94.2,2022-10-29T14:04:54.243Z,2022-10-29T23:31:04Z,3879706577,233,19,3879706531,286,,3879706529,56,Left,,,,,,,,,,,,,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729819,19,44,1,3,55,b9si1jn1lfxfund69e9ogcu2n,0,30.4,5.8,2022-10-29T14:04:54.244Z,2022-10-29T21:40:24Z,3879706397,56,Back,3879706399,285,,3879706653,233,31,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
