id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId
2534535259,14,1,1,0,44,4dsgumo7d4zupm2ugsvm4zm4d,1,16.8,21.2,2023-04-16T13:00:53.465Z,2023-04-16T21:16:54Z,4197194085,178,,4195087683,141,50.4,4195087685,212,24.5,4195087679,56,Back,4195087687,213,2.2,4195087681,140,3.2,,,,,,,57gg79gxvcfqtaoi0ruog7wmh,R. Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535311,15,1,1,0,50,4dsgumo7d4zupm2ugsvm4zm4d,1,8.2,53.9,2023-04-16T13:00:59.267Z,2023-04-16T21:16:57Z,4197194197,178,,4195087931,213,5.4,4195087915,56,Back,4195087929,212,23.4,4195087923,141,28.3,4195087919,140,23.1,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535327,16,1,1,0,53,4dsgumo7d4zupm2ugsvm4zm4d,0,23.5,28.6,2023-04-16T13:01:02.468Z,2023-04-16T21:16:59Z,4195087989,56,Back,4195087991,140,39.1,4195087997,213,6.2,4195087993,141,27.4,4195087995,212,16.4,4197194265,178,,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535355,5,49,1,0,54,4txjdaqveermfryvbfrr4taf7,1,61.2,69,2023-04-16T13:01:03.399Z,2023-04-16T21:17:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535417,6,1,1,0,56,4txjdaqveermfryvbfrr4taf7,1,65.4,75.3,2023-04-16T13:01:05.688Z,2023-04-16T21:17:06Z,4195088441,140,70.4,4195088447,213,1.2,4195088443,141,96.3,4195088445,212,15.2,4195088439,56,Left,4197194507,178,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535469,7,1,1,0,58,4txjdaqveermfryvbfrr4taf7,1,69.2,97.2,2023-04-16T13:01:08.088Z,2023-04-16T21:17:09Z,4195088707,212,13.7,4197194621,178,,4195088701,56,Left,4195088703,140,56.2,4195088709,213,3.1,4195088705,141,97.1,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535527,8,1,1,1,0,4txjdaqveermfryvbfrr4taf7,1,56,96.9,2023-04-16T13:01:09.819Z,2023-04-16T21:17:12Z,4195089001,140,43.0,4195089007,213,4.0,4197194689,178,,4195089005,212,20.1,4195089003,141,75.2,4195088999,56,Back,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535593,9,1,1,1,3,4txjdaqveermfryvbfrr4taf7,1,44.4,72.2,2023-04-16T13:01:12.536Z,2023-04-16T21:17:14Z,4195089307,140,38.0,4195089311,212,26.4,4197194743,178,,4195089313,213,4.5,4195089305,56,Back,4195089309,141,34.7,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535753,10,1,1,1,6,4txjdaqveermfryvbfrr4taf7,1,39.9,32,2023-04-16T13:01:15.740Z,2023-04-16T21:17:18Z,4195090073,141,26.9,4195090075,212,35.8,4195090079,1,,4195090067,155,,4197194883,178,,4195090071,140,73.8,4195090069,56,Center,4195090077,213,6.2,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535763,11,44,1,1,8,4txjdaqveermfryvbfrr4taf7,1,75.2,21.3,2023-04-16T13:01:18.207Z,2023-04-17T00:36:52Z,4195090131,233,17,4195090129,286,,4195090127,56,Center,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535701,17,44,1,1,8,4dsgumo7d4zupm2ugsvm4zm4d,0,24.8,78.7,2023-04-16T13:01:18.208Z,2023-04-16T21:17:22Z,4195089809,285,,4195089807,56,Back,4195090149,233,11,,,,,,,,,,,,,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535787,12,1,1,1,8,4txjdaqveermfryvbfrr4taf7,0,75.5,25.6,2023-04-16T13:01:18.249Z,2023-04-17T00:36:52Z,4195090233,3,,4195090235,56,Right,4195090255,213,5.2,4195090247,141,0.0,4195090251,212,20.5,4195090241,140,85.0,4197195029,388,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535795,13,5,1,1,12,4txjdaqveermfryvbfrr4taf7,0,88.5,-1.2,2023-04-16T13:01:21.309Z,2023-04-16T21:17:27Z,4195090421,233,18,4195090285,56,Right,4195090287,347,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535817,18,5,1,1,12,4dsgumo7d4zupm2ugsvm4zm4d,1,11.5,101.2,2023-04-16T13:01:21.309Z,2023-04-16T21:17:27Z,4195090361,56,Back,4195090401,233,13,4195090363,347,,,,,,,,,,,,,,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535987,19,1,1,1,19,4dsgumo7d4zupm2ugsvm4zm4d,1,8,100,2023-04-16T13:01:29.222Z,2023-04-16T21:17:30Z,4195091109,56,Back,4195091113,141,90.8,4195091115,212,9.2,4195091117,213,4.1,4195091111,140,2.7,4195091107,107,,,,,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536063,20,1,1,1,22,4dsgumo7d4zupm2ugsvm4zm4d,0,5.2,90.8,2023-04-16T13:01:31.743Z,2023-04-16T21:17:35Z,4197195381,178,,4195091529,1,,4195091525,212,39.9,4195091523,141,100.0,4195091515,157,,4195091519,56,Back,4195091521,140,42.5,4195091527,213,0.2,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536225,14,5,1,1,26,4txjdaqveermfryvbfrr4taf7,1,58.1,-1.7,2023-04-16T13:01:35.641Z,2023-04-16T21:17:38Z,4195092297,56,Right,4195092299,347,,4195092313,233,21,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536067,21,5,1,1,26,4dsgumo7d4zupm2ugsvm4zm4d,0,41.9,101.7,2023-04-16T13:01:35.641Z,2023-04-16T21:17:38Z,4195091547,56,Back,4195091549,347,,4195092331,233,14,,,,,,,,,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536287,15,1,1,1,35,4txjdaqveermfryvbfrr4taf7,0,60.7,0,2023-04-16T13:01:44.396Z,2023-04-16T21:17:44Z,4195092613,107,,4195092615,56,Right,4195092619,141,5.5,4195092623,213,0.2,4195092701,1,,4195092617,140,85.4,4195092621,212,26.3,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536297,22,49,1,1,37,4dsgumo7d4zupm2ugsvm4zm4d,1,15.8,93.8,2023-04-16T13:01:46.387Z,2023-04-16T21:17:53Z,,,,,,,,,,,,,,,,,,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536357,23,1,1,1,38,4dsgumo7d4zupm2ugsvm4zm4d,1,15.6,92.9,2023-04-16T13:01:47.622Z,2023-04-16T21:17:56Z,4195092981,213,4.5,4195092979,212,16.8,4195092975,140,12.5,4195092973,56,Back,4195092977,141,68.7,4197196287,178,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536491,24,1,1,1,40,4dsgumo7d4zupm2ugsvm4zm4d,1,12.5,67.6,2023-04-16T13:01:49.830Z,2023-04-16T21:17:58Z,4195093701,140,11.7,4195093707,213,4.7,4197196379,178,,4195093705,212,15.7,4195093703,141,44.6,4195093699,56,Back,,,,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536661,25,1,1,1,46,4dsgumo7d4zupm2ugsvm4zm4d,1,20.1,37.3,2023-04-16T13:01:55.836Z,2023-04-16T21:18:00Z,4195094577,213,1.9,4195094569,56,Back,4195094571,140,12.1,4197196463,178,,4195094575,212,25.9,4195094573,141,73.3,,,,,,,57gg79gxvcfqtaoi0ruog7wmh,R. Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536715,26,1,1,1,55,4dsgumo7d4zupm2ugsvm4zm4d,1,25.1,73.6,2023-04-16T13:02:04.404Z,2023-04-16T21:18:03Z,4195094873,140,36.0,4195094881,212,17.9,4197196587,178,,4195094883,213,0.9,4195094869,56,Back,4195094877,141,93.9,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536755,27,1,1,1,58,4dsgumo7d4zupm2ugsvm4zm4d,1,36,93.9,2023-04-16T13:02:07.275Z,2023-04-16T21:18:06Z,4197196701,178,,4195095077,141,82.0,4195095079,212,11.0,4195095075,140,28.9,4195095073,56,Back,4195095081,213,4.0,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536835,28,1,1,2,0,4dsgumo7d4zupm2ugsvm4zm4d,1,31.2,78.2,2023-04-16T13:02:10.161Z,2023-04-16T21:18:08Z,4195095389,212,15.5,4195095383,56,Back,4195095385,140,30.2,4195095391,213,4.6,4195095387,141,55.4,4197196757,178,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536901,29,1,1,2,3,4dsgumo7d4zupm2ugsvm4zm4d,1,30.2,55.4,2023-04-16T13:02:12.596Z,2023-04-16T21:18:10Z,4195095711,140,31.8,4195095717,213,4.8,4197196805,178,,4195095709,56,Back,4195095715,212,15.5,4195095713,141,32.8,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536945,30,1,1,2,4,4dsgumo7d4zupm2ugsvm4zm4d,1,32.9,30.6,2023-04-16T13:02:14.148Z,2023-04-16T21:18:14Z,4197196967,178,,4195095949,140,39.4,4195095955,213,5.1,4195095953,212,17.2,4195095951,141,7.4,4195095947,56,Back,,,,,,,57gg79gxvcfqtaoi0ruog7wmh,R. Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536979,31,1,1,2,8,4dsgumo7d4zupm2ugsvm4zm4d,1,47,6.2,2023-04-16T13:02:17.933Z,2023-04-16T21:19:43Z,4197199915,178,,4195096153,213,0.1,4195096149,141,9.5,4195096145,56,Right,4195096151,212,20.7,4195096147,140,66.6,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537009,32,1,1,2,10,4dsgumo7d4zupm2ugsvm4zm4d,1,65.8,10.6,2023-04-16T13:02:19.890Z,2023-04-16T21:19:45Z,4195096315,141,18.3,4195096313,140,61.3,4195096319,213,2.3,4197200003,178,,4195096311,56,Right,4195096317,212,7.1,,,,,,,8tc7dcuwdeqbjgt7vw5p38xgq,B. Saka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537087,33,1,1,2,11,4dsgumo7d4zupm2ugsvm4zm4d,0,63.5,18.2,2023-04-16T13:02:20.490Z,2023-04-16T21:19:47Z,4195096709,141,22.4,4195096703,155,,4195096705,56,Center,4197200035,178,,4195096713,213,0.1,4195096711,212,27.3,4195096707,140,89.4,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537083,16,49,1,2,14,4txjdaqveermfryvbfrr4taf7,1,12.8,76.4,2023-04-16T13:02:23.460Z,2023-04-16T21:19:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537101,17,1,1,2,14,4txjdaqveermfryvbfrr4taf7,0,12.8,76.4,2023-04-16T13:02:23.630Z,2023-04-16T21:19:54Z,4195096763,140,17.7,4195096769,213,0.9,4195096765,141,85.8,4195096761,56,Back,4195096767,212,8.2,4197200207,178,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537133,34,49,1,2,15,4dsgumo7d4zupm2ugsvm4zm4d,1,80,10.9,2023-04-16T13:02:25.158Z,2023-04-16T21:20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537151,18,45,1,2,16,4txjdaqveermfryvbfrr4taf7,0,25.2,81.1,2023-04-16T13:02:26.065Z,2023-04-16T21:20:16Z,4195097273,233,39,4195097039,56,Back,4195097045,285,,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
