id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId
2534475205,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-04-16T12:00:05.187Z,2023-04-16T13:15:06Z,4194784363,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 9w5o8b18ffu4qr4bdnfrk4ogl, 6jgocc12bori2wygyu07c082x, 9qdm0nxg1g046olii48z3crf9, cm0gwoyh5rdb216fx685a7l5h, 6wwagkprtmcadu8p6klcu2uhh, at7mm2zrj2hjhu4bnq1f9noix, 3c7vnmec038bhz5rq36ywi2fp, d542ijpf3j9hdrtt1mfe6vwlx, exviw7gzg5p3vaiwaq4ujw9ud, 6gq38x5xbyz0moa1sk0aw082x, 6aix9yu384pv1caanqiol231l, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, f2pknjv2uohldehbp39j0so2d, ashza2qkgnak7wb3vuz5bnzyt, 8qezzr83ofw7htqufohg2fwlx, 7k7o8g8r453gp1hvqaia1rywa",4194784365,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194784369,130,4,4194784371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194784377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194784373,194,6jgocc12bori2wygyu07c082x,4194784375,197,4983,4194784367,59,"1, 5, 3, 41, 4, 24, 28, 11, 9, 20, 22, 2, 8, 10, 12, 13, 14, 18, 33, 49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475259,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-04-16T12:00:08.742Z,2023-04-16T12:00:08Z,4194784621,59,"1, 4, 3, 5, 16, 6, 8, 34, 9, 7, 11, 10, 14, 15, 19, 20, 21, 24, 30, 97",4194784617,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 8i5ee4fmkqhl1rcuo31qomxud, dydwiixiims98cx2iihfuf8wl, 57gg79gxvcfqtaoi0ruog7wmh, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 4ali7e2nk26rfzr0660xdrx0p, 2im16cd31tgg3yac3c8c18jbp, 8585juruxxi6z8ih6kfqvrj6x, 8qwpdf5jof7o6yy47v6iv11hx, 9id859f7xnqwj0jazjzkbjzdh, 4qrvwap878sl5dz5n3o8mr71m, bzummkjt2ya27kvolzmqn91wp, hwcrfg4h2ystqbd11qlmj015, loj66945mkjrqk5yf4x4s9as",4194784627,194,b1lcxeihx8z6pfv1jef4j5jh1,4194784629,197,15722,4194784625,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194784619,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194784623,130,4,4194784631,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534261,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-04-16T13:00:09.264Z,2023-04-16T13:00:09Z,4195082865,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534285,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-04-16T13:00:09.264Z,2023-04-16T20:54:04Z,4195082989,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534281,3,1,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,50,50,2023-04-16T13:00:09.266Z,2023-04-16T21:16:20Z,4195082961,141,50.3,4195082967,279,S,4195082959,140,27.4,4197192859,178,,4195082965,213,3.1,4195082957,56,Back,4195082963,212,23.7,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534297,4,1,1,0,2,4dsgumo7d4zupm2ugsvm4zm4d,1,27.5,50.4,2023-04-16T13:00:12.231Z,2023-04-16T21:16:23Z,4195083095,56,Back,4195083099,140,32.0,4195083107,213,1.2,4197192945,178,,4195083105,212,14.3,4195083103,141,70.2,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534369,5,1,1,0,5,4dsgumo7d4zupm2ugsvm4zm4d,1,31.8,70.5,2023-04-16T13:00:14.684Z,2023-04-16T21:16:25Z,4195083419,213,5.8,4195083413,140,42.8,4195083415,141,62.3,4195083417,212,12.8,4197193029,178,,4195083411,56,Back,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534397,6,1,1,0,8,4dsgumo7d4zupm2ugsvm4zm4d,1,40.4,63.4,2023-04-16T13:00:17.354Z,2023-04-16T21:16:28Z,4195083543,212,15.5,4195083545,213,2.6,4195083539,140,28.1,4197193141,178,,4195083537,56,Back,4195083541,141,75.9,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534485,7,1,1,0,10,4dsgumo7d4zupm2ugsvm4zm4d,1,25,73.3,2023-04-16T13:00:20.218Z,2023-04-16T21:16:30Z,4195083961,213,3.8,4197193219,178,,4195083959,212,15.5,4195083953,56,Back,4195083955,140,13.3,4195083957,141,59.4,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534553,8,1,1,0,15,4dsgumo7d4zupm2ugsvm4zm4d,1,13.1,57.5,2023-04-16T13:00:25.022Z,2023-04-16T21:16:32Z,4195084237,213,4.7,4195084231,140,13.0,4195084229,56,Back,4197193321,178,,4195084233,141,25.8,4195084235,212,21.6,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534603,9,1,1,0,18,4dsgumo7d4zupm2ugsvm4zm4d,1,13,25.8,2023-04-16T13:00:27.741Z,2023-04-16T21:16:34Z,4195084505,213,0.6,4197193411,178,,4195084503,212,14.3,4195084497,56,Back,4195084499,140,24.4,4195084501,141,37.3,,,,,,,57gg79gxvcfqtaoi0ruog7wmh,R. Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534615,10,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,0,23,37.1,2023-04-16T13:00:29.787Z,2023-04-16T21:33:55Z,4195084551,141,33.3,4195084797,286,,4195084543,56,Back,4195084555,213,5.6,4195084553,212,4.2,4195084547,140,26.2,4195084791,236,,4195084793,233,3,dydwiixiims98cx2iihfuf8wl,T. Partey,4197193617,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534639,3,74,1,0,20,4txjdaqveermfryvbfrr4taf7,1,70,65.6,2023-04-16T13:00:29.831Z,2023-04-16T21:16:42Z,4195084695,56,Center,4195084697,285,,4195084859,233,10,4197193709,178,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534655,4,5,1,0,23,4txjdaqveermfryvbfrr4taf7,0,101.2,76.2,2023-04-16T13:00:33.219Z,2023-04-16T21:16:45Z,4195084779,56,Center,4195084781,346,,4195084999,233,11,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534693,11,5,1,0,23,4dsgumo7d4zupm2ugsvm4zm4d,1,-1.2,23.8,2023-04-16T13:00:33.219Z,2023-04-16T21:16:45Z,4195084985,233,4,4195084915,56,Back,4195084917,346,,,,,,,,,,,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535007,12,1,1,0,35,4dsgumo7d4zupm2ugsvm4zm4d,1,4.9,47.2,2023-04-16T13:00:44.932Z,2023-04-16T21:16:48Z,4195086427,237,,4195086417,141,72.3,4195086421,213,1.3,4195086411,124,,4195086413,56,Back,4195086419,212,17.8,4195086415,140,9.8,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535139,13,1,1,0,38,4dsgumo7d4zupm2ugsvm4zm4d,1,11.2,68.7,2023-04-16T13:00:48.085Z,2023-04-16T21:16:51Z,4195087127,141,23.1,4197194017,178,,4195087131,213,4.7,4195087129,212,31.0,4195087125,140,10.9,4195087123,56,Back,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
