id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2476156451,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-10-23T12:00:13.725Z,2022-10-23T13:10:41Z,3866049381,59,"1, 2, 21, 8, 5, 6, 11, 42, 19, 7, 23, 3, 9, 10, 14, 18, 22, 25, 30, 43",3866049379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866049385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866049393,197,4773,3866049383,130,8,3866049377,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, b275i2lg3anqae5lv9gmrzmqx, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, 6clj9dk6hdeaomo6yi7vcsv6d, 6kih58n0fzlod6c792xpey57t, 7oikovl62nfxs6z54dzd85gx5, 4hmivvhmplqof776e9tbqg251, 8rrcscn29rs1gk8mi1pwpu92i, 7xlnqr43lvc8coshx65qd5omh, 9rfwfsz5cmckyjripqgtbc7op, 6q6i9x4w4vcdwwmiwq8k6sixh, 7sdbx7mzjxhvofvke9mp26kbu, 9ao7l82r1xd2rjnvv5u6plcr9, a7k01exbkdcshdjzq049ywkq, ax5fuknlz3zc3fcesya61iod1, dn3llv8xjdbbndltfym5ar561, 3ojnucluy7h8fgk2myyo0zx4a, 1r5zkfhxkrrgzhd0k0huxtas5",3866049397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866049389,194,6clj9dk6hdeaomo6yi7vcsv6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476156499,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-10-23T12:00:17.444Z,2022-10-23T12:00:17Z,3866049627,197,16757,3866049617,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866049621,130,8,3866049615,30,"2f79rc4i712sxstahjkq6pxp1, ch8dgambei1xbzmikkglg3c9h, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, 661b6x35l9b9uieqbcq7el1hx, b1el7j39v2pgvl9zodd9usded, dlpk0a4jgiswcm2r75uh1czpx, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 8jf11l2tivq8jpw0fblgdvh05, 1ehvdoglquy9ldibpvajw34d1, cgvp2cli2gi4cnyl62kt80r11, 5q5q7pp5zwdy0x1vnutgeomad, fwu0bja02waqct7l682s5mfp, 94zmvxw7yw020w43dn0qiclbd, chn2v9j6dqmuz2haoiuulbd91, afef63w1s01vagw51lo85qcd0",3866049625,194,b1el7j39v2pgvl9zodd9usded,3866049623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866049619,59,"17, 14, 33, 26, 4, 13, 8, 6, 9, 18, 20, 1, 5, 7, 10, 25, 27, 30, 31, 38",3866049629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218625,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-10-23T13:00:15.819Z,2022-10-23T13:00:16Z,3866366869,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218641,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-10-23T13:00:15.819Z,2022-10-23T19:09:18Z,3866366925,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218685,3,1,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,49.9,49.9,2022-10-23T13:00:15.826Z,2022-10-23T19:17:26Z,3868304923,178,,3866367115,212,17.6,3866367121,279,S,3866367111,141,42.2,3866367119,213,3.4,3866367107,140,33.9,3866367101,56,Back,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218719,4,1,1,0,2,hzqh7z0mdl3v7gwete66syxp,1,32.9,42.2,2022-10-23T13:00:18.374Z,2022-10-23T19:17:28Z,3866367297,155,,3868305177,178,,3866367305,140,72.4,3866367307,141,77.7,3866367313,1,,3866367301,56,Center,3866367309,212,48.0,3866367311,213,0.5,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218729,5,1,1,0,5,hzqh7z0mdl3v7gwete66syxp,0,67.7,76.5,2022-10-23T13:00:21.043Z,2022-10-23T19:17:35Z,3866367373,168,,3866367381,212,10.1,3866367379,141,88.6,3866367377,140,73.2,3868305687,388,,3866367383,213,1.0,3866367371,3,,3866367375,56,Left,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218737,3,8,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,1,21.2,10.9,2022-10-23T13:00:21.716Z,2022-10-23T19:17:39Z,3866367417,56,Back,3867666479,384,,3868305999,178,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218759,4,49,1,0,7,48gk2hpqtsl6p9sx9kjhaydq4,1,29.7,10,2022-10-23T13:00:23.245Z,2022-10-23T19:17:46Z,,,,,,,,,,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218779,5,1,1,0,7,48gk2hpqtsl6p9sx9kjhaydq4,1,29.7,10,2022-10-23T13:00:23.314Z,2022-10-23T19:17:51Z,3868306789,178,,3866367629,141,8.2,3866367637,213,3.4,3866367633,212,5.0,3866367625,56,Back,3866367627,140,25.1,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218821,6,1,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,23.5,5.4,2022-10-23T13:00:24.141Z,2022-10-23T19:17:54Z,3866367815,56,Back,3866367825,212,15.8,3866367827,213,0.4,3866367819,140,37.3,3868306929,178,,3866367823,141,14.5,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476293595,436,1,1,0,9,48gk2hpqtsl6p9sx9kjhaydq4,1,41.9,13.5,2022-10-23T13:00:25.241Z,2022-10-23T19:17:58Z,3866769871,140,46.4,3866769867,168,,3866769877,213,0.7,3866769875,212,6.2,3868307143,178,,3866769873,141,19.5,3866769869,56,Back,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218839,7,1,1,0,10,48gk2hpqtsl6p9sx9kjhaydq4,1,45.6,16.8,2022-10-23T13:00:26.753Z,2022-10-23T19:18:02Z,3866367923,212,6.2,3866367919,140,39.8,3868307423,178,,3866367921,141,15.2,3866367917,56,Back,3866367925,213,3.3,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218891,8,1,1,0,12,48gk2hpqtsl6p9sx9kjhaydq4,1,39.7,15.2,2022-10-23T13:00:28.172Z,2022-10-23T19:18:06Z,3866368253,212,4.7,3866368249,140,37.5,3868307723,178,,3866368247,56,Back,3866368251,141,9.1,3866368255,213,4.2,,,,,,,7oikovl62nfxs6z54dzd85gx5,S. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218895,9,4,1,0,14,48gk2hpqtsl6p9sx9kjhaydq4,1,33.3,14.6,2022-10-23T13:00:30.354Z,2022-10-23T19:18:16Z,3866368271,265,,3866368267,56,Back,3866368297,285,,3866368265,13,,3866368289,233,6,3866368269,152,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218885,6,4,1,0,14,hzqh7z0mdl3v7gwete66syxp,0,66.7,85.4,2022-10-23T13:00:30.355Z,2022-10-23T19:18:16Z,3866368225,152,,3866368227,265,,3866368221,13,,3866368323,233,9,3866368229,286,,3868308257,178,,3866368223,56,Left,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219017,10,1,1,0,22,48gk2hpqtsl6p9sx9kjhaydq4,1,35.7,12.5,2022-10-23T13:00:37.998Z,2022-10-23T19:18:18Z,3866368981,140,27.2,3866368977,152,,3866368975,5,,3866771751,189,,3866368987,213,1.9,3866368979,56,Back,3866368985,212,31.3,3868308423,178,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,3866368983,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219029,11,1,1,0,24,48gk2hpqtsl6p9sx9kjhaydq4,1,26.5,60,2022-10-23T13:00:39.874Z,2022-10-23T19:18:24Z,3866369053,56,Back,3866369059,212,5.4,3866369057,141,59.9,3866369063,213,6.3,3868308805,178,,3866369055,140,31.6,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219045,12,1,1,0,25,48gk2hpqtsl6p9sx9kjhaydq4,1,31.8,59.9,2022-10-23T13:00:40.825Z,2022-10-23T19:18:33Z,3866369155,56,Back,3868309407,178,,3866369157,140,26.3,3866369159,141,59.6,3866369161,212,5.8,3866369165,213,3.2,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219099,13,1,1,0,26,48gk2hpqtsl6p9sx9kjhaydq4,1,26.2,57.9,2022-10-23T13:00:42.565Z,2022-10-23T19:18:37Z,3868309695,178,,3866369433,56,Back,3866369437,141,31.5,3866369441,213,4.6,3866369439,212,18.1,3866369435,140,24.2,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219127,14,1,1,0,29,48gk2hpqtsl6p9sx9kjhaydq4,0,23.8,28.6,2022-10-23T13:00:45.271Z,2022-10-23T19:18:40Z,3866369533,212,3.6,3866369525,140,27.2,3866369521,56,Back,3866369537,213,6.2,3866369529,141,28.0,3868309925,178,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
