id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2497211817,7,5,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,0,79.7,101.5,2023-01-14T15:00:20.170Z,2023-01-15T01:24:14Z,3977030479,347,,3977031047,233,4,3977030477,56,Left,,,,,,,,,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211951,5,1,1,0,15,1qtaiy11gswx327s0vkibf70n,1,23.2,0,2023-01-14T15:00:29.447Z,2023-01-15T01:24:17Z,3977031093,141,8.2,3977031087,107,,3977031097,213,2.8,3977031091,140,6.6,3977031095,212,18.7,3977031089,56,Back,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211977,6,1,1,0,18,1qtaiy11gswx327s0vkibf70n,0,6.6,8.2,2023-01-14T15:00:32.369Z,2023-01-15T01:24:22Z,3977031231,1,,3977031213,56,Back,3977031217,140,42.1,3977031225,212,37.6,3977031229,213,0.1,3977031221,141,15.2,3977031211,157,,3978777853,178,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212011,8,1,1,0,21,avxknfz4f6ob0rv9dbnxdzde0,0,57.6,91.5,2023-01-14T15:00:34.970Z,2023-01-15T01:24:28Z,3977031375,140,65.2,3977031371,3,,3977031379,212,8.0,3977031381,213,6.2,3977031377,141,90.6,3977031373,56,Left,3978777999,388,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212053,7,1,1,0,23,1qtaiy11gswx327s0vkibf70n,1,34.5,13.2,2023-01-14T15:00:36.578Z,2023-01-15T01:24:33Z,3977031611,141,12.8,3977031615,213,6.3,3977031613,212,31.1,3978778139,178,,3977031617,1,,3977031605,157,,3977031609,140,64.1,3977031607,56,Right,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212085,8,61,1,0,27,1qtaiy11gswx327s0vkibf70n,0,64.1,12.8,2023-01-14T15:00:40.931Z,2023-01-15T01:24:45Z,3977031759,56,Right,3978778347,15,,3978778349,178,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212115,9,61,1,0,28,avxknfz4f6ob0rv9dbnxdzde0,1,33.9,72.8,2023-01-14T15:00:41.969Z,2023-01-15T01:24:49Z,3978778453,178,,3977031865,56,Back,,,,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212139,10,49,1,0,29,avxknfz4f6ob0rv9dbnxdzde0,1,30.1,64.4,2023-01-14T15:00:42.916Z,2023-01-15T01:24:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212183,11,1,1,0,29,avxknfz4f6ob0rv9dbnxdzde0,1,30.1,64.4,2023-01-14T15:00:43.070Z,2023-01-15T01:24:57Z,3978778561,178,,3977032203,213,4.0,3977032201,212,17.5,3977032195,56,Back,3977032199,141,45.7,3977032197,140,18.6,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212215,12,1,1,0,33,avxknfz4f6ob0rv9dbnxdzde0,1,18.6,45.7,2023-01-14T15:00:46.968Z,2023-01-15T01:25:01Z,3978778617,178,,3977032387,141,47.3,3977032379,56,Back,3977032383,140,6.7,3977032391,213,3.1,3977032389,212,12.5,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212249,13,1,1,0,34,avxknfz4f6ob0rv9dbnxdzde0,0,6.7,47.3,2023-01-14T15:00:48.442Z,2023-01-15T01:25:03Z,3977032575,212,60.6,3977032567,157,,3977032571,140,64.0,3977032579,1,,3977032577,213,6.2,3977032569,56,Center,3977032573,141,36.2,3978778637,178,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212291,9,1,1,0,38,1qtaiy11gswx327s0vkibf70n,0,36.2,71.7,2023-01-14T15:00:52.123Z,2023-01-15T01:25:08Z,3978778725,178,,3977032797,212,25.3,3977032793,140,60.3,3977032789,3,,3977032795,141,73.0,3977032799,213,0.0,3977032791,56,Center,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212321,14,1,1,0,40,avxknfz4f6ob0rv9dbnxdzde0,0,31.1,35.9,2023-01-14T15:00:54.438Z,2023-01-15T01:25:15Z,3977032969,141,30.1,3977032973,213,5.8,3977032965,56,Back,3978778827,388,,3977032971,212,8.4,3977032963,3,,3977032967,140,38.2,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212361,10,1,1,0,43,1qtaiy11gswx327s0vkibf70n,1,60.4,74.4,2023-01-14T15:00:56.714Z,2023-01-15T01:25:22Z,3978778947,178,,3977033123,141,68.9,3977033127,213,5.5,3977033119,56,Center,3977033117,3,,3977033121,140,64.1,3977033125,212,5.4,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212375,11,49,1,0,44,1qtaiy11gswx327s0vkibf70n,1,64.3,68.3,2023-01-14T15:00:57.478Z,2023-01-15T01:25:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6jbeiiziegtchyv2zjt87kslx,Gustavo Scarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212459,12,4,1,0,48,1qtaiy11gswx327s0vkibf70n,1,70.8,71,2023-01-14T15:01:01.533Z,2023-01-15T01:25:34Z,3977033587,286,,3977033579,13,,3977033583,152,,3977033751,233,15,3977033585,265,,3977033581,56,Center,,,,,,,6jbeiiziegtchyv2zjt87kslx,Gustavo Scarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212477,15,4,1,0,48,avxknfz4f6ob0rv9dbnxdzde0,0,29.2,29,2023-01-14T15:01:01.534Z,2023-01-15T01:25:33Z,3977033679,285,,3977033667,56,Back,3977033675,265,,3977033669,152,,3977033665,13,,3978779171,178,,3977033809,233,12,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213393,13,1,1,1,30,1qtaiy11gswx327s0vkibf70n,0,72.1,77.6,2023-01-14T15:01:43.465Z,2023-01-15T01:25:39Z,3978779265,178,,3977038203,141,47.7,3978114787,20,,3977038205,212,29.9,3977038199,56,Center,3977038191,2,,3977038197,152,,3977038207,213,5.5,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,3978114785,223,3977038201,140,93.0,3977038195,155,3977038193,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213435,16,12,1,1,31,avxknfz4f6ob0rv9dbnxdzde0,1,7.4,57.2,2023-01-14T15:01:44.937Z,2023-01-15T01:25:46Z,3977038437,213,1.8,3977038433,141,78.8,3977038429,56,Back,3978779355,388,,3977038435,212,15.1,3977038431,140,3.9,3977038465,15,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213475,17,49,1,1,34,avxknfz4f6ob0rv9dbnxdzde0,1,3.9,78.8,2023-01-14T15:01:48.341Z,2023-01-15T01:25:53Z,,,,,,,,,,,,,,,,,,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213563,18,4,1,1,39,avxknfz4f6ob0rv9dbnxdzde0,1,8.8,92.5,2023-01-14T15:01:52.891Z,2023-01-15T01:25:58Z,3977039017,265,,3977039013,56,Back,3977039251,233,14,3977039015,152,,3977039011,13,,3977039019,285,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213585,14,4,1,1,39,1qtaiy11gswx327s0vkibf70n,0,91.2,7.5,2023-01-14T15:01:52.892Z,2023-01-15T01:25:58Z,3977039151,286,,3978779613,178,,3977039301,233,18,3977039135,13,,3977039139,56,Right,3977039143,152,,3977039147,265,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214523,21,1,1,2,5,avxknfz4f6ob0rv9dbnxdzde0,0,19.2,92.5,2023-01-14T15:02:18.531Z,2023-01-15T01:26:01Z,3977060715,152,,3977060283,140,64.4,3977060287,212,47.5,3977043581,56,Left,3977060281,155,,3977060289,213,6.3,3977060291,1,,3977060285,141,91.7,5h2biadv4hd2ntcd7zo2c8639,D. Ward,3977060713,5,3978779691,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214425,19,43,1,2,5,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-01-14T15:02:19.054Z,2023-01-14T15:03:40Z,3977043077,56,Left,3977043081,141,92.6,3977043087,1,0,3977043071,5,0,3977043079,140,64.0,3977043085,213,0.0,3977043073,157,0,3977055379,144,1,5h2biadv4hd2ntcd7zo2c8639,D. Ward,3977043083,212,3977043075,152,0,,,,,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214405,15,44,1,2,8,1qtaiy11gswx327s0vkibf70n,1,37.2,8,2023-01-14T15:02:21.573Z,2023-01-15T03:38:11Z,3977042999,285,,3977043165,233,20,3977042997,56,Back,,,,,,,,,,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214429,20,44,1,2,8,avxknfz4f6ob0rv9dbnxdzde0,0,62.8,92,2023-01-14T15:02:21.574Z,2023-01-15T01:26:05Z,3977043105,56,Left,3977043651,233,15,3977043107,286,,,,,,,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214413,16,61,1,2,8,1qtaiy11gswx327s0vkibf70n,1,40.9,9.9,2023-01-14T15:02:21.718Z,2023-01-15T03:38:12Z,3977043019,56,Back,3978780003,388,,3978780001,21,,,,,,,,,,,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214465,17,1,1,2,9,1qtaiy11gswx327s0vkibf70n,1,35.7,16.1,2023-01-14T15:02:22.865Z,2023-01-15T01:26:29Z,3977043297,1,,3977043293,212,7.7,3977043287,56,Back,3978780195,178,,3977043295,213,6.2,3977043289,140,43.0,3977043291,141,15.7,3977043285,157,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216091,27,1,1,2,9,1qtaiy11gswx327s0vkibf70n,1,37.1,28.8,2023-01-14T15:02:23.421Z,2023-01-15T01:27:46Z,3977051733,168,,3977051743,213,6.2,3977051737,140,47.0,3978781563,178,,3977051739,141,27.1,3977051741,212,10.5,3977051735,56,Back,,,,6jbeiiziegtchyv2zjt87kslx,Gustavo Scarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214495,18,61,1,2,10,1qtaiy11gswx327s0vkibf70n,0,46.8,15.2,2023-01-14T15:02:24.391Z,2023-01-15T01:27:52Z,3977043439,56,Back,3978781701,178,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214599,22,1,1,2,11,avxknfz4f6ob0rv9dbnxdzde0,1,54.7,81.2,2023-01-14T15:02:25.377Z,2023-01-15T01:27:58Z,3978781859,178,,3977043979,212,23.5,3977043975,141,57.9,3977043969,140,38.2,3977043985,213,3.9,3977043965,56,Back,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214683,23,1,1,2,14,avxknfz4f6ob0rv9dbnxdzde0,1,31.9,55.4,2023-01-14T15:02:28.142Z,2023-01-15T01:28:03Z,3977044323,212,20.5,3978781905,178,,3977044319,140,12.4,3977044317,56,Back,3977044321,141,55.5,3977044325,213,3.1,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214729,24,1,1,2,19,avxknfz4f6ob0rv9dbnxdzde0,1,12.4,56.1,2023-01-14T15:02:32.549Z,2023-01-15T01:28:08Z,3977044545,213,0.6,3977044539,140,24.3,3977044541,141,67.8,3977044543,212,14.8,3977044537,56,Back,3978781941,178,,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214771,25,1,1,2,19,avxknfz4f6ob0rv9dbnxdzde0,1,24.3,67.8,2023-01-14T15:02:33.412Z,2023-01-15T01:28:12Z,3977044765,213,4.5,3977044757,56,Back,3977044761,141,34.4,3977044759,140,18.9,3977044763,212,23.4,3978781981,178,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214847,26,1,1,2,22,avxknfz4f6ob0rv9dbnxdzde0,1,19.4,32.8,2023-01-14T15:02:35.997Z,2023-01-15T01:28:17Z,3978782061,178,,3977045119,140,28.8,3977045115,56,Back,3977045123,141,4.3,3977045129,212,21.7,3977045135,213,5.2,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214959,27,1,1,2,24,avxknfz4f6ob0rv9dbnxdzde0,1,29,4.1,2023-01-14T15:02:38.065Z,2023-01-15T01:28:21Z,3977045697,212,8.3,3977045693,140,36.4,3978782121,178,,3977045695,141,8.3,3977045699,213,0.4,3977045691,56,Back,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214967,28,1,1,2,25,avxknfz4f6ob0rv9dbnxdzde0,1,36.4,8.3,2023-01-14T15:02:39.234Z,2023-01-15T01:28:24Z,3977045717,212,3.0,3977045713,140,35.0,3977045715,141,12.1,3978782183,178,,3978128455,156,,3977045719,213,2.1,3977045711,56,Back,,,,eo4uva2gnx08xdazfaqzyz2dx,Y. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214997,29,1,1,2,26,avxknfz4f6ob0rv9dbnxdzde0,1,35,12.1,2023-01-14T15:02:40.129Z,2023-01-15T01:28:28Z,3977045857,140,37.0,3977045853,56,Back,3978782243,178,,3977045861,141,6.7,3977045867,213,5.2,3977045863,212,4.2,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215071,30,1,1,2,27,avxknfz4f6ob0rv9dbnxdzde0,1,37,6.7,2023-01-14T15:02:41.386Z,2023-01-15T01:28:32Z,3977046287,140,29.3,3977046297,213,3.2,3977046291,141,5.5,3977046281,56,Back,3977046295,212,8.1,3978782297,178,,,,,,,,eo4uva2gnx08xdazfaqzyz2dx,Y. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215121,31,1,1,2,29,avxknfz4f6ob0rv9dbnxdzde0,1,28.9,5.5,2023-01-14T15:02:42.909Z,2023-01-15T02:10:55Z,3977046547,212,11.3,3977046543,140,24.8,3977046545,141,20.8,3977046541,56,Back,3977046549,213,2.0,3978782327,178,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215231,32,1,1,2,31,avxknfz4f6ob0rv9dbnxdzde0,1,24.8,20.8,2023-01-14T15:02:44.647Z,2023-01-15T01:28:43Z,3977047107,141,4.1,3977047103,56,Back,3977047105,140,30.1,3977047109,212,12.6,3978782431,178,,3977047111,213,5.2,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215325,33,1,1,2,36,avxknfz4f6ob0rv9dbnxdzde0,1,37.8,4.1,2023-01-14T15:02:49.510Z,2023-01-15T01:28:46Z,3978782481,178,,3977047591,212,28.8,3977047583,140,63.7,3977047593,213,0.3,3977047579,56,Right,3977047587,141,18.1,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215355,35,1,1,2,37,avxknfz4f6ob0rv9dbnxdzde0,0,63.5,18.7,2023-01-14T15:02:50.723Z,2023-01-15T01:28:52Z,3977047807,212,7.9,3978782567,178,,3977047803,140,69.3,3977047805,141,26.0,3977047809,213,0.7,3977047801,56,Center,3977047797,168,,,,,6v1o4s2acog9guff3folo1jh1,J. Vardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215311,19,49,1,2,38,1qtaiy11gswx327s0vkibf70n,1,33.7,64.8,2023-01-14T15:02:51.496Z,2023-01-15T01:28:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
