id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/15/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2515334113,6,5,1,0,11,d5ydtvt96bv7fq04yqm2w2632,0,70.4,-1.2,2023-03-04T17:30:27.750Z,2023-03-05T01:08:27Z,4072408909,347,,4072409777,233,5,4072408907,56,Right,,,,,,,,,,,,,,,,448wxnlqhqqf2hcecwut90n6y,K. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334279,6,1,1,0,21,avxknfz4f6ob0rv9dbnxdzde0,1,29.6,100,2023-03-04T17:30:38.329Z,2023-03-05T01:08:37Z,4072409815,141,71.5,4072409819,213,4.1,4072409811,56,Back,4072409813,140,15.4,4072409821,1,,4072409809,107,,4072411155,189,,4072409817,212,25.5,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334301,7,1,1,0,24,avxknfz4f6ob0rv9dbnxdzde0,1,14.8,67,2023-03-04T17:30:41.319Z,2023-03-05T01:08:42Z,4072409929,140,14.3,4072409931,141,26.2,4072409933,212,27.7,4073871077,178,,4072409935,213,4.7,4072409927,56,Back,4072411267,189,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334323,8,1,1,0,28,avxknfz4f6ob0rv9dbnxdzde0,1,14.6,23.3,2023-03-04T17:30:44.742Z,2023-03-05T01:08:47Z,4072410041,141,4.1,4073871369,178,,4072410037,56,Back,4072410043,212,14.5,4072410039,140,20.6,4072410045,213,5.2,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334337,9,1,1,0,30,avxknfz4f6ob0rv9dbnxdzde0,1,21.3,4.6,2023-03-04T17:30:46.725Z,2023-03-05T01:08:55Z,4072410113,56,Back,4072410121,213,0,4072410117,141,4.6,4073871753,178,,4072410115,140,32.6,4072410119,212,11.9,,,,,,,33p3p5buydosugm9alv57o0r9,Ricardo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334347,10,61,1,0,31,avxknfz4f6ob0rv9dbnxdzde0,0,32.6,4.6,2023-03-04T17:30:48.266Z,2023-03-05T01:09:18Z,4072410145,56,Back,4073872969,178,,,,,,,,,,,,,,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334341,7,49,1,0,32,d5ydtvt96bv7fq04yqm2w2632,1,71,90.6,2023-03-04T17:30:49.222Z,2023-03-05T01:09:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515617949,1090,83,1,0,33,avxknfz4f6ob0rv9dbnxdzde0,1,29.4,13.1,2023-03-04T17:30:49.981Z,2023-03-05T01:38:41Z,4073947717,399,514356,,,,,,,,,,,,,,,,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334361,8,1,1,0,33,d5ydtvt96bv7fq04yqm2w2632,0,72.2,86.3,2023-03-04T17:30:49.984Z,2023-03-05T01:09:26Z,4072410257,56,Center,4072410265,213,5.7,4072410261,141,70.6,4073873297,178,,4072410263,212,18.9,4072410259,140,87.0,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334377,11,49,1,0,35,avxknfz4f6ob0rv9dbnxdzde0,1,12.5,32.2,2023-03-04T17:30:52.266Z,2023-03-05T01:09:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334391,12,1,1,0,35,avxknfz4f6ob0rv9dbnxdzde0,1,12.5,32.2,2023-03-04T17:30:52.275Z,2023-03-05T01:09:36Z,4072410419,141,43.6,4072410415,56,Back,4072410417,140,6.8,4073873719,178,,4072410421,212,9.8,4072410423,213,2.2,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334433,13,1,1,0,37,avxknfz4f6ob0rv9dbnxdzde0,0,7.3,44,2023-03-04T17:30:53.516Z,2023-03-05T01:09:39Z,4072410673,141,64.8,4072410671,140,43.9,4072410663,157,,4072410681,213,0.4,4072410677,212,41.0,4072410667,56,Back,4073873883,178,,4072410685,1,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334431,9,49,1,0,40,d5ydtvt96bv7fq04yqm2w2632,1,55.8,31.6,2023-03-04T17:30:56.435Z,2023-03-05T01:09:44Z,,,,,,,,,,,,,,,,,,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334461,10,1,1,0,40,d5ydtvt96bv7fq04yqm2w2632,1,55.8,31.6,2023-03-04T17:30:56.450Z,2023-03-05T01:09:53Z,4072410789,56,Center,4072410795,212,9.5,4073874349,178,,4072410797,213,1.0,4072410793,141,43.7,4072410791,140,60.3,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334489,11,1,1,0,40,d5ydtvt96bv7fq04yqm2w2632,1,59.3,44.6,2023-03-04T17:30:57.287Z,2023-03-05T01:09:59Z,4072410879,141,42.2,4072410875,140,36.2,4072410883,212,24.3,4073874607,178,,4072410873,56,Back,4072410887,213,3.2,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334585,12,1,1,0,43,d5ydtvt96bv7fq04yqm2w2632,1,35.8,44.5,2023-03-04T17:30:59.670Z,2023-03-05T01:10:02Z,4072411211,56,Back,4073874777,178,,4072411213,140,34.4,4072411217,212,13.1,4072411215,141,63.6,4072411219,213,1.7,,,,,,,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334633,13,1,1,0,47,d5ydtvt96bv7fq04yqm2w2632,1,42.1,82.3,2023-03-04T17:31:03.566Z,2023-03-05T01:10:05Z,4072411429,212,17.1,4072411425,140,55.9,4072411431,213,0.6,4073874845,178,,4072411423,56,Left,4072411427,141,95.6,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334673,14,1,1,0,50,d5ydtvt96bv7fq04yqm2w2632,1,57.7,92.6,2023-03-04T17:31:06.693Z,2023-03-05T01:10:08Z,4072411657,140,64.6,4072411655,56,Left,4072411659,141,82.6,4073874961,178,,4072411663,213,5.5,4072411661,212,9.9,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334683,15,1,1,0,51,d5ydtvt96bv7fq04yqm2w2632,0,64.6,82.6,2023-03-04T17:31:07.557Z,2023-03-05T01:10:16Z,4072411697,212,4.3,4072411693,140,63.4,4073875361,178,,4072411691,56,Center,4072411699,213,4.4,4072411695,141,76.6,,,,,,,448wxnlqhqqf2hcecwut90n6y,K. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334697,14,61,1,0,51,avxknfz4f6ob0rv9dbnxdzde0,1,32.7,30,2023-03-04T17:31:07.971Z,2023-03-05T01:10:31Z,4072411765,56,Back,4073876381,178,,,,,,,,,,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334727,16,15,1,0,55,d5ydtvt96bv7fq04yqm2w2632,1,71.9,51.5,2023-03-04T17:31:11.984Z,2023-03-05T01:10:37Z,4072411917,22,,4072412675,230,97.5,4072412669,458,,4072412677,231,50.4,4072412661,78,,4072412663,102,50.5,4072412413,82,,4072411921,56,Center,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,4072412665,103,19,4072412409,20,4072412667,215,4072412429,233,15,4072411919,18,4072412673,147,51.3,4072412671,146,78.5,4073876579,178,,,,,,,,,,,,,,,
2515334741,15,10,1,0,55,avxknfz4f6ob0rv9dbnxdzde0,1,22.2,51.5,2023-03-04T17:31:12.228Z,2023-03-05T01:10:47Z,4073877155,178,,4072412439,233,16,4072412009,94,,4073877157,21,,4072412011,56,Back,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334781,16,6,1,0,57,avxknfz4f6ob0rv9dbnxdzde0,0,10.4,58.8,2023-03-04T17:31:14.332Z,2023-03-05T01:11:00Z,4072412197,56,Back,4072412359,233,17,4072412199,73,,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515334805,17,6,1,0,57,d5ydtvt96bv7fq04yqm2w2632,1,89.6,41.2,2023-03-04T17:31:14.332Z,2023-03-05T01:11:00Z,4072412319,75,,4072412345,233,16,4072412317,56,Center,,,,,,,,,,,,,,,,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335055,18,1,1,1,20,d5ydtvt96bv7fq04yqm2w2632,0,99.5,0.5,2023-03-04T17:31:36.733Z,2023-03-05T01:11:03Z,4072413567,213,1.8,4072413559,56,Center,4072413565,212,35.3,4072413551,2,,4072413553,6,,4072413563,141,50.6,4072413561,140,90.6,4073176741,20,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,4072413555,155,,4072413569,1,4072413557,224,4073878113,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335063,17,12,1,1,22,avxknfz4f6ob0rv9dbnxdzde0,1,9.1,47.5,2023-03-04T17:31:38.589Z,2023-03-05T01:11:10Z,4072413605,15,,4072413597,140,26.0,4072413599,141,38.5,4073878393,388,,4072413595,56,Back,4072413601,212,18.8,4072413603,213,6.0,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335121,19,1,1,1,25,d5ydtvt96bv7fq04yqm2w2632,1,75.8,70.6,2023-03-04T17:31:42.048Z,2023-03-05T01:11:15Z,4072413939,140,85.4,4073878609,178,,4072413945,213,0.8,4072413937,56,Left,4072413943,212,14.5,4072413941,141,86.0,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335157,20,1,1,1,29,d5ydtvt96bv7fq04yqm2w2632,1,77.7,87.8,2023-03-04T17:31:45.764Z,2023-03-05T01:11:18Z,4072414165,213,3.4,4072414157,56,Left,4073878789,178,,4072414161,141,81.1,4072414163,212,16.5,4072414159,140,62.6,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335171,21,1,1,1,31,d5ydtvt96bv7fq04yqm2w2632,0,62.9,80.8,2023-03-04T17:31:48.092Z,2023-03-05T01:11:21Z,4073878915,178,,4072414235,140,74.6,4072414239,212,29.2,4072414241,213,5.1,4072414237,141,41.8,4072414231,155,,4072414233,56,Center,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335217,18,1,1,1,33,avxknfz4f6ob0rv9dbnxdzde0,0,28,52.8,2023-03-04T17:31:49.464Z,2023-03-05T01:11:26Z,4073879101,178,,4072414489,56,Back,4072414495,212,22.2,4072414497,213,5.6,4072414487,3,,4072414493,141,31.9,4072414491,140,44.3,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335301,22,1,1,1,36,d5ydtvt96bv7fq04yqm2w2632,1,55.7,63.9,2023-03-04T17:31:53.246Z,2023-03-05T01:11:29Z,4072414845,212,13.3,4072414839,56,Center,4072414841,140,50.9,4072414843,141,45.8,4073879267,178,,4072414847,213,4.3,,,,,,,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335329,23,1,1,1,40,d5ydtvt96bv7fq04yqm2w2632,1,52.4,47.2,2023-03-04T17:31:56.387Z,2023-03-05T01:11:33Z,4073879493,178,,4072414983,140,41.5,4072414981,56,Back,4072414987,212,12.2,4072414989,213,2.8,4072414985,141,53.4,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335353,24,1,1,1,43,d5ydtvt96bv7fq04yqm2w2632,1,41,57,2023-03-04T17:32:00.181Z,2023-03-05T01:11:43Z,4072415141,212,7.6,4072415143,213,5.6,4072415137,140,46.7,4073880051,178,,4072415135,56,Back,4072415139,141,50.0,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335421,25,1,1,1,44,d5ydtvt96bv7fq04yqm2w2632,1,45.6,49.6,2023-03-04T17:32:00.799Z,2023-03-05T01:11:47Z,4072415345,140,38.5,4072415351,212,15.4,4072415349,141,29.8,4072415353,213,4.2,4073880313,178,,4072415341,56,Back,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335429,26,1,1,1,48,d5ydtvt96bv7fq04yqm2w2632,1,38.6,33,2023-03-04T17:32:04.466Z,2023-03-05T01:11:50Z,4072415393,56,Back,4072415397,141,41.2,4073880539,178,,4072415395,140,42.0,4072415401,213,1.0,4072415399,212,6.6,,,,,,,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335459,27,1,1,1,48,d5ydtvt96bv7fq04yqm2w2632,1,42.2,41.5,2023-03-04T17:32:05.158Z,2023-03-05T01:11:52Z,4072415517,56,Back,4073880623,178,,4072415521,141,29.4,4072415525,213,4.1,4072415519,140,37.0,4072415523,212,9.9,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335489,28,1,1,1,51,d5ydtvt96bv7fq04yqm2w2632,1,37.3,25.2,2023-03-04T17:32:07.725Z,2023-03-05T01:11:56Z,4072415711,141,3.8,4072415713,212,17.3,4072415709,140,46.2,4072415707,56,Back,4072415715,213,5.3,4073880819,178,,,,,,,,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335503,29,1,1,1,53,d5ydtvt96bv7fq04yqm2w2632,0,46.5,3.8,2023-03-04T17:32:09.588Z,2023-03-05T01:12:00Z,4072415807,213,0.2,4073881039,178,,4072415803,141,7.7,4072415801,140,56.5,4072415805,212,10.8,4072415799,56,Right,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335531,19,49,1,1,54,avxknfz4f6ob0rv9dbnxdzde0,1,46.2,91.1,2023-03-04T17:32:10.628Z,2023-03-05T01:12:03Z,,,,,,,,,,,,,,,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335539,20,1,1,1,54,avxknfz4f6ob0rv9dbnxdzde0,1,46.2,91.1,2023-03-04T17:32:10.712Z,2023-03-05T01:12:07Z,4072415961,212,9.3,4072415963,213,5.7,4072415959,141,83.8,4073881405,178,,4072415955,56,Left,4072415957,140,53.7,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335553,21,3,1,1,55,avxknfz4f6ob0rv9dbnxdzde0,1,53,83.5,2023-03-04T17:32:12.091Z,2023-03-05T01:12:15Z,4073179531,464,,4073881863,178,,4072416027,56,Left,4072416199,233,30,4072416029,286,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335571,30,45,1,1,55,d5ydtvt96bv7fq04yqm2w2632,0,47,16.5,2023-03-04T17:32:12.091Z,2023-03-05T01:12:15Z,4072416125,56,Back,4072430089,233,21,4072416127,285,,,,,,,,,,,,,,,,,2oijcg6e36mwy3ie1num5wclx,T. Walcott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335577,22,1,1,1,56,avxknfz4f6ob0rv9dbnxdzde0,1,47.2,86.2,2023-03-04T17:32:13.364Z,2023-03-05T01:12:20Z,4072416149,56,Back,4072416153,141,95.0,4072416151,140,44.5,4072416157,213,2.0,4073882133,178,,4072416155,212,6.6,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335595,23,1,1,1,57,avxknfz4f6ob0rv9dbnxdzde0,1,44.5,95,2023-03-04T17:32:14.256Z,2023-03-05T01:12:27Z,4072416247,212,14.5,4072416243,140,58.2,4073882483,178,,4072416241,56,Left,4072416249,213,0.1,4072416245,141,97.7,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515335601,24,1,1,1,58,avxknfz4f6ob0rv9dbnxdzde0,1,58.2,97.7,2023-03-04T17:32:15.251Z,2023-03-05T01:12:32Z,4072416279,141,94.4,4072416275,56,Left,4073882763,178,,4072416273,168,,4072416277,140,68.9,4072416281,212,11.5,4072416283,213,6.1,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
