id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,assist
2443371891,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-08-07T14:31:57.571Z,2022-08-07T15:35:39Z,3691732095,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691735611,197,4983,3691732105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691732101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691732097,59,"1, 5, 3, 41, 2, 4, 20, 28, 9, 10, 8, 7, 11, 12, 13, 22, 32, 35, 40, 50",3691732099,130,8,3691732103,194,6jgocc12bori2wygyu07c082x,3691732093,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 9w5o8b18ffu4qr4bdnfrk4ogl, 6jgocc12bori2wygyu07c082x, 6gq38x5xbyz0moa1sk0aw082x, 9qdm0nxg1g046olii48z3crf9, d542ijpf3j9hdrtt1mfe6vwlx, 6wwagkprtmcadu8p6klcu2uhh, 3c7vnmec038bhz5rq36ywi2fp, ebj88k2kxp7r1x6lmrqacuaj9, 6aix9yu384pv1caanqiol231l, 4ml8pyt3rxwxakjxslg0c8kb9, ebgkv548xih19m8uza7bgrvmd, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, exviw7gzg5p3vaiwaq4ujw9ud, c9fm58xo515iedprum1zmnp49, 28f271b9dr7hknp0s82mlu5lh, 23iq6vxwkfhiiwwycf7okbucq, b9r05m1ycqz9flphsbnf56i5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443372195,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-08-07T14:32:20.817Z,2022-08-07T15:29:44Z,3691733653,194,9wbf00lybk9fqablaqwg5cn2t,3691733645,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691745019,197,16396,3691733649,130,4,3691733647,59,"31, 2, 7, 16, 3, 6, 17, 8, 9, 47, 10, 4, 5, 18, 19, 20, 26, 80, 82, 97",3691733651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691733643,30,"23637o19ff0sw18pqv8g96ndh, e9wu8dcamrtj3ftbx3nmhusid, 29pq64smaxdwlraopnxoleqxh, dqfk7czrayirrvonirtk2mk15, 2t5s4f41jefzuzth0bhcixtcl, 7jn9kl5wq29d41ekc2fz2rs2d, c2jqa9vozhqu7x79h5rr2n1ed, 9wbf00lybk9fqablaqwg5cn2t, atzboo800gv7gic2rgvgo0kq1, 693z0rzfh3m0h0wsma9v8c9ux, 72nph557ee2a9tdky8rvk12vp, 99d29g8af71vt1hrur06qvy7d, 3gem1jrrkgye0omb88fk1lsk5, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, b3974hgsmyff5xtq7qf1onhlh, exiribcpg9vnuq9ekhlk74dlh, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u, w541dxowigldl3yvsp55arfu",3691733655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405369,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-08-07T15:30:23.024Z,2022-08-07T20:20:38Z,3691909409,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405351,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-08-07T15:30:23.024Z,2022-08-07T15:30:23Z,3691909339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405399,3,1,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,50,50,2022-08-07T15:30:23.143Z,2022-08-08T00:39:56Z,3691909573,141,54.0,3691909569,56,Back,3691909571,140,26.1,3691909577,213,3.0,3691909579,279,S,3693542193,178,,3691909575,212,25.2,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405415,4,1,1,0,4,a3nyxabgsqlnqfkeg41m6tnpp,0,28.5,50.3,2022-08-07T15:30:27.481Z,2022-08-08T00:40:01Z,3691909655,155,,3691909657,56,Center,3691909663,212,42.1,3691909659,140,64.9,3691909665,213,5.9,3693542319,178,,3691909661,141,24.5,3691909667,1,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405435,3,1,1,0,6,4txjdaqveermfryvbfrr4taf7,1,36.5,75.3,2022-08-07T15:30:29.856Z,2022-08-08T00:40:06Z,3691909735,3,,3691909745,213,0.0,3691909737,56,Center,3691909741,141,76.1,3691909739,140,55.8,3693542471,388,,3691909743,212,20.3,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405469,4,1,1,0,8,4txjdaqveermfryvbfrr4taf7,0,55.1,78.3,2022-08-07T15:30:31.581Z,2022-08-08T00:40:19Z,3691909943,56,Left,3693542763,388,,3691909951,213,0.9,3691909949,212,19.5,3691909939,3,,3691909947,141,100.0,3691909941,168,,3691909945,140,66.5,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405567,5,5,1,0,11,a3nyxabgsqlnqfkeg41m6tnpp,1,34.2,-1.6,2022-08-07T15:30:34.725Z,2022-08-08T00:40:22Z,3691910415,56,Back,3691910419,233,5,3691910417,347,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405475,5,5,1,0,11,4txjdaqveermfryvbfrr4taf7,0,65.8,101.6,2022-08-07T15:30:34.725Z,2022-08-08T00:40:22Z,3691909965,56,Left,3691910433,233,5,3691909967,347,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405589,6,1,1,0,24,a3nyxabgsqlnqfkeg41m6tnpp,0,34.4,0,2022-08-07T15:30:47.952Z,2022-08-08T00:40:26Z,3691910525,56,Center,3691910527,140,65.5,3691910529,141,30.8,3691910533,213,0.6,3691910535,1,,3691910531,212,39.3,3691910523,107,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405591,6,49,1,0,27,4txjdaqveermfryvbfrr4taf7,1,31.3,72.6,2022-08-07T15:30:50.921Z,2022-08-08T00:40:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405635,7,1,1,0,29,4txjdaqveermfryvbfrr4taf7,1,27.4,76.1,2022-08-07T15:30:52.525Z,2022-08-08T00:40:35Z,3691910727,213,3.9,3691910721,140,8.6,3691910725,212,28.2,3691910719,56,Back,3693543041,178,,3691910723,141,46.4,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405711,8,1,1,0,33,4txjdaqveermfryvbfrr4taf7,0,10,40.8,2022-08-07T15:30:56.875Z,2022-08-08T00:40:40Z,3691911125,141,18.4,3693543085,178,,3691911129,213,6.0,3691911127,212,55.4,3691911121,56,Right,3691911123,140,60.7,3691911119,155,,3691911131,1,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406077,13,1,1,0,37,a3nyxabgsqlnqfkeg41m6tnpp,1,33,92.6,2022-08-07T15:31:00.032Z,2022-08-08T00:40:48Z,3691913035,212,9.4,3691913037,213,3.2,3691913031,140,24.1,3693543197,388,,3691913027,3,,3691913029,56,Back,3691913033,141,92.0,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405717,7,49,1,0,39,a3nyxabgsqlnqfkeg41m6tnpp,1,25.9,88.7,2022-08-07T15:31:02.508Z,2022-08-08T00:40:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405739,8,1,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,0,22.1,91.7,2022-08-07T15:31:03.782Z,2022-08-08T00:40:57Z,3691911283,141,94.1,3691911285,212,5.1,3693543381,178,,3691911279,56,Back,3691911281,140,26.7,3691911287,213,0.3,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405753,9,8,1,0,40,4txjdaqveermfryvbfrr4taf7,1,66.4,3.7,2022-08-07T15:31:03.961Z,2022-08-08T00:41:01Z,3692509791,383,,3691911351,56,Right,3693543509,178,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405895,9,5,1,0,41,a3nyxabgsqlnqfkeg41m6tnpp,1,28.2,101.5,2022-08-07T15:31:04.538Z,2022-08-08T00:41:05Z,3691912053,233,10,3691912045,56,Back,3691912047,347,,,,,,,,,,,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405783,10,5,1,0,41,4txjdaqveermfryvbfrr4taf7,0,71.8,-1.5,2022-08-07T15:31:04.538Z,2022-08-08T00:41:05Z,3691912057,233,9,3691911481,56,Right,3691911483,347,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443405967,10,1,1,1,4,a3nyxabgsqlnqfkeg41m6tnpp,1,24.9,100,2022-08-07T15:31:27.856Z,2022-08-08T00:41:10Z,3691912535,212,6.1,3691912537,213,4.7,3691912531,140,24.7,3691912529,56,Back,3691912533,141,92.4,3691912527,107,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406007,11,1,1,1,5,a3nyxabgsqlnqfkeg41m6tnpp,1,24.7,92.4,2022-08-07T15:31:28.526Z,2022-08-08T00:41:14Z,3691912685,140,23.7,3691912689,212,2.9,3691912687,141,96.3,3691912683,56,Back,3693543879,178,,3691912691,213,1.9,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406021,12,1,1,1,7,a3nyxabgsqlnqfkeg41m6tnpp,0,17.5,96,2022-08-07T15:31:31.020Z,2022-08-08T00:41:17Z,3691912759,213,5.0,3691912751,56,Back,3691912757,212,38.6,3691912755,141,40.9,3691912753,140,26.4,3691912761,1,,3693544093,178,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406041,11,49,1,1,9,4txjdaqveermfryvbfrr4taf7,1,76.7,74.6,2022-08-07T15:31:32.741Z,2022-08-08T01:07:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406129,12,1,1,1,14,4txjdaqveermfryvbfrr4taf7,1,88.3,87,2022-08-07T15:31:37.976Z,2022-08-08T00:41:26Z,3691913215,140,78.3,3691913219,141,92.9,3691913223,212,11.2,3691913211,56,Left,3691913227,213,2.8,3693544399,178,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406165,13,1,1,1,16,4txjdaqveermfryvbfrr4taf7,1,78.3,92.9,2022-08-07T15:31:39.640Z,2022-08-08T00:41:30Z,3691913409,56,Left,3691913413,141,90.8,3691913415,212,4.5,3693544595,178,,3691913417,213,3.5,3691913411,140,74.2,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443406191,14,1,1,1,18,4txjdaqveermfryvbfrr4taf7,1,67.7,84.5,2022-08-07T15:31:41.314Z,2022-08-08T00:41:33Z,3693544783,178,,3691913543,140,77.6,3691913541,56,Left,3691913547,212,10.4,3691913549,213,0.1,3691913545,141,85.7,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443413139,59,1,1,1,18,4txjdaqveermfryvbfrr4taf7,1,79.3,84.8,2022-08-07T15:31:41.898Z,2022-08-08T00:41:41Z,3691950561,56,Left,3691950567,212,11.1,3692131165,168,,3691950569,213,0.5,3693545195,178,,3691950565,141,93.3,3691950563,140,88.3,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
