id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2519112855,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-03-12T13:00:01.524Z,2023-03-12T14:55:27Z,4092444287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092444285,30,"9eaevg9okpy4gcm6yofg7vbv9, cm0gwoyh5rdb216fx685a7l5h, 8qezzr83ofw7htqufohg2fwlx, 6jgocc12bori2wygyu07c082x, 9qdm0nxg1g046olii48z3crf9, 3o0zpl9cnmna2hyk595ja0xrd, d542ijpf3j9hdrtt1mfe6vwlx, 6wwagkprtmcadu8p6klcu2uhh, ashza2qkgnak7wb3vuz5bnzyt, at7mm2zrj2hjhu4bnq1f9noix, exviw7gzg5p3vaiwaq4ujw9ud, 6gq38x5xbyz0moa1sk0aw082x, 9w5o8b18ffu4qr4bdnfrk4ogl, 4ml8pyt3rxwxakjxslg0c8kb9, 6aix9yu384pv1caanqiol231l, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, f2pknjv2uohldehbp39j0so2d, bmk0efhzrno1sgr3g8yijoa8l, 7k7o8g8r453gp1hvqaia1rywa",4092444293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092444303,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092444289,59,"13, 24, 33, 41, 4, 27, 20, 28, 18, 11, 22, 2, 3, 7, 8, 10, 12, 14, 21, 49",4092444297,194,6jgocc12bori2wygyu07c082x,4092444291,130,7,4092444301,197,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519112863,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-03-12T13:00:02.198Z,2023-03-12T14:04:01Z,4092444321,59,"1, 2, 15, 6, 4, 5, 31, 7, 11, 10, 41, 3, 9, 16, 18, 22, 25, 27, 38",4092444335,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092444329,194,btvuam6p4391am219taqtcted,4092444325,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4092444333,197,16729,4092444319,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4092444323,130,8,4092444317,30,"3zl1q2gk6tdmzirsyfgm38no5, 1e9txzr9hqz94xtun6byo0vs9, 3m7wjcmet9b8sc5tu0ct8j0et, 7j84ozqdpgupzxevbxemi5tyh, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, 4jyrztlaueae7eg18kuvxa489, btvuam6p4391am219taqtcted, 5m0j33eoa5c8pqlr0tdf7undh, l0qqn9tlgov91p5d1zzdupcl, bhsh1n3qfg8awmctxlh8k7yzt, cot71zatz9vm1hyzp5ecqhvpx, 9uo88sreasbyj41lg34hxy28l, 172klpuv2h1enskc8fz79xg45, 7paw998ux29k7hx4t1g0wu85x, 7wovx9b2bkkc2ett3m2b26iqy, 4myy5br8yj5678xlji3up1ryt, e8gz0tmmdh1ql8qrn1ncrvnpx, 268os78lzi8fggnve9n15h5ux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164425,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-03-12T14:01:08.303Z,2023-03-12T14:01:08Z,4092706825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164449,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-03-12T14:01:08.303Z,2023-03-12T20:30:55Z,4092706903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164467,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,49.9,49.9,2023-03-12T14:01:08.378Z,2023-03-12T20:39:00Z,4092706969,56,Back,4092706977,141,59.7,4092706981,213,2.6,4092706979,212,13.9,4092706985,279,S,4094671625,178,,4092706973,140,38.3,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164593,4,1,1,0,2,b496gs285it6bheuikox6z9mj,1,37.7,62,2023-03-12T14:01:10.688Z,2023-03-12T20:39:02Z,4094671745,178,,4092707569,140,40.6,4092707575,212,19.5,4092707567,56,Back,4092707579,213,1.4,4092707571,141,90.3,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164699,5,1,1,0,7,b496gs285it6bheuikox6z9mj,1,55.7,92.9,2023-03-12T14:01:16.279Z,2023-03-12T20:39:07Z,4092708079,141,85.8,4092708081,212,5.5,4092708075,56,Left,4092708077,140,53.1,4092708083,213,4.2,4094671967,178,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164861,6,1,1,0,11,b496gs285it6bheuikox6z9mj,1,44,90.3,2023-03-12T14:01:20.139Z,2023-03-12T20:39:10Z,4092708863,56,Back,4092708873,141,72.0,4092708867,140,32.6,4094672107,178,,4092708877,212,17.3,4092708881,213,3.9,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164923,7,1,1,0,23,b496gs285it6bheuikox6z9mj,1,30.2,58.7,2023-03-12T14:01:31.577Z,2023-03-12T20:39:38Z,4092709141,141,67.5,4092709145,213,1.0,4092709137,56,Back,4092709143,212,7.0,4094673195,178,,4092709139,140,33.7,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164981,8,1,1,0,25,b496gs285it6bheuikox6z9mj,1,30.9,63.8,2023-03-12T14:01:34.165Z,2023-03-12T20:39:41Z,4092709421,141,4.3,4094673407,178,,4092709427,1,,4092709425,213,4.7,4092709419,140,30.7,4092709417,56,Back,4092709423,212,40.5,4092709415,155,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
