id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/8/value,qualifier/10/value,assist,qualifier/18/id,qualifier/18/qualifierId
2482430365,7,1,1,0,9,3adj8hkws0z1al232bg2h6tk0,1,57.3,71.3,2022-11-06T14:00:44.118Z,2022-11-07T06:59:33Z,3899136321,213,5.4,3899136319,212,13.5,3899136311,56,Center,3901641685,178,,3899136313,140,65.3,3899136317,141,55.8,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430381,9,1,1,0,10,3adj8hkws0z1al232bg2h6tk0,1,66.3,56.9,2022-11-06T14:00:45.222Z,2022-11-07T06:59:32Z,3899136407,141,64.8,3899136403,140,58.4,3899136411,213,2.6,3901641769,178,,3899136401,56,Center,3899136409,212,9.9,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430369,8,43,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-06T14:00:46.385Z,2022-11-06T14:47:32Z,3899502129,144,49,,,,,,,,,,,,,,,,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430425,10,1,1,0,12,3adj8hkws0z1al232bg2h6tk0,1,59.8,64,2022-11-06T14:00:46.954Z,2022-11-07T06:59:32Z,3899136617,141,64.8,3899136615,140,54.6,3901641827,178,,3899136621,213,3.0,3899136611,56,Center,3899136619,212,5.5,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430443,11,1,1,0,13,3adj8hkws0z1al232bg2h6tk0,1,55.3,64.6,2022-11-06T14:00:48.580Z,2022-11-07T06:59:31Z,3899136719,141,92.3,3899136721,212,20.6,3901641901,178,,3899136723,213,1.2,3899136715,56,Left,3899136717,140,63.3,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430459,12,1,1,0,15,3adj8hkws0z1al232bg2h6tk0,1,66.6,91,2022-11-06T14:00:49.771Z,2022-11-07T06:59:31Z,3899136839,213,5.0,3899136831,56,Left,3899136833,140,68.4,3899136835,141,81.1,3899136837,212,7.0,3901641937,178,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430479,13,1,1,0,16,3adj8hkws0z1al232bg2h6tk0,1,72.7,80,2022-11-06T14:00:51.245Z,2022-11-07T06:59:30Z,3899136903,212,11.9,3899136905,213,2.3,3899136897,56,Left,3899136899,140,65.1,3899136901,141,92.9,3901641955,178,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430553,14,1,1,0,18,3adj8hkws0z1al232bg2h6tk0,1,69.8,95.5,2022-11-06T14:00:53.345Z,2022-11-07T06:59:30Z,3901804857,1,,3899137305,213,3.7,3899137303,212,34.8,3899137297,56,Back,3901641971,178,,3899137299,140,40.9,3899137301,141,70.5,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430605,15,1,1,0,22,3adj8hkws0z1al232bg2h6tk0,1,42.9,71.6,2022-11-06T14:00:57.391Z,2022-11-07T06:59:28Z,3899137609,140,39.7,3899137611,141,30.9,3899137607,56,Back,3899137615,213,4.6,3899137613,212,27.9,3901642007,178,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430713,16,1,1,0,26,3adj8hkws0z1al232bg2h6tk0,1,39,23.5,2022-11-06T14:01:00.815Z,2022-11-07T06:59:28Z,3899138141,141,22.4,3899138137,56,Center,3901642039,178,,3899138135,155,,3899138145,213,6.3,3899138143,212,38.3,3899138147,1,,3899138139,140,75.5,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430777,17,1,1,0,31,3adj8hkws0z1al232bg2h6tk0,1,65.3,17.2,2022-11-06T14:01:05.680Z,2022-11-07T06:59:27Z,3901642073,178,,3899138485,56,Center,3899138487,140,60.2,3899138491,212,7.8,3899138493,213,2.3,3899138489,141,25.6,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430801,18,1,1,0,32,3adj8hkws0z1al232bg2h6tk0,1,61.1,25.1,2022-11-06T14:01:06.705Z,2022-11-07T06:59:26Z,3901642475,178,,3899138589,212,7.1,3899138585,140,61.0,3899138583,56,Right,3899138591,213,4.7,3899138587,141,14.7,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430851,19,1,1,0,32,3adj8hkws0z1al232bg2h6tk0,1,61.2,17.1,2022-11-06T14:01:07.496Z,2022-11-07T06:59:26Z,3899138829,140,46.7,3901642535,178,,3899138835,213,2.1,3899138833,212,28.4,3899138831,141,52.4,3899138827,56,Back,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430879,20,1,1,0,36,3adj8hkws0z1al232bg2h6tk0,1,46.7,57,2022-11-06T14:01:10.653Z,2022-11-07T06:59:25Z,3901642553,178,,3899138957,56,Left,3899138969,213,1.1,3899138961,140,57.1,3899138963,141,92.4,3899138965,212,26.4,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430889,21,1,1,0,39,3adj8hkws0z1al232bg2h6tk0,1,63.9,94.6,2022-11-06T14:01:13.804Z,2022-11-07T06:59:24Z,3899139017,56,Left,3899139023,212,8.8,3901642579,178,,3899139027,213,4.3,3899139021,141,82.9,3899139019,140,60.3,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430911,22,1,1,0,40,3adj8hkws0z1al232bg2h6tk0,1,66.9,81.3,2022-11-06T14:01:14.855Z,2022-11-07T06:59:24Z,3899139137,213,2.4,3899139135,212,14.1,3901642607,178,,3899139133,141,95.1,3899139129,56,Left,3899139131,140,56.9,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430939,23,1,1,0,41,3adj8hkws0z1al232bg2h6tk0,1,62.4,93.6,2022-11-06T14:01:15.835Z,2022-11-07T06:59:23Z,3899139315,140,56.7,3899139313,56,Center,3899139317,141,71.5,3899139319,212,16.2,3901642631,178,,3899139321,213,4.3,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431007,24,1,1,0,42,3adj8hkws0z1al232bg2h6tk0,1,61.5,72.7,2022-11-06T14:01:16.791Z,2022-11-07T06:59:23Z,3901642659,178,,3899139689,56,Back,3899139693,141,65.5,3899139695,212,21.3,3899139697,213,3.4,3899139691,140,41.8,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431057,25,1,1,0,45,3adj8hkws0z1al232bg2h6tk0,1,41.9,59.4,2022-11-06T14:01:20.241Z,2022-11-07T06:59:22Z,3899139947,56,Back,3899139953,212,15.2,3899139955,213,4.6,3901642705,178,,3899139949,140,40.9,3899139951,141,37.1,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431109,26,1,1,0,47,3adj8hkws0z1al232bg2h6tk0,1,40.3,35.5,2022-11-06T14:01:22.317Z,2022-11-07T06:59:22Z,3899140195,56,Back,3899140197,140,42.4,3899140201,212,18.2,3899140203,213,4.8,3901642733,178,,3899140199,141,8.9,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431173,27,1,1,0,50,3adj8hkws0z1al232bg2h6tk0,1,43,5.5,2022-11-06T14:01:24.889Z,2022-11-07T06:59:21Z,3899140539,140,58.9,3901642795,178,,3899140545,213,0.1,3899140543,212,16.8,3899140537,56,Right,3899140541,141,7.6,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431219,28,1,1,0,51,3adj8hkws0z1al232bg2h6tk0,1,54.3,5,2022-11-06T14:01:26.019Z,2022-11-07T06:59:21Z,3899140791,56,Center,3899140799,212,13.0,3899140801,213,1.4,3901642831,178,,3899140795,141,23.7,3899140793,140,56.9,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431271,29,1,1,0,55,3adj8hkws0z1al232bg2h6tk0,1,73,29.4,2022-11-06T14:01:30.483Z,2022-11-07T06:59:19Z,3899141083,212,19.9,3899141085,213,5.6,3899141077,56,Right,3899141079,140,88.1,3899141081,141,11.7,3901642871,178,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431283,30,1,1,0,57,3adj8hkws0z1al232bg2h6tk0,0,87.9,15.6,2022-11-06T14:01:32.097Z,2022-11-07T06:59:18Z,3899141151,213,1.5,3899141149,212,18.0,3900627103,20,,3899141139,2,,3900627099,224,,3899141145,140,89.9,3899141143,56,Center,3899141147,141,41.9,36yupk7p1vks4dbguw53xhucp,M. Camara,3901642895,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431343,6,12,1,0,58,bx0cdmzr2gwr70ez72dorx82p,1,11,64.2,2022-11-06T14:01:32.791Z,2022-11-07T06:59:18Z,3901642909,178,,3899141437,213,2.3,3899141435,212,12.6,3899141433,141,78.2,3899141431,140,3.1,3899141429,56,Back,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431355,7,49,1,1,0,bx0cdmzr2gwr70ez72dorx82p,1,2.1,73.7,2022-11-06T14:01:35.037Z,2022-11-07T06:59:18Z,,,,,,,,,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431445,8,1,1,1,0,bx0cdmzr2gwr70ez72dorx82p,1,2.1,73.3,2022-11-06T14:01:35.134Z,2022-11-07T06:59:17Z,3899141897,213,0.5,3899141893,212,16.7,3899141889,140,15.8,3899141891,141,85.9,3899141887,56,Back,3899141885,3,,3901642971,388,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431455,9,50,1,1,4,bx0cdmzr2gwr70ez72dorx82p,1,7.2,94.9,2022-11-06T14:01:38.964Z,2022-11-07T06:59:17Z,3899141921,56,Back,3899142089,233,31,3899141923,285,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431451,31,7,1,1,4,3adj8hkws0z1al232bg2h6tk0,1,92.8,5.1,2022-11-06T14:01:39.222Z,2022-11-07T06:59:16Z,3900627679,385,,3901643133,178,,3899141917,56,Right,3899141919,286,,3899142057,233,9,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482892153,855,67,1,1,5,3adj8hkws0z1al232bg2h6tk0,1,92.1,1.7,2022-11-06T14:01:40.100Z,2022-11-07T06:59:16Z,3901662373,233,978,,,,,,,,,,,,,,,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482892149,978,67,1,1,5,bx0cdmzr2gwr70ez72dorx82p,0,7.9,98.3,2022-11-06T14:01:40.101Z,2022-11-07T06:59:15Z,3901662385,233,855,,,,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431499,32,1,1,1,5,3adj8hkws0z1al232bg2h6tk0,1,91.1,5.8,2022-11-06T14:01:40.111Z,2022-11-07T06:59:15Z,3899142181,213,3.1,3899142179,212,4.6,3901643193,178,,3899142177,141,6.4,3899142173,56,Right,3899142175,140,86.7,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431487,10,43,1,1,6,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-11-06T14:01:40.807Z,2022-11-06T18:37:33Z,3900629251,144,61,3899142111,56,Back,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431511,33,49,1,1,6,3adj8hkws0z1al232bg2h6tk0,1,82.7,2.8,2022-11-06T14:01:41.528Z,2022-11-07T06:59:15Z,,,,,,,,,,,,,,,,,,,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431597,34,1,1,1,9,3adj8hkws0z1al232bg2h6tk0,1,82.4,7.1,2022-11-06T14:01:44.202Z,2022-11-07T06:59:14Z,3899142679,141,8.0,3901643303,178,,3899142681,212,10.4,3899142675,56,Right,3899142683,213,3.1,3899142677,140,72.5,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431659,35,1,1,1,11,3adj8hkws0z1al232bg2h6tk0,1,74.1,9.2,2022-11-06T14:01:46.010Z,2022-11-07T06:59:13Z,3899143025,212,15.5,3899143023,141,7.4,3899143027,213,3.2,3899143019,56,Right,3899143021,140,59.4,3901643361,178,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431823,36,1,1,1,13,3adj8hkws0z1al232bg2h6tk0,1,58.8,7.5,2022-11-06T14:01:47.994Z,2022-11-07T06:59:13Z,3899143853,213,2.0,3899143847,212,29.3,3899143843,140,48.0,3899143845,141,47.3,3901643399,178,,3899143841,56,Back,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432091,37,1,1,1,19,3adj8hkws0z1al232bg2h6tk0,1,60.2,60.6,2022-11-06T14:01:53.795Z,2022-11-07T06:59:12Z,3899145127,140,97.9,3899145125,56,Right,3899145123,155,,3899145131,212,53.1,3899145133,213,5.6,3899145135,1,,3901643437,178,,3899145129,141,8.5,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482704697,821,3,1,1,27,3adj8hkws0z1al232bg2h6tk0,0,93.8,10.1,2022-11-06T14:02:02.495Z,2022-11-07T06:59:10Z,3900631911,56,Right,3900631917,467,8f3bhiy6r5eei1n25exhbwr8p,3900631915,465,,3900631913,286,,3901643509,178,,,,,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432255,38,1,1,1,30,3adj8hkws0z1al232bg2h6tk0,1,96.2,7.1,2022-11-06T14:02:04.779Z,2022-11-07T06:59:09Z,3899145885,213,2.2,3899145875,56,Center,3899145877,140,84.1,3899149879,210,13,3899145879,141,33.0,3899145881,212,21.7,3901643545,178,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432269,39,13,1,1,34,3adj8hkws0z1al232bg2h6tk0,1,89.4,28.5,2022-11-06T14:02:08.883Z,2022-11-07T06:59:07Z,3899149929,75,,3899145953,56,Center,3899145947,63,,3899171929,275,,3899145943,22,,3901643611,178,,3899149933,55,38,3899149949,231,45.5,36yupk7p1vks4dbguw53xhucp,M. Camara,3899171931,138,,3899149931,29,3899148613,20,3899149947,230,97.8,3899149937,102,37.8,3899149941,215,3899148617,153,3899149939,103,20.8,3899149945,147,33.2,3899149943,146,92.8,,,,,,,,
2482436055,24,61,1,1,34,bx0cdmzr2gwr70ez72dorx82p,1,8.1,68.9,2022-11-06T14:02:08.916Z,2022-11-07T06:59:06Z,3899169267,56,Back,3901643649,178,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482439129,80,81,1,1,35,3adj8hkws0z1al232bg2h6tk0,0,99.6,50,2022-11-06T14:02:09.892Z,2022-11-07T02:57:51Z,3899181795,275,,3899181793,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432341,40,15,1,1,36,3adj8hkws0z1al232bg2h6tk0,1,94.3,59.1,2022-11-06T14:02:10.755Z,2022-11-07T06:27:58Z,3899146325,22,,3901643771,178,,3899157953,102,47.1,3899157955,103,19,3899157951,80,,3899157957,458,,3899146329,61,,3899157959,100,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,3899514705,214,,3899157967,231,3899156845,15,3899157961,146,98.1,3899156849,328,,3899158037,233,3899146333,56,3899157963,147,51.8,3899157965,230,99.5,3899156853,82,,47.1,11,Center,,,,,
2482432363,11,10,1,1,36,bx0cdmzr2gwr70ez72dorx82p,1,3,48.8,2022-11-06T14:02:11.377Z,2022-11-07T06:59:06Z,3899146445,56,Back,3899146443,94,,3899156967,233,40,3901644001,178,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432407,12,6,1,1,39,bx0cdmzr2gwr70ez72dorx82p,0,3.9,44.8,2022-11-06T14:02:14.049Z,2022-11-07T02:58:20Z,3899146781,233,41,3899146667,73,,3899146663,56,Back,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
