id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/10/value,qualifier/16/value,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/20/value
2512791119,5,5,1,0,9,3unkqo2g6ag99gd5ynz1j7vse,1,5.4,101.2,2023-02-26T14:00:22.120Z,2023-02-27T01:49:53Z,4058987191,347,,4058987221,233,7,4058987189,56,Back,,,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790969,7,5,1,0,9,6xjy1q2m55iiwe8g1r1yffbc9,0,94.6,-1.2,2023-02-26T14:00:22.120Z,2023-02-27T01:49:54Z,4058987293,233,5,4058986477,56,Right,4058986479,347,,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791151,6,1,1,0,21,3unkqo2g6ag99gd5ynz1j7vse,1,9.2,100,2023-02-26T14:00:33.380Z,2023-02-27T06:00:23Z,4058987341,107,,4058987349,212,7.1,4058987343,56,Back,4058987351,213,4.8,4058987345,140,9.5,4058987347,141,90.8,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791205,7,1,1,0,22,3unkqo2g6ag99gd5ynz1j7vse,0,12,89,2023-02-26T14:00:34.259Z,2023-02-27T06:00:23Z,4058987627,141,89.9,4058987625,140,33.2,4058987623,56,Back,4058987633,1,,4061132935,388,,4058987629,212,22.3,4058987631,213,0.0,4058987621,157,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791217,8,44,1,0,24,6xjy1q2m55iiwe8g1r1yffbc9,1,68,11.8,2023-02-26T14:00:36.300Z,2023-02-27T06:00:22Z,4058987683,286,,4058987749,233,8,4058987681,56,Right,,,,,,,,,,,,,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791211,8,44,1,0,24,3unkqo2g6ag99gd5ynz1j7vse,0,32,88.2,2023-02-26T14:00:36.301Z,2023-02-27T06:00:22Z,4058987657,56,Back,4058987659,285,,4058987913,233,8,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791235,9,1,1,0,24,6xjy1q2m55iiwe8g1r1yffbc9,0,67.5,10,2023-02-26T14:00:36.345Z,2023-02-27T06:00:21Z,4058987833,3,,4058987845,213,3.4,4058987837,56,Right,4058987843,212,8.8,4058987839,140,59.3,4058987841,141,7.0,4061133281,388,,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791245,9,61,1,0,24,3unkqo2g6ag99gd5ynz1j7vse,1,32.1,88.4,2023-02-26T14:00:36.358Z,2023-02-27T06:00:21Z,4061133707,15,,4058987887,56,Back,4061133709,388,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791361,10,1,1,0,25,3unkqo2g6ag99gd5ynz1j7vse,1,31.6,89.5,2023-02-26T14:00:37.882Z,2023-02-27T06:00:20Z,4058988427,141,92.7,4058988425,140,36.7,4061133801,178,,4058988423,56,Back,4058988429,212,5.8,4058988431,213,0.4,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512978427,802,3,1,0,27,3unkqo2g6ag99gd5ynz1j7vse,0,36.8,94.8,2023-02-26T14:00:39.375Z,2023-02-27T06:00:19Z,4059957023,467,i0pvdl0hx7idtfi0xymygmp5,4061133841,178,,4059957021,465,,4059957017,56,Back,4059957019,286,,,,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791365,11,4,1,0,27,3unkqo2g6ag99gd5ynz1j7vse,1,38.3,93.8,2023-02-26T14:00:40.001Z,2023-02-27T06:00:19Z,4058988463,265,,4058988465,286,,4058988475,233,10,4058988459,56,Back,4058988455,13,,4058988461,152,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791291,10,4,1,0,27,6xjy1q2m55iiwe8g1r1yffbc9,0,61.7,6.2,2023-02-26T14:00:40.002Z,2023-02-27T06:00:19Z,4058988089,152,,4061133913,178,,4058988091,265,,4058988495,233,11,4058988093,285,,4058988085,13,,4058988087,56,Right,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791981,12,2,1,1,6,3unkqo2g6ag99gd5ynz1j7vse,1,37.7,87.9,2023-02-26T14:01:19.028Z,2023-02-27T06:00:18Z,4058991411,152,,4058991407,5,,4058991423,1,,4058992189,7,bj37ny1s1gbbe4wrgyz1wag9h,4058991413,56,Center,4058991415,140,73.5,4058991417,141,74.3,4061134031,178,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792047,11,55,1,1,6,6xjy1q2m55iiwe8g1r1yffbc9,1,34,32,2023-02-26T14:01:19.029Z,2023-02-27T06:00:18Z,4058994665,189,,,,,,,,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792437,12,1,1,1,27,6xjy1q2m55iiwe8g1r1yffbc9,0,22.4,27.5,2023-02-26T14:01:39.874Z,2023-02-27T06:00:17Z,4058993555,1,,4058993539,5,,4061134097,178,,4058993549,141,24.1,4058993553,213,6.2,4058993541,155,,4058993547,140,68.6,4058993545,56,Center,3xpo0nc3hysdi41gupi7adot1,B. Leroy,4058993543,241,,4058993551,212,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792379,13,44,1,1,30,3unkqo2g6ag99gd5ynz1j7vse,1,32.3,76.2,2023-02-26T14:01:42.371Z,2023-02-27T06:00:17Z,4058993277,285,,4058993275,56,Back,4058993693,233,13,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792451,13,44,1,1,30,6xjy1q2m55iiwe8g1r1yffbc9,0,67.7,23.8,2023-02-26T14:01:42.372Z,2023-02-27T06:00:16Z,4059995345,233,13,4058993597,56,Center,4058993599,286,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792421,14,1,1,1,30,3unkqo2g6ag99gd5ynz1j7vse,1,31.7,77.6,2023-02-26T14:01:42.514Z,2023-02-27T06:00:16Z,4058993475,213,5.9,4058993471,141,72.6,4058993473,212,8.8,4058993467,56,Back,4058993465,3,,4058993469,140,39.4,4061134337,388,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792427,15,1,1,1,31,3unkqo2g6ag99gd5ynz1j7vse,1,35.5,76.7,2023-02-26T14:01:43.839Z,2023-02-27T06:00:15Z,4058993497,140,35.0,4058993495,56,Back,4058993493,3,,4061134501,388,,4058993503,213,4.6,4058993499,141,69.9,4058993501,212,4.7,4058993531,156,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792513,16,49,1,1,32,3unkqo2g6ag99gd5ynz1j7vse,1,33,71.6,2023-02-26T14:01:44.880Z,2023-02-27T06:00:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792521,17,1,1,1,32,3unkqo2g6ag99gd5ynz1j7vse,0,33,71.6,2023-02-26T14:01:44.935Z,2023-02-27T06:00:15Z,4058993927,212,36.9,4058993925,141,93.8,4058993919,155,,4058993923,140,65.1,4058993929,213,0.4,4058993931,1,,4061134609,178,,4058993921,56,Left,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792525,14,12,1,1,35,6xjy1q2m55iiwe8g1r1yffbc9,1,37.3,19.4,2023-02-26T14:01:48.142Z,2023-02-27T06:00:14Z,4058993941,141,0.0,4061134747,388,,4058993939,140,32.1,4059997053,167,,4058993937,56,Back,4058993943,212,15.3,4059997051,15,,4058993945,213,4.3,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792531,15,5,1,1,38,6xjy1q2m55iiwe8g1r1yffbc9,0,32.7,-1.6,2023-02-26T14:01:50.921Z,2023-02-27T01:51:34Z,4058993969,56,Back,4058993971,347,,4058994109,233,18,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792547,18,5,1,1,38,3unkqo2g6ag99gd5ynz1j7vse,1,67.3,101.6,2023-02-26T14:01:50.921Z,2023-02-27T01:51:34Z,4058994087,233,15,4058994061,56,Left,4058994063,347,,,,,,,,,,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792727,19,1,1,1,48,3unkqo2g6ag99gd5ynz1j7vse,1,61.6,100,2023-02-26T14:02:00.352Z,2023-02-27T06:00:14Z,4058994907,107,,4058994911,140,64.5,4058994913,141,92.1,4058994909,56,Left,4058994917,213,5.2,4058994915,212,7.0,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792771,20,1,1,1,48,3unkqo2g6ag99gd5ynz1j7vse,1,62,88.1,2023-02-26T14:02:01.198Z,2023-02-27T06:00:13Z,4058995093,141,96.3,4061134999,388,,4058995087,56,Left,4058995095,212,5.9,4058995099,213,1.9,4058995089,140,60.2,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792803,21,1,1,1,51,3unkqo2g6ag99gd5ynz1j7vse,1,56.5,98.3,2023-02-26T14:02:03.233Z,2023-02-27T06:00:12Z,4058995281,56,Back,4058995289,213,3.3,4058995283,140,37.9,4058995285,141,93.8,4061135071,178,,4058995287,212,19.8,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792845,22,1,1,1,53,3unkqo2g6ag99gd5ynz1j7vse,1,36.9,90.2,2023-02-26T14:02:05.338Z,2023-02-27T06:00:11Z,4058995529,140,36.0,4058995531,141,47.0,4058995533,212,29.4,4058995535,213,4.7,4058995527,56,Back,4061135139,178,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792903,23,1,1,1,55,3unkqo2g6ag99gd5ynz1j7vse,1,35.6,46.5,2023-02-26T14:02:07.397Z,2023-02-27T06:00:11Z,4058995851,213,3.5,4058995843,56,Back,4061135199,178,,4058995847,141,34.3,4058995845,140,11.2,4058995849,212,26.9,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792975,24,1,1,1,59,3unkqo2g6ag99gd5ynz1j7vse,0,13.1,29.2,2023-02-26T14:02:11.374Z,2023-02-27T06:00:11Z,4058996187,1,,4058996185,213,0.1,4061135223,178,,4058996183,212,45.0,4058996179,140,55.8,4058996175,157,,4058996177,56,Center,4058996181,141,34.0,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793015,16,1,1,2,2,6xjy1q2m55iiwe8g1r1yffbc9,0,47.1,64.3,2023-02-26T14:02:14.891Z,2023-02-27T06:00:10Z,4058996355,212,26.5,4058996357,213,6.2,4058996349,56,Center,4061135377,388,,4058996353,141,61.8,4058996347,3,,4058996351,140,72.3,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793047,25,1,1,2,4,3unkqo2g6ag99gd5ynz1j7vse,0,32.4,36.3,2023-02-26T14:02:16.627Z,2023-02-27T06:00:10Z,4058996539,141,35.5,4058996541,212,4.1,4061135483,388,,4058996533,3,,4058996537,140,36.3,4058996543,213,6.2,4058996535,56,Back,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793081,17,49,1,2,5,6xjy1q2m55iiwe8g1r1yffbc9,1,60.2,74.5,2023-02-26T14:02:17.916Z,2023-02-27T06:00:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793115,18,3,1,2,6,6xjy1q2m55iiwe8g1r1yffbc9,1,57.4,71.7,2023-02-26T14:02:18.801Z,2023-02-27T05:42:32Z,4058996827,233,26,4058996803,286,,4059999267,465,,4058996801,56,Center,4061135731,178,,,,,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793101,26,45,1,2,6,3unkqo2g6ag99gd5ynz1j7vse,0,42.6,28.3,2023-02-26T14:02:18.801Z,2023-02-27T05:42:32Z,4058996741,285,,4058996739,56,Back,4058996847,233,18,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793137,19,1,1,2,7,6xjy1q2m55iiwe8g1r1yffbc9,1,54.8,67.4,2023-02-26T14:02:20.083Z,2023-02-27T06:00:08Z,4058996915,56,Center,4058996921,212,8.6,4058996917,140,59.9,4058996919,141,77.3,4061136031,178,,4058996923,213,0.9,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793191,20,1,1,2,10,6xjy1q2m55iiwe8g1r1yffbc9,1,53,77.1,2023-02-26T14:02:22.448Z,2023-02-27T06:00:07Z,4058997197,212,17.9,4058997195,141,55.5,4061136121,178,,4058997193,140,43.2,4058997199,213,4.1,4058997191,56,Back,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793217,21,1,1,2,12,6xjy1q2m55iiwe8g1r1yffbc9,1,42.5,54.3,2023-02-26T14:02:24.772Z,2023-02-27T06:00:06Z,4058997319,212,15.0,4061136263,178,,4058997313,56,Back,4058997321,213,2.0,4058997317,141,74.1,4058997315,140,36.3,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793289,22,1,1,2,14,6xjy1q2m55iiwe8g1r1yffbc9,1,38.1,77.9,2023-02-26T14:02:26.764Z,2023-02-27T06:00:05Z,4058997625,212,15.4,4061136311,178,,4058997619,56,Back,4058997623,141,97.1,4058997621,140,45.9,4058997629,213,1.0,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793367,23,1,1,2,17,6xjy1q2m55iiwe8g1r1yffbc9,1,50.1,99.4,2023-02-26T14:02:30.171Z,2023-02-27T06:00:04Z,4058997961,213,4.1,4058997955,140,41.1,4058997957,141,78.9,4058997953,56,Back,4061136441,178,,4058997959,212,16.8,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793387,24,1,1,2,18,6xjy1q2m55iiwe8g1r1yffbc9,1,45.6,89.1,2023-02-26T14:02:30.873Z,2023-02-27T06:00:03Z,4058998063,141,94.5,4058998065,212,3.8,4061136657,178,,4058998067,213,1.3,4058998059,56,Back,4058998061,140,46.6,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793409,25,1,1,2,19,6xjy1q2m55iiwe8g1r1yffbc9,1,48,99.7,2023-02-26T14:02:31.690Z,2023-02-27T06:00:03Z,4058998159,140,28.7,4058998165,213,3.9,4058998157,56,Back,4058998163,212,26.8,4058998161,141,73.8,4061136809,178,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
