id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/10/value,assist,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2469586905,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-09T12:09:19.653Z,2022-10-09T13:03:02Z,3831276533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831276529,59,"1, 2, 3, 23, 5, 24, 27, 17, 20, 9, 14, 4, 6, 10, 11, 16, 18, 19, 29, 38",3831276531,130,12,3831276527,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831276537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831276535,194,d5at3cowukpxiptq5ozcbe6s5,3831519803,197,17196,3831276525,30,"2vgr8c97x4b2e51tyvvixusid, 1y5p476l4ihjndiyvfsmcg82x, 17acodpsoxkhha2iem2465ivp, 4jal44qeyp9ur58768qre5uqd, eo47h2ekymiisj3kry3og7tgp, d5at3cowukpxiptq5ozcbe6s5, cb6w7n7n1eh9huwzyzvgmdxih, wg9qybhs3qeq9awhux331uqx, bndkgzdolm2c3iteenkv8s3it, 950o8rjqvnl5bnidq2dc3fglx, 42vsnv2j6emkbynforgon4n2t, 4ju2soyxqa6hu0oo007ej8wdl, 88nw24pkg2ikj9c91tccvqol, c8u45gxriyq1rup5fpr30xrdh, 9ysk6656hj0na1hrizgt83k5x, cgeh7qj32flqu9p3a4wnn3s9h, 9hz4s6zmelmg4ix47xbre3q3t, egtyl4noukbjkm1va1i11e87o, 7bba28af7hqhh7ruo91x2mk9g, 8axjyioicdx8i2zkhcb79c9yi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469590525,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-09T12:12:36.092Z,2022-10-09T12:57:08Z,3831292905,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831292913,194,6ynchgp6o4tajwvnfdnoo11at,3831292911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831491719,197,15935,3831292907,59,"30, 94, 3, 2, 22, 5, 8, 6, 23, 19, 7, 1, 10, 11, 15, 17, 25, 28, 31, 92",3831292915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831292909,130,2,3831292903,30,"821ma6ofy7t9wtdvu1w6uni09, 9tdb905kq5becch102boicdex, dlzepva4fgihzwx4vfzagiy1h, boa0e436nc3u53cumlao9ulex, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 41jb0ts5688xz8ell62rybm22, 6ynchgp6o4tajwvnfdnoo11at, bqq4tqw6tp68c1fya04onf6c5, 36ylt0kjn7t0vajmelu4mbazu, 9fcg5wz6no3f9mn7ch45g06hh, cgqunmh8aw465fna15rdve8d1, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, dvtd4xsoihe7srn69irnng5w5, akczqgcekziai0uuirql1enrp, 7rvgrqf0ktsepvwpj0osy5pzp, e1ydpg4lqw2pnidfbsciv9pm1, cwtefikj4d22g8dr4c200pwtm, 9vwdme2e657vrezfixnimrv85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635729,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-09T13:00:17.574Z,2022-10-09T13:00:19Z,3831503873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635679,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-09T13:00:17.574Z,2022-10-09T20:50:57Z,3831503645,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635725,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50.2,50.1,2022-10-09T13:00:17.698Z,2022-10-10T02:04:56Z,3831503853,279,S,3834336147,178,,3831503849,212,2.3,3831503851,213,2.9,3831503843,56,Back,3831503847,141,50.9,3831503845,140,48.1,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635767,4,1,1,0,2,75qj99fhg5c0ztj2tva5u4uii,1,51.8,47.6,2022-10-09T13:00:19.784Z,2022-10-10T05:55:53Z,3831504005,140,56.8,3831504011,213,4.9,3834336211,178,,3831504007,141,9.8,3831504003,56,Right,3831504009,212,26.2,,,,,,,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635777,5,1,1,0,4,75qj99fhg5c0ztj2tva5u4uii,0,54.8,9.2,2022-10-09T13:00:21.713Z,2022-10-10T05:55:52Z,3831504059,141,22.8,3834336325,178,,3831504057,140,63.5,3831504061,212,13.0,3831504055,56,Center,3831504063,213,0.8,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153425,850,43,1,0,5,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-09T13:00:22.735Z,2022-10-10T02:36:52Z,3834360399,144,67,3834360207,233,945,,,,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153493,853,67,1,0,5,71ajatxnuhc5cnm3xvgdky49w,1,36.7,77.9,2022-10-09T13:00:22.736Z,2022-10-10T05:55:51Z,3834360701,233,949,,,,,,,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153423,945,43,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-09T13:00:22.736Z,2022-10-10T02:36:52Z,3834360211,233,850,3834360387,144,67,,,,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470153491,949,67,1,0,5,75qj99fhg5c0ztj2tva5u4uii,0,63.3,22.1,2022-10-09T13:00:22.737Z,2022-10-10T05:55:51Z,3834360705,233,853,,,,,,,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635791,3,8,1,0,5,71ajatxnuhc5cnm3xvgdky49w,1,36.4,80.6,2022-10-09T13:00:22.762Z,2022-10-10T05:55:51Z,3832632083,384,,3834336415,178,,3831504101,56,Back,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635809,4,49,1,0,6,71ajatxnuhc5cnm3xvgdky49w,1,41.2,86.6,2022-10-09T13:00:24.183Z,2022-10-10T05:55:50Z,,,,,,,,,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635897,5,50,1,0,12,71ajatxnuhc5cnm3xvgdky49w,1,88.5,84.4,2022-10-09T13:00:30.126Z,2022-10-10T05:27:43Z,3831504709,56,Left,3831504871,233,6,3831504711,286,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635919,6,7,1,0,13,75qj99fhg5c0ztj2tva5u4uii,1,11.5,15.6,2022-10-09T13:00:30.998Z,2022-10-10T05:27:44Z,3831504823,56,Back,3834336761,178,,3832632987,384,,3831504861,233,5,3831504825,285,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635923,7,49,1,0,14,75qj99fhg5c0ztj2tva5u4uii,1,4.2,12.7,2022-10-09T13:00:32.250Z,2022-10-10T05:55:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635957,8,1,1,0,15,75qj99fhg5c0ztj2tva5u4uii,1,2.4,6.8,2022-10-09T13:00:33.290Z,2022-10-10T05:55:44Z,3831504987,140,15.7,3834336935,178,,3831504989,141,13.7,3831504985,56,Back,3831504993,213,0.3,3831504991,212,14.7,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635997,9,1,1,0,17,75qj99fhg5c0ztj2tva5u4uii,1,12.6,14.5,2022-10-09T13:00:34.994Z,2022-10-10T05:55:43Z,3834336983,178,,3831505155,141,31.8,3831505153,140,4.4,3831505159,213,2.2,3831505151,56,Back,3831505157,212,14.6,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636025,10,1,1,0,18,75qj99fhg5c0ztj2tva5u4uii,0,4.4,28.3,2022-10-09T13:00:36.164Z,2022-10-10T05:55:43Z,3831505345,1,,3831505341,212,41.0,3831505343,213,6.1,3831505337,141,18.3,3831505333,140,42.9,3834337021,178,,3831505329,155,,3831505331,56,Back,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636067,6,1,1,0,20,71ajatxnuhc5cnm3xvgdky49w,1,62,81.7,2022-10-09T13:00:38.108Z,2022-10-10T05:55:43Z,3831505529,140,75.8,3831505533,141,78.9,3831505523,3,,3831505537,213,6.2,3831505527,56,Left,3834337081,388,,3831505535,212,14.6,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469636071,7,50,1,0,21,71ajatxnuhc5cnm3xvgdky49w,1,78.9,79.4,2022-10-09T13:00:39.520Z,2022-10-10T05:55:42Z,3831505577,56,Left,3831506105,233,11,3831505579,286,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
