id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2515812127,4,5,1,0,14,4t4hod56fsj7utpjdor8so5q6,0,22,101.8,2023-03-05T12:02:05.585Z,2023-03-05T17:58:00Z,4074940187,347,,4074940185,56,Back,4074940451,233,8,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812167,8,5,1,0,14,3unkqo2g6ag99gd5ynz1j7vse,1,78,-1.8,2023-03-05T12:02:05.585Z,2023-03-05T17:58:00Z,4074940393,347,,4074940447,233,4,4074940391,56,Right,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812181,9,1,1,0,20,3unkqo2g6ag99gd5ynz1j7vse,1,83.1,0,2023-03-05T12:02:11.662Z,2023-03-05T22:13:50Z,4074940503,213,2.7,4074940489,107,,4074940497,141,15.1,4075134739,1,,4074940501,212,26.1,4074940491,56,Right,4074940493,140,60.7,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812207,10,43,1,0,22,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-03-05T12:02:13.603Z,2023-03-05T12:50:59Z,4074940617,141,14.9,4074940615,140,60.7,4074940621,213,2.7,4074940619,212,14.7,4074940613,56,Right,4075134877,144,1,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812251,11,1,1,0,23,3unkqo2g6ag99gd5ynz1j7vse,1,60.8,18.1,2023-03-05T12:02:15.112Z,2023-03-05T22:13:50Z,4074940871,56,Back,4074940875,141,7.0,4074940873,140,43.9,4074940877,212,19.3,4074940879,213,3.5,4076695643,178,,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812289,12,1,1,0,26,3unkqo2g6ag99gd5ynz1j7vse,1,41.7,10,2023-03-05T12:02:18.152Z,2023-03-05T22:13:49Z,4074941049,140,21.7,4074941047,56,Back,4076695981,178,,4074941053,212,29.7,4074941055,213,2.4,4074941051,141,40.9,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812323,13,1,1,0,30,3unkqo2g6ag99gd5ynz1j7vse,1,21.9,40.5,2023-03-05T12:02:21.749Z,2023-03-05T22:13:48Z,4074941301,212,23.6,4074941305,213,1.2,4074941295,56,Back,4076696213,178,,4074941299,141,73.0,4074941297,140,29.9,,,,,,,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812339,14,1,1,0,33,3unkqo2g6ag99gd5ynz1j7vse,1,30,73.9,2023-03-05T12:02:24.975Z,2023-03-05T22:13:47Z,4074941399,212,14.4,4076696643,178,,4074941397,141,93.0,4074941401,213,1.1,4074941395,140,36.0,4074941393,56,Back,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812369,15,1,1,0,35,3unkqo2g6ag99gd5ynz1j7vse,1,40.1,95.1,2023-03-05T12:02:27.160Z,2023-03-05T22:13:47Z,4074941577,141,73.8,4074941579,212,17.9,4074941575,140,30.1,4074941581,213,4.1,4074941573,56,Back,4076696827,178,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812393,16,1,1,0,39,3unkqo2g6ag99gd5ynz1j7vse,0,30.1,77.2,2023-03-05T12:02:30.449Z,2023-03-05T22:13:45Z,4074941711,213,0.1,4074941703,56,Left,4074941713,1,,4074941701,155,,4074941705,140,75.6,4076697009,178,,4074941709,212,47.9,4074941707,141,82.0,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812417,5,1,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,25.1,21.4,2023-03-05T12:02:33.257Z,2023-03-05T22:13:45Z,4074941809,3,,4074941817,212,12.4,4074941819,213,5.1,4074941813,140,29.9,4076697955,388,,4074941811,56,Back,4074941815,141,4.7,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812419,6,49,1,0,44,4t4hod56fsj7utpjdor8so5q6,1,28,3.7,2023-03-05T12:02:35.221Z,2023-03-05T22:13:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812445,7,1,1,0,44,4t4hod56fsj7utpjdor8so5q6,0,27.9,3.5,2023-03-05T12:02:35.254Z,2023-03-05T22:13:44Z,4074941931,56,Right,4074941935,141,8.3,4076698369,178,,4074941933,140,79.6,4074941939,213,0.1,4074941941,1,,4074941937,212,54.4,4074941929,157,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812455,17,49,1,0,47,3unkqo2g6ag99gd5ynz1j7vse,1,29,91.1,2023-03-05T12:02:38.834Z,2023-03-05T22:13:44Z,,,,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812519,18,1,1,0,52,3unkqo2g6ag99gd5ynz1j7vse,0,10.4,99.9,2023-03-05T12:02:43.434Z,2023-03-05T22:13:43Z,4075824901,1,,4074942377,213,0.0,4074942369,56,Back,4075824899,157,,4076699235,178,,4074942375,212,26.8,4074942371,140,35.9,4074942373,141,100.0,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812543,8,5,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,62.3,-1.2,2023-03-05T12:02:45.981Z,2023-03-05T17:59:29Z,4074942507,233,19,4074942491,347,,4074942489,56,Right,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812525,19,5,1,0,54,3unkqo2g6ag99gd5ynz1j7vse,0,37.7,101.2,2023-03-05T12:02:45.981Z,2023-03-05T17:59:30Z,4074942413,347,,4074942527,233,8,4074942411,56,Back,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812635,9,1,1,0,57,4t4hod56fsj7utpjdor8so5q6,1,58.9,0,2023-03-05T12:02:48.398Z,2023-03-05T22:13:43Z,4074942865,212,15.8,4074942861,140,59.0,4074942859,56,Center,4074942863,141,21.6,4074942857,107,,4074942867,213,1.6,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812639,10,50,1,1,0,4t4hod56fsj7utpjdor8so5q6,1,65.2,32.8,2023-03-05T12:02:52.085Z,2023-03-05T22:13:42Z,4074945601,233,33,4074942889,56,Center,4074944369,286,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813119,33,7,1,1,1,3unkqo2g6ag99gd5ynz1j7vse,0,34.8,67.2,2023-03-05T12:02:52.209Z,2023-03-05T22:13:41Z,4075827149,385,,4074945529,285,,4074945557,233,10,4076701329,178,,4074945525,56,Back,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516164083,1048,67,1,1,2,4t4hod56fsj7utpjdor8so5q6,1,75.3,35.4,2023-03-05T12:02:53.547Z,2023-03-05T22:13:40Z,4076794359,233,819,,,,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516164079,819,67,1,1,2,3unkqo2g6ag99gd5ynz1j7vse,0,24.7,64.6,2023-03-05T12:02:53.548Z,2023-03-05T22:13:39Z,4076794367,233,1048,,,,,,,,,,,,,,,,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812653,11,1,1,1,2,4t4hod56fsj7utpjdor8so5q6,0,74.5,38.3,2023-03-05T12:02:53.554Z,2023-03-05T22:13:38Z,4074942967,56,Right,4076701829,178,,4074942969,140,69.2,4074942971,141,15.6,4074942975,213,4.4,4074942973,212,16.4,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812655,20,49,1,1,3,3unkqo2g6ag99gd5ynz1j7vse,1,27.2,82.9,2023-03-05T12:02:54.877Z,2023-03-05T22:13:38Z,,,,,,,,,,,,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812669,21,1,1,1,3,3unkqo2g6ag99gd5ynz1j7vse,1,27.6,83,2023-03-05T12:02:54.940Z,2023-03-05T22:13:38Z,4076702555,178,,4074943067,140,42.3,4074943069,141,69.1,4074943073,213,5.7,4074943065,56,Back,4074943071,212,18.1,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812687,22,1,1,1,5,3unkqo2g6ag99gd5ynz1j7vse,1,39.2,72.5,2023-03-05T12:02:56.761Z,2023-03-05T22:13:37Z,4074943167,213,5.2,4074943165,212,16.7,4074943161,140,46.0,4074943159,56,Back,4076702893,178,,4074943163,141,50.3,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812725,23,1,1,1,7,3unkqo2g6ag99gd5ynz1j7vse,1,45,52.3,2023-03-05T12:02:58.896Z,2023-03-05T22:13:37Z,4076703125,178,,4074943385,212,15.1,4074943387,213,4.4,4074943381,140,39.9,4074943379,56,Back,4074943383,141,31.5,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812763,24,1,1,1,9,3unkqo2g6ag99gd5ynz1j7vse,1,39.5,37.8,2023-03-05T12:03:00.433Z,2023-03-05T22:13:36Z,4074943601,56,Back,4074943605,141,37.7,4076703477,178,,4074943603,140,42.8,4074943609,213,6.3,4074943607,212,3.5,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812797,25,1,1,1,13,3unkqo2g6ag99gd5ynz1j7vse,1,47.7,35.8,2023-03-05T12:03:04.569Z,2023-03-05T22:13:34Z,4076703631,178,,4074943871,141,16.2,4074943875,213,4.7,4074943873,212,13.3,4074943869,140,47.0,4074943867,56,Back,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812803,26,1,1,1,17,3unkqo2g6ag99gd5ynz1j7vse,1,49.9,13.4,2023-03-05T12:03:08.901Z,2023-03-05T22:13:32Z,4074943925,141,24.3,4074943921,56,Back,4074943923,140,40.5,4074943929,213,2.5,4074943927,212,12.3,4076703769,178,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812921,27,1,1,1,20,3unkqo2g6ag99gd5ynz1j7vse,1,39.2,20.9,2023-03-05T12:03:11.263Z,2023-03-05T22:13:31Z,4074944545,141,66.3,4074944541,56,Back,4074944543,140,29.1,4074944547,212,32.6,4077402577,1,,4074944549,213,1.9,4076703919,178,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812945,28,1,1,1,28,3unkqo2g6ag99gd5ynz1j7vse,1,26,72.8,2023-03-05T12:03:19.996Z,2023-03-05T22:13:30Z,4074944641,140,36.7,4074944645,212,18.2,4074944639,56,Back,4074944643,141,93.8,4076704395,178,,4074944647,213,0.9,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812961,29,1,1,1,31,3unkqo2g6ag99gd5ynz1j7vse,1,39.1,99,2023-03-05T12:03:22.308Z,2023-03-05T22:13:29Z,4074944707,56,Back,4074944709,140,38.6,4074944715,213,4.6,4074944711,141,89.3,4076704615,178,,4074944713,212,6.6,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812971,30,1,1,1,31,3unkqo2g6ag99gd5ynz1j7vse,1,40.4,91.2,2023-03-05T12:03:23.016Z,2023-03-05T22:13:28Z,4076704783,178,,4074944799,156,,4074944763,140,32.3,4074944769,213,3.3,4074944765,141,89.3,4074944767,212,8.6,4074944761,56,Back,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813001,31,1,1,1,32,3unkqo2g6ag99gd5ynz1j7vse,0,29.5,92.8,2023-03-05T12:03:24.160Z,2023-03-05T22:13:28Z,4076704975,178,,4074944933,213,0.2,4074944925,56,Left,4074944931,212,33.2,4074944923,155,,4074944927,140,60.6,4077402507,1,,4074944929,141,100.0,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813077,12,5,1,1,35,4t4hod56fsj7utpjdor8so5q6,1,40.2,-1.4,2023-03-05T12:03:26.755Z,2023-03-05T18:01:11Z,4074945297,56,Back,4074945321,233,32,4074945299,347,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813009,32,5,1,1,35,3unkqo2g6ag99gd5ynz1j7vse,0,59.8,101.4,2023-03-05T12:03:26.755Z,2023-03-05T18:01:11Z,4074944941,56,Left,4074945329,233,12,4074944943,347,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813107,13,1,1,1,39,4t4hod56fsj7utpjdor8so5q6,1,36,0,2023-03-05T12:03:31.154Z,2023-03-05T22:13:27Z,4074945491,213,2.3,4074945481,107,,4074945485,140,20.5,4074945493,1,,4074945483,56,Back,4074945487,141,22.4,4074945489,212,23.2,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813243,14,1,1,1,43,4t4hod56fsj7utpjdor8so5q6,1,19.2,23.3,2023-03-05T12:03:34.283Z,2023-03-05T22:13:26Z,4076705447,178,,4074946165,213,1.3,4074946161,141,65.2,4074946157,56,Back,4074946163,212,29.2,4074946159,140,25.4,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813307,15,1,1,1,52,4t4hod56fsj7utpjdor8so5q6,1,28.1,68.9,2023-03-05T12:03:43.948Z,2023-03-05T22:13:23Z,4074946477,140,29.6,4076705593,178,,4074946479,141,29.4,4074946483,213,4.8,4074946475,56,Back,4074946481,212,26.9,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813337,16,1,1,1,57,4t4hod56fsj7utpjdor8so5q6,1,34.9,19.2,2023-03-05T12:03:48.327Z,2023-03-05T22:13:22Z,4076705821,178,,4074946667,213,0.3,4074946669,1,,4074946661,140,67.1,4074946665,212,35.5,4074946663,141,35.2,4074946657,155,,4074946659,56,Center,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813357,17,1,1,1,59,4t4hod56fsj7utpjdor8so5q6,1,63.6,29.8,2023-03-05T12:03:50.358Z,2023-03-05T22:13:22Z,4076706057,388,,4074946775,140,70.1,4074946771,168,,4074946781,213,0.7,4074946773,56,Center,4074946777,141,37.9,4074946779,212,8.8,4074946769,3,,2xmc0gsdslrnsu6ua40kbh32t,K. Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813365,18,1,1,2,0,4t4hod56fsj7utpjdor8so5q6,0,70.4,31.8,2023-03-05T12:03:51.405Z,2023-03-05T22:13:22Z,4076706441,178,,4074946837,140,68.4,4074946839,141,29.5,4074946841,212,2.6,4074946843,213,3.8,4074946835,56,Center,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515813369,34,49,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,1,28.7,74.6,2023-03-05T12:03:52.823Z,2023-03-05T22:13:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
