id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/19/value,assist
2504664269,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-02-05T18:54:11.508Z,2023-02-05T20:27:40Z,4016145333,59,"1, 23, 26, 55, 25, 4, 16, 19, 9, 24, 10, 8, 11, 14, 21, 28, 33, 35, 42, 77",4016145331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016145335,130,4,4016145339,197,15912,4016145337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016168345,194,azuc3tma44xyrbgf5y279o1xx,4016145329,30,"8govqd0xf8ijst50tgypaep5h, 8f3bhiy6r5eei1n25exhbwr8p, 7sep6mx2s67mh5fr3raxu7aei, 7c0y2e3949kvohxadzfbmct7t, 7cp51c8zn7y08iyk0hc9ix5nt, azuc3tma44xyrbgf5y279o1xx, 5o0h8eeydl8t92qp3ywekqh1x, 6j0ogojh2b7poyceg7i3k09yi, 33jtnv5kyzyw1it7y9czhn4a2, 7fcq014jmdb0uqldcts6tglat, ct32113pfx5q9avf2c0x208ru, vja0xo3xiuax8eh0b6q3y09, dxeju5zcb6j8etdgwq0kweor9, 5ak9fwtqlr2pll0nsv5br7p7u, 2kgvn1lt5yjsixg13fj0cidt6, e7e68wlpiqqohpg71oh4vrbl6, 9yjtdz1toq241g6cgdty94lck, c0dvcjq2rfqs3jj5g5v2m5zsa, 2e0ipswbkv4vf7lav6ee1j3oq, 9tqbuv5f466mzo4fx4ll0drvu",4016145341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504667255,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-05T19:02:27.051Z,2023-02-05T19:02:27Z,4016164333,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016164331,130,17,4016164339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016164335,194,26mggguhavwmnq1oak12ket,4016164337,197,15909,4016164327,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016164329,59,"16, 7, 30, 5, 4, 99, 21, 6, 9, 17, 10, 1, 8, 18, 23, 27, 29, 36, 47, 70",4016164325,30,"26atxu4fr8f87oi8mt6z70mhh, c4w6l0ha9pvwljyh3aejqz3yt, dqsslq1iz1azubowq3anwws4q, 74edqcuzfzy7nswqzn0v3pe22, 8ni13k73i9xusj01utdmqk7h1, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, asvqr3i5wcjiajxipt1qvldyh, cnriqwh17pqgz7p2gt74uar6c, cip5lla8zu8gru2m4popsstlh, 26mggguhavwmnq1oak12ket, bonc0a0byz3r1828si9ynmuei, 41jb0ts5688xz8ell62rybm22, 4euxcqawlks4c56pqj8xvwbf9, 9j742o5vdc7d54x1xdz4t9ck5, 5fbnkkf1saix4lonwx1i9k7o5, 2p70qo9oxplufwnhlrl2b8v3e, 4dbs7cgevy096gouv60eurh05, b8m3njge4ubxcj1zbxhvk5d9m, vl1b0gayryiqvl5dlukpmswl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684245,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-02-05T19:45:14.722Z,2023-02-05T19:45:15Z,4016262471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684243,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-05T19:45:14.722Z,2023-02-06T00:32:41Z,4016262465,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684265,3,1,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,49.9,50,2023-02-05T19:45:14.747Z,2023-02-06T00:43:56Z,4016262579,140,39.3,4016262577,56,Back,4016262587,279,S,4016262585,213,3.7,4016702163,178,,4016262583,212,12.9,4016262581,141,40.4,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684269,4,1,1,0,1,27xvwccz8kpmqsefjv2b2sc0o,1,39.7,47.3,2023-02-05T19:45:16.660Z,2023-02-06T03:23:25Z,4016262609,140,39.6,4016262607,56,Back,4016262615,213,4.7,4016702345,178,,4016262611,141,15.2,4016262613,212,21.8,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684297,5,1,1,0,4,27xvwccz8kpmqsefjv2b2sc0o,1,40.1,19.7,2023-02-05T19:45:18.926Z,2023-02-06T03:23:24Z,4016262767,140,51.5,4016262765,56,Right,4016262769,141,3.4,4016262771,212,16.3,4016262773,213,5.5,4016702439,178,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684321,6,1,1,0,5,27xvwccz8kpmqsefjv2b2sc0o,1,50.6,0.2,2023-02-05T19:45:19.957Z,2023-02-06T03:23:23Z,4016262853,56,Back,4016262861,213,2.7,4016262859,212,16.3,4016262855,140,36.5,4016262857,141,10.3,4016702641,178,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684351,7,1,1,0,9,27xvwccz8kpmqsefjv2b2sc0o,1,30.6,18.4,2023-02-05T19:45:23.767Z,2023-02-06T03:23:23Z,4016263031,140,14.3,4016703193,178,,4016263033,141,46.0,4016263029,56,Back,4016263037,213,2.3,4016263035,212,25.4,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684419,8,1,1,0,14,27xvwccz8kpmqsefjv2b2sc0o,1,13.7,46,2023-02-05T19:45:28.889Z,2023-02-06T03:23:22Z,4016263369,56,Back,4016263371,140,23.2,4016263373,141,11.0,4016263377,213,5.1,4016263375,212,25.8,4016703347,178,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684449,9,1,1,0,19,27xvwccz8kpmqsefjv2b2sc0o,1,36.7,13.7,2023-02-05T19:45:33.938Z,2023-02-06T03:23:20Z,4016703417,178,,4016263555,1,,4016263549,141,6.2,4016263545,56,Right,4016263547,140,68.6,4016263553,213,6.1,4016263551,212,33.9,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684471,10,1,1,0,26,27xvwccz8kpmqsefjv2b2sc0o,1,77,15.1,2023-02-05T19:45:40.998Z,2023-02-06T03:23:18Z,4016263661,212,38.2,4016263657,140,86.4,4016263651,2,,4016580495,223,,4016263663,213,1.3,4016263659,141,69.3,4016263655,56,Center,4016703473,178,,cip5lla8zu8gru2m4popsstlh,C. Ünder,4016263665,1,4016263653,155,4016580497,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684483,11,1,1,0,29,27xvwccz8kpmqsefjv2b2sc0o,1,87.8,73.8,2023-02-05T19:45:43.917Z,2023-02-06T03:23:17Z,4016704289,178,,4016263733,212,12.9,4016263721,56,Center,4016263725,140,75.7,4016263729,141,70.3,4016263737,213,3.3,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684507,12,1,1,0,32,27xvwccz8kpmqsefjv2b2sc0o,1,74.4,77.6,2023-02-05T19:45:46.752Z,2023-02-06T03:23:16Z,4016263839,140,81.6,4016263837,56,Left,4016263843,212,12.7,4016263841,141,92.6,4016263845,213,0.9,4016704377,178,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684523,13,1,1,0,36,27xvwccz8kpmqsefjv2b2sc0o,1,77.1,82.4,2023-02-05T19:45:51.141Z,2023-02-06T03:23:15Z,4016263931,56,Left,4016263933,140,92.9,4016263939,213,0.1,4016263935,141,85.7,4016704565,178,,4016263937,212,16.7,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684525,14,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,0,93.1,81.3,2023-02-05T19:45:53.123Z,2023-02-06T03:23:14Z,4016263949,140,92.8,4016264021,286,,4016264017,233,3,4016263951,141,84.5,4016263943,2,,4016704833,178,,4016263947,56,Left,4016263955,213,1.7,26mggguhavwmnq1oak12ket,D. Payet,4016580713,224,4016580715,72,4016264015,236,4016263953,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684535,3,12,1,0,38,bx0cdmzr2gwr70ez72dorx82p,1,7.8,19.2,2023-02-05T19:45:53.191Z,2023-02-06T03:23:14Z,4016264011,185,,4016705009,178,,4016264013,56,Back,4016264023,233,14,,,,,,,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684545,4,6,1,0,40,bx0cdmzr2gwr70ez72dorx82p,0,3,14.5,2023-02-05T19:45:54.729Z,2023-02-06T00:46:17Z,4016264049,73,,4016264047,56,Back,4016264093,233,15,,,,,,,,,,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684541,15,6,1,0,40,27xvwccz8kpmqsefjv2b2sc0o,1,97,85.5,2023-02-05T19:45:54.729Z,2023-02-06T00:46:17Z,4016264035,56,Left,4016264037,73,,4016264073,233,4,,,,,,,,,,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684657,16,1,1,0,55,27xvwccz8kpmqsefjv2b2sc0o,1,99.5,99.5,2023-02-05T19:46:09.821Z,2023-02-06T00:46:22Z,4016705259,178,,4016264647,213,3.7,4016264645,212,29.9,4016264643,141,75.0,4016264641,140,75.9,4016264639,56,Center,4016264637,6,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
