id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/19/value,assist
2504684671,17,1,1,0,57,27xvwccz8kpmqsefjv2b2sc0o,1,75.4,75.2,2023-02-05T19:46:12.341Z,2023-02-06T03:23:13Z,4016264731,212,14.4,4016264733,213,4.4,4016264727,140,71.0,4016264729,141,55.2,4016705333,178,,4016264725,56,Center,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684685,18,1,1,0,59,27xvwccz8kpmqsefjv2b2sc0o,1,69.8,56.4,2023-02-05T19:46:14.235Z,2023-02-06T03:23:12Z,4016264805,213,4.9,4016705567,178,,4016264803,212,23.0,4016264799,140,73.7,4016264797,56,Center,4016264801,141,23.1,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684691,19,1,1,1,4,27xvwccz8kpmqsefjv2b2sc0o,0,91.1,5.7,2023-02-05T19:46:19.008Z,2023-02-06T03:23:10Z,4016581285,20,,4016264851,212,21.0,4016264841,2,,4016264853,213,1.4,4016264849,141,35.8,4016264845,56,Center,4016264847,140,95.4,4016705661,178,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,4016581283,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684805,5,12,1,1,5,bx0cdmzr2gwr70ez72dorx82p,1,6,62.2,2023-02-05T19:46:20.117Z,2023-02-06T03:23:10Z,4016265401,56,Back,4016265403,140,21.2,4016705837,178,,4016265407,212,23.9,4016265405,141,88.4,4016265409,213,0.8,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684713,20,1,1,1,9,27xvwccz8kpmqsefjv2b2sc0o,1,75.4,12.1,2023-02-05T19:46:24.284Z,2023-02-06T03:23:09Z,4016264945,213,5.4,4016706235,178,,4016264939,140,80.9,4016264937,56,Right,4016264943,212,8.7,4016264941,141,2.5,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684737,21,1,1,1,11,27xvwccz8kpmqsefjv2b2sc0o,1,80.2,3,2023-02-05T19:46:26.402Z,2023-02-06T03:23:08Z,4016265061,140,61.5,4016265059,56,Right,4016265063,141,17.6,4016706337,178,,4016265067,213,2.7,4016265065,212,22.0,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684761,22,1,1,1,14,27xvwccz8kpmqsefjv2b2sc0o,1,65.8,25.2,2023-02-05T19:46:29.427Z,2023-02-06T03:23:07Z,4016265199,56,Center,4016265201,140,61.5,4016265203,141,61.1,4016706583,178,,4016265207,213,1.8,4016265205,212,24.8,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684791,23,1,1,1,21,27xvwccz8kpmqsefjv2b2sc0o,1,67.3,53.6,2023-02-05T19:46:35.924Z,2023-02-06T03:23:05Z,4016265333,56,Right,4016265331,155,,4016869317,1,,4016265337,141,6.2,4016706743,178,,4016265335,140,83.0,4016265339,212,36.2,4016265341,213,5.2,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684797,24,1,1,1,23,27xvwccz8kpmqsefjv2b2sc0o,0,83.5,8.2,2023-02-05T19:46:38.308Z,2023-02-06T03:23:04Z,4016706947,178,,4016265373,56,Center,4016265381,213,0.9,4016265377,141,28.0,4016265375,140,93.3,4016265379,212,16.9,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684811,6,12,1,1,25,bx0cdmzr2gwr70ez72dorx82p,1,6.1,69,2023-02-05T19:46:40.453Z,2023-02-06T03:23:04Z,4016707105,178,,4016265463,167,,4016265445,213,1.0,4016265439,140,19.5,4016265437,56,Back,4016265443,212,26.3,4016265441,141,100.0,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684815,7,5,1,1,27,bx0cdmzr2gwr70ez72dorx82p,0,23.3,101.6,2023-02-05T19:46:41.888Z,2023-02-06T00:47:37Z,4016265453,347,,4016265723,233,25,4016265451,56,Back,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684869,25,5,1,1,27,27xvwccz8kpmqsefjv2b2sc0o,1,76.7,-1.6,2023-02-05T19:46:41.888Z,2023-02-06T00:47:37Z,4016265693,347,,4016265691,56,Right,4016265719,233,7,,,,,,,,,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684901,26,1,1,1,36,27xvwccz8kpmqsefjv2b2sc0o,1,82.3,0,2023-02-05T19:46:50.822Z,2023-02-06T03:23:04Z,4016265901,213,2.8,4016265903,1,,4016265899,212,30.2,4016265895,140,54.9,4016265897,141,12.0,4016265891,107,,4016265893,56,Right,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684919,27,1,1,1,40,27xvwccz8kpmqsefjv2b2sc0o,1,52.7,20.6,2023-02-05T19:46:55.034Z,2023-02-06T03:23:03Z,4016266013,140,48.0,4016707369,178,,4016266011,56,Back,4016266015,141,59.0,4016266019,213,1.8,4016266017,212,26.6,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684933,28,1,1,1,44,27xvwccz8kpmqsefjv2b2sc0o,1,55.8,59.2,2023-02-05T19:46:59.709Z,2023-02-06T03:23:01Z,4016707509,178,,4016266117,212,17.0,4016266119,213,4.1,4016266115,141,38.3,4016266111,56,Back,4016266113,140,46.9,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684965,29,1,1,1,47,27xvwccz8kpmqsefjv2b2sc0o,1,48,38.1,2023-02-05T19:47:02.689Z,2023-02-06T03:23:00Z,4016266249,212,19.4,4016707541,178,,4016266245,140,54.1,4016266247,141,65.1,4016266251,213,1.2,4016266243,56,Center,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504684975,30,1,1,1,52,27xvwccz8kpmqsefjv2b2sc0o,1,63.1,81.5,2023-02-05T19:47:06.949Z,2023-02-06T03:22:58Z,4016707615,178,,4016266311,212,14.3,4016266303,140,74.0,4016266301,56,Left,4016266307,141,94.2,4016266315,213,0.6,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685007,31,1,1,1,53,27xvwccz8kpmqsefjv2b2sc0o,1,76.5,97.6,2023-02-05T19:47:08.598Z,2023-02-06T03:22:58Z,4016266425,140,86.8,4016266427,141,88.9,4016266435,213,5.8,4016266423,56,Left,4016266431,212,12.3,4016707747,178,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685013,32,1,1,1,56,27xvwccz8kpmqsefjv2b2sc0o,0,93,95.6,2023-02-05T19:47:11.096Z,2023-02-06T03:22:57Z,4016266459,141,85.7,4016266461,212,6.8,4016266455,56,Left,4016266457,140,91.9,4016708027,178,,4016266463,213,4.5,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685723,30,61,1,1,56,bx0cdmzr2gwr70ez72dorx82p,1,7,5.4,2023-02-05T19:47:11.149Z,2023-02-06T03:22:57Z,4016270257,56,Back,4016708181,178,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685031,8,49,1,1,57,bx0cdmzr2gwr70ez72dorx82p,1,6.2,18.3,2023-02-05T19:47:12.017Z,2023-02-06T03:22:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685039,9,1,1,1,57,bx0cdmzr2gwr70ez72dorx82p,1,5.8,18.4,2023-02-05T19:47:12.115Z,2023-02-06T03:22:56Z,4016708595,178,,4016266551,56,Back,4016266553,140,4.3,4016266555,141,11.6,4016266559,213,4.4,4016266557,212,4.9,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685043,10,1,1,1,58,bx0cdmzr2gwr70ez72dorx82p,1,2,9.2,2023-02-05T19:47:13.017Z,2023-02-06T03:22:55Z,4016266571,141,9.5,4016266573,212,10.0,4016266569,140,11.5,4016266567,56,Back,4016708669,178,,4016266575,213,0.0,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685045,11,1,1,1,58,bx0cdmzr2gwr70ez72dorx82p,1,11.5,16,2023-02-05T19:47:13.719Z,2023-02-06T03:22:55Z,4016266591,140,5.2,4016266593,141,20.3,4016266589,56,Back,4016266597,213,2.7,4016708787,178,,4016266595,212,7.2,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504705741,452,43,1,2,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-05T19:47:14.722Z,2023-02-05T20:51:13Z,4016373931,56,Left,4016409097,144,61,,,,,,,,,,,,,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685051,12,1,1,2,0,bx0cdmzr2gwr70ez72dorx82p,1,2.6,22.4,2023-02-05T19:47:14.926Z,2023-02-06T03:22:54Z,4016266629,141,14.3,4016266625,56,Back,4016266627,140,2.8,4016708933,178,,4016266631,212,5.5,4016266633,213,4.8,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685705,29,1,1,2,1,bx0cdmzr2gwr70ez72dorx82p,1,2.3,11.7,2023-02-05T19:47:16.317Z,2023-02-06T03:22:53Z,4016272363,56,Back,4016709029,178,,4016272371,213,0.6,4016272365,140,7.5,4016272369,212,6.4,4016272367,141,16.7,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685053,13,61,1,2,2,bx0cdmzr2gwr70ez72dorx82p,0,8.9,15,2023-02-05T19:47:17.551Z,2023-02-06T03:22:52Z,4016266637,56,Back,4016709519,178,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685069,33,50,1,2,3,27xvwccz8kpmqsefjv2b2sc0o,1,92.1,82.9,2023-02-05T19:47:18.155Z,2023-02-06T03:22:52Z,4016266715,56,Left,4016373641,286,,4016375163,233,14,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504685059,14,7,1,2,3,bx0cdmzr2gwr70ez72dorx82p,1,7.9,17.1,2023-02-05T19:47:18.261Z,2023-02-06T03:22:52Z,4016582703,384,,4016375117,285,,4016709687,178,,4016266659,56,Back,4016375121,233,33,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504788307,1262,67,1,2,4,bx0cdmzr2gwr70ez72dorx82p,1,5,19.6,2023-02-05T19:47:19.607Z,2023-02-06T02:57:09Z,4016813249,233,1708,,,,,,,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504788303,1708,67,1,2,4,27xvwccz8kpmqsefjv2b2sc0o,0,95,80.4,2023-02-05T19:47:19.608Z,2023-02-06T02:57:10Z,4016813259,233,1262,,,,,,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
