id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/12/value
2443195459,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-07T10:24:07.277Z,2022-08-07T10:54:49Z,3690814407,130,4,3690814401,30,"8pgocmr00qw7b9919c8zh4bmx, 8f3bhiy6r5eei1n25exhbwr8p, 7sep6mx2s67mh5fr3raxu7aei, vja0xo3xiuax8eh0b6q3y09, 7cp51c8zn7y08iyk0hc9ix5nt, azuc3tma44xyrbgf5y279o1xx, 2kgvn1lt5yjsixg13fj0cidt6, 6j0ogojh2b7poyceg7i3k09yi, e3kdoxu1kwn2w3wwi1rqhvr9x, 9tgbdheyuooa8cfz06l577end, 6u2ob6fv950r1qve8uejkq2uh, 6zerxodnjkvpko1ogfwd2hgyc, 8govqd0xf8ijst50tgypaep5h, 5o0h8eeydl8t92qp3ywekqh1x, eolso19u03zxw2pca2i95v4dl, 5ak9fwtqlr2pll0nsv5br7p7u, 8rfgwq7hbi4a3imda845vdyvp, 99f4n1ws494k96r9ewdcrecbt, 9yjtdz1toq241g6cgdty94lck, 2e0ipswbkv4vf7lav6ee1j3oq",3690814409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3690814411,194,azuc3tma44xyrbgf5y279o1xx,3690814405,59,"90, 23, 26, 8, 25, 4, 21, 19, 7, 22, 11, 18, 1, 16, 10, 14, 99, 20, 33, 42",3690814403,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3690899485,197,15912,3690814413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443196551,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-07T10:26:52.597Z,2022-08-07T10:58:10Z,3690819753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3690819745,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, 2rsqkarlkh6z8vrb0clfbz6xh, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, d0qyia80j5079xq5olbttqfl6, aa0888u38mjc1euhofseazb2t, 1lnktjxx0mux4beo28cl54j1m, 684cguhktvth28ql6qgvvmcyc, cphxr8p8dhc1qeqfgdt7is4ph, eu71261se8nv26xcd39nrdous, 24n3hqbko2cyoxk4q84rzqvhl, anr9qh585ctgk2d17zperhgix, ulqazti394q5bbzc4pblidat, 1c87l1tyvpixcb55u94qegrf9, eswivc2a0iwwdly6ft8eh0ogl, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, c44zop1hvob3cmgu2grj8m0yy",3690819747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3690819749,59,"30, 3, 12, 8, 4, 2, 29, 17, 27, 28, 21, 31, 5, 6, 7, 9, 10, 14, 16, 23",3690819757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3690819751,130,8,3690819755,194,2rsqkarlkh6z8vrb0clfbz6xh,3690901339,197,15757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214471,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-07T11:00:03.462Z,2022-08-07T11:00:03Z,3690909021,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214479,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-07T11:00:03.462Z,2022-08-07T18:13:48Z,3690909059,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214511,3,1,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,50.3,49.7,2022-08-07T11:00:03.575Z,2022-08-07T18:48:25Z,3690909223,141,63.3,3692627663,178,,3690909219,56,Back,3690909229,279,S,3690909227,213,2.6,3690909221,140,36.3,3690909225,212,17.4,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214515,4,1,1,0,4,bx0cdmzr2gwr70ez72dorx82p,1,28.1,58.4,2022-08-07T11:00:07.820Z,2022-08-08T00:54:57Z,3692628157,178,,3690909241,141,45.2,3690909245,213,3.6,3690909243,212,21.0,3690909239,140,10.0,3690909237,56,Back,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214521,5,1,1,0,6,bx0cdmzr2gwr70ez72dorx82p,1,10.8,42.5,2022-08-07T11:00:10.261Z,2022-08-08T00:54:56Z,3690909279,213,5.1,3690909271,56,Back,3690909277,212,11.0,3690909275,141,27.4,3690909273,140,14.5,3692628389,178,,,,,,,,8pgocmr00qw7b9919c8zh4bmx,M. Bułka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214541,6,1,1,0,10,bx0cdmzr2gwr70ez72dorx82p,0,23.2,21.8,2022-08-07T11:00:14.291Z,2022-08-08T00:54:56Z,3690909417,212,44.4,3690909411,56,Right,3690909419,213,6.3,3690909415,141,20.1,3690909409,155,,3690909413,140,65.5,3692628595,178,,3690909421,1,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214559,3,1,1,0,12,4aghw9tyi8ba3ju1ne83gmf9w,0,35,70.2,2022-08-07T11:00:16.140Z,2022-08-08T00:54:55Z,3690909511,141,76.2,3690909505,3,,3690909507,56,Back,3690909509,140,41.8,3690909515,213,0.5,3692628875,388,,3690909513,212,8.2,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443214587,7,1,1,0,14,bx0cdmzr2gwr70ez72dorx82p,1,61.1,25.5,2022-08-07T11:00:18.386Z,2022-08-08T00:54:55Z,3690909667,213,2.6,3690909661,140,46.2,3690909665,212,17.8,3690909663,141,38.0,3690909659,56,Back,3690909657,3,,3692629089,388,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
