id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2506999491,5,49,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,38.2,42.8,2023-02-12T14:00:17.774Z,2023-02-13T05:46:48Z,,,,,,,,,,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999527,6,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,38,43.1,2023-02-12T14:00:17.868Z,2023-02-13T05:46:48Z,4028373979,141,47.2,4028373977,140,27.5,4028373981,212,11.4,4029715061,178,,4028373983,213,2.9,4028373975,56,Back,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999563,7,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,29.9,50.5,2023-02-12T14:00:18.529Z,2023-02-13T05:46:47Z,4028374151,212,38.6,4029715127,178,,4028374149,141,91.7,4028374145,56,Left,4028374155,1,,4028374143,155,,4028374147,140,55.2,4028374153,213,0.8,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999583,8,1,1,0,17,75qj99fhg5c0ztj2tva5u4uii,1,53,99.5,2023-02-12T14:00:24.583Z,2023-02-13T05:46:46Z,4029715337,178,,4028374255,141,93.3,4028374261,213,3.5,4028374247,56,Back,4028374257,212,13.9,4028374251,140,40.4,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999597,9,1,1,0,19,75qj99fhg5c0ztj2tva5u4uii,1,38.8,91.5,2023-02-12T14:00:26.575Z,2023-02-13T05:46:46Z,4028374305,56,Back,4028374307,140,39.1,4028374311,212,8.5,4028374313,213,4.7,4029715647,178,,4028374309,141,79.0,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999607,10,1,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,37.9,77.1,2023-02-12T14:00:27.530Z,2023-02-13T05:46:45Z,4028374367,212,10.4,4028374359,56,Back,4028374365,141,91.8,4028374369,213,1.3,4029715763,178,,4028374361,140,40.6,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999665,11,1,1,0,22,75qj99fhg5c0ztj2tva5u4uii,1,38.3,93.7,2023-02-12T14:00:28.750Z,2023-02-13T05:46:45Z,4028374609,213,3.5,4028374601,56,Back,4028374607,212,13.4,4028374603,140,26.4,4029715881,178,,4028374605,141,86.5,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999699,12,1,1,0,24,75qj99fhg5c0ztj2tva5u4uii,1,21.9,82.9,2023-02-12T14:00:31.005Z,2023-02-13T05:46:44Z,4028374759,141,49.7,4028374763,213,4.1,4028374757,140,6.8,4029716005,178,,4028374761,212,27.6,4028374755,56,Back,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999751,13,1,1,0,26,75qj99fhg5c0ztj2tva5u4uii,0,8.3,57.9,2023-02-12T14:00:32.945Z,2023-02-13T05:46:44Z,4028375005,212,50.0,4028374999,56,Center,4028375007,213,0.0,4028375003,141,61.5,4028375001,140,55.9,4028374997,157,,4029716165,178,,4028375009,1,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999749,7,44,1,0,29,9bxav814mkuhueiyivyive82d,1,47,45.6,2023-02-12T14:00:35.936Z,2023-02-13T05:46:43Z,4028374993,56,Back,4028374995,285,,4028375063,233,14,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999755,14,44,1,0,29,75qj99fhg5c0ztj2tva5u4uii,0,53,54.4,2023-02-12T14:00:35.937Z,2023-02-13T05:46:43Z,4028375023,286,,4028375021,56,Center,4028375083,233,7,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999757,8,1,1,0,29,9bxav814mkuhueiyivyive82d,0,46,46.1,2023-02-12T14:00:35.971Z,2023-02-13T05:46:42Z,4028375045,212,11.2,4028375035,140,55.7,4028375047,213,0.4,4028375027,3,,4028375031,56,Center,4029716499,388,,4028375039,141,52.9,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999769,15,1,1,0,30,75qj99fhg5c0ztj2tva5u4uii,0,46.2,47.4,2023-02-12T14:00:36.808Z,2023-02-13T05:46:42Z,4028639987,236,,4028375109,212,5.8,4028639989,233,9,4028375105,140,42.4,4028375103,56,Back,4028375107,141,53.6,4028375111,213,2.3,4028639993,286,,boa0e436nc3u53cumlao9ulex,B. Mendy,4029716673,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999771,9,74,1,0,30,9bxav814mkuhueiyivyive82d,1,52.1,53.2,2023-02-12T14:00:36.888Z,2023-02-13T05:46:41Z,4028640021,233,15,4028639943,285,,4028375115,56,Center,4029716793,178,,,,,,,,,,,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999779,16,50,1,0,31,75qj99fhg5c0ztj2tva5u4uii,1,49.9,52.5,2023-02-12T14:00:38.534Z,2023-02-13T05:46:40Z,4028375147,286,,4028375435,233,10,4028375145,56,Back,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999821,10,7,1,0,31,9bxav814mkuhueiyivyive82d,0,50.1,47.5,2023-02-12T14:00:38.683Z,2023-02-13T05:46:40Z,4029160907,385,,4028375339,56,Center,4029719145,178,,4028375341,285,,4028375383,233,16,,,,,,,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999803,17,50,1,0,32,75qj99fhg5c0ztj2tva5u4uii,1,50.7,56.1,2023-02-12T14:00:39.076Z,2023-02-13T05:46:39Z,4028375265,286,,4028375491,233,11,4028375263,56,Center,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999849,11,7,1,0,32,9bxav814mkuhueiyivyive82d,0,49.3,43.9,2023-02-12T14:00:39.204Z,2023-02-13T05:46:39Z,4028375477,285,,4029163381,385,,4028375475,56,Back,4029719549,178,,4028375483,233,17,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999857,18,1,1,0,35,75qj99fhg5c0ztj2tva5u4uii,1,42.9,63.3,2023-02-12T14:00:41.892Z,2023-02-13T05:46:38Z,4029720275,178,,4028375533,141,41.8,4028375537,213,4.0,4028375535,212,18.7,4028375529,56,Back,4028375531,140,31.8,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999895,19,1,1,0,37,75qj99fhg5c0ztj2tva5u4uii,1,27.5,39.7,2023-02-12T14:00:44.646Z,2023-02-13T05:46:37Z,4028375695,56,Back,4028375701,212,20.5,4028375697,140,11.9,4028375703,213,2.5,4028375699,141,57.8,4029720499,178,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999965,20,1,1,0,41,75qj99fhg5c0ztj2tva5u4uii,1,10,59.4,2023-02-12T14:00:47.914Z,2023-02-13T05:46:36Z,4028376055,141,82.6,4028376053,140,15.6,4028376057,212,16.8,4029720671,178,,4028376051,56,Back,4028376059,213,1.2,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000007,21,1,1,0,45,75qj99fhg5c0ztj2tva5u4uii,1,27.4,91.9,2023-02-12T14:00:52.500Z,2023-02-13T05:46:34Z,4028376279,212,13.0,4028376275,140,39.5,4029720847,178,,4028376277,141,88.1,4028376281,213,6.1,4028376273,56,Back,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000011,22,1,1,0,46,75qj99fhg5c0ztj2tva5u4uii,0,43.1,86.7,2023-02-12T14:00:53.491Z,2023-02-13T05:46:34Z,4028376301,140,39.7,4028376303,141,92.7,4028376307,213,2.3,4028376299,56,Back,4028376305,212,5.4,4029720951,178,,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000027,12,1,1,0,47,9bxav814mkuhueiyivyive82d,1,52.9,3.8,2023-02-12T14:00:54.408Z,2023-02-13T05:46:33Z,4028376361,141,5.7,4028376353,56,Right,4029721027,178,,4028376357,140,59.6,4028376365,212,7.2,4028376367,213,0.2,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000029,13,49,1,0,48,9bxav814mkuhueiyivyive82d,1,59.2,6.4,2023-02-12T14:00:55.206Z,2023-02-13T05:46:33Z,,,,,,,,,,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000055,14,1,1,0,48,9bxav814mkuhueiyivyive82d,1,59.1,6.2,2023-02-12T14:00:55.389Z,2023-02-13T05:46:32Z,4028376527,212,2.5,4028376523,140,59.7,4029721391,178,,4028376525,141,2.7,4028376529,213,5.0,4028376521,56,Right,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507052859,424,1,1,0,49,9bxav814mkuhueiyivyive82d,1,58.2,0.7,2023-02-12T14:00:56.003Z,2023-02-13T05:46:32Z,4028643191,141,12.3,4028643195,213,1.7,4029721467,178,,4028643187,56,Right,4028643189,140,57.2,4028643193,212,8.0,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000071,15,1,1,0,50,9bxav814mkuhueiyivyive82d,0,56.3,14.2,2023-02-12T14:00:57.212Z,2023-02-13T05:46:31Z,4028376615,213,6.1,4028376609,141,3.4,4029721525,178,,4028376605,56,Right,4028376611,212,33.1,4028376607,140,87.0,4030433255,1,,4028376603,155,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000085,23,12,1,0,53,75qj99fhg5c0ztj2tva5u4uii,1,14.5,91.5,2023-02-12T14:01:00.259Z,2023-02-13T05:46:31Z,4028376781,15,,4028376669,56,Back,4028376721,167,,4028376671,140,14.1,4028376673,141,100.0,4028376677,213,1.6,4028376675,212,6.7,4029721733,178,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000115,16,5,1,0,54,9bxav814mkuhueiyivyive82d,1,85.2,-1.6,2023-02-12T14:01:01.385Z,2023-02-12T20:00:30Z,4028376825,233,24,4028376787,56,Right,4028376789,347,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000093,24,5,1,0,54,75qj99fhg5c0ztj2tva5u4uii,0,14.8,101.6,2023-02-12T14:01:01.385Z,2023-02-12T20:00:30Z,4028376703,56,Back,4028376993,233,16,4028376705,347,,,,,,,,,,,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000163,17,1,1,0,57,9bxav814mkuhueiyivyive82d,1,90.5,0,2023-02-12T14:01:04.193Z,2023-02-13T05:46:30Z,4028377037,56,Center,4028377043,212,17.6,4028377045,213,1.7,4028377035,107,,4028377039,140,87.9,4028377041,141,23.6,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000167,18,61,1,0,58,9bxav814mkuhueiyivyive82d,0,89.5,25.2,2023-02-12T14:01:05.648Z,2023-02-13T05:46:30Z,4029722343,178,,4028377061,56,Center,,,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000187,25,1,1,0,59,75qj99fhg5c0ztj2tva5u4uii,1,9.4,71.5,2023-02-12T14:01:06.322Z,2023-02-13T05:46:29Z,4028377133,140,13.9,4028377137,212,7.4,4028377135,141,79.9,4029722581,178,,4028377139,213,0.9,4028377129,56,Back,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000191,26,49,1,1,0,75qj99fhg5c0ztj2tva5u4uii,1,7.2,81.9,2023-02-12T14:01:07.445Z,2023-02-13T05:46:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000195,27,1,1,1,2,75qj99fhg5c0ztj2tva5u4uii,0,11.7,85.7,2023-02-12T14:01:09.009Z,2023-02-13T05:46:28Z,4028377151,56,Back,4028377193,213,6.2,4028377173,140,25.6,4029722759,178,,4028377185,212,14.6,4028377179,141,84.1,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000221,19,8,1,1,2,9bxav814mkuhueiyivyive82d,1,80.6,12,2023-02-12T14:01:09.430Z,2023-02-13T05:46:27Z,4028377307,56,Right,4029722991,178,,4029167891,383,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000223,20,49,1,1,3,9bxav814mkuhueiyivyive82d,1,79.6,15.6,2023-02-12T14:01:10.325Z,2023-02-13T05:46:27Z,,,,,,,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000239,21,1,1,1,4,9bxav814mkuhueiyivyive82d,0,80.6,17,2023-02-12T14:01:11.016Z,2023-02-13T05:46:26Z,4028377379,141,46.5,4028377371,2,,4028377377,140,93.2,4028377381,212,24.0,4029168515,224,,4029723223,178,,4028377383,213,1.0,4028377373,155,,baogzi00mwdclwbvkd618evv9,R. Raveloson,4028377375,56,Center,4029168517,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000253,28,8,1,1,6,75qj99fhg5c0ztj2tva5u4uii,1,5.9,49.1,2023-02-12T14:01:12.719Z,2023-02-13T05:46:25Z,4029723573,178,,4029169039,383,,4028377453,56,Back,,,,,,,,,,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000263,30,52,1,1,6,75qj99fhg5c0ztj2tva5u4uii,1,6.5,48.8,2023-02-12T14:01:12.909Z,2023-02-13T05:46:25Z,4029723815,178,,4029169211,376,,,,,,,,,,,,,,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000259,29,43,1,1,7,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-02-12T14:01:14.436Z,2023-02-12T14:01:16Z,4028377679,144,1,4028377469,56,Back,4028377471,140,7.0,4028377473,141,47.3,4028377477,213,0,4028377467,155,0,4028377475,212,0,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000375,31,1,1,1,12,75qj99fhg5c0ztj2tva5u4uii,1,12.9,50.9,2023-02-12T14:01:19.265Z,2023-02-13T05:46:24Z,4028378035,212,10.6,4028378027,123,,4028378037,213,1.7,4028378033,141,66.4,4029724285,178,,4028378031,140,12.1,4028378029,56,Back,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000465,32,1,1,1,14,75qj99fhg5c0ztj2tva5u4uii,1,14.6,71,2023-02-12T14:01:21.450Z,2023-02-13T05:46:24Z,4028378431,140,26.1,4029724413,178,,4028378429,56,Back,4028378435,212,13.3,4028378433,141,62.7,4028378437,213,5.8,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000545,33,1,1,1,19,75qj99fhg5c0ztj2tva5u4uii,1,19.6,51.7,2023-02-12T14:01:26.410Z,2023-02-13T05:46:21Z,4028378889,56,Back,4028378895,212,11.9,4028378893,141,37.0,4028378897,213,4.1,4028378891,140,13.4,4029724685,178,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000585,34,1,1,1,25,75qj99fhg5c0ztj2tva5u4uii,1,23.1,19.4,2023-02-12T14:01:31.965Z,2023-02-13T05:46:19Z,4028379081,141,7.4,4028379077,56,Back,4029724811,178,,4028379085,213,5.7,4028379079,140,34.8,4028379083,212,14.7,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
