id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/16/value
2469908919,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-10-09T17:47:05.166Z,2022-10-09T18:45:20Z,3832965807,30,"25cggz2egeqce47yijxadsslx, dk4bgvo6xobwtpiv2ysgu3jrp, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, qt2jl9zxkj4lxqzeydbb6hg5, 5jrt4as7f9xt1i1enj2dxx65m, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, bzmxjsk1tr4p2n7hwakvfomei, b4lc7czw7al6g7a7qzcqzya22, elhmf9cc26ec5p1wnwonuxf4l, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, 7h28voyog9dhvitn6hj1omhh, d9pacjyllv546b9qe0arx2nvu, bt4yy465bb33u7phdhnlr6pcl, cr9oxufgxkw935syyrfb94goa",3832965817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832965821,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832965819,194,3h62hv3ksrnl7n7di2b080y51,3832965811,59,"30, 19, 3, 14, 4, 21, 26, 8, 11, 7, 20, 6, 9, 13, 16, 18, 22, 23, 29, 35",3833127921,197,16137,3832965809,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3832965815,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469910133,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-09T17:48:55.998Z,2022-10-09T18:45:10Z,3832972443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832972445,194,e211nih87ou9t8crzjbbzhexh,3832972441,130,8,3832972437,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3832972439,59,"30, 18, 31, 28, 6, 3, 11, 21, 9, 20, 7, 1, 8, 13, 15, 10, 22, 23, 27, 35",3832972447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832972435,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, bfdco9clf3dwltaogfhv5v0et, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, 4zg62bpjlxntoruzlk4qnzumt, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, a35r6fa79ipqqktiff3uhz6j9, 2ols4tslj83nkbztgkx9s92hh, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, 6q793p9lurdevqmetgoke54wk, 3pz4ro9b1u6u45gs7d6apmo5x, e5xxqwz0sdlwkkmp8bgs1k6w9, 4st4hurqbtyzw1tbkzuuk78fe, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",3833138341,197,15939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940779,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-10-09T18:45:49.569Z,2022-10-09T18:45:50Z,3833140409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940767,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-09T18:45:49.569Z,2022-10-09T23:52:41Z,3833140319,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940803,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,49.8,49.9,2022-10-09T18:45:49.843Z,2022-10-10T03:07:04Z,3833140543,141,46.9,3833140545,212,10.6,3833140539,56,Back,3833140547,213,3.3,3833140541,140,39.9,3833140549,279,S,3834380889,178,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940811,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,41.4,50,2022-10-09T18:45:51.521Z,2022-10-10T06:33:23Z,3834380985,178,,3833140581,140,42.3,3833140585,212,23.3,3833140583,141,84.3,3833140579,56,Back,3833140587,213,1.5,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940853,5,1,1,0,4,be2k34rut1lz79jxenabttqlc,1,40.7,76,2022-10-09T18:45:53.917Z,2022-10-10T06:33:23Z,3833140833,141,75.9,3833140835,212,12.9,3833140831,140,28.4,3834381037,178,,3833140837,213,3.1,3833140829,56,Back,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940885,6,1,1,0,8,be2k34rut1lz79jxenabttqlc,1,25.1,66.1,2022-10-09T18:45:57.630Z,2022-10-10T06:33:22Z,3833141027,212,13.2,3834381119,178,,3833141023,140,21.4,3833141025,141,47.6,3833141021,56,Back,3833141029,213,4.4,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940909,7,1,1,0,11,be2k34rut1lz79jxenabttqlc,1,21.8,56,2022-10-09T18:46:01.098Z,2022-10-10T06:33:20Z,3833141167,213,1.5,3834381167,178,,3833141165,212,12.6,3833141163,141,74.5,3833141159,56,Back,3833141161,140,22.3,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469940923,8,1,1,0,13,be2k34rut1lz79jxenabttqlc,1,20.8,72.2,2022-10-09T18:46:03.212Z,2022-10-10T06:33:20Z,3833141231,56,Back,3833141239,213,1.1,3833141233,140,26.5,3833141235,141,90.3,3834381231,178,,3833141237,212,13.7,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
