id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/23/id,qualifier/23/qualifierId
2502847535,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-01T17:12:44.014Z,2023-02-01T17:58:25Z,4006693811,197,16104,4006628735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006650191,194,538zux65h0l9028fpf4v1g0r9,4006628737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006628727,30,"6oi4a3g56xe76g0gg38knmzmd, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 44o5mjglkzqxctz07ust9bcru, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e83sc1gnj31vgpo9u6fknmfvt, 2zvbw080n4yro1phgv39ri3qi, 7c5uk1ts8jlu88p1x6wubuz8p, 8vlfwoquq3v68mb9ax1pk5fkk, 60no437awq8i5th7nlffh3dn9, 4pzjvj5jwm7p0siz055ixe40l, 31ur1f7xmxndnnabhrxyov6xh, e32urdrdkp44zmnt6ptg0k12i, 38cotevgsirv0csora7bar3vu, 8n0560evn4ni29dw9xece45ey, 2qkesslfmzmgt7igvgosixg8a",4006628731,59,"1, 24, 25, 10, 15, 3, 7, 8, 9, 21, 37, 14, 11, 17, 23, 2, 12, 18, 29, 70",4006628733,130,8,4006628729,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502848461,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-01T17:15:37.432Z,2023-02-01T17:52:52Z,4006633589,130,8,4006689999,197,662,4006633593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006633583,30,"89sv092huj2obzdazmft854a1, 3sc349yey596xp2j6xlyt0frp, e1gq9zfwrm446r2tzmeiw6jmx, 96wcx761pzv5ub4sfwsynp51x, 36h87ecgmpjdltk1epsbvmiju, 976riwm0dz0e74d4l28y3ttcl, cmrdm4nnd62inlvsnc52vkicp, fvd7y3f6948713acbas7w3u2, edti8t30h7ukwi3wqlzaczje1, 8gkexxgf3pypshhqwg6ibp7o4, ccu7hw3wrcspl1a18g2ldnsh5, afymbx9eo87zau8mo99pakbu, 2lvit204llltk13iglsa2tjah, 5ghvrbmlh0tqos9iohj8f7zzd, agwvouyocx93y39g7tmwaojx1, 8qmm84tue6kuz8e5nhhdhmz8p, 7ty1wdxxnusgkl34k5raipbl5, 1ccqekgbdyx9g90vaodi7qw9h, 8zo4abj7d3ut3cry9tcsoglw, 34qnp7hi8hr2xtmxnxyv6hxjo",4006649835,194,976riwm0dz0e74d4l28y3ttcl,4006633591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006633587,59,"94, 32, 25, 21, 24, 5, 39, 17, 29, 3, 70, 4, 8, 9, 10, 15, 19, 30, 43, 48",4006633585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859421,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-01T18:00:14.091Z,2023-02-01T18:00:14Z,4006695225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859445,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-01T18:00:14.091Z,2023-02-02T01:13:27Z,4006695317,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859453,3,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,50.5,49.4,2023-02-01T18:00:14.097Z,2023-02-02T04:05:25Z,4006695345,212,18.1,4006695349,279,S,4007522057,178,,4006695343,141,47.9,4006695341,140,33.3,4006695339,56,Back,4006695347,213,3.2,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859461,4,61,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,35.4,53.3,2023-02-01T18:00:15.449Z,2023-02-02T08:13:01Z,4007522115,178,,4006695377,56,Back,,,,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859469,5,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,0,36.5,53,2023-02-01T18:00:16.686Z,2023-02-02T08:13:00Z,4006695425,140,76.2,4006695433,1,,4006695429,212,55.7,4006695423,56,Right,4006695421,155,,4007522149,178,,4006695427,141,0.0,4006695431,213,5.6,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859523,3,5,1,0,6,3c3jcs7vc1t6vz5lev162jyv7,1,24.8,101.5,2023-02-01T18:00:21.042Z,2023-02-02T04:05:37Z,4006695707,233,6,4006695689,347,,4006695687,56,Back,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859471,6,5,1,0,6,70nn27vgkt6l48lvv5e66q7ww,0,75.2,-1.5,2023-02-01T18:00:21.042Z,2023-02-02T04:05:37Z,4006695437,347,,4006695435,56,Right,4006695719,233,3,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502859535,4,1,1,0,18,3c3jcs7vc1t6vz5lev162jyv7,1,23,100,2023-02-01T18:00:32.703Z,2023-02-02T08:13:00Z,4006695755,212,10.5,4006695751,140,31.5,4006695749,56,Back,4006695757,213,5.7,4006695747,107,,4006695753,141,93.8,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
