id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value,qualifier/20/value
2466558889,8,2,1,0,11,4t4hod56fsj7utpjdor8so5q6,1,82.2,35.6,2022-10-02T15:05:51.239Z,2022-10-02T23:57:10Z,3815047207,56,Center,3816281023,388,,3815047211,141,46.2,3815048719,7,dkve6gf309h5tglwawqx8mlzp,3815048753,3,,3815047209,140,89.7,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558923,4,55,1,0,11,750ustvk4jfqmo8q4gnrcxy7z,1,11.6,63.2,2022-10-02T15:05:51.240Z,2022-10-02T23:57:10Z,,,,,,,,,,,,,,,,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558907,9,43,1,0,14,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-02T15:05:54.585Z,2022-10-02T15:06:15Z,3815047337,212,8.2,3815048899,144,1,3815047335,141,39.9,3815047333,140,88.3,3815047339,213,4.6,3815047331,56,Center,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558909,10,43,1,0,15,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-02T15:05:55.321Z,2022-10-02T15:06:16Z,3815047349,56,Center,3815049001,144,39,3815047345,22,0,3815047347,17,0,3815047355,250,0,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559305,5,1,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,1,11.9,53.7,2022-10-02T15:06:17.600Z,2022-10-02T23:57:10Z,3815049549,140,50.3,3815049545,241,,3815049555,213,5.6,3816281161,178,,3815049541,5,,3815049557,1,,3815049543,157,,3815049551,141,2.0,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,3815049547,56,Right,3815049553,212,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559309,6,61,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,0,50.8,0.1,2022-10-02T15:06:21.219Z,2022-10-02T23:57:09Z,3815049563,56,Right,3816281435,21,,3816281437,388,,,,,,,,,,,,,,,,,7k0r5crdh9blj3edt31zwy0dm,E. Guessand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559317,11,1,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,51.8,98.9,2022-10-02T15:06:22.150Z,2022-10-02T23:57:09Z,3815049607,140,40.7,3815049611,212,11.8,3815049605,56,Back,3815049603,155,,3815049613,213,3.3,3816281675,388,,3815049609,141,95.8,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559329,12,49,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,46.9,96.3,2022-10-02T15:06:23.050Z,2022-10-02T23:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559355,13,1,1,0,43,4t4hod56fsj7utpjdor8so5q6,0,46.6,96.2,2022-10-02T15:06:23.189Z,2022-10-02T23:57:08Z,3815049791,56,Center,3816282033,178,,3815049799,213,5.3,3815049793,140,59.0,3815049795,141,66.4,3815049789,157,,3815049801,1,,3815049797,212,24.1,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559365,7,44,1,0,45,750ustvk4jfqmo8q4gnrcxy7z,1,42.8,28.4,2022-10-02T15:06:25.680Z,2022-10-02T23:57:08Z,3815049835,56,Back,3815049857,233,14,3815049837,285,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559367,14,44,1,0,45,4t4hod56fsj7utpjdor8so5q6,0,57.2,71.6,2022-10-02T15:06:25.681Z,2022-10-02T23:57:07Z,3815049841,56,Center,3815049881,233,7,3815049843,286,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559373,8,1,1,0,45,750ustvk4jfqmo8q4gnrcxy7z,1,42.5,27.1,2022-10-02T15:06:25.760Z,2022-10-02T23:57:07Z,3815049875,213,4.5,3816282333,388,,3815049869,140,41.7,3815049873,212,3.8,3815049865,3,,3815049871,141,21.7,3815049867,56,Back,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559387,9,1,1,0,47,750ustvk4jfqmo8q4gnrcxy7z,0,35.5,23.8,2022-10-02T15:06:27.640Z,2022-10-02T23:57:07Z,3815049945,1,,3816282533,178,,3815049943,213,0.2,3815049941,212,16.4,3815049937,140,50.8,3815049939,141,28.8,3815049933,157,,3815049935,56,Center,a0o34jherpgziz52ri0zxms45,D. Appiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559413,15,1,1,0,48,4t4hod56fsj7utpjdor8so5q6,1,52.1,68.3,2022-10-02T15:06:28.891Z,2022-10-02T23:57:06Z,3816282743,178,,3815050057,141,78.8,3815050059,212,14.4,3815050061,213,0.5,3815050053,56,Center,3815050055,140,64.0,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559429,16,1,1,0,51,4t4hod56fsj7utpjdor8so5q6,1,62.7,80.8,2022-10-02T15:06:31.121Z,2022-10-02T23:57:06Z,3816282983,178,,3815050199,212,13.1,3815050195,140,66.5,3815050193,56,Center,3815050197,141,62.4,3815050201,213,5.0,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559485,17,1,1,0,51,4t4hod56fsj7utpjdor8so5q6,0,65.8,67.4,2022-10-02T15:06:31.929Z,2022-10-02T23:57:05Z,3815050537,213,0.3,3815050529,56,Left,3815050539,1,,3815050527,155,,3815050531,140,100.0,3815050533,141,85.3,3816283159,178,,3815050535,212,38.4,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559503,10,56,1,0,57,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-02T15:06:37.390Z,2022-10-02T23:57:05Z,3815050627,56,Back,,,,,,,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559523,11,5,1,0,58,750ustvk4jfqmo8q4gnrcxy7z,1,-0.4,15,2022-10-02T15:06:38.169Z,2022-10-02T20:48:44Z,3815050703,346,,3815050705,233,18,3815050701,56,Back,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559491,18,5,1,0,58,4t4hod56fsj7utpjdor8so5q6,0,100.4,85,2022-10-02T15:06:38.169Z,2022-10-02T20:48:45Z,3815050579,346,,3815050735,233,11,3815050577,56,Left,,,,,,,,,,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559789,12,1,1,1,12,750ustvk4jfqmo8q4gnrcxy7z,1,3.5,42.5,2022-10-02T15:06:52.879Z,2022-10-02T23:57:05Z,3815052091,124,,3815052105,213,5.3,3815052101,212,12.4,3815052109,237,,3815052093,56,Back,3815052095,140,10.1,3815052097,141,27.3,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559813,13,1,1,1,16,750ustvk4jfqmo8q4gnrcxy7z,1,11.4,30.8,2022-10-02T15:06:56.930Z,2022-10-02T23:57:03Z,3815052207,212,12.8,3815052201,56,Back,3815052209,213,2.1,3815052203,140,5.1,3816284019,178,,3815052205,141,46.9,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559855,14,1,1,1,19,750ustvk4jfqmo8q4gnrcxy7z,1,7.5,51.4,2022-10-02T15:06:59.221Z,2022-10-02T23:57:02Z,3815052393,140,20.5,3815052399,141,82.1,3816284395,178,,3815052413,213,1.0,3815052405,212,24.9,3815052387,56,Back,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559873,15,3,1,1,22,750ustvk4jfqmo8q4gnrcxy7z,1,22.9,89.7,2022-10-02T15:07:02.330Z,2022-10-02T23:57:02Z,3816120109,464,,3815052525,285,,3815052523,56,Back,3816284725,178,,3815052553,233,19,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559849,19,45,1,1,22,4t4hod56fsj7utpjdor8so5q6,0,77.1,10.3,2022-10-02T15:07:02.330Z,2022-10-02T23:57:02Z,3815052369,56,Right,3815052605,233,15,3815052371,286,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466813565,1520,83,1,1,22,4t4hod56fsj7utpjdor8so5q6,1,77,10,2022-10-02T15:07:02.404Z,2022-10-02T23:57:01Z,3816445997,399,82313,,,,,,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559971,16,1,1,1,24,750ustvk4jfqmo8q4gnrcxy7z,1,24,83.8,2022-10-02T15:07:04.289Z,2022-10-02T23:57:01Z,3815053021,213,5.6,3815053015,140,33.6,3815053017,141,72.1,3815053013,56,Back,3816285029,178,,3815053019,212,12.8,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466559987,17,1,1,1,27,750ustvk4jfqmo8q4gnrcxy7z,1,39.5,82.4,2022-10-02T15:07:07.558Z,2022-10-02T23:57:00Z,3816285343,178,,3815053117,213,4.5,3815053113,141,54.9,3815053115,212,19.0,3815053109,56,Back,3815053111,140,36.5,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560015,18,1,1,1,29,750ustvk4jfqmo8q4gnrcxy7z,1,37.6,63.1,2022-10-02T15:07:09.330Z,2022-10-02T23:56:59Z,3815053277,212,17.8,3815053279,213,4.5,3815053271,56,Back,3816285571,178,,3815053275,141,37.7,3815053273,140,33.6,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560037,19,1,1,1,31,750ustvk4jfqmo8q4gnrcxy7z,0,32.9,40.4,2022-10-02T15:07:11.560Z,2022-10-02T23:56:59Z,3815053397,140,50.2,3815053401,212,33.9,3815053403,213,5.3,3816285837,178,,3815053395,56,Right,3815053399,141,0.0,3816579211,1,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560039,20,5,1,1,34,750ustvk4jfqmo8q4gnrcxy7z,0,50.7,-1.8,2022-10-02T15:07:14.307Z,2022-10-02T20:49:39Z,3815053561,233,20,3815053417,56,Right,3815053419,347,,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560053,20,5,1,1,34,4t4hod56fsj7utpjdor8so5q6,1,49.3,101.8,2022-10-02T15:07:14.307Z,2022-10-02T20:49:39Z,3815053531,347,,3815053529,56,Back,3815053549,233,20,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560083,21,1,1,1,36,4t4hod56fsj7utpjdor8so5q6,1,48.8,100,2022-10-02T15:07:16.730Z,2022-10-02T23:56:58Z,3815053763,140,72.5,3815053765,141,95.3,3815053761,56,Left,3815053769,213,6.1,3815053773,1,,3815053759,107,,3815053767,212,25.3,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560135,22,1,1,1,39,4t4hod56fsj7utpjdor8so5q6,1,73.7,88.1,2022-10-02T15:07:19.430Z,2022-10-02T23:56:58Z,3815054059,213,5.3,3815054055,141,59.4,3815054049,155,,3815055985,154,,3815054051,56,Center,3815054053,140,87.3,3815055983,210,15,3815054057,212,24.2,1o7se1aziz6fpes5hey7yijft,Caio Henrique,3816286529,178,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560141,23,15,1,1,41,4t4hod56fsj7utpjdor8so5q6,1,89,62.2,2022-10-02T15:07:21.729Z,2022-10-02T23:56:58Z,3815055993,55,22,3815054085,56,Center,3815055427,72,,3815055991,154,,3815055997,102,49.9,3815055987,78,,3815054083,17,,3815055989,29,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,3815055999,103,7.0,3815054081,22,,,3816286843,178,3815057055,233,21,3815056001,146,95.4,3815056003,147,54.2,,,,,,,,,,,,,,,,,,,,,,,
2466560143,21,10,1,1,42,750ustvk4jfqmo8q4gnrcxy7z,1,4.7,45.8,2022-10-02T15:07:22.338Z,2022-10-02T23:56:57Z,3815056999,179,,3815057417,174,,3816124679,376,,3815054127,56,Back,3815057461,233,23,3815054125,182,,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560173,24,16,1,1,44,4t4hod56fsj7utpjdor8so5q6,1,92.9,49.1,2022-10-02T15:07:24.379Z,2022-10-02T23:56:56Z,3815057957,458,,3815057937,103,18.4,3815057941,214,,3815056647,15,,3816126327,395,100.1,3815057965,280,ATTEMPT_SAVED,3815056657,328,,3815057969,282,146,dkve6gf309h5tglwawqx8mlzp,B. Embolo,3815054255,17,,3815056663,375,01:43.586,,3815057963,231,3815054253,22,,3815057933,102,48.4,3815056659,374,2022-10-02 16:07:23.638,53.9,3815057967,281,a2s2c6anax9wnlsw1s6vunl5h,3815057929,78,3815054257,56,Center,3816126329,396,51.2,3815057961,230,97.1,3816287371,388,,,,,,
2466560955,22,1,1,2,33,750ustvk4jfqmo8q4gnrcxy7z,1,49.5,50,2022-10-02T15:08:13.767Z,2022-10-02T23:24:22Z,3815175905,189,,3815058601,213,2.6,3815058599,212,28.0,3815058595,141,70.0,3816287513,178,,3815058589,56,Back,3815058603,279,G,3815058593,140,26.2,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466560981,23,1,1,2,43,750ustvk4jfqmo8q4gnrcxy7z,1,30.8,77.4,2022-10-02T15:08:24.039Z,2022-10-02T23:56:56Z,3815058741,213,4.4,3815058737,141,49.4,3816287649,178,,3815058735,140,25.1,3815058733,56,Back,3815058739,212,20.0,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466561003,24,1,1,2,46,750ustvk4jfqmo8q4gnrcxy7z,1,22.5,56.5,2022-10-02T15:08:26.969Z,2022-10-02T23:56:55Z,3815058885,213,4.9,3815058877,56,Back,3815058883,212,20.6,3816287841,178,,3815058879,140,25.8,3815058881,141,26.6,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466561041,25,1,1,2,48,750ustvk4jfqmo8q4gnrcxy7z,1,23.3,30.7,2022-10-02T15:08:28.561Z,2022-10-02T23:56:55Z,3815059087,140,18.3,3816288081,178,,3815059091,212,12.8,3815059085,56,Back,3815059093,213,2.0,3815059089,141,47.9,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466561065,26,1,1,2,51,750ustvk4jfqmo8q4gnrcxy7z,1,19.2,52.7,2022-10-02T15:08:31.330Z,2022-10-02T23:56:53Z,3815059219,56,Back,3815059227,212,8.4,3816288235,178,,3815059223,140,27.2,3815059225,141,53.0,3815059229,213,0.0,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466561145,27,1,1,2,52,750ustvk4jfqmo8q4gnrcxy7z,1,27.6,52.6,2022-10-02T15:08:32.994Z,2022-10-02T23:56:53Z,3815059675,141,7.5,3816288375,178,,3815059673,140,42.4,3815059679,213,5.2,3815059671,56,Back,3815059677,212,34.4,3815059681,1,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466561179,28,1,1,2,56,750ustvk4jfqmo8q4gnrcxy7z,0,50.6,11.8,2022-10-02T15:08:36.770Z,2022-10-02T23:56:52Z,3815059823,56,Right,3815059825,140,69.0,3815059829,212,20.1,3815059827,141,3.7,3815059831,213,6.0,3816288521,178,,,,,,,,a0o34jherpgziz52ri0zxms45,D. Appiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
