id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2451813159,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-08-27T18:13:57.311Z,2022-08-27T20:17:42Z,3736600727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736600719,30,"3o70kdbjt6w1aw7rkq3a4fecq, xrh2szvp5808no7zm1et2zf9, 92qqdiryqd8juqdjq8585476y, 9br2z5cf6stmnidehwo5a8afp, otan631zzfnq2sektkl3ywo9, 8qlz4omhgfnzyb2cgeou7xn56, dzv5f93w5fsnfzohaev6e3rx0, crn7i9243dnczl74jti8i5pzp, 9b7iei751ersl6ny0o0k8gn3d, 85gmjxvy1g5aj1lcizegwuaui, draibw1vui84ciizu30az81jp, rlgrvvibryod2g92hqc97ii2, 448wxnlqhqqf2hcecwut90n6y, 47bjfjrtjv3uv5lnguc2ycg0k, 6n54br4iwdggqvid7oirzfn8q, 7fcq014jmdb0uqldcts6tglat, 2ubad2kxha6n1c8c8sr2ogmad, 1py4bk2ik16w8lil31bghq99m, cym4wbw14zw1jh4jsp3sbyk0l, 2phfhh7yi70tuk7vrbflp80oa",3736843623,197,666,3736600725,130,4,3736600731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736600729,194,xrh2szvp5808no7zm1et2zf9,3736600721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3736600723,59,"1, 27, 3, 8, 2, 5, 33, 20, 7, 11, 14, 4, 10, 18, 22, 24, 25, 28, 30, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815349,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-08-27T18:16:17.594Z,2022-08-27T18:57:36Z,3736613583,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 5jrt4as7f9xt1i1enj2dxx65m, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, bzmxjsk1tr4p2n7hwakvfomei, ayx2iydekv69471d92zmpbbze, do2fwr0qn3kg0qb40e3i36q51, adswn2xpomwsi7zh022787mne, 9st3uc7fk98bjro2mndougzbp, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, dk4bgvo6xobwtpiv2ysgu3jrp, qt2jl9zxkj4lxqzeydbb6hg5, 7h28voyog9dhvitn6hj1omhh",3736843665,197,11899,3736613595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736613589,130,13,3736613591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3736613585,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3736613593,194,3h62hv3ksrnl7n7di2b080y51,3736613587,59,"30, 29, 3, 14, 4, 24, 26, 8, 11, 7, 20, 5, 6, 9, 10, 13, 16, 19, 21, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859301,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-08-27T19:00:07.874Z,2022-08-27T19:00:08Z,3736856279,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859317,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-08-27T19:00:07.874Z,2022-08-28T00:15:24Z,3736856371,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859345,3,1,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,50.2,50.3,2022-08-27T19:00:07.991Z,2022-08-28T02:07:35Z,3736856505,140,36.7,3736856507,141,56.7,3736856511,213,2.8,3738059005,178,,3736856513,279,S,3736856503,56,Back,3736856509,212,14.8,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859387,4,1,1,0,1,z1wbqtd0fz5t5eezjvrbld3h,1,42.4,51.3,2022-08-27T19:00:09.694Z,2022-08-28T03:07:59Z,3736856755,1,,3736856743,155,,3736856749,141,12.5,3736856745,56,Right,3738059991,178,,3736856751,212,40.2,3736856747,140,71.3,3736856753,213,5.6,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859399,5,44,1,0,4,z1wbqtd0fz5t5eezjvrbld3h,1,67.2,5.9,2022-08-27T19:00:11.925Z,2022-08-28T03:07:59Z,3736856795,286,,3736856809,233,3,3736856793,56,Right,,,,,,,,,,,,,,,,85gmjxvy1g5aj1lcizegwuaui,J. Doku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859389,3,44,1,0,4,3xedluek08t2ka7oypwuullcn,0,32.8,94.1,2022-08-27T19:00:11.926Z,2022-08-28T03:07:58Z,3736856761,56,Back,3736856763,285,,3736856833,233,5,,,,,,,,,,,,,,,,1ad3itgiwcnyw3o9wplhah2hh,D. Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859419,6,1,1,0,4,z1wbqtd0fz5t5eezjvrbld3h,0,67,7.1,2022-08-27T19:00:12.003Z,2022-08-28T03:07:58Z,3736856925,213,0.1,3738060733,388,,3736856919,141,8.5,3736856911,56,Right,3736856915,140,83.3,3736856923,212,17.1,3736856903,3,,,,,85gmjxvy1g5aj1lcizegwuaui,J. Doku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451859425,4,49,1,0,6,3xedluek08t2ka7oypwuullcn,1,21.1,95.9,2022-08-27T19:00:14.545Z,2022-08-28T03:07:58Z,,,,,,,,,,,,,,,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
