id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2493926793,5,1,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,0,52.4,6,2022-12-29T20:02:51.223Z,2022-12-30T04:02:21Z,3959761989,56,Right,3959762001,212,2.7,3959761993,140,53.9,3959761999,141,9.2,3959761985,3,,3959762003,213,0.9,3960280199,388,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493926855,6,49,1,0,16,4aghw9tyi8ba3ju1ne83gmf9w,1,50.6,95.5,2022-12-29T20:02:52.700Z,2022-12-30T04:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494022845,900,83,1,0,19,27xvwccz8kpmqsefjv2b2sc0o,1,40.7,1.3,2022-12-29T20:02:55.926Z,2022-12-30T04:02:18Z,3960292045,399,145221,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493926873,7,61,1,0,19,4aghw9tyi8ba3ju1ne83gmf9w,0,59.3,98.7,2022-12-29T20:02:55.985Z,2022-12-30T04:02:18Z,3960280341,178,,3959762417,56,Left,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493926935,6,12,1,0,22,27xvwccz8kpmqsefjv2b2sc0o,1,28.3,3.6,2022-12-29T20:02:58.074Z,2022-12-30T04:02:17Z,3959762737,212,4.7,3960280365,178,,3959762733,140,31.6,3959762735,141,0.0,3959762777,167,,3959762731,56,Back,3959762739,213,5.5,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493926939,7,5,1,0,22,27xvwccz8kpmqsefjv2b2sc0o,0,33.6,-1,2022-12-29T20:02:58.511Z,2022-12-30T01:19:27Z,3959762745,56,Back,3959762809,233,8,3959762747,347,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493926917,8,5,1,0,22,4aghw9tyi8ba3ju1ne83gmf9w,1,66.4,101,2022-12-29T20:02:58.511Z,2022-12-30T01:19:27Z,3959762649,347,,3959762779,233,7,3959762647,56,Left,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927097,9,1,1,0,30,4aghw9tyi8ba3ju1ne83gmf9w,1,67.9,100,2022-12-29T20:03:06.061Z,2022-12-30T04:02:17Z,3959763673,213,3.8,3959763663,107,,3959763665,56,Left,3959763667,140,61.9,3959763669,141,94.1,3959763671,212,7.9,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927127,10,1,1,0,31,4aghw9tyi8ba3ju1ne83gmf9w,1,62.4,95.8,2022-12-29T20:03:07.828Z,2022-12-30T04:02:16Z,3959763803,140,68.7,3959763805,141,95.3,3959763807,212,6.6,3959763799,155,,3959763809,213,6.2,3959763801,56,Left,3960280445,178,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927145,11,1,1,0,34,4aghw9tyi8ba3ju1ne83gmf9w,0,72.3,97.7,2022-12-29T20:03:10.159Z,2022-12-30T04:02:15Z,3959763911,56,Center,3959763925,213,5.1,3960280479,178,,3959763921,212,19.4,3959763913,140,79.8,3959763917,141,71.6,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927237,9,12,1,0,35,27xvwccz8kpmqsefjv2b2sc0o,1,18.5,27.7,2022-12-29T20:03:11.045Z,2022-12-30T04:02:14Z,3959764383,141,6.2,3959764385,212,24.9,3959764387,213,5.7,3959764379,56,Back,3959764381,140,37.7,3960280513,178,,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927247,10,61,1,0,37,27xvwccz8kpmqsefjv2b2sc0o,0,41.7,11,2022-12-29T20:03:13.607Z,2022-12-30T04:02:14Z,3960280585,178,,3959764455,56,Back,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927275,12,1,1,0,38,4aghw9tyi8ba3ju1ne83gmf9w,0,54.2,93.4,2022-12-29T20:03:14.541Z,2022-12-30T04:02:13Z,3959764607,212,18.3,3959764599,157,,3959764605,141,100.0,3959764603,140,71.0,3959764611,1,,3959764609,213,0.3,3960280617,178,,3959764601,56,Left,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927329,11,5,1,0,40,27xvwccz8kpmqsefjv2b2sc0o,1,30.3,-0.9,2022-12-29T20:03:16.200Z,2022-12-30T01:20:10Z,3959764971,233,13,3959764917,56,Back,3959764919,347,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927285,13,5,1,0,40,4aghw9tyi8ba3ju1ne83gmf9w,0,69.7,100.9,2022-12-29T20:03:16.200Z,2022-12-30T01:20:10Z,3959764989,233,11,3959764655,347,,3959764653,56,Left,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927451,12,1,1,0,51,27xvwccz8kpmqsefjv2b2sc0o,1,36.4,0,2022-12-29T20:03:27.553Z,2022-12-30T04:02:13Z,3959765671,212,7.6,3959765669,141,5.6,3959765673,213,0.7,3959765667,140,42.1,3959765663,107,,3959765665,56,Back,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927459,13,1,1,0,53,27xvwccz8kpmqsefjv2b2sc0o,1,45.2,11.3,2022-12-29T20:03:29.180Z,2022-12-30T04:02:12Z,3959765715,212,8.4,3959765713,141,3.8,3959765717,213,3.8,3959765709,56,Back,3959765711,140,38.9,3960280719,178,,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927481,14,1,1,0,53,27xvwccz8kpmqsefjv2b2sc0o,0,43.1,3.7,2022-12-29T20:03:29.858Z,2022-12-30T04:02:11Z,3959765811,140,41.5,3960280729,178,,3959765807,155,,3959765813,141,7.1,3959765815,212,2.9,3959765817,213,2.2,3959765809,56,Back,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927525,14,61,1,0,53,4aghw9tyi8ba3ju1ne83gmf9w,1,55,90.1,2022-12-29T20:03:29.983Z,2022-12-30T04:02:11Z,3960280775,178,,3959766065,56,Left,,,,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927673,15,5,1,0,55,27xvwccz8kpmqsefjv2b2sc0o,1,41.8,-0.7,2022-12-29T20:03:31.073Z,2022-12-30T01:20:34Z,3959766927,361,,3959766925,347,,3959766923,56,Back,3959766945,233,15,,,,,,,,,,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927549,15,5,1,0,55,4aghw9tyi8ba3ju1ne83gmf9w,0,58.2,100.7,2022-12-29T20:03:31.073Z,2022-12-30T01:20:34Z,3959766203,347,,3959767019,361,,3959766975,233,15,3959766201,56,Left,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927745,16,1,1,1,11,27xvwccz8kpmqsefjv2b2sc0o,1,43.2,0,2022-12-29T20:03:47.815Z,2022-12-30T04:02:11Z,3959767303,212,16.5,3959767305,213,1.0,3959767299,140,51.7,3959767295,107,,3959767297,56,Right,3959767301,141,19.3,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927755,17,61,1,1,13,27xvwccz8kpmqsefjv2b2sc0o,0,52.2,22.8,2022-12-29T20:03:49.026Z,2022-12-30T04:02:10Z,3960280833,388,,3959767325,56,Center,,,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927749,16,49,1,1,14,4aghw9tyi8ba3ju1ne83gmf9w,1,47.3,83.5,2022-12-29T20:03:50.059Z,2022-12-30T04:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927771,17,1,1,1,14,4aghw9tyi8ba3ju1ne83gmf9w,1,47.4,84.1,2022-12-29T20:03:50.617Z,2022-12-30T04:02:09Z,3959767459,141,92.9,3959767461,212,8.3,3959767463,213,0.8,3959767457,140,52.9,3959767453,56,Left,3960280861,178,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927785,18,1,1,1,15,4aghw9tyi8ba3ju1ne83gmf9w,1,51,92.3,2022-12-29T20:03:51.993Z,2022-12-30T04:02:08Z,3959767561,140,46.2,3960280865,178,,3959767559,56,Back,3959767567,213,2.6,3959767563,141,97.2,3959767565,212,6.0,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927849,19,1,1,1,17,4aghw9tyi8ba3ju1ne83gmf9w,1,47.4,98.3,2022-12-29T20:03:53.932Z,2022-12-30T04:02:07Z,3960280887,178,,3959767957,141,81.6,3959767955,140,20.9,3959767953,56,Back,3959767961,213,3.5,3959767959,212,30.1,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927921,20,1,1,1,20,4aghw9tyi8ba3ju1ne83gmf9w,1,22.9,85.6,2022-12-29T20:03:56.935Z,2022-12-30T04:02:06Z,3960280903,178,,3959768395,213,4.0,3959768393,212,23.3,3959768391,141,59.4,3959768387,140,8.6,3959768385,56,Back,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928007,21,1,1,1,25,4aghw9tyi8ba3ju1ne83gmf9w,0,8.2,49.2,2022-12-29T20:04:01.961Z,2022-12-30T04:02:06Z,3959768829,155,,3959768837,212,53.3,3959768841,1,,3959768833,140,52.9,3959768835,141,12.2,3959768831,56,Right,3960280907,178,,3959768839,213,5.8,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927965,18,44,1,1,28,27xvwccz8kpmqsefjv2b2sc0o,1,48.7,84,2022-12-29T20:04:04.852Z,2022-12-30T04:02:05Z,3959768633,285,,3959768973,233,22,3959768631,56,Back,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928021,22,44,1,1,28,4aghw9tyi8ba3ju1ne83gmf9w,0,51.3,16,2022-12-29T20:04:04.853Z,2022-12-30T04:02:05Z,3959768915,286,,3959768913,56,Right,3959769011,233,18,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493927997,19,1,1,1,28,27xvwccz8kpmqsefjv2b2sc0o,0,48.1,85.4,2022-12-29T20:04:04.909Z,2022-12-30T04:02:04Z,3959768793,140,61.4,3959768795,141,87.6,3959768797,212,14.0,3959768789,3,,3959768791,56,Left,3959768799,213,0.1,3960280943,388,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928075,23,1,1,1,30,4aghw9tyi8ba3ju1ne83gmf9w,1,40.2,14.9,2022-12-29T20:04:06.573Z,2022-12-30T04:02:04Z,3959769179,213,0.2,3959769173,140,52.8,3959769175,141,18.1,3959769177,212,13.4,3959769169,3,,3959769171,56,Right,3960280969,388,,,,,4r5mejvmxk423kx5j3w4u3n6c,C. Mawissa Elebi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928079,24,61,1,1,31,4aghw9tyi8ba3ju1ne83gmf9w,0,49.8,15.3,2022-12-29T20:04:07.379Z,2022-12-30T04:02:03Z,3960280995,178,,3959769191,56,Back,,,,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928087,20,49,1,1,32,27xvwccz8kpmqsefjv2b2sc0o,1,46.8,77.8,2022-12-29T20:04:08.549Z,2022-12-30T04:02:03Z,,,,,,,,,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928109,21,1,1,1,32,27xvwccz8kpmqsefjv2b2sc0o,0,46.8,77.8,2022-12-29T20:04:08.570Z,2022-12-30T04:02:02Z,3959769341,56,Center,3959769337,155,,3959769349,213,6.1,3960281049,178,,3959769343,140,68.0,3959769345,141,70.4,3959769347,212,22.8,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928185,25,1,1,1,35,4aghw9tyi8ba3ju1ne83gmf9w,0,33.1,31.4,2022-12-29T20:04:11.710Z,2022-12-30T04:02:02Z,3959769687,3,,3960281081,178,,3959769691,140,54.9,3959769693,141,29.0,3959769695,212,22.9,3959769689,56,Center,3959769697,213,6.2,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928221,22,1,1,1,38,27xvwccz8kpmqsefjv2b2sc0o,1,43.9,68,2022-12-29T20:04:14.204Z,2022-12-30T04:02:02Z,3959769883,140,57.0,3959769885,141,66.5,3959769887,212,13.8,3959769879,3,,3959769889,213,6.2,3960281113,178,,3959769881,56,Center,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928231,23,44,1,1,39,27xvwccz8kpmqsefjv2b2sc0o,1,57.9,65.5,2022-12-29T20:04:15.595Z,2022-12-30T04:02:01Z,3959769993,233,26,3959769947,286,,3959769945,56,Center,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928205,26,44,1,1,39,4aghw9tyi8ba3ju1ne83gmf9w,0,42.1,34.5,2022-12-29T20:04:15.596Z,2022-12-30T04:02:01Z,3959769807,285,,3959769805,56,Back,3959770017,233,23,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928239,24,1,1,1,39,27xvwccz8kpmqsefjv2b2sc0o,0,56.8,67.4,2022-12-29T20:04:15.628Z,2022-12-30T04:02:00Z,3959769961,56,Center,3959769959,168,,3959769969,213,5.8,3960281147,388,,3959769967,212,3.8,3959769965,141,65.0,3959769963,140,60.1,3959769957,3,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928211,27,61,1,1,39,4aghw9tyi8ba3ju1ne83gmf9w,1,42.2,34.4,2022-12-29T20:04:15.670Z,2022-12-30T04:02:00Z,3960281223,178,,3960281175,15,,3959769839,56,Back,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928257,28,1,1,1,40,4aghw9tyi8ba3ju1ne83gmf9w,1,37,34.2,2022-12-29T20:04:16.990Z,2022-12-30T04:01:59Z,3959770111,141,42.4,3960281255,178,,3959770107,56,Back,3959770105,3,,3959770109,140,46.9,3959770115,213,0.5,3959770113,212,11.8,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928259,29,49,1,1,42,4aghw9tyi8ba3ju1ne83gmf9w,1,48.6,43.5,2022-12-29T20:04:18.289Z,2022-12-30T04:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493928267,30,1,1,1,43,4aghw9tyi8ba3ju1ne83gmf9w,1,50.2,46.7,2022-12-29T20:04:19.089Z,2022-12-30T04:01:58Z,3959770147,140,57.9,3959770145,56,Center,3959770151,212,9.8,3959770153,213,0.6,3959770149,141,54.8,3960281321,178,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
