id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2469585153,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-09T12:07:40.079Z,2022-10-09T13:03:50Z,3831268473,130,8,3831268469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831524711,197,16104,3831268479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831268475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831268477,194,3hiehiu25aufrc0q9890haqc5,3831268467,30,"6790uxmc1zs4emxtqf7vl6imt, 2zvbw080n4yro1phgv39ri3qi, 538zux65h0l9028fpf4v1g0r9, 44o5mjglkzqxctz07ust9bcru, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 3hiehiu25aufrc0q9890haqc5, 33jtnv5kyzyw1it7y9czhn4a2, e83sc1gnj31vgpo9u6fknmfvt, 2tc8y9du64tjno62zll2jhy7e, 6oi4a3g56xe76g0gg38knmzmd, 31ur1f7xmxndnnabhrxyov6xh, cyz9jisw86vjjf85xxgbae0yy, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, d5hzf2vv84jfne8ijsdjqd52h, 38cotevgsirv0csora7bar3vu, 8n0560evn4ni29dw9xece45ey",3831268471,59,"38, 37, 25, 10, 15, 3, 7, 6, 13, 21, 22, 1, 2, 4, 8, 9, 12, 17, 18, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469591805,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-09T12:13:47.241Z,2022-10-09T14:35:00Z,3831298525,30,"7h2icfuwy00ilm14dw5xyl5g5, 3r04y1fejoh9e8qbge3exy3u1, 6oaqk4pdojnlefa3zubsysmvp, 36yupk7p1vks4dbguw53xhucp, c4yip4bf8il4gnxnhcb381b3e, 7xd54eb65lg7zldvnyd58bq39, 32bc16sg6h58ajxigp7nl1ryt, dom1dzrvk7y4sd8puf8iztn11, 9jiectkc8rk0ivxn80l87ic45, 3imcuejzt9r6zvvv1xbn5jbl6, e0hk5aepnpo7cne006zwahfx1, 1ixibe50te4j2gjhbufm72aui, bl4lretp33t0jj3icujkf45p1, 7mn6lue4zatldcxp0gd7kt8mh, 5lfki1zoxd4l96hjbr2rw3d2h, 7z8bpxyfd31hb5ehkaina1ap6, 3zyw4328iilwrttjoww1wctlh, 3ynh418z6f6bfjz674vs40f6x, e6se9kft2lf9hs92rof2pnn6c, 7nlijkywjl13h3ks132026iok",3831298535,194,7xd54eb65lg7zldvnyd58bq39,3831488491,197,4735,3831298533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831298529,59,"40, 99, 21, 45, 4, 5, 10, 7, 13, 22, 9, 1, 2, 3, 8, 18, 23, 29, 11, 97",3831298531,130,2,3831298537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831298527,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635587,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-09T13:00:10.571Z,2022-10-09T13:00:10Z,3831503205,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635601,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-09T13:00:10.571Z,2022-10-09T22:22:53Z,3831503249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635641,3,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,49.8,50,2022-10-09T13:00:10.633Z,2022-10-10T01:16:32Z,3831503441,56,Back,3831503447,212,18.5,3831503445,141,45.2,3834294383,178,,3831503451,279,S,3831503449,213,3.3,3831503443,140,32.5,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635643,4,1,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,35.7,51.2,2022-10-09T13:00:12.034Z,2022-10-10T05:40:46Z,3831503461,212,4.7,3831503457,140,32.0,3831503455,56,Back,3834294577,178,,3831503463,213,3.7,3831503459,141,47.3,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635677,5,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,1,35,53.4,2022-10-09T13:00:12.872Z,2022-10-10T05:40:46Z,3831503631,141,20.2,3834294643,178,,3831503627,56,Right,3831503637,1,,3831503635,213,5.7,3831503625,155,,3831503629,140,68.2,3831503633,212,41.5,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635681,6,44,1,0,5,70nn27vgkt6l48lvv5e66q7ww,1,71.4,10.8,2022-10-09T13:00:16.343Z,2022-10-10T05:02:27Z,3831503649,286,,3831503757,233,3,3831503647,56,Right,,,,,,,,,,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635687,3,44,1,0,5,3adj8hkws0z1al232bg2h6tk0,0,28.6,89.2,2022-10-09T13:00:16.344Z,2022-10-10T05:02:28Z,3831503665,56,Back,3831503667,285,,3831503779,233,6,,,,,,,,,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635699,7,1,1,0,5,70nn27vgkt6l48lvv5e66q7ww,0,68.4,11.2,2022-10-09T13:00:16.435Z,2022-10-10T05:40:46Z,3831503725,3,,3831503735,141,22.0,3831503741,213,0.7,3831503733,140,76.5,3831503729,56,Center,3834294739,388,,3831503737,212,11.2,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
