id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2484316363,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-11-11T19:20:45.627Z,2022-11-11T20:08:22Z,3908990729,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3908990727,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, 3vu0c0j8n99wz6e2f7fmd2pxx, e9mtpmkb4qj2gqyv966g9ulpm, aaaskdins76bd0368sbpt7wq2, 79dz7zni5fcgh5e70spoj2j8p, 412hlm2edd05jd1ad597brcvd, f4cykd65su8xbme6xdc1iw7o5, 79nno03ww57p02dz5o0g60rqi, 9mory3y7p8aku035r2kxtvz6d, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, 7c5uk1ts8jlu88p1x6wubuz8p, 1ehcji0j9s8b0qsj8v5zinjvu, al6dgtinz0ki8uj8wrvc7fg2c, 46acb400oivj94jwu3i3lrxsl, 6ovea0xzg9yflmlbjdf1xcmlm, a71n80h977h7fu99ftnri5zsa, 7to9ns7mkuji0ciwh1ufkq3md",3908990733,130,4,3908990731,59,"1, 27, 3, 23, 2, 4, 6, 8, 10, 11, 7, 9, 12, 15, 18, 20, 21, 24, 26, 35",3908990737,194,f4cykd65su8xbme6xdc1iw7o5,3909093885,197,643,3908990735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908990739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484320033,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-11-11T19:27:49.162Z,2022-11-11T19:57:19Z,3909010267,194,azuc3tma44xyrbgf5y279o1xx,3909010259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3909010265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909010257,30,"8govqd0xf8ijst50tgypaep5h, 99f4n1ws494k96r9ewdcrecbt, 8f3bhiy6r5eei1n25exhbwr8p, 8rfgwq7hbi4a3imda845vdyvp, 7cp51c8zn7y08iyk0hc9ix5nt, azuc3tma44xyrbgf5y279o1xx, e7e68wlpiqqohpg71oh4vrbl6, 5o0h8eeydl8t92qp3ywekqh1x, 7fcq014jmdb0uqldcts6tglat, 3n9jnuteyjx6w6dxviuead0b9, ct32113pfx5q9avf2c0x208ru, vja0xo3xiuax8eh0b6q3y09, dxeju5zcb6j8etdgwq0kweor9, 5ak9fwtqlr2pll0nsv5br7p7u, 5q0q6f1hk7afy5i4hmkf9xj9x, 6j0ogojh2b7poyceg7i3k09yi, 2kgvn1lt5yjsixg13fj0cidt6, 7sep6mx2s67mh5fr3raxu7aei, 2e0ipswbkv4vf7lav6ee1j3oq, 9tqbuv5f466mzo4fx4ll0drvu",3909010269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909093337,197,15912,3909010261,59,"1, 20, 23, 99, 25, 4, 28, 16, 24, 29, 10, 8, 11, 14, 15, 19, 21, 26, 42, 77",3909010263,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336843,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-11-11T20:00:34.774Z,2022-11-12T01:06:48Z,3909098593,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336751,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-11-11T20:00:34.774Z,2022-11-11T20:00:34Z,3909098111,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336775,3,1,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,50,50,2022-11-11T20:00:34.795Z,2022-11-12T01:13:25Z,3909098241,56,Back,3909098257,279,S,3909098255,213,2.7,3909359381,178,,3909098251,212,6.5,3909098247,141,53.9,3909098245,140,44.4,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336793,4,1,1,0,1,bx0cdmzr2gwr70ez72dorx82p,1,45.8,53.3,2022-11-11T20:00:36.592Z,2022-11-12T03:57:57Z,3909098333,56,Back,3909359385,178,,3909098341,213,2.0,3909098339,212,22.7,3909098335,140,36.0,3909098337,141,83.0,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336817,5,1,1,0,4,bx0cdmzr2gwr70ez72dorx82p,1,40.1,77.4,2022-11-11T20:00:39.565Z,2022-11-12T03:57:57Z,3909098467,141,72.6,3909098465,140,24.7,3909359389,178,,3909098469,212,16.5,3909098471,213,3.3,3909098463,56,Back,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336849,6,1,1,0,8,bx0cdmzr2gwr70ez72dorx82p,1,26.9,75.6,2022-11-11T20:00:43.505Z,2022-11-12T03:57:56Z,3909098607,56,Back,3909098609,140,42.1,3909098613,212,21.6,3909359393,178,,3909098611,141,96.9,3909098615,213,0.7,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336867,7,1,1,0,12,bx0cdmzr2gwr70ez72dorx82p,1,52.1,98.5,2022-11-11T20:00:47.033Z,2022-11-12T03:57:55Z,3909098717,212,9.3,3909098715,141,84.8,3909359413,178,,3909098719,213,4.8,3909098713,140,52.8,3909098711,56,Left,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484336883,8,1,1,0,13,bx0cdmzr2gwr70ez72dorx82p,1,51.7,81.2,2022-11-11T20:00:48.118Z,2022-11-12T03:57:54Z,3909098795,212,12.2,3909098797,213,2.4,3909098789,56,Back,3909359417,178,,3909098793,141,92.7,3909098791,140,42.8,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
