id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2501923083,8,1,1,0,14,bx0cdmzr2gwr70ez72dorx82p,1,7.1,43,2023-01-29T12:01:08.327Z,2023-01-30T01:37:28Z,4001783299,213,4.7,4001783297,212,13.2,4001783293,140,7.3,4001783295,141,23.6,4003474711,178,,4001783291,56,Back,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923099,9,1,1,0,16,bx0cdmzr2gwr70ez72dorx82p,1,12.6,19.9,2023-01-29T12:01:10.756Z,2023-01-30T01:37:27Z,4001783375,213,5.3,4001783371,141,4.1,4003474773,178,,4001783373,212,13.1,4001783369,140,19.7,4001783367,56,Back,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923131,10,1,1,0,18,bx0cdmzr2gwr70ez72dorx82p,1,25.7,1.4,2023-01-29T12:01:12.918Z,2023-01-30T01:37:26Z,4003474807,178,,4001783519,213,0.1,4001783515,141,2.3,4001783511,56,Back,4001783517,212,9.1,4001783513,140,34.3,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923135,3,45,1,0,20,be2k34rut1lz79jxenabttqlc,0,60.5,93.2,2023-01-29T12:01:14.937Z,2023-01-30T01:37:25Z,4001783533,285,,4001783621,233,11,4001783531,56,Left,,,,,,,,,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923149,11,3,1,0,20,bx0cdmzr2gwr70ez72dorx82p,1,39.5,6.8,2023-01-29T12:01:14.937Z,2023-01-30T01:37:25Z,4001783595,233,3,4003475305,178,,4001783587,56,Back,4001783589,286,,4002793061,465,,,,,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923171,12,1,1,0,23,bx0cdmzr2gwr70ez72dorx82p,0,49.4,1.4,2023-01-29T12:01:17.877Z,2023-01-30T01:37:24Z,4001783669,56,Right,4001783679,1,,4001783671,140,82.1,4003475431,178,,4001783675,212,34.5,4001783673,141,5.8,4001783677,213,0.1,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923205,4,4,1,0,26,be2k34rut1lz79jxenabttqlc,1,23,94.7,2023-01-29T12:01:20.476Z,2023-01-30T01:37:23Z,4001785253,294,,4001783817,56,Back,4001783893,233,13,4001783815,13,,4001783819,152,,4001783823,285,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923215,13,4,1,0,26,bx0cdmzr2gwr70ez72dorx82p,0,77,5.3,2023-01-29T12:01:20.477Z,2023-01-30T01:37:23Z,4001783849,13,,4001783913,233,4,4001783859,152,,4001783855,56,Right,4003475491,178,,4001783853,294,,4001783863,286,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923385,5,1,1,0,41,be2k34rut1lz79jxenabttqlc,1,20.8,93.9,2023-01-29T12:01:35.087Z,2023-01-30T01:37:23Z,4001784661,5,,4001784671,212,8.2,4001784663,152,,4001784667,140,20.6,4001784673,213,4.7,4001784669,141,81.8,4001962815,189,,4001784665,56,Back,5ixupu8etas04im7097qhb1ed,Ismaily,4003475625,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923409,6,1,1,0,46,be2k34rut1lz79jxenabttqlc,1,21.7,75.4,2023-01-29T12:01:40.296Z,2023-01-30T01:37:21Z,4001784821,56,Back,4001784825,141,54.3,4001784823,140,9.0,4001784827,212,19.6,4001784829,213,4.0,4003475663,178,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923427,7,1,1,0,49,be2k34rut1lz79jxenabttqlc,1,9,55,2023-01-29T12:01:43.029Z,2023-01-30T01:37:20Z,4001784929,213,5.0,4001784921,56,Back,4001784925,141,26.4,4003475793,178,,4001784923,140,15.5,4001784927,212,20.6,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923445,8,1,1,0,51,be2k34rut1lz79jxenabttqlc,1,14.7,29.7,2023-01-29T12:01:45.247Z,2023-01-30T01:37:19Z,4001785003,141,38.6,4001785007,213,0.4,4001785001,140,27.9,4001785005,212,15.1,4003475963,178,,4001784999,56,Back,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923455,9,1,1,0,52,be2k34rut1lz79jxenabttqlc,1,23.5,35.6,2023-01-29T12:01:46.188Z,2023-01-30T01:37:19Z,4001785059,140,7.3,4001785057,56,Back,4001785063,212,18.8,4003476125,178,,4001785065,213,2.7,4001785061,141,47.4,,,,,,,6q793p9lurdevqmetgoke54wk,L. Yoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923465,10,1,1,0,55,be2k34rut1lz79jxenabttqlc,1,10.4,53,2023-01-29T12:01:49.125Z,2023-01-30T01:37:18Z,4001785137,140,18.5,4001785135,56,Back,4001785139,141,73.2,4001785147,213,1.0,4001785143,212,16.2,4003476205,178,,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502260225,980,83,1,0,57,bx0cdmzr2gwr70ez72dorx82p,1,82.5,25.7,2023-01-29T12:01:51.832Z,2023-01-30T01:37:17Z,4003541647,399,247629,,,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923533,11,1,1,0,57,be2k34rut1lz79jxenabttqlc,1,17.4,74.2,2023-01-29T12:01:51.856Z,2023-01-30T01:37:16Z,4001785469,56,Back,4003936457,1,,4001785473,141,23.6,4001785477,213,4.6,4003476333,178,,4001785471,140,12.1,4001785475,212,34.9,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923555,12,1,1,1,3,be2k34rut1lz79jxenabttqlc,0,15.6,14.2,2023-01-29T12:01:57.847Z,2023-01-30T01:37:15Z,4001785629,213,6.0,4003476445,178,,4001785623,140,40.5,4001785627,212,27.1,4001785621,56,Back,4001785625,141,3.8,4001785619,155,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923567,14,44,1,1,5,bx0cdmzr2gwr70ez72dorx82p,1,57.8,96.5,2023-01-29T12:01:59.883Z,2023-01-30T01:37:15Z,4001785667,56,Left,4001785669,286,,4001785689,233,13,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923561,13,44,1,1,5,be2k34rut1lz79jxenabttqlc,0,42.2,3.5,2023-01-29T12:01:59.884Z,2023-01-30T01:37:14Z,4001785647,285,,4001785729,233,14,4001785645,56,Back,,,,,,,,,,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923573,15,1,1,1,5,bx0cdmzr2gwr70ez72dorx82p,0,56.9,97.2,2023-01-29T12:01:59.962Z,2023-01-30T01:37:14Z,4001785697,3,,4003476925,388,,4001785705,212,3.0,4001785699,56,Left,4001785701,140,59.7,4001785707,213,6.1,4001785703,141,96.3,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923577,14,50,1,1,8,be2k34rut1lz79jxenabttqlc,1,35.6,3.2,2023-01-29T12:02:02.287Z,2023-01-30T01:37:13Z,4001785723,56,Back,4001785725,286,,4001785881,233,16,,,,,,,,,,,,,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923603,16,7,1,1,8,bx0cdmzr2gwr70ez72dorx82p,0,64.4,96.8,2023-01-29T12:02:02.396Z,2023-01-30T01:37:13Z,4003477449,178,,4002806255,385,,4001785843,233,14,4001785833,56,Left,4001785835,285,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923595,15,61,1,1,8,be2k34rut1lz79jxenabttqlc,1,36.4,3.9,2023-01-29T12:02:02.437Z,2023-01-30T01:37:12Z,4003477541,178,,4001785795,56,Back,,,,,,,,,,,,,,,,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923625,17,49,1,1,9,bx0cdmzr2gwr70ez72dorx82p,1,61.2,94.1,2023-01-29T12:02:03.002Z,2023-01-30T01:37:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923665,18,1,1,1,13,bx0cdmzr2gwr70ez72dorx82p,1,62,67.8,2023-01-29T12:02:07.028Z,2023-01-30T01:37:10Z,4001786167,213,5.2,4001786163,141,55.1,4001786165,212,9.8,4001786161,140,66.4,4001786159,56,Center,4003477859,178,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923675,19,50,1,1,14,bx0cdmzr2gwr70ez72dorx82p,1,66.9,51.3,2023-01-29T12:02:08.078Z,2023-01-30T01:37:09Z,4001786203,286,,4001786265,233,16,4001786201,56,Center,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923661,16,7,1,1,14,be2k34rut1lz79jxenabttqlc,1,33.1,48.7,2023-01-29T12:02:08.417Z,2023-01-30T01:37:09Z,4003478279,178,,4002808907,384,,4001786147,56,Back,4001786237,233,19,4001786149,285,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923671,17,49,1,1,16,be2k34rut1lz79jxenabttqlc,1,25.4,52,2023-01-29T12:02:10.160Z,2023-01-30T01:37:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923727,18,1,1,1,19,be2k34rut1lz79jxenabttqlc,1,34.6,57.5,2023-01-29T12:02:13.988Z,2023-01-30T01:37:06Z,4001786463,212,7.6,4001786457,56,Back,4001786459,140,32.5,4001786461,141,46.8,4001786465,213,4.4,4003478745,178,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923799,19,1,1,1,21,be2k34rut1lz79jxenabttqlc,1,34.1,45.8,2023-01-29T12:02:15.147Z,2023-01-30T01:37:05Z,4001786843,213,3.7,4001786841,212,11.1,4001786839,141,37.4,4001786835,56,Back,4003478901,178,,4001786837,140,25.0,,,,,,,6q793p9lurdevqmetgoke54wk,L. Yoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923845,20,1,1,1,24,be2k34rut1lz79jxenabttqlc,1,26.4,40.1,2023-01-29T12:02:18.992Z,2023-01-30T01:37:04Z,4001787081,213,0.7,4003478973,178,,4001787085,1,,4001787067,140,61.8,4001787063,56,Left,4001787071,141,90.2,4001787075,212,50.4,4001787061,155,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923859,21,1,1,1,27,be2k34rut1lz79jxenabttqlc,1,57.7,86.5,2023-01-29T12:02:21.435Z,2023-01-30T01:37:04Z,4001787139,213,5.5,4003479313,388,,4001787135,141,82.0,4001787131,56,Left,4001787137,212,4.5,4001787133,140,60.8,,,,,,,efcz85z2tvggsucnvivkmsxyh,M. Bayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923879,22,1,1,1,28,be2k34rut1lz79jxenabttqlc,1,57.2,77.7,2023-01-29T12:02:22.589Z,2023-01-30T01:37:03Z,4001787225,56,Left,4001787233,213,2.0,4001787227,140,53.6,4001787231,212,9.9,4003479429,178,,4001787229,141,91.1,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923903,23,1,1,1,30,be2k34rut1lz79jxenabttqlc,1,51.9,90.4,2023-01-29T12:02:24.777Z,2023-01-30T01:37:02Z,4001787315,141,76.1,4001787311,56,Back,4001787317,212,12.4,4003479611,178,,4001787313,140,44.5,4001787319,213,4.0,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501923925,24,1,1,1,31,be2k34rut1lz79jxenabttqlc,1,46.1,77,2023-01-29T12:02:25.856Z,2023-01-30T01:37:02Z,4001787415,140,34.6,4001787417,141,71.7,4001787419,212,12.6,4003479715,178,,4001787421,213,3.4,4001787413,56,Back,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924001,25,1,1,1,34,be2k34rut1lz79jxenabttqlc,1,32.9,73.4,2023-01-29T12:02:28.189Z,2023-01-30T01:37:01Z,4003479995,178,,4001787815,56,Back,4001787817,140,29.9,4001787823,213,4.6,4001787821,212,25.2,4001787819,141,36.6,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924021,26,1,1,1,40,be2k34rut1lz79jxenabttqlc,1,35.4,30.2,2023-01-29T12:02:34.547Z,2023-01-30T01:36:59Z,4001787919,213,0.7,4001787907,56,Back,4003480161,178,,4001787909,140,39.9,4001787915,212,6.2,4001787911,141,36.1,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924055,27,1,1,1,42,be2k34rut1lz79jxenabttqlc,1,40.5,36.7,2023-01-29T12:02:36.818Z,2023-01-30T01:36:58Z,4001788089,56,Back,4001788093,141,33.0,4001788097,213,3.4,4001788091,140,32.0,4003480365,178,,4001788095,212,9.3,,,,,,,6q793p9lurdevqmetgoke54wk,L. Yoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924093,28,1,1,1,44,be2k34rut1lz79jxenabttqlc,1,31.6,34.1,2023-01-29T12:02:38.696Z,2023-01-30T01:36:57Z,4001788263,213,1.3,4001788253,56,Back,4001788257,140,39.1,4001788259,141,71.4,4001788261,212,26.6,4003480443,178,,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924117,29,1,1,1,48,be2k34rut1lz79jxenabttqlc,0,41.7,66,2023-01-29T12:02:42.421Z,2023-01-30T01:36:56Z,4001788405,56,Center,4001788407,140,65.6,4001788411,212,34.6,4003480613,178,,4001788415,1,,4001788413,213,5.5,4002812613,155,,4001788409,141,30.9,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924129,21,49,1,1,50,bx0cdmzr2gwr70ez72dorx82p,1,32.4,73.8,2023-01-29T12:02:44.347Z,2023-01-30T01:36:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924149,22,1,1,1,51,bx0cdmzr2gwr70ez72dorx82p,1,32.1,75.7,2023-01-29T12:02:45.228Z,2023-01-30T01:36:54Z,4001788589,212,12.7,4003480933,178,,4001788591,213,0.4,4001788583,56,Back,4001788587,141,82.7,4001788585,140,43.3,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924179,23,1,1,1,51,bx0cdmzr2gwr70ez72dorx82p,1,37.1,84.5,2023-01-29T12:02:45.937Z,2023-01-30T01:36:54Z,4001788715,56,Back,4003481013,178,,4001788717,140,41.7,4001788723,213,0.9,4001788719,141,93.5,4001788721,212,7.8,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924181,24,1,1,1,54,bx0cdmzr2gwr70ez72dorx82p,0,37.6,94.3,2023-01-29T12:02:48.762Z,2023-01-30T01:36:53Z,4001788977,236,,4001788735,213,0.1,4001788727,56,Back,4001788729,140,41.9,4003481241,178,,4001788731,141,94.7,4001788979,233,30,4001788983,286,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,4001788733,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924213,30,74,1,1,54,be2k34rut1lz79jxenabttqlc,1,61.2,6.4,2023-01-29T12:02:48.872Z,2023-01-30T01:36:53Z,4001789011,233,24,4001788933,285,,4003481329,178,,4001788931,56,Right,,,,,,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501924243,31,4,1,1,56,be2k34rut1lz79jxenabttqlc,1,64.7,5.1,2023-01-29T12:02:50.575Z,2023-01-30T01:36:52Z,4001789091,56,Right,4001789095,286,,4001789093,152,,4001789089,295,,4001789289,233,25,4001789087,13,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
