id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2502893937,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-01T19:09:49.471Z,2023-02-01T20:02:30Z,4007000443,194,f4cykd65su8xbme6xdc1iw7o5,4006876461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4007000445,197,643,4006876459,130,23,4006876457,59,"1, 27, 3, 88, 2, 5, 24, 18, 10, 26, 6, 7, 4, 8, 9, 12, 17, 20, 23, 35",4006876453,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, d68byfvk16giaur32gqwpwded, e9mtpmkb4qj2gqyv966g9ulpm, z2richg7upw6hth0dzrvm02d, 6ovea0xzg9yflmlbjdf1xcmlm, 1ehcji0j9s8b0qsj8v5zinjvu, f4cykd65su8xbme6xdc1iw7o5, a71n80h977h7fu99ftnri5zsa, 79dz7zni5fcgh5e70spoj2j8p, amvonu36at4dg7ksi1ioczi3u, aaaskdins76bd0368sbpt7wq2, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, aftis8f2ahy7dhk5bp8co4q1h, al6dgtinz0ki8uj8wrvc7fg2c, 3vu0c0j8n99wz6e2f7fmd2pxx, 7to9ns7mkuji0ciwh1ufkq3md",4006876455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006876463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502900249,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-01T19:25:02.609Z,2023-02-01T20:27:23Z,4006912055,30,"7h2icfuwy00ilm14dw5xyl5g5, ef2n7d6rysar49toiz2k3obth, bl4lretp33t0jj3icujkf45p1, 5lfki1zoxd4l96hjbr2rw3d2h, 3zyw4328iilwrttjoww1wctlh, 7mn6lue4zatldcxp0gd7kt8mh, e0hk5aepnpo7cne006zwahfx1, dom1dzrvk7y4sd8puf8iztn11, 5yg9ljo5pf1lo2xk74d0k240l, 36yupk7p1vks4dbguw53xhucp, 3imcuejzt9r6zvvv1xbn5jbl6, 1ixibe50te4j2gjhbufm72aui, c4yip4bf8il4gnxnhcb381b3e, aoe90w0oopw8h5ipktpmme9cl, 7z8bpxyfd31hb5ehkaina1ap6, 7mjc5a2k7wz4flem6upj5u1w4, 7nlijkywjl13h3ks132026iok",4006912063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4006912065,194,dom1dzrvk7y4sd8puf8iztn11,4006912061,130,7,4007000593,197,4735,4006912067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006912059,59,"40, 27, 2, 8, 23, 3, 9, 7, 15, 45, 22, 1, 4, 17, 18, 37, 97",4006912057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502915941,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-01T20:00:13.724Z,2023-02-02T00:46:20Z,4007003673,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502915933,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-01T20:00:13.724Z,2023-02-01T20:00:13Z,4007003645,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502915963,3,1,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,50.1,50.2,2023-02-01T20:00:13.744Z,2023-02-02T00:55:02Z,4007003807,212,19.8,4007003809,213,3.4,4007003801,56,Back,4007412821,178,,4007003811,279,S,4007003805,141,41.6,4007003803,140,32.1,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502915999,4,1,1,0,2,3adj8hkws0z1al232bg2h6tk0,0,32.3,46.2,2023-02-01T20:00:16.676Z,2023-02-02T04:20:12Z,4007004017,141,84.1,4007004019,212,43.9,4007004011,155,,4007412923,178,,4007004021,213,0.6,4007004023,1,,4007004015,140,66.2,4007004013,56,Left,3zyw4328iilwrttjoww1wctlh,C. Hérelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916007,3,8,1,0,4,121le8unjfzug3iu9pgkqa1c7,1,38,20.5,2023-02-01T20:00:18.523Z,2023-02-02T04:20:12Z,4007381575,385,,4007004065,56,Back,4007413061,388,,4007004067,15,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916009,4,5,1,0,6,121le8unjfzug3iu9pgkqa1c7,0,29.2,-1.1,2023-02-01T20:00:19.939Z,2023-02-02T00:55:36Z,4007004069,56,Back,4007004471,233,5,4007004071,347,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916047,5,5,1,0,6,3adj8hkws0z1al232bg2h6tk0,1,70.8,101.1,2023-02-01T20:00:19.939Z,2023-02-02T00:55:36Z,4007004329,233,4,4007004307,56,Left,4007004309,347,,,,,,,,,,,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916165,6,1,1,0,21,3adj8hkws0z1al232bg2h6tk0,1,79.1,100,2023-02-01T20:00:35.356Z,2023-02-02T04:20:11Z,4007004943,140,54.3,4007004945,141,95.2,4007004937,56,Left,4007004935,107,,4007531401,1,,4007004949,213,3.3,4007004947,212,26.4,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
