id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/value
2493685351,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-12-28T13:13:21.732Z,2022-12-28T15:09:00Z,3958459131,194,bm1utly0qt2kaexijsu2p2tw5,3958459135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958459121,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 2hujd2bwvb0wtxdna6c0xb2z9, d3d1qks236pztzcqp3wdcc0l, crdmczlhynym2z1adqlbt853p, 1e77it93nx78uu157mmksd71l, 1lbgavu1rxlrfg14062suwyj9, bm1utly0qt2kaexijsu2p2tw5, da81277761mvu8idmy1ekqdw5, 2fa3vmp34mwrthdiehnaxnnqh, dfdq5f5mrzq9zaj1mrfhk5905, 1czk5wkuu6ahu3ytu2or8276d, 1xxlgx6g07x3r0zwzywm26sq1, 9higgl848a37qflh0sts05tjp, 8wz2w0267i1845k87hxsgandh, 84ikqi9s3lng1mo4lxwq210wl, 28soxjs6twyw0uk1c3qn0dbe, 1xawzpx3vp3b7wqx6w5avdb6x, 1uj41i55v9fd3j9eaw5b5a7mc",3958459127,130,2,3958459125,59,"1, 20, 2, 8, 77, 3, 5, 6, 9, 7, 92, 10, 11, 14, 16, 23, 24, 29, 33",3958459133,197,624,3958459129,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3958459123,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493685533,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-12-28T13:14:52.235Z,2022-12-28T14:01:12Z,3958459959,30,"cgqunmh8aw465fna15rdve8d1, 9tdb905kq5becch102boicdex, dlzepva4fgihzwx4vfzagiy1h, boa0e436nc3u53cumlao9ulex, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, e1ydpg4lqw2pnidfbsciv9pm1, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, bqq4tqw6tp68c1fya04onf6c5, 36ylt0kjn7t0vajmelu4mbazu, 4gsebdl04os3v9mjhhkamnn1m, ccalsoz5819ij4ddtvptceor9, 4lg41m643jf18dgax298bufpw, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 99yx7t2j59cyia4bkpi59q1as, cwtefikj4d22g8dr4c200pwtm, 2gkxanzyj7yoadakl2j6tfggk, 9vwdme2e657vrezfixnimrv85",3958459969,194,cgqunmh8aw465fna15rdve8d1,3958459971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958471381,197,15936,3958459965,130,8,3958459967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958459963,59,"1, 94, 3, 2, 22, 5, 28, 10, 11, 23, 19, 4, 21, 24, 25, 26, 29, 31, 40, 92",3958459961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690433,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-12-28T14:00:07.652Z,2022-12-28T14:00:08Z,3958486329,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690429,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-12-28T14:00:07.652Z,2022-12-28T19:32:29Z,3958486315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690441,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50.1,50,2022-12-28T14:00:07.658Z,2022-12-28T19:43:54Z,3958486357,140,43.7,3958486363,213,3.1,3958486355,56,Back,3958822787,178,,3958486365,279,S,3958486361,212,6.7,3958486359,141,50.7,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690447,4,1,1,0,2,6xjy1q2m55iiwe8g1r1yffbc9,0,41.9,50.9,2022-12-28T14:00:09.792Z,2022-12-28T23:47:05Z,3958486397,56,Right,3958486395,155,,3958486403,212,43.3,3958486399,140,70.6,3958486405,213,5.5,3958823275,178,,3958486401,141,5.2,3958486407,1,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690451,3,1,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,29.3,95.4,2022-12-28T14:00:12.673Z,2022-12-28T23:47:05Z,3958486431,213,5.5,3958486425,140,33.0,3958486421,3,,3958486427,141,89.9,3958486429,212,5.4,3958486423,56,Back,3958823421,388,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690453,4,49,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,37.5,91.8,2022-12-28T14:00:13.903Z,2022-12-28T23:47:04Z,,,,,,,,,,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690459,5,1,1,0,7,75qj99fhg5c0ztj2tva5u4uii,1,36.2,89.9,2022-12-28T14:00:15.227Z,2022-12-28T23:47:03Z,3958486449,56,Back,3958486453,141,81.8,3958486451,140,28.9,3958486457,213,3.8,3958486455,212,9.4,3958823489,178,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690465,6,1,1,0,8,75qj99fhg5c0ztj2tva5u4uii,1,34.3,80.9,2022-12-28T14:00:15.711Z,2022-12-28T23:47:03Z,3958823517,178,,3958486481,213,2.5,3958486477,141,92.9,3958486475,140,23.7,3958486479,212,13.8,3958486473,56,Back,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690473,7,1,1,0,9,75qj99fhg5c0ztj2tva5u4uii,1,25.8,92.6,2022-12-28T14:00:17.648Z,2022-12-28T23:47:02Z,3958486511,213,3.9,3958486505,140,14.5,3958486507,141,75.7,3958823557,178,,3958486509,212,16.5,3958486503,56,Back,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690485,8,1,1,0,12,75qj99fhg5c0ztj2tva5u4uii,1,14.9,71.5,2022-12-28T14:00:20.338Z,2022-12-28T23:47:02Z,3958823577,178,,3958486559,212,14.4,3958486561,213,4.1,3958486553,56,Back,3958486555,140,6.7,3958486557,141,54.5,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690497,9,1,1,0,13,75qj99fhg5c0ztj2tva5u4uii,0,7.2,53.7,2022-12-28T14:00:21.606Z,2022-12-28T23:47:01Z,3958823631,178,,3958486609,140,38.9,3958486613,212,34.2,3958486605,157,,3958486607,56,Back,3958486615,213,0.2,3958486617,1,,3958486611,141,65.5,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690507,5,49,1,0,17,6xjy1q2m55iiwe8g1r1yffbc9,1,61.3,38.2,2022-12-28T14:00:24.848Z,2022-12-28T23:47:01Z,,,,,,,,,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493762241,872,83,1,0,19,75qj99fhg5c0ztj2tva5u4uii,1,33.3,63.5,2022-12-28T14:00:27.259Z,2022-12-28T23:17:12Z,3958886215,399,209874,,,,,,,,,,,,,,,,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690509,6,61,1,0,19,6xjy1q2m55iiwe8g1r1yffbc9,0,66.9,36.5,2022-12-28T14:00:27.295Z,2022-12-28T23:46:59Z,3958486659,56,Center,3958824371,178,,,,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690515,10,49,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,30.2,59.8,2022-12-28T14:00:27.992Z,2022-12-28T23:46:59Z,,,,,,,,,,,,,,,,,,,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690529,11,1,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,27.9,61.7,2022-12-28T14:00:28.601Z,2022-12-28T23:46:58Z,3958486751,213,2.6,3958486743,56,Back,3958824811,178,,3958486749,212,11.4,3958486745,140,18.4,3958486747,141,69.9,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690539,12,1,1,0,24,75qj99fhg5c0ztj2tva5u4uii,0,20.5,78.4,2022-12-28T14:00:32.555Z,2022-12-28T23:46:57Z,3958824887,178,,3958486807,56,Back,3958486815,213,0.2,3958486811,141,85.9,3958486813,212,28.0,3958486809,140,46.7,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690621,9,61,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,1,56.4,21.4,2022-12-28T14:00:33.897Z,2022-12-28T23:46:57Z,3958487187,56,Center,3958825645,178,,,,,,,,,,,,,,,,,,,,crdmczlhynym2z1adqlbt853p,F. Mayembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493762847,812,67,1,0,27,6xjy1q2m55iiwe8g1r1yffbc9,1,46.6,19,2022-12-28T14:00:35.266Z,2022-12-28T23:46:57Z,3958889621,233,874,,,,,,,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493762841,874,67,1,0,27,75qj99fhg5c0ztj2tva5u4uii,0,53.4,81,2022-12-28T14:00:35.267Z,2022-12-28T23:46:56Z,3958889625,233,812,,,,,,,,,,,,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493690559,7,1,1,0,27,6xjy1q2m55iiwe8g1r1yffbc9,0,45.6,21.9,2022-12-28T14:00:35.269Z,2022-12-28T23:46:56Z,3958486905,140,45.0,3958486909,212,16.3,3958486913,1,,3958486903,56,Back,3958486911,213,4.7,3958825833,178,,3958486907,141,0.0,3958486901,157,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
