id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,keyPass,qualifier/14/value,qualifier/18/value,qualifier/20/value,qualifier/16/value
2515914529,7,1,1,0,15,2cjpmotqo8phcqfpgo9xf4gel,0,95.6,97,2023-03-05T14:01:02.271Z,2023-03-06T06:50:44Z,4075467305,141,63.5,4075467297,2,,4075467299,155,,4075467301,56,Center,4075467317,213,4.6,4077584313,178,,4075467309,212,23.0,4077300301,72,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,4077300297,224,4075467303,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914561,3,12,1,0,16,75qj99fhg5c0ztj2tva5u4uii,1,5.5,40.6,2023-03-05T14:01:03.403Z,2023-03-06T06:50:44Z,4075467451,140,25.4,4075467497,15,,4075467447,56,Back,4075467459,213,5.7,4075467457,212,25.0,4075467455,141,20.4,4077584461,388,,,,,99yx7t2j59cyia4bkpi59q1as,O. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914657,8,44,1,0,18,2cjpmotqo8phcqfpgo9xf4gel,1,89.3,84.7,2023-03-05T14:01:05.511Z,2023-03-06T06:50:43Z,4075467923,286,,4075468007,233,4,4075467921,56,Left,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914623,4,44,1,0,18,75qj99fhg5c0ztj2tva5u4uii,0,10.7,15.3,2023-03-05T14:01:05.512Z,2023-03-06T06:50:43Z,4075467955,233,8,4075467767,56,Back,4075467773,285,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914667,9,61,1,0,18,2cjpmotqo8phcqfpgo9xf4gel,1,90.2,86.6,2023-03-05T14:01:05.576Z,2023-03-06T06:50:42Z,4077584625,388,,4075467965,56,Left,4077584621,15,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914629,5,43,1,0,19,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-03-05T14:01:06.144Z,2023-03-05T21:21:11Z,4075467847,213,5.8,4077301629,144,12,4075468193,15,0,4075467835,141,19.2,4075467843,212,1.6,4075467831,140,26.7,4075467827,56,Back,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914661,6,49,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,12.8,26.5,2023-03-05T14:01:07.443Z,2023-03-06T06:50:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914681,7,1,1,0,20,75qj99fhg5c0ztj2tva5u4uii,0,12.9,26.4,2023-03-05T14:01:07.484Z,2023-03-06T06:50:41Z,4075468035,56,Back,4077584815,178,,4075468037,140,17.5,4075468039,141,0.0,4075468041,212,19.9,4075468033,155,,4075468043,213,5.0,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914685,8,5,1,0,23,75qj99fhg5c0ztj2tva5u4uii,0,19,-1.6,2023-03-05T14:01:10.064Z,2023-03-06T00:49:46Z,4075468051,347,,4075468049,56,Back,4075468259,233,10,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914703,10,5,1,0,23,2cjpmotqo8phcqfpgo9xf4gel,1,81,101.6,2023-03-05T14:01:10.064Z,2023-03-06T00:49:46Z,4075468171,233,8,4075468149,347,,4075468147,56,Left,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914757,11,1,1,0,26,2cjpmotqo8phcqfpgo9xf4gel,0,85.8,100,2023-03-05T14:01:13.232Z,2023-03-06T06:50:41Z,4075468399,107,,4075468407,212,15.0,4075468409,213,5.3,4075468405,141,82.8,4075468403,140,93.6,4075468543,189,,4075468401,56,Left,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914761,9,8,1,0,27,75qj99fhg5c0ztj2tva5u4uii,1,10.2,20.5,2023-03-05T14:01:14.190Z,2023-03-06T06:50:40Z,4077302621,385,,4077585521,388,,4075468413,56,Back,4075678291,189,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914813,12,61,1,0,29,2cjpmotqo8phcqfpgo9xf4gel,0,87.6,88.8,2023-03-05T14:01:15.925Z,2023-03-06T06:50:40Z,4075468677,56,Left,4077585741,178,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914837,10,12,1,0,30,75qj99fhg5c0ztj2tva5u4uii,1,9.3,12.8,2023-03-05T14:01:17.115Z,2023-03-06T06:50:40Z,4075468793,167,,4077302979,141,0.0,4077585903,178,,4077302977,140,13.1,4077302983,213,5.1,4075468795,56,Back,4077302981,212,10.8,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914865,11,5,1,0,32,75qj99fhg5c0ztj2tva5u4uii,0,13.4,-2,2023-03-05T14:01:18.853Z,2023-03-06T00:50:44Z,4075468923,56,Back,4075469705,233,13,4075468925,347,,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914997,13,5,1,0,32,2cjpmotqo8phcqfpgo9xf4gel,1,86.6,102,2023-03-05T14:01:18.853Z,2023-03-06T00:50:44Z,4075469647,347,,4075469645,56,Left,4075469671,233,11,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915049,14,1,1,0,38,2cjpmotqo8phcqfpgo9xf4gel,1,86.9,100,2023-03-05T14:01:25.331Z,2023-03-06T06:50:39Z,4075469913,56,Left,4075469911,107,,4075469921,213,5.7,4075469915,140,97.9,4075469919,212,14.1,4075469917,141,89.9,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915051,15,3,1,0,40,2cjpmotqo8phcqfpgo9xf4gel,0,98.5,90,2023-03-05T14:01:27.408Z,2023-03-06T06:31:15Z,4075470443,233,12,4077303251,465,,4075469925,56,Left,4075469927,286,,4077586079,178,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915135,12,7,1,0,40,75qj99fhg5c0ztj2tva5u4uii,1,1.5,10,2023-03-05T14:01:27.643Z,2023-03-06T06:31:16Z,4075470343,285,,4075470341,56,Back,4075470395,233,15,4077586143,178,,4077303489,385,,4075470339,167,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915161,13,6,1,0,41,75qj99fhg5c0ztj2tva5u4uii,0,3.3,12.6,2023-03-05T14:01:28.252Z,2023-03-06T00:50:58Z,4075470501,73,,4075470499,56,Back,4075470583,233,16,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915115,16,6,1,0,41,2cjpmotqo8phcqfpgo9xf4gel,1,96.7,87.4,2023-03-05T14:01:28.252Z,2023-03-06T00:50:58Z,4075470233,73,,4075470231,56,Left,4075470575,233,13,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915661,17,1,1,1,3,2cjpmotqo8phcqfpgo9xf4gel,0,99.5,99.5,2023-03-05T14:01:50.058Z,2023-03-06T00:51:04Z,4075472881,223,,4077303789,20,,4077586265,178,,4075472885,140,93.6,4075472875,2,,4075472895,1,,4075472883,56,Center,4075472879,155,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,4075472887,141,4075472889,212,32.4,52.8,4075472877,6,4075472891,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915647,14,12,1,1,4,75qj99fhg5c0ztj2tva5u4uii,1,5.7,48.8,2023-03-05T14:01:51.618Z,2023-03-06T06:50:38Z,4075472793,56,Back,4075472803,141,35.9,4075472811,213,6.0,4077586409,388,,4075472797,140,30.4,4075472807,212,27.4,4075472825,15,,,,,99yx7t2j59cyia4bkpi59q1as,O. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915713,18,1,1,1,6,2cjpmotqo8phcqfpgo9xf4gel,0,73.9,58.2,2023-03-05T14:01:53.491Z,2023-03-06T06:50:38Z,4077586505,388,,4075473115,141,73.8,4075473119,213,0.6,4075473117,212,19.2,4075473109,3,,4075473113,140,89.1,4075473111,56,Center,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915717,15,49,1,1,9,75qj99fhg5c0ztj2tva5u4uii,1,12.2,24.9,2023-03-05T14:01:56.119Z,2023-03-06T06:50:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915849,16,1,1,1,9,75qj99fhg5c0ztj2tva5u4uii,1,12.2,24.8,2023-03-05T14:01:56.149Z,2023-03-06T06:50:37Z,4075473761,141,22.8,4075473763,212,36.7,4075473759,140,47.1,4075473757,56,Back,4075473755,157,,4075473767,1,,4077586869,178,,4075473765,213,6.2,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915855,17,61,1,1,13,75qj99fhg5c0ztj2tva5u4uii,0,45.5,21.5,2023-03-05T14:02:00.492Z,2023-03-06T06:50:36Z,4075473801,56,Back,4077587045,178,,,,,,,,,,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515938313,171,61,1,1,15,2cjpmotqo8phcqfpgo9xf4gel,0,44.1,71,2023-03-05T14:02:02.538Z,2023-03-06T06:50:36Z,4077587211,178,,4075592063,56,Back,4077587209,21,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915931,18,3,1,1,16,75qj99fhg5c0ztj2tva5u4uii,0,51.8,25,2023-03-05T14:02:03.264Z,2023-03-06T06:50:36Z,4075474131,286,,4075474127,56,Center,4077587297,178,,4075498879,233,20,4077304955,465,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916011,20,7,1,1,16,2cjpmotqo8phcqfpgo9xf4gel,0,48.2,75,2023-03-05T14:02:03.453Z,2023-03-06T06:50:35Z,4075474547,233,18,4075474523,56,Back,4077304983,385,,4077587347,178,,4075474525,285,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915951,19,3,1,1,17,75qj99fhg5c0ztj2tva5u4uii,0,49.8,32,2023-03-05T14:02:04.378Z,2023-03-06T06:50:35Z,4077587497,178,,4077305609,464,,4075474247,286,,4077370051,233,21,4075474245,56,Back,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915975,20,43,1,1,17,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-03-05T14:02:04.479Z,2023-03-05T21:23:55Z,4075474349,56,Center,4077306077,144,61,,,,,,,,,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916027,21,7,1,1,17,2cjpmotqo8phcqfpgo9xf4gel,1,50.2,68,2023-03-05T14:02:04.527Z,2023-03-06T06:50:34Z,4077587599,178,,4075474663,233,19,4077306051,384,,4075474589,285,,4075474585,56,Center,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516318613,914,67,1,1,18,2cjpmotqo8phcqfpgo9xf4gel,1,50.9,67,2023-03-05T14:02:05.164Z,2023-03-06T06:30:58Z,4077652087,233,738,,,,,,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516318611,738,67,1,1,18,75qj99fhg5c0ztj2tva5u4uii,0,49.1,33,2023-03-05T14:02:05.165Z,2023-03-06T06:30:59Z,4077652099,233,914,,,,,,,,,,,,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915981,19,1,1,1,18,2cjpmotqo8phcqfpgo9xf4gel,0,50.5,71.8,2023-03-05T14:02:05.169Z,2023-03-06T06:50:34Z,4075618663,140,45.7,4077587701,178,,4075618675,213,4.2,4075618671,212,11.0,4075474385,56,Back,4075618667,141,57.5,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916061,22,49,1,1,19,2cjpmotqo8phcqfpgo9xf4gel,1,46.8,65.7,2023-03-05T14:02:06.051Z,2023-03-06T06:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916107,23,1,1,1,19,2cjpmotqo8phcqfpgo9xf4gel,1,46.8,65.7,2023-03-05T14:02:06.083Z,2023-03-06T06:50:33Z,4075474963,56,Back,4075474971,212,19.8,4077587997,178,,4075474973,213,1.6,4075474967,140,45.6,4075474969,141,94.8,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916163,24,1,1,1,21,2cjpmotqo8phcqfpgo9xf4gel,1,48.2,95.3,2023-03-05T14:02:08.382Z,2023-03-06T06:50:32Z,4077588061,178,,4075475225,56,Left,4075475229,141,87.4,4075475231,212,8.4,4075475227,140,54.4,4075475233,213,5.6,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916201,25,1,1,1,24,2cjpmotqo8phcqfpgo9xf4gel,1,56.4,91.1,2023-03-05T14:02:11.012Z,2023-03-06T06:50:31Z,4077588215,178,,4075475425,213,0.2,4075475407,140,73.6,4075475415,141,95.6,4075475421,212,18.3,4075475401,56,Left,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916273,26,1,1,1,27,2cjpmotqo8phcqfpgo9xf4gel,1,77.6,97.2,2023-03-05T14:02:14.106Z,2023-03-06T06:50:30Z,4075483711,1,,4077588375,178,,4075483115,154,,4075475735,213,5.0,4075475731,141,35.1,4075475725,155,,4075475723,2,,4075483117,22,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,4077307121,72,4075475733,212,44.7,,4075483113,210,4075475729,140,91.7,1,16,4075475727,56,Center,4077307119,224,,,,,,,,,,,,,,,,,,,,,,,,,
2515916281,27,43,1,1,28,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-05T14:02:15.605Z,2023-03-05T14:03:22Z,4075475765,56,Center,4075483857,144,61,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916347,28,16,1,1,32,2cjpmotqo8phcqfpgo9xf4gel,1,92.7,36.1,2023-03-05T14:02:18.883Z,2023-03-06T06:50:29Z,4075483269,103,29.7,4075483267,102,46.9,4077308431,396,45.3,4077588907,178,,4075483251,113,,4075483263,55,26,4075477759,20,,4075476101,22,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,4075483253,81,4075477767,375,01:30.966,,4075476103,63,4075483275,230,97.8,,,4075483259,154,,4075477763,374,2023-03-05 14:02:17.730,4075483273,108,4075476105,56,Center,4075483255,29,4075483277,231,43.2,4075483279,138,4077308429,395,99.5,4075483281,275,4075483271,214,,,,,
