id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2449230009,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-08-21T12:10:15.038Z,2022-08-21T13:00:47Z,3722908475,130,7,3722908473,59,"23, 26, 24, 12, 4, 27, 7, 22, 9, 29, 10, 2, 3, 6, 11, 16, 18, 20, 21, 97",3722908467,30,"2t05pfvho7i9w9w01zcz3gz4l, 81yqeo02okqakoiura0wnxv1m, dac9zcryfwbq3xdik69gkpadx, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, co59rv08x22hk5itwibbwq191, 9br3ebcuzl5b755kwuxgey3md, 7pv3n0vj8243p1di16regotsl, doc6xdg2vumiyoamostngr36d, 6gdoxudvl1rgcn7d19e89p9ed, 247ipjjd0cak2sggwbuorx4yy, ea2tv9xaerk3oy6dr45ff3kd1, 3o7ktan6n28fn5fj7gel6qead, 9qk1hoxri8dee6yat0cateqxh, cglp4k40r1t672m7j0eb5ktsl, 4yltz3q1eazj539x18uc85l62, 54juxpmaqnby6kht5j87caoyd, dhk8g3ptwjf297ix0rcvgydhx, baogzi00mwdclwbvkd618evv9",3722908481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722908471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722908477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723098575,197,4727,3722908479,194,7jj9gwpuk49bsm2ru06qb44wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449233019,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-08-21T12:13:03.500Z,2022-08-21T14:07:22Z,3722921787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723098827,197,651,3722921793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722921789,59,"1, 77, 17, 22, 31, 75, 7, 12, 21, 11, 99, 2, 9, 13, 14, 16, 18, 27, 28, 29",3722921795,194,8yirlj1hpoqnuczpywgzlblxx,3722921785,30,"3z6ekzop4y7cjuatzz9ua74k5, 859tcp8023r5cki7uju30l9t5, b92hwrzx6l5wdf3z9g7dxo4bt, cr1n1i96xlepbvk90nl87o4yc, azcv772qzdbz1exafx3od6lt5, f2wjw84p0ztxt636u2ibnoxxx, 6ir1z8c3o7t4kqx04kw24i415, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, d8m8y59eum57eu7kiat38rkk5, 8cawa8470beg2ce0as7hv5psl, 1yj1kt2cx24nn4zt5h1ma1olx, 7za8h1pgec0y2s1ihmkkfvpm2, 3izhfm7i4afomephw07mp4nsa, 7t9ixlae5t9v8moc6brwcec4p, 230qvyk9dg4plwzobjj6thmqy, 5w9g9gfeucuccwxd09o62f84p, yeqnier6uxsc3hcegcuethxw, as2iznyhn5bzw3rofcz0dg104",3722921797,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722921791,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271751,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-08-21T13:00:16.287Z,2022-08-21T20:14:01Z,3723101827,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271775,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-08-21T13:00:16.287Z,2022-08-21T13:00:18Z,3723101909,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271791,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,49.7,49.5,2022-08-21T13:00:16.307Z,2022-08-21T21:44:41Z,3723101953,56,Center,3723101955,140,52.4,3723101963,279,S,3723101959,212,4.3,3724983321,178,,3723101957,141,54.2,3723101961,213,0.8,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271855,4,1,1,0,2,2cjpmotqo8phcqfpgo9xf4gel,1,49.9,48.5,2022-08-21T13:00:18.366Z,2022-08-22T03:37:14Z,3723102261,212,16.8,3724982825,178,,3723102257,140,34.7,3723102259,141,40.9,3723102263,213,3.5,3723102255,56,Back,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271889,5,1,1,0,4,2cjpmotqo8phcqfpgo9xf4gel,1,39.7,45.5,2022-08-21T13:00:20.465Z,2022-08-22T03:37:13Z,3723102415,212,32.4,3723102413,141,92.9,3723102417,213,1.7,3723102411,140,36.6,3724983815,178,,3723102409,56,Back,3723102419,1,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271927,6,1,1,0,7,2cjpmotqo8phcqfpgo9xf4gel,1,39.2,83.1,2022-08-21T13:00:23.545Z,2022-08-22T03:37:12Z,3723102621,140,28.0,3723102627,213,3.8,3724984049,178,,3723102625,212,15.4,3723102623,141,68.4,3723102619,56,Back,,,,,,,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271973,7,1,1,0,9,2cjpmotqo8phcqfpgo9xf4gel,1,30.4,71.2,2022-08-21T13:00:25.643Z,2022-08-22T03:37:11Z,3723102859,141,33.7,3723102861,212,25.5,3723102857,140,30.3,3724984263,178,,3723102863,213,4.7,3723102855,56,Back,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272055,8,1,1,0,14,2cjpmotqo8phcqfpgo9xf4gel,1,41.2,28.8,2022-08-21T13:00:30.506Z,2022-08-22T03:37:10Z,3723103131,212,15.8,3723103125,56,Back,3723103135,213,5.1,3724984463,178,,3723103129,141,7.1,3723103127,140,46.6,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
