id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2537946775,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-04-23T12:28:09.992Z,2023-04-23T13:14:18Z,4213209907,130,7,4213209909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213209901,30,"7h2icfuwy00ilm14dw5xyl5g5, 3r04y1fejoh9e8qbge3exy3u1, bl4lretp33t0jj3icujkf45p1, dl4e5ojyhccj6w0vgksfzvmxh, 7xd54eb65lg7zldvnyd58bq39, 7mn6lue4zatldcxp0gd7kt8mh, e0hk5aepnpo7cne006zwahfx1, dom1dzrvk7y4sd8puf8iztn11, 5yg9ljo5pf1lo2xk74d0k240l, 36yupk7p1vks4dbguw53xhucp, 3imcuejzt9r6zvvv1xbn5jbl6, 1ixibe50te4j2gjhbufm72aui, c4yip4bf8il4gnxnhcb381b3e, 5lfki1zoxd4l96hjbr2rw3d2h, 32bc16sg6h58ajxigp7nl1ryt, aoe90w0oopw8h5ipktpmme9cl, 3zyw4328iilwrttjoww1wctlh, 2ds26ub6ho0baamsjcmh7mmfo, 3ynh418z6f6bfjz674vs40f6x, 7mjc5a2k7wz4flem6upj5u1w4",4213209903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213209905,59,"40, 99, 2, 20, 5, 3, 9, 7, 15, 45, 22, 1, 4, 8, 10, 17, 23, 28, 29, 37",4213209913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213347667,197,17125,4213209911,194,7xd54eb65lg7zldvnyd58bq39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948633,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-04-23T12:30:34.553Z,2023-04-23T12:52:56Z,4213340997,197,624,4213219997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213219979,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213219991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213219987,130,2,4213219995,194,d3d1qks236pztzcqp3wdcc0l,4213219983,59,"1, 3, 99, 8, 25, 15, 4, 23, 7, 17, 10, 6, 9, 14, 16, 21, 27, 29, 34, 77",4213219975,30,"3xpo0nc3hysdi41gupi7adot1, 1e77it93nx78uu157mmksd71l, 3qcyotm0vljybir8poi67stsl, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, i0pvdl0hx7idtfi0xymygmp5, 529k1s89fjg133s8ycjwvgg5x, 84ikqi9s3lng1mo4lxwq210wl, 2fa3vmp34mwrthdiehnaxnnqh, d040o5igq61iizexn1v2a5t5h, dfdq5f5mrzq9zaj1mrfhk5905, bm1utly0qt2kaexijsu2p2tw5, da81277761mvu8idmy1ekqdw5, 9higgl848a37qflh0sts05tjp, 8wz2w0267i1845k87hxsgandh, 67q7ve9vse4m2nb82j2z1clhx, bi49lcldxz8jubp72kgeke2y2, 1xawzpx3vp3b7wqx6w5avdb6x, 4ported2opjp4xbp87bpqb6z8, crdmczlhynym2z1adqlbt853p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977161,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-04-23T13:00:07.915Z,2023-04-23T20:50:39Z,4213367223,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977137,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-04-23T13:00:07.915Z,2023-04-23T13:00:08Z,4213367131,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977203,3,1,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,49.8,50,2023-04-23T13:00:07.921Z,2023-04-24T01:49:27Z,4213367457,213,3.5,4213367453,141,40.6,4213367455,212,17.8,4216445441,178,,4213367447,56,Back,4213367459,279,S,4213367451,140,34.0,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977261,4,1,1,0,3,3adj8hkws0z1al232bg2h6tk0,0,28.8,51,2023-04-23T13:00:11.121Z,2023-04-24T07:09:12Z,4213367783,155,,4213367795,1,,4213367787,140,78.5,4216445791,178,,4213367793,213,0.3,4213367785,56,Center,4213367789,141,77.8,4213367791,212,55.3,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977289,3,1,1,0,6,6xjy1q2m55iiwe8g1r1yffbc9,0,23.7,21,2023-04-23T13:00:14.712Z,2023-04-24T07:09:12Z,4213367989,141,18.4,4216445891,388,,4213367991,212,13.8,4213367987,140,36.7,4213367983,3,,4213367985,56,Back,4213367993,213,6.2,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977303,5,1,1,0,8,3adj8hkws0z1al232bg2h6tk0,1,64,88.7,2023-04-23T13:00:16.487Z,2023-04-24T07:09:12Z,4213368067,56,Left,4213368073,212,16.4,4213368065,3,,4216446047,178,,4213368075,213,6.1,4213368069,140,79.3,4213368071,141,83.8,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537980397,22,44,1,0,9,3adj8hkws0z1al232bg2h6tk0,1,76.8,82.1,2023-04-23T13:00:17.467Z,2023-04-24T07:09:11Z,4213383789,56,Left,4213383791,286,,4213383815,233,6,,,,,,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977495,6,44,1,0,9,6xjy1q2m55iiwe8g1r1yffbc9,0,23.2,17.9,2023-04-23T13:00:17.468Z,2023-04-24T07:09:11Z,4213369109,285,,4213369107,56,Back,4213384031,233,22,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
