id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2527475353,4,61,1,0,11,4aghw9tyi8ba3ju1ne83gmf9w,1,15.6,30.2,2023-04-02T13:00:28.114Z,2023-04-02T15:47:15Z,4157555513,56,Back,,,,,,,,,,,,,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475387,5,52,1,0,13,4aghw9tyi8ba3ju1ne83gmf9w,1,5.5,43.4,2023-04-02T13:00:30.746Z,2023-04-02T15:47:20Z,4158499093,376,,,,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475527,6,1,1,0,22,4aghw9tyi8ba3ju1ne83gmf9w,1,12,47.5,2023-04-02T13:00:39.850Z,2023-04-02T13:00:43Z,4157556383,213,6.0,4157556375,56,Back,4157556381,212,14.4,4157556373,123,,4157556377,140,25.2,4157556379,141,41.8,4157556393,189,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475565,7,1,1,0,26,4aghw9tyi8ba3ju1ne83gmf9w,1,24.3,39.5,2023-04-02T13:00:43.802Z,2023-04-02T15:47:52Z,4157556531,56,Back,4157556539,213,1.3,4157556533,140,28.3,4157556537,212,15.7,4157556535,141,61.7,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475615,8,1,1,0,28,4aghw9tyi8ba3ju1ne83gmf9w,1,28.7,61.7,2023-04-02T13:00:45.804Z,2023-04-02T13:00:48Z,4157556779,141,35.6,4157556777,140,28.3,4157556781,212,17.8,4157556775,56,Back,4157556783,213,4.7,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475725,9,1,1,0,31,4aghw9tyi8ba3ju1ne83gmf9w,1,28.4,36.8,2023-04-02T13:00:48.634Z,2023-04-02T13:03:53Z,4157557313,56,Back,4157557317,141,61.2,4157557323,213,1.5,4157557321,212,16.6,4157557315,140,28.8,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475749,10,1,1,0,36,4aghw9tyi8ba3ju1ne83gmf9w,1,31.7,64.4,2023-04-02T13:00:53.674Z,2023-04-02T13:00:55Z,4157557475,213,6.1,4157557473,212,23.7,4157557471,141,59.3,4157557469,140,54.0,4157557467,56,Center,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475759,11,1,1,0,37,4aghw9tyi8ba3ju1ne83gmf9w,1,54.1,59.3,2023-04-02T13:00:54.178Z,2023-04-02T15:48:05Z,4157557581,156,,4157557535,140,43.0,4157557541,213,2.1,4157557539,212,24.1,4157557533,56,Back,4157557537,141,90.3,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475815,12,1,1,0,40,4aghw9tyi8ba3ju1ne83gmf9w,1,42.9,90.6,2023-04-02T13:00:57.642Z,2023-04-02T13:00:58Z,4157557799,56,Back,4157557803,141,80.0,4157557807,213,5.3,4157557801,140,47.8,4157557805,212,8.9,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475821,13,1,1,0,41,4aghw9tyi8ba3ju1ne83gmf9w,1,47.8,80,2023-04-02T13:00:58.266Z,2023-04-02T13:00:58Z,4157557835,56,Back,4157557841,212,6.0,4157557839,141,78.6,4157557837,140,42.2,4157557843,213,3.3,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475829,14,1,1,0,42,4aghw9tyi8ba3ju1ne83gmf9w,1,42.2,78.6,2023-04-02T13:00:59.746Z,2023-04-02T15:48:19Z,4157557867,212,7.0,4157557871,213,4.7,4157557857,56,Back,4157557861,140,42.0,4157557865,141,68.3,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475859,15,1,1,0,43,4aghw9tyi8ba3ju1ne83gmf9w,1,42,68.3,2023-04-02T13:01:00.193Z,2023-04-02T15:48:18Z,4157558035,141,68.4,4157558033,140,53.4,4157558037,212,12.0,4157558031,56,Center,4157558039,213,0.0,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475925,16,1,1,0,44,4aghw9tyi8ba3ju1ne83gmf9w,1,52.9,66.3,2023-04-02T13:01:01.714Z,2023-04-02T15:48:16Z,4157558345,141,45.2,4157558339,56,Center,4157558341,140,51.8,4157558349,212,14.4,4157558351,213,4.6,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475945,17,1,1,0,46,4aghw9tyi8ba3ju1ne83gmf9w,1,49.9,44,2023-04-02T13:01:03.474Z,2023-04-02T15:48:43Z,4157558455,212,5.2,4157558451,140,45.1,4157558457,213,2.9,4157558453,141,45.8,4157558449,56,Back,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475975,18,1,1,0,47,4aghw9tyi8ba3ju1ne83gmf9w,1,45.6,45.6,2023-04-02T13:01:04.114Z,2023-04-02T15:49:03Z,4157558569,56,Back,4157558575,212,21.0,4157558571,140,49.0,4157558573,141,15.1,4157558577,213,4.9,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476079,19,1,1,0,49,4aghw9tyi8ba3ju1ne83gmf9w,1,57.7,11.2,2023-04-02T13:01:06.602Z,2023-04-02T13:01:10Z,4157559055,56,Right,4157559057,140,64.4,4157559059,141,4.4,4157559065,213,5.7,4157559061,212,8.4,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476123,20,1,1,0,53,4aghw9tyi8ba3ju1ne83gmf9w,1,62.7,6.8,2023-04-02T13:01:10.762Z,2023-04-02T13:01:12Z,4157559239,212,11.0,4157559241,213,2.6,4157559237,141,15.4,4157559233,56,Right,4157559235,140,53.8,,,,,,,,,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476269,21,1,1,0,55,4aghw9tyi8ba3ju1ne83gmf9w,1,53.8,15.4,2023-04-02T13:01:12.154Z,2023-04-02T13:01:18Z,4157560015,141,13.9,4157560023,213,3.2,4157560013,140,42.3,4157560011,56,Back,4157560021,212,12.1,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476303,22,1,1,1,1,4aghw9tyi8ba3ju1ne83gmf9w,1,45.1,17.5,2023-04-02T13:01:18.537Z,2023-04-02T13:01:19Z,4157560177,141,53.7,4157560173,56,Center,4157560179,212,25.4,4157560175,140,51.2,4157560181,213,1.3,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476409,23,1,1,1,2,4aghw9tyi8ba3ju1ne83gmf9w,1,51.2,53.7,2023-04-02T13:01:19.881Z,2023-04-02T13:04:25Z,4157560725,213,2.7,4157560721,141,63.9,4157560719,140,37.2,4157560717,56,Back,4157560723,212,16.3,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476571,24,1,1,1,10,4aghw9tyi8ba3ju1ne83gmf9w,1,38.7,65.4,2023-04-02T13:01:27.678Z,2023-04-02T13:01:32Z,4157561535,140,36.0,4157561539,212,19.9,4157561541,213,4.6,4157561537,141,36.5,4157561533,56,Back,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476665,25,1,1,1,15,4aghw9tyi8ba3ju1ne83gmf9w,1,40.1,27.8,2023-04-02T13:01:32.153Z,2023-04-02T13:01:35Z,4157562045,141,5.6,4157562043,140,43.9,4157562047,212,15.6,4157562041,56,Back,4157562049,213,5.0,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476689,26,1,1,1,18,4aghw9tyi8ba3ju1ne83gmf9w,1,45.5,10.9,2023-04-02T13:01:35.673Z,2023-04-02T13:01:36Z,4157562189,141,43.1,4157562187,140,55.4,4157562193,213,1.1,4157562185,56,Center,4157562191,212,24.2,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476711,27,1,1,1,19,4aghw9tyi8ba3ju1ne83gmf9w,1,55.4,43.1,2023-04-02T13:01:36.809Z,2023-04-02T13:01:38Z,4157562285,141,43.7,4157562329,156,,4157562283,140,47.0,4157562287,212,8.8,4157562281,56,Back,4157562289,213,3.1,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476827,28,1,1,1,21,4aghw9tyi8ba3ju1ne83gmf9w,1,46.9,43.7,2023-04-02T13:01:38.601Z,2023-04-02T13:01:43Z,4157562897,141,89.9,4157562893,56,Left,4157562899,212,32.3,4157562895,140,54.2,4157562901,213,1.3,4157562903,1,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476853,29,1,1,1,26,4aghw9tyi8ba3ju1ne83gmf9w,0,62.4,89.6,2023-04-02T13:01:43.353Z,2023-04-02T13:01:44Z,4157563035,212,18.0,4157563037,213,5.9,4157563033,141,78.8,4157563029,56,Center,4157563031,140,78.1,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476929,8,12,1,1,27,3adj8hkws0z1al232bg2h6tk0,1,24.6,26.2,2023-04-02T13:01:44.054Z,2023-04-02T13:04:03Z,4157563435,56,Back,4157563445,141,23.4,4157563449,213,4.3,4157563441,140,23.9,4157563447,212,2.0,4157564385,397,,4157564387,233,31,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477003,31,74,1,1,27,4aghw9tyi8ba3ju1ne83gmf9w,1,78.5,83.9,2023-04-02T13:01:44.055Z,2023-04-02T13:01:58Z,4157563867,56,Left,4157563899,397,,4157563869,285,,4157564417,233,8,,,,,,,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477131,9,5,1,1,30,3adj8hkws0z1al232bg2h6tk0,1,18.6,-1.3,2023-04-02T13:01:47.430Z,2023-04-02T13:02:00Z,4157564565,56,Back,4157564603,233,30,4157564567,347,,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476957,30,5,1,1,30,4aghw9tyi8ba3ju1ne83gmf9w,0,81.4,101.3,2023-04-02T13:01:47.430Z,2023-04-02T14:00:09Z,4157563595,56,Left,4157563597,347,,4157564635,233,9,,,,,,,,,,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477175,10,1,1,1,42,3adj8hkws0z1al232bg2h6tk0,1,18.5,0,2023-04-02T13:01:59.514Z,2023-04-02T13:04:12Z,4157564795,140,16.4,4157564789,107,,4157564803,213,1.8,4157564791,56,Back,4157564799,141,11.0,4157564801,212,9.0,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477227,11,1,1,1,43,3adj8hkws0z1al232bg2h6tk0,1,15.9,11,2023-04-02T13:02:00.114Z,2023-04-02T15:50:00Z,4157565009,56,Back,4157565051,213,4.6,4157579937,3,,4157565015,140,15.1,4157565019,141,3.4,4157565049,212,5.2,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477367,12,1,1,1,45,3adj8hkws0z1al232bg2h6tk0,1,15.1,3.4,2023-04-02T13:02:02.863Z,2023-04-02T15:50:05Z,4157565759,56,Back,4157565757,157,,4157565769,1,,4157565761,140,43.2,4157565767,213,0.5,4157565763,141,28.2,4157565765,212,34.0,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477373,32,43,1,1,50,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-04-02T13:02:07.241Z,2023-04-02T13:02:11Z,4157566031,144,44,4157565799,286,0,4157565797,56,Left,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477381,13,4,1,1,51,3adj8hkws0z1al232bg2h6tk0,1,42.3,22,2023-04-02T13:02:08.406Z,2023-04-02T13:04:23Z,4157565845,286,,4157565839,294,,4157565841,56,Back,4157565843,152,,4157565837,13,,4157565957,233,33,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477387,33,4,1,1,51,4aghw9tyi8ba3ju1ne83gmf9w,0,57.7,78,2023-04-02T13:02:08.407Z,2023-04-02T13:02:11Z,4157565865,152,,4157565859,13,,4157565861,294,,4157565987,233,13,4157565867,285,,4157565863,56,Center,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477539,14,1,1,1,57,3adj8hkws0z1al232bg2h6tk0,1,41.9,28,2023-04-02T13:02:14.565Z,2023-04-02T13:02:16Z,4157566623,56,Back,4157566627,141,20.3,4157566631,213,3.8,4157566619,5,,4157566629,212,8.3,4157566621,152,,4157566625,140,35.8,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477633,15,1,1,1,59,3adj8hkws0z1al232bg2h6tk0,1,36.4,21.9,2023-04-02T13:02:16.165Z,2023-04-02T13:02:19Z,4157567131,141,66.1,4157567127,56,Back,4157567129,140,30.9,4157567133,212,30.6,4157567135,213,1.8,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477655,16,1,1,2,2,3adj8hkws0z1al232bg2h6tk0,1,31.2,70.5,2023-04-02T13:02:19.846Z,2023-04-02T13:02:20Z,4157567237,140,35.8,4157567241,141,95.0,4157567249,213,1.3,4157567245,212,17.3,4157567235,56,Back,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477785,17,1,1,2,3,3adj8hkws0z1al232bg2h6tk0,1,35.8,95,2023-04-02T13:02:20.838Z,2023-04-02T13:02:27Z,4157567957,56,Back,4157567959,140,28.9,4157567963,212,18.5,4157567961,141,70.0,4157567965,213,4.3,,,,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477885,18,1,1,2,10,3adj8hkws0z1al232bg2h6tk0,1,34.8,59.7,2023-04-02T13:02:27.254Z,2023-04-02T13:02:31Z,4157568463,141,24.3,4157568467,213,4.6,4157568461,140,31.1,4157568465,212,24.4,4157568459,56,Back,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477983,19,1,1,2,14,3adj8hkws0z1al232bg2h6tk0,0,42.8,23.1,2023-04-02T13:02:31.302Z,2023-04-02T13:02:35Z,4157568993,212,47.6,4157568997,1,,4157568991,141,0.0,4157568985,155,,4157568989,140,85.2,4157568995,213,5.9,4157568987,56,Right,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477995,20,5,1,2,18,3adj8hkws0z1al232bg2h6tk0,0,85.6,-1.2,2023-04-02T13:02:35.692Z,2023-04-02T13:02:37Z,4157569201,233,34,4157569061,347,,4157569059,56,Right,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478013,34,5,1,2,18,4aghw9tyi8ba3ju1ne83gmf9w,1,14.4,101.2,2023-04-02T13:02:35.692Z,2023-04-02T14:00:09Z,4157569149,56,Back,4157569151,347,,4157569169,233,20,,,,,,,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478311,35,1,1,2,30,4aghw9tyi8ba3ju1ne83gmf9w,1,18.2,100,2023-04-02T13:02:47.705Z,2023-04-02T13:02:50Z,4157570751,1,,4157570745,141,87.5,4157570749,213,5.9,4157570741,56,Back,4157570739,107,,4157570743,140,41.6,4157570747,212,26.2,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
