id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/15/value,qualifier/14/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2479466259,47,43,1,0,10,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-30T14:00:26.199Z,2022-10-30T14:46:53Z,3883622213,56,Back,3883918445,144,61,,,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456423,4,49,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,23.3,47.5,2022-10-30T14:00:26.477Z,2022-10-30T23:50:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456451,5,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,0,23.3,47.6,2022-10-30T14:00:26.519Z,2022-10-30T23:50:36Z,3883572223,140,39.7,3883572221,56,Back,3883572225,141,51.0,3883572227,212,17.4,3883572231,1,,3883572217,157,,3883572229,213,0.1,3885412547,178,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456567,8,1,1,0,12,4t4hod56fsj7utpjdor8so5q6,1,60.6,49.8,2022-10-30T14:00:28.169Z,2022-10-30T23:50:35Z,3885412833,388,,3883572829,212,11.4,3883572821,3,,3883572825,140,71.0,3883572827,141,44.8,3883572831,213,6.0,3883572823,56,Center,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479522337,416,44,1,0,14,4t4hod56fsj7utpjdor8so5q6,1,68.8,51.5,2022-10-30T14:00:30.298Z,2022-10-30T23:50:35Z,3883925395,233,337,3883925385,286,,3883925383,56,Center,,,,,,,,,,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479522343,337,44,1,0,14,75qj99fhg5c0ztj2tva5u4uii,0,31.2,48.5,2022-10-30T14:00:30.299Z,2022-10-30T23:50:35Z,3883925785,233,416,3883924383,56,Back,3883924385,285,,,,,,,,,,,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456575,10,1,1,0,14,4t4hod56fsj7utpjdor8so5q6,0,69.5,53.3,2022-10-30T14:00:30.305Z,2022-10-30T23:50:34Z,3883572873,141,44.8,3883572869,56,Center,3883572877,213,4.9,3883572871,140,70.7,3883572875,212,5.9,3885413329,388,,3883572867,3,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456529,6,61,1,0,14,75qj99fhg5c0ztj2tva5u4uii,1,31.3,48.6,2022-10-30T14:00:30.319Z,2022-10-30T23:50:34Z,3883572657,56,Back,3885413959,178,,3885413957,15,,,,,,,,,,,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479820711,1070,67,1,0,15,4t4hod56fsj7utpjdor8so5q6,1,66.5,48.1,2022-10-30T14:00:31.285Z,2022-10-30T23:50:34Z,3885552665,233,1071,,,,,,,,,,,,,,,,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479820705,1071,67,1,0,15,75qj99fhg5c0ztj2tva5u4uii,0,33.5,51.9,2022-10-30T14:00:31.286Z,2022-10-30T23:50:33Z,3885552713,233,1070,,,,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479522347,417,1,1,0,15,4t4hod56fsj7utpjdor8so5q6,0,65.4,50.6,2022-10-30T14:00:31.302Z,2022-10-30T23:50:33Z,3883928057,157,,3885414643,178,,3883928073,213,5.7,3883928077,1,,3883928071,212,4.7,3883928059,56,Center,3883928067,141,46.6,3883928063,140,69.1,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456569,9,43,1,0,17,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-30T14:00:33.285Z,2022-10-30T14:00:48Z,3883572843,286,0,3883574253,144,44,3883572841,56,Center,,,,,,,,,,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456639,7,44,1,0,19,75qj99fhg5c0ztj2tva5u4uii,1,33.4,62.5,2022-10-30T14:00:35.347Z,2022-10-30T23:50:33Z,3883573183,285,,3883573317,233,11,3883573181,56,Back,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456653,11,44,1,0,19,4t4hod56fsj7utpjdor8so5q6,0,66.6,37.5,2022-10-30T14:00:35.348Z,2022-10-30T23:50:32Z,3883573257,56,Center,3883573525,233,7,3883573259,286,,,,,,,,,,,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456681,8,1,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,33.2,61.7,2022-10-30T14:00:35.425Z,2022-10-30T23:50:32Z,3883573437,213,0.6,3883573435,212,4.9,3883573431,141,65.7,3883573425,56,Back,3883573421,3,,3885415053,388,,3883573429,140,37.1,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456701,10,1,1,0,21,75qj99fhg5c0ztj2tva5u4uii,1,36.1,69.9,2022-10-30T14:00:37.142Z,2022-10-30T23:50:31Z,3883573541,213,2.1,3885415233,178,,3883573539,212,19.3,3883573537,141,94.3,3883573535,140,26.8,3883573533,56,Back,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456699,9,43,1,0,23,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-30T14:00:38.626Z,2022-10-30T14:51:00Z,3883940535,144,49,,,,,,,,,,,,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456705,11,1,1,0,23,75qj99fhg5c0ztj2tva5u4uii,0,32.4,90.2,2022-10-30T14:00:38.921Z,2022-10-30T23:50:31Z,3883573559,212,9.9,3883573563,213,6.2,3885415357,178,,3883573553,56,Back,3883573557,141,89.1,3883573555,140,41.8,,,,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479525813,425,43,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-30T14:00:39.388Z,2022-10-30T14:51:43Z,3883943791,144,49,,,,,,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456917,13,49,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,54.1,12.2,2022-10-30T14:00:39.603Z,2022-10-30T23:50:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456743,12,1,1,0,24,4t4hod56fsj7utpjdor8so5q6,0,54.1,12.2,2022-10-30T14:00:39.610Z,2022-10-30T23:50:30Z,3883573767,56,Right,3883573765,155,,3883573769,140,65.1,3883573771,141,14.6,3883573775,213,0.1,3885415885,178,,3883573773,212,11.7,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456765,12,1,1,0,25,75qj99fhg5c0ztj2tva5u4uii,0,27,79.6,2022-10-30T14:00:41.350Z,2022-10-30T23:50:30Z,3883573855,3,,3883573857,56,Back,3883573859,140,32.5,3883573861,141,63.1,3883573865,213,5.2,3883573863,212,12.6,3885416209,388,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479526463,426,1,1,0,27,4t4hod56fsj7utpjdor8so5q6,0,64.2,24.6,2022-10-30T14:00:42.949Z,2022-10-30T23:50:29Z,3883945793,213,0.3,3885416475,178,,3883945787,140,71.5,3883945785,56,Center,3883945791,212,8.1,3883945789,141,28.6,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456875,13,1,1,0,28,75qj99fhg5c0ztj2tva5u4uii,1,24.1,66.3,2022-10-30T14:00:44.168Z,2022-10-30T23:50:29Z,3883574313,157,,3883574317,140,48.0,3883574315,56,Back,3883574319,141,60.8,3885416877,178,,3883574325,1,,3883574321,212,25.4,3883574323,213,6.1,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479526927,342,61,1,0,30,75qj99fhg5c0ztj2tva5u4uii,0,50.2,68.1,2022-10-30T14:00:45.626Z,2022-10-30T23:50:28Z,3885420749,178,,3883948083,56,Center,,,,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456969,14,1,1,0,35,4t4hod56fsj7utpjdor8so5q6,1,26.4,44.6,2022-10-30T14:00:51.093Z,2022-10-30T23:50:28Z,3883574775,213,5.2,3883574771,141,21.5,3883574769,140,34.5,3883574773,212,17.9,3885420951,178,,3883574765,56,Back,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457021,15,1,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,40.1,15.7,2022-10-30T14:00:54.368Z,2022-10-30T23:50:27Z,3883574993,213,5.8,3883574985,56,Right,3883574991,212,14.4,3883574987,140,52.2,3883574989,141,5.6,3885422191,178,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457045,16,1,1,0,40,4t4hod56fsj7utpjdor8so5q6,1,50.8,2.5,2022-10-30T14:00:55.640Z,2022-10-30T23:50:27Z,3883575069,213,2.6,3883575067,212,14.1,3883575061,56,Back,3883575065,141,12.8,3885422343,178,,3883575063,140,39.1,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457125,17,1,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,39.4,12.2,2022-10-30T14:00:57.661Z,2022-10-30T23:50:26Z,3883575407,56,Back,3885422481,178,,3883575415,213,1.8,3883575411,141,36.8,3883575413,212,17.4,3883575409,140,35.0,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457175,18,1,1,0,46,4t4hod56fsj7utpjdor8so5q6,1,38.8,46.2,2022-10-30T14:01:01.666Z,2022-10-30T23:50:25Z,3883575705,140,43.7,3883575707,141,73.4,3885422599,178,,3883575703,56,Back,3883575711,213,1.3,3883575709,212,19.2,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457285,19,1,1,0,48,4t4hod56fsj7utpjdor8so5q6,1,45.1,75.1,2022-10-30T14:01:03.892Z,2022-10-30T23:50:24Z,3883576213,141,77.0,3883576209,56,Center,3883576211,140,57.4,3883576217,213,0.1,3883576215,212,13.0,3885422741,178,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457339,20,1,1,0,50,4t4hod56fsj7utpjdor8so5q6,1,55.4,84.6,2022-10-30T14:01:05.550Z,2022-10-30T23:50:23Z,3883576493,140,60.8,3883576497,212,7.9,3883576495,141,92.7,3883576491,56,Left,3885422937,178,,3883576499,213,0.8,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479821999,1098,43,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-30T14:01:07.788Z,2022-10-30T21:22:54Z,3885559793,144,82,3885559601,178,0,,,,,,,,,,,,,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457349,21,1,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,59.2,96,2022-10-30T14:01:07.797Z,2022-10-30T23:50:22Z,3883576557,56,Left,3883576565,213,4.3,3883576561,141,87.6,3883576559,140,56.5,3883576563,212,6.4,3885423237,178,,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457359,22,1,1,0,53,4t4hod56fsj7utpjdor8so5q6,1,52.1,87.2,2022-10-30T14:01:09.044Z,2022-10-30T23:50:22Z,3883576623,56,Back,3885423707,178,,3883576633,212,8.1,3883576637,213,2.3,3883576625,140,47.0,3883576629,141,96.2,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457383,23,1,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,49.8,96,2022-10-30T14:01:09.820Z,2022-10-30T23:50:22Z,3883576737,213,4.3,3883576731,140,40.9,3883576735,212,23.2,3885427951,178,,3883576733,141,64.7,3883576729,56,Back,,,,,,,9bqv99e39z86mn7dq3wnyt90p,I. Jakobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457433,24,1,1,0,57,4t4hod56fsj7utpjdor8so5q6,1,41.3,65,2022-10-30T14:01:13.188Z,2022-10-30T23:50:21Z,3883577009,213,4.9,3883576999,141,31.6,3883576997,140,44.9,3883576995,56,Back,3885428795,178,,3883577003,212,23.0,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457499,25,1,1,1,0,4t4hod56fsj7utpjdor8so5q6,0,51.5,23.2,2022-10-30T14:01:15.924Z,2022-10-30T23:50:20Z,3883577289,213,0.2,3885429033,178,,3883577283,140,65.6,3883577287,212,15.0,3883577285,141,26.9,3883577281,56,Center,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479527219,343,49,1,1,1,75qj99fhg5c0ztj2tva5u4uii,1,32.9,71.9,2022-10-30T14:01:16.811Z,2022-10-30T23:50:20Z,,,,,,,,,,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457511,14,1,1,1,1,75qj99fhg5c0ztj2tva5u4uii,0,33.2,72.4,2022-10-30T14:01:16.906Z,2022-10-30T23:50:19Z,3885429699,178,,3883577329,56,Back,3883577333,141,83.8,3883577331,140,45.7,3883577337,213,0.5,3883577335,212,15.2,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479822349,1108,43,1,1,2,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-30T14:01:17.890Z,2022-10-30T21:23:25Z,3885561611,178,0,3885561747,144,82,,,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479527363,427,49,1,1,2,4t4hod56fsj7utpjdor8so5q6,1,55.3,17.3,2022-10-30T14:01:17.905Z,2022-10-30T23:50:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457545,26,1,1,1,3,4t4hod56fsj7utpjdor8so5q6,1,55.6,16.8,2022-10-30T14:01:18.670Z,2022-10-30T23:50:18Z,3883577493,141,9.2,3883577495,212,13.8,3883577491,140,67.8,3883577497,213,5.9,3883577489,56,Right,3885430193,178,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457633,27,1,1,1,4,4t4hod56fsj7utpjdor8so5q6,1,66.1,1.9,2022-10-30T14:01:19.918Z,2022-10-30T23:50:18Z,3885810437,1,,3885430379,178,,3883577911,140,86.0,3883577915,141,42.5,3883577919,212,34.6,3883577923,213,0.9,3883577905,155,,3883577907,56,Center,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479511793,365,1,1,1,6,4t4hod56fsj7utpjdor8so5q6,0,86.5,45.5,2022-10-30T14:01:22.210Z,2022-10-30T23:50:18Z,3883951729,212,3.9,3883951727,141,40.4,3883951725,140,84.8,3883951731,213,4.2,3883869349,56,Center,3885431013,178,,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457883,17,43,1,1,8,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-30T14:01:23.849Z,2022-10-30T14:40:19Z,3883867293,144,8,3883579183,56,Back,,,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457605,15,49,1,1,10,75qj99fhg5c0ztj2tva5u4uii,1,20.1,51.6,2022-10-30T14:01:25.443Z,2022-10-30T23:50:17Z,,,,,,,,,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
