id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2465577457,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-01T14:18:01.415Z,2022-10-01T14:59:33Z,3810206619,197,8123,3809792123,194,9ysk6656hj0na1hrizgt83k5x,3809792111,59,"1, 2, 11, 23, 22, 24, 27, 17, 20, 9, 14, 3, 4, 5, 6, 19, 29, 34, 38, 40",3809792107,30,"2vgr8c97x4b2e51tyvvixusid, 1y5p476l4ihjndiyvfsmcg82x, 9ysk6656hj0na1hrizgt83k5x, 4jal44qeyp9ur58768qre5uqd, 7z1gixk4hvbbgo71xgb04942x, d5at3cowukpxiptq5ozcbe6s5, cb6w7n7n1eh9huwzyzvgmdxih, wg9qybhs3qeq9awhux331uqx, bndkgzdolm2c3iteenkv8s3it, 950o8rjqvnl5bnidq2dc3fglx, 42vsnv2j6emkbynforgon4n2t, 17acodpsoxkhha2iem2465ivp, 4ju2soyxqa6hu0oo007ej8wdl, eo47h2ekymiisj3kry3og7tgp, 88nw24pkg2ikj9c91tccvqol, egtyl4noukbjkm1va1i11e87o, 7bba28af7hqhh7ruo91x2mk9g, 1k1zsipuhr1o3hv17j4uiz5uy, 8axjyioicdx8i2zkhcb79c9yi, 3zkkrq8sph1lo23bt8d1nz10",3809792119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809792109,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809792115,130,12,3809792127,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586329,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-01T14:22:15.655Z,2022-10-01T15:40:42Z,3809840593,59,"30, 27, 3, 6, 2, 5, 14, 20, 9, 19, 7, 1, 11, 15, 18, 21, 22, 25, 28, 31",3809840591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809840599,194,xrh2szvp5808no7zm1et2zf9,3809840589,30,"cym4wbw14zw1jh4jsp3sbyk0l, xrh2szvp5808no7zm1et2zf9, 92qqdiryqd8juqdjq8585476y, 49vfeofafswzu1f6rekqjbjhm, otan631zzfnq2sektkl3ywo9, 8qlz4omhgfnzyb2cgeou7xn56, draibw1vui84ciizu30az81jp, crn7i9243dnczl74jti8i5pzp, dw9fzixumboknmucqgqffurmy, 6u2ob6fv950r1qve8uejkq2uh, 9b7iei751ersl6ny0o0k8gn3d, 3o70kdbjt6w1aw7rkq3a4fecq, 85gmjxvy1g5aj1lcizegwuaui, ayx2iydekv69471d92zmpbbze, 47bjfjrtjv3uv5lnguc2ycg0k, 3hd9nxdb54zn4fhbf7qa7x0q1, 6n54br4iwdggqvid7oirzfn8q, 2ubad2kxha6n1c8c8sr2ogmad, 1py4bk2ik16w8lil31bghq99m, 446lrhzh79xugyt2pgnrwypnu",3809840601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810217245,197,665,3809840595,130,2,3809840597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658593,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-01T15:00:37.417Z,2022-10-01T15:00:37Z,3810223815,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658601,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-01T15:00:37.417Z,2022-10-01T21:11:22Z,3810223865,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658663,3,1,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,50.5,49.9,2022-10-01T15:00:37.473Z,2022-10-01T21:15:55Z,3810224221,56,Back,3810224223,140,39.9,3810224231,279,S,3812243419,178,,3810224229,213,3.2,3810224227,212,11.1,3810224225,141,49.7,,,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658687,4,1,1,0,1,z1wbqtd0fz5t5eezjvrbld3h,0,43.2,51,2022-10-01T15:00:39.394Z,2022-10-02T01:33:06Z,3810224337,213,0.7,3810224335,212,51.2,3810224327,155,,3812243643,178,,3810224339,1,,3810224331,140,79.7,3810224329,56,Left,3810224333,141,100.0,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658709,3,5,1,0,6,71ajatxnuhc5cnm3xvgdky49w,1,19.6,-1.2,2022-10-01T15:00:43.845Z,2022-10-01T21:16:02Z,3810224451,347,,3810224449,56,Back,3810224475,233,5,,,,,,,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658691,5,5,1,0,6,z1wbqtd0fz5t5eezjvrbld3h,0,80.4,101.2,2022-10-01T15:00:43.845Z,2022-10-01T21:16:03Z,3810224359,347,,3810224357,56,Left,3810224527,233,3,,,,,,,,,,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658887,4,1,1,0,14,71ajatxnuhc5cnm3xvgdky49w,1,17.2,0,2022-10-01T15:00:52.317Z,2022-10-02T01:33:05Z,3810225235,56,Back,3810225381,189,,3810225237,140,23.3,3810225241,212,14.8,3810225233,107,,3810225243,213,1.1,3810225239,141,18.2,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465658893,5,1,1,0,16,71ajatxnuhc5cnm3xvgdky49w,0,27,15.6,2022-10-01T15:00:54.394Z,2022-10-02T01:33:05Z,3810225265,140,32.4,3810225269,212,15.7,3810225267,141,37.1,3812244301,178,,3810225271,213,1.2,3810225263,56,Back,,,,,,,42vsnv2j6emkbynforgon4n2t,S. Prcić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
