id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2513068197,97,1,1,10,13,27xvwccz8kpmqsefjv2b2sc0o,1,19.1,11,2023-02-26T19:55:13.052Z,2023-02-27T02:30:56Z,4060608587,155,,4061005167,178,,4060452713,212,15.6,4060452707,56,Back,4060452711,141,25.6,4060452715,213,0.7,4060452709,140,30.5,,,,9jw0h4escxh3eqz8oh860r3yt,E. Bailly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513183615,1757,67,1,10,14,27xvwccz8kpmqsefjv2b2sc0o,1,38.5,17.8,2023-02-26T19:55:14.716Z,2023-02-27T02:30:56Z,4061080473,233,1402,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513183609,1402,67,1,10,14,2b3mar72yy8d6uvat1ka6tn3r,0,61.5,82.2,2023-02-26T19:55:14.717Z,2023-02-27T02:30:55Z,4061080479,233,1757,,,,,,,,,,,,,,,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069717,117,61,1,10,14,27xvwccz8kpmqsefjv2b2sc0o,0,37.6,18.6,2023-02-26T19:55:14.721Z,2023-02-27T02:30:55Z,4060461831,56,Back,4061005501,388,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068193,120,49,1,10,16,2b3mar72yy8d6uvat1ka6tn3r,1,66.2,70.5,2023-02-26T19:55:16.450Z,2023-02-27T02:30:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068205,121,1,1,10,16,2b3mar72yy8d6uvat1ka6tn3r,1,65.9,68.8,2023-02-26T19:55:16.608Z,2023-02-27T02:30:54Z,4060452767,140,73.1,4060452765,56,Center,4060452771,212,10.8,4060452769,141,57.5,4060452773,213,5.5,4061006093,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068201,98,43,1,10,17,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-26T19:55:17.359Z,2023-02-26T20:00:06Z,4060452745,213,1.7,4060452741,141,36.5,4060452755,156,0,4060452737,56,Back,4060462083,144,1,4060452743,212,7.4,4060452739,140,29.9,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068209,122,61,1,10,17,2b3mar72yy8d6uvat1ka6tn3r,0,66.4,65.1,2023-02-26T19:55:17.593Z,2023-02-27T02:30:53Z,4061006369,178,,4060452785,56,Center,,,,,,,,,,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068215,99,50,1,10,18,27xvwccz8kpmqsefjv2b2sc0o,1,35.4,34.6,2023-02-26T19:55:18.263Z,2023-02-27T02:30:53Z,4060452873,233,123,4061179643,286,,4060452813,56,Back,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068221,123,7,1,10,19,2b3mar72yy8d6uvat1ka6tn3r,0,64.6,65.4,2023-02-26T19:55:19.052Z,2023-02-27T02:30:52Z,4060452847,233,99,4060895329,385,,4061179641,285,,4061006677,178,,4060452839,56,Center,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513095143,440,61,1,10,20,27xvwccz8kpmqsefjv2b2sc0o,1,35.1,31.1,2023-02-26T19:55:20.373Z,2023-02-27T02:30:52Z,4061008037,178,,4060610093,56,Back,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068223,124,4,1,10,20,2b3mar72yy8d6uvat1ka6tn3r,1,66.4,68.7,2023-02-26T19:55:20.732Z,2023-02-27T02:30:51Z,4060452843,56,Center,4060453025,265,,4060453021,13,,4060456201,233,100,4060452845,286,,4060453023,152,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068261,100,4,1,10,20,27xvwccz8kpmqsefjv2b2sc0o,0,33.6,31.3,2023-02-26T19:55:20.733Z,2023-02-27T02:30:51Z,4060453059,285,,4060456205,233,124,4061008351,178,,4060453055,152,,4060453051,13,,4060453057,265,,4060453053,56,Back,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068565,127,1,1,11,8,2b3mar72yy8d6uvat1ka6tn3r,0,67.2,65.3,2023-02-26T19:56:07.858Z,2023-02-27T02:30:50Z,4060454585,155,,4060454587,152,,4060454593,141,44.3,4060454589,56,Center,4061008467,178,,4060454583,5,,4060454597,213,5.7,4060454595,212,27.8,c5ryhn04g9goikd0blmh83aol,L. Messi,4060454591,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068577,101,12,1,11,9,27xvwccz8kpmqsefjv2b2sc0o,1,6.8,54.2,2023-02-26T19:56:09.271Z,2023-02-27T02:30:50Z,4060454647,56,Back,4060454653,212,20.0,4060454665,15,,4060454649,140,18.7,4060454651,141,77.1,4060454655,213,0.9,4061008749,388,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069401,116,44,1,11,12,27xvwccz8kpmqsefjv2b2sc0o,1,18.3,71.9,2023-02-26T19:56:12.226Z,2023-02-27T02:30:49Z,4060460379,56,Back,4060460889,233,141,4060460381,285,,,,,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069555,141,44,1,11,12,2b3mar72yy8d6uvat1ka6tn3r,0,81.7,28.1,2023-02-26T19:56:12.227Z,2023-02-27T02:30:49Z,4060460953,233,116,4060460869,56,Center,4060460871,286,,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068591,102,12,1,11,12,27xvwccz8kpmqsefjv2b2sc0o,1,18.2,72.2,2023-02-26T19:56:12.298Z,2023-02-27T02:30:49Z,4061008931,388,,4060460933,141,76.5,4060460935,212,3.6,4060460929,140,20.2,4060454703,56,Back,4060461145,15,,4060460939,213,0.9,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069243,140,61,1,11,12,2b3mar72yy8d6uvat1ka6tn3r,1,82.3,27.4,2023-02-26T19:56:12.351Z,2023-02-27T02:30:48Z,4061009147,21,,4061009149,388,,4060459237,56,Center,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068607,128,1,1,11,13,2b3mar72yy8d6uvat1ka6tn3r,1,81.9,27.5,2023-02-26T19:56:13.722Z,2023-02-27T02:30:48Z,4060454785,141,29.4,4060454781,56,Center,4060454787,212,6.7,4060454789,213,2.9,4061009207,178,,4060454783,140,75.6,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068629,129,1,1,11,15,2b3mar72yy8d6uvat1ka6tn3r,1,77.2,29.1,2023-02-26T19:56:14.899Z,2023-02-27T02:30:47Z,4060454853,140,84.7,4061009329,178,,4060454859,213,5.4,4060454857,212,12.6,4060454855,141,14.6,4060454851,56,Right,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068637,130,1,1,11,18,2b3mar72yy8d6uvat1ka6tn3r,0,82.2,20.4,2023-02-26T19:56:17.863Z,2023-02-27T02:30:45Z,4060454903,140,89.6,4060454899,155,,4060899493,387,,4060454897,2,,4060899495,72,,4060899491,225,,4060454909,213,1.2,4060454907,212,19.4,cfg0ocm0b2icpagbtnzkrihn9,N. Mukiele,4060454901,56,Center,,4060454905,141,46.6,4061009595,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068641,103,12,1,11,19,27xvwccz8kpmqsefjv2b2sc0o,1,11.6,51.7,2023-02-26T19:56:19.556Z,2023-02-27T02:30:45Z,4060454933,15,,4060454923,56,Back,4061009769,388,,4060454929,212,4.9,4060454931,213,5.4,4060454927,141,46.1,4060454925,140,14.6,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068647,104,49,1,11,21,27xvwccz8kpmqsefjv2b2sc0o,1,18.8,46.5,2023-02-26T19:56:20.944Z,2023-02-27T02:30:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068665,105,1,1,11,21,27xvwccz8kpmqsefjv2b2sc0o,0,18.8,46.1,2023-02-26T19:56:21.029Z,2023-02-27T02:30:44Z,4060455021,213,5.6,4060455015,140,52.0,4060455011,157,,4060455017,141,4.3,4061009987,178,,4060455019,212,45.0,4060455023,1,,4060455013,56,Right,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068677,107,5,1,11,26,27xvwccz8kpmqsefjv2b2sc0o,0,51.4,-0.5,2023-02-26T19:56:26.524Z,2023-02-27T00:41:38Z,4060455071,347,,4060455069,56,Right,4060455117,233,132,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068685,132,5,1,11,26,2b3mar72yy8d6uvat1ka6tn3r,1,48.6,100.5,2023-02-26T19:56:26.524Z,2023-02-27T00:41:38Z,4060455101,56,Back,4060455111,233,107,4060455103,347,,,,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068717,133,1,1,11,42,2b3mar72yy8d6uvat1ka6tn3r,1,48.6,100,2023-02-26T19:56:42.317Z,2023-02-27T02:30:44Z,4060455303,1,,4060455289,107,,4060455299,212,24.4,4060455291,56,Left,4060455295,140,67.7,4060455297,141,81.5,4060455301,213,5.7,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068723,134,50,1,11,44,2b3mar72yy8d6uvat1ka6tn3r,1,62.5,82.2,2023-02-26T19:56:44.221Z,2023-02-27T02:30:43Z,4060455329,286,,4060455491,233,108,4060455327,56,Left,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068747,108,7,1,11,44,27xvwccz8kpmqsefjv2b2sc0o,1,37.5,17.8,2023-02-26T19:56:44.539Z,2023-02-27T02:30:42Z,4060455441,285,,4061010997,178,,4060900297,384,,4060455465,233,134,4060455439,56,Back,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068751,109,49,1,11,45,27xvwccz8kpmqsefjv2b2sc0o,1,37.1,14.5,2023-02-26T19:56:45.592Z,2023-02-27T02:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068775,110,1,1,11,47,27xvwccz8kpmqsefjv2b2sc0o,1,39,32.1,2023-02-26T19:56:47.721Z,2023-02-27T02:30:40Z,4060455581,212,12.3,4060455583,213,0.7,4060455579,141,43.9,4061011357,178,,4060455577,140,47.9,4060455575,56,Back,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068779,111,3,1,11,49,27xvwccz8kpmqsefjv2b2sc0o,1,50.7,38.6,2023-02-26T19:56:49.472Z,2023-02-27T02:30:39Z,4060455627,233,135,4060455605,56,Center,4060455607,286,,4060900409,465,,4061011655,178,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068767,135,45,1,11,49,2b3mar72yy8d6uvat1ka6tn3r,0,49.3,61.4,2023-02-26T19:56:49.472Z,2023-02-27T02:30:39Z,4060455535,56,Back,4060455537,285,,4060455633,233,111,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068797,112,1,1,11,50,27xvwccz8kpmqsefjv2b2sc0o,1,53.4,30.6,2023-02-26T19:56:50.266Z,2023-02-27T02:30:38Z,4060455723,141,17.0,4060455725,212,25.2,4060455721,140,75.7,4061011703,178,,4060455727,213,5.9,4060455719,56,Right,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068803,113,50,1,11,55,27xvwccz8kpmqsefjv2b2sc0o,1,89.5,36.3,2023-02-26T19:56:55.128Z,2023-02-27T02:30:37Z,4060455757,286,,4060455755,56,Center,4060455805,233,136,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068809,136,7,1,11,55,2b3mar72yy8d6uvat1ka6tn3r,1,10.5,63.7,2023-02-26T19:56:55.246Z,2023-02-27T02:30:36Z,4060455773,56,Back,4060455787,233,113,4061012919,389,,4060900871,14,,4060455871,167,,4060900683,385,,4060455775,285,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068819,114,6,1,11,57,27xvwccz8kpmqsefjv2b2sc0o,1,89.4,32.8,2023-02-26T19:56:57.450Z,2023-02-27T00:43:18Z,4060455873,56,Center,4060455901,233,137,4060455875,75,,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068823,137,6,1,11,57,2b3mar72yy8d6uvat1ka6tn3r,0,10.6,67.2,2023-02-26T19:56:57.450Z,2023-02-27T00:43:18Z,4060455879,56,Back,4060455883,73,,4060455913,233,114,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068933,115,27,1,12,19,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-26T19:57:19.669Z,2023-02-27T00:43:30Z,4060456691,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513068909,138,27,1,12,19,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-26T19:57:19.669Z,2023-02-27T00:43:31Z,4060456721,233,115,4060456467,41,Injury,4060456469,53,1qywnx1icmb4x7dbhhsck0vrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069805,118,28,1,15,6,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-02-26T20:00:06.294Z,2023-02-27T00:04:54Z,4060462089,233,142,4060462075,55,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069789,142,28,1,15,6,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-26T20:00:06.294Z,2023-02-27T00:04:54Z,4060461987,55,138,4060462099,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069841,143,18,1,15,7,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-26T20:00:07.629Z,2023-02-27T02:33:10Z,4060462297,59,3,4060462295,44,Defender,4060462333,55,144,4060462293,41,,,,,,,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069845,144,19,1,15,7,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-26T20:00:07.630Z,2023-02-27T02:33:11Z,4060462319,292,4,4060462325,55,143,4060462321,293,4,4060462317,59,15,4060462311,41,,4060462315,145,4,4060462323,44,Defender,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070277,159,40,1,15,15,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-26T20:00:15.465Z,2023-02-27T01:47:47Z,4060464863,30,"4cetkl0w2uq40ccti5ka6a4t1, cfg0ocm0b2icpagbtnzkrihn9, d3dv3vc71981v5oems59892sq, 8z0395s37qe2lqi9qsvyskgk5, 9adbv1dl7dp7vze3b9sarerbp, 5qg0coudjinnt978myh4n4n2t, cionsifzpx5rhc8es29wv6i95, f3v58fkymhrprt5gs0ccm29xx, 5e9ilgrz3tzg9kd1gk3yvrahh, c5ryhn04g9goikd0blmh83aol, 7fmhqt5geme4yv9cfnsp5lec5, 54w62kh31qyyu7tipmjlt95g5, ckjcm9q26zd6q8tkq0go6oxcl, dsmcqfl0e1be4ag7czbnolo15, ausceoo438aoxbb6gl8tpes16, atlhc604ri3rr4w012otutyj8, 2s2fzli5c7h9dfcertq2dwxec, 3vx94h32ahujciraspdayj9t6, 50kggsgofmeq6bos0kn5fyv2t",4060464873,194,8z0395s37qe2lqi9qsvyskgk5,4060464871,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4060464869,130,12,4060464867,59,"99, 26, 25, 5, 4, 15, 17, 8, 7, 30, 6, 14, 16, 28, 29, 31, 33, 44, 90",4060464865,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069929,119,1,1,15,25,27xvwccz8kpmqsefjv2b2sc0o,0,99.6,0.7,2023-02-26T20:00:25.532Z,2023-02-27T00:05:09Z,4060462871,155,,4060462869,6,,4060462877,140,90.3,4060462881,212,26.0,4060902131,72,,4060462875,56,Center,4060462867,2,,4060462879,141,36.1,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,4060960135,178,,,4060462883,213,2.0,4060462873,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069921,145,12,1,15,26,2b3mar72yy8d6uvat1ka6tn3r,1,4.7,68.4,2023-02-26T20:00:26.332Z,2023-02-27T02:30:36Z,4060462813,56,Back,4060960243,388,,4060462819,212,34.3,4060462815,140,35.8,4060462817,141,52.8,4060462825,15,,4060462821,213,6.0,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069943,120,1,1,15,31,27xvwccz8kpmqsefjv2b2sc0o,1,63.5,46.3,2023-02-26T20:00:30.761Z,2023-02-27T02:30:35Z,4060462981,212,11.8,4060462977,140,68.6,4060462975,56,Center,4060462983,213,1.1,4060462979,141,61.8,4060960399,178,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069957,121,1,1,15,33,27xvwccz8kpmqsefjv2b2sc0o,1,71.6,66.9,2023-02-26T20:00:33.246Z,2023-02-27T02:30:34Z,4060463075,140,78.1,4060463077,141,66.6,4060463083,213,6.3,4060960507,178,,4060463081,212,6.8,4060463073,56,Center,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069961,122,61,1,15,34,27xvwccz8kpmqsefjv2b2sc0o,1,81,66.3,2023-02-26T20:00:33.775Z,2023-02-27T02:30:34Z,4060463107,56,Center,4060960617,178,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069981,123,1,1,15,34,27xvwccz8kpmqsefjv2b2sc0o,0,84.6,68.3,2023-02-26T20:00:34.687Z,2023-02-27T02:30:33Z,4060463207,140,78.6,4060463205,56,Center,4060463211,212,6.6,4060960877,178,,4060463209,141,65.4,4060463213,213,3.4,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069979,146,49,1,15,35,2b3mar72yy8d6uvat1ka6tn3r,1,17.1,32.5,2023-02-26T20:00:35.198Z,2023-02-27T02:30:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069993,147,1,1,15,36,2b3mar72yy8d6uvat1ka6tn3r,1,14.7,34.4,2023-02-26T20:00:35.820Z,2023-02-27T02:30:32Z,4060463291,140,4.2,4060463297,212,13.0,4060463301,213,2.6,4060463289,56,Back,4060961175,178,,4060463293,141,44.6,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513069999,148,1,1,15,37,2b3mar72yy8d6uvat1ka6tn3r,0,3,47.2,2023-02-26T20:00:36.989Z,2023-02-27T02:30:31Z,4060463339,213,6.2,4060463329,157,,4060961225,178,,4060463335,141,44.6,4060463331,56,Back,4060463337,212,48.2,4060463333,140,48.9,4060463341,1,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070027,124,1,1,15,40,27xvwccz8kpmqsefjv2b2sc0o,1,54.9,54.4,2023-02-26T20:00:39.829Z,2023-02-27T02:30:31Z,4060961449,178,,4060463473,141,43.9,4060463477,213,5.8,4060463469,140,68.6,4060463475,212,16.1,4060463461,3,,4060463465,56,Center,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070049,125,1,1,15,42,27xvwccz8kpmqsefjv2b2sc0o,0,72.2,46.3,2023-02-26T20:00:41.833Z,2023-02-27T02:30:31Z,4060463567,140,76.8,4060463565,56,Center,4060463561,3,,4060463571,212,6.6,4060463569,141,39.7,4060463573,213,5.5,4060961781,388,,4060463563,168,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070055,149,1,1,15,43,2b3mar72yy8d6uvat1ka6tn3r,0,20.4,62.1,2023-02-26T20:00:42.929Z,2023-02-27T02:30:30Z,4060463593,157,,4060463603,213,6.0,4060961917,178,,4060463595,56,Back,4060463601,212,14.7,4060463605,1,,4060463597,140,34.0,4060463599,141,56.7,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070071,126,1,1,15,44,27xvwccz8kpmqsefjv2b2sc0o,1,71.5,40.1,2023-02-26T20:00:43.738Z,2023-02-27T02:30:30Z,4060463667,3,,4060463677,213,4.5,4060463669,56,Center,4060463671,140,70.1,4060463675,212,7.0,4060962177,388,,4060463673,141,30.1,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070073,127,49,1,15,44,27xvwccz8kpmqsefjv2b2sc0o,1,72.7,26.5,2023-02-26T20:00:44.655Z,2023-02-27T02:30:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070113,128,1,1,15,46,27xvwccz8kpmqsefjv2b2sc0o,1,71.2,22.5,2023-02-26T20:00:45.960Z,2023-02-27T02:30:28Z,4060463901,212,9.4,4060463903,213,5.4,4060463899,141,11.8,4060463895,56,Right,4060463897,140,76.9,4060962517,178,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070121,129,3,1,15,49,27xvwccz8kpmqsefjv2b2sc0o,1,78.1,5.3,2023-02-26T20:00:48.781Z,2023-02-27T02:10:50Z,4060902695,465,,4060962787,178,,4060463919,56,Right,4060463921,286,,4060463927,233,150,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513070107,150,45,1,15,49,2b3mar72yy8d6uvat1ka6tn3r,0,21.9,94.7,2023-02-26T20:00:48.781Z,2023-02-27T02:10:49Z,4060463879,285,,4060463877,56,Back,4060463933,233,129,,,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
