id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,assist,qualifier/18/value
2494438821,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-01-01T13:18:21.659Z,2023-01-01T13:53:52Z,3962448957,130,6,3962448959,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962448951,30,"2t05pfvho7i9w9w01zcz3gz4l, tca8ra7ew1b1uny96ku0ql05, 512mx8ixg85cbefyan94g82y1, 9br3ebcuzl5b755kwuxgey3md, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, aujgya83jg4eylvm7hjjbbasq, 7jj9gwpuk49bsm2ru06qb44wl, 9qk1hoxri8dee6yat0cateqxh, 7pv3n0vj8243p1di16regotsl, 6gdoxudvl1rgcn7d19e89p9ed, ea2tv9xaerk3oy6dr45ff3kd1, 3o7ktan6n28fn5fj7gel6qead, co59rv08x22hk5itwibbwq191, 6l4joooognq9a2zi3b521dhey, doc6xdg2vumiyoamostngr36d, 38cux1onwt3bxppreaklir7it, 4sjs5ktvkun9g96w6h5a39puc, 2fvrc1kbl7k48il02ekwiqove, baogzi00mwdclwbvkd618evv9",3962448963,197,6351,3962448955,59,"23, 13, 14, 22, 4, 27, 17, 12, 11, 9, 10, 3, 6, 7, 28, 29, 32, 35, 40, 97",3962448961,194,7jj9gwpuk49bsm2ru06qb44wl,3962448965,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962448953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494438893,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-01T13:20:12.783Z,2023-01-01T15:00:36Z,3962449389,194,f0e5posm9z0oma2t3u9k1qy95,3962449393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962449387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962449391,197,654,3962449385,130,2,3962449379,30,"f0e5posm9z0oma2t3u9k1qy95, bf2yxiyhdyipaxxxobt9i1gq1, 6i3zlo12dwcjy0tcnls1e35k9, cg1j982govx2perwr3rv33t1x, 3g217lvxyrxlzsyp0rmlvglp1, 53yrdwlr1pw23bxyxfg85npat, 7k0r5crdh9blj3edt31zwy0dm, crjrpkb5p430hludk5acmhjv9, 9yfnfwqog4y572aoe2iztnbv9, adswn2xpomwsi7zh022787mne, 6tedvat245ajkir9c4035i0np, 9dzyrffyz77zqmptudhdrh8lx, ctygavkrblcxra880nwej0bf9, oc04nz0mrmzeqpcbql3rbhlh, 1otm8rmlwrddxqeqelo6vhtec, bxb5trtzllty8eqteifyw4zit, 4a7x84pflda40oka94y36gwk, d3y4csfpvhzcowlusw9xe32eh, 1wx3vu5y4ic8dukeoxp9jh79w, 32ehg1wm714059vyzgltxy28l",3962449381,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3962449383,59,"1, 28, 93, 8, 21, 4, 7, 3, 10, 14, 27, 11, 16, 17, 20, 24, 29, 31, 33, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440419,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-01T14:00:27.856Z,2023-01-01T19:27:42Z,3962457679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440423,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-01-01T14:00:27.856Z,2023-01-01T14:00:31Z,3962457693,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440429,3,1,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,50,50,2023-01-01T14:00:28.026Z,2023-01-01T20:19:08Z,3962457731,213,2.9,3962457725,140,26.4,3962457733,279,S,3962457723,56,Back,3962997321,178,,3962457727,141,60.5,3962457729,212,25.8,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440433,4,1,1,0,3,750ustvk4jfqmo8q4gnrcxy7z,0,33.6,57,2023-01-01T14:00:30.936Z,2023-01-02T04:27:23Z,3962457759,213,5.6,3962457757,212,45.1,3962997351,178,,3962457761,1,,3962457753,140,67.4,3962457749,155,,3962457751,56,Right,3962457755,141,16.1,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440435,3,49,1,0,5,9bxav814mkuhueiyivyive82d,1,32,78.7,2023-01-01T14:00:33.847Z,2023-01-02T04:27:23Z,,,,,,,,,,,,,,,,,,,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440439,4,1,1,0,6,9bxav814mkuhueiyivyive82d,1,32.2,78.8,2023-01-01T14:00:33.993Z,2023-01-02T04:27:22Z,3962997433,178,,3962457775,56,Back,3962457783,213,3.8,3962457779,141,72.7,3962457781,212,6.4,3962457777,140,27.5,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440449,5,1,1,0,7,9bxav814mkuhueiyivyive82d,1,31.8,69.7,2023-01-01T14:00:35.637Z,2023-01-02T04:27:21Z,3962997461,178,,3962457825,141,91.8,3962457821,56,Back,3962457823,140,37.2,3962457829,213,1.2,3962457827,212,16.1,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440467,5,45,1,0,9,750ustvk4jfqmo8q4gnrcxy7z,0,59.4,8.3,2023-01-01T14:00:37.475Z,2023-01-02T04:27:20Z,3962457893,285,,3962457921,233,6,3962457891,56,Right,,,,,,,,,,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
