id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2522368253,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-03-19T13:23:04.126Z,2023-03-19T14:20:58Z,4109665449,59,"99, 2, 11, 3, 4, 15, 12, 25, 95, 10, 22, 7, 9, 13, 31, 40, 70, 91, 97",4109665451,130,17,4109665455,194,bzr6a9okokrgaskvsbl03xmtx,4109665445,30,"c6u4h9wy88ymj6whiz93jknv9, 1jdd1cmzaqalgkkl9vj4dcy51, bt2pm0it9f1o216uxo3abfpbd, 237j1qagaotsy5j9wo3xqfgtl, 1u990wv0bo82xqv2s0e8m8ic5, 6p7umqi0pvhgsjxool9yrcx78, bzr6a9okokrgaskvsbl03xmtx, 4obcheuxcvbu6zo3fyq3b6x91, 757jd3kvmh2izb7q7k8if209h, 4elohf5kyq6i1jmywfuzhh2ol, 7hn66gfq3xw08afo501l9x5as, aflbpdgjm6huba3f9t848d4o9, 3xbgtth9h7ywlkpdzy8rwkbth, 9bicv1fmrgltfrr726qrgio0k, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, 8s5u921me5pvsfyvysjgpu2qy, akz04kph7qmvbpk3auntlfowl, 16yp4b9n9a7dq2bld6qyt3oyc",4109665457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109665453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4109665447,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4109960239,197,15972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522370761,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-19T13:26:38.682Z,2023-03-19T13:59:59Z,4109678797,59,"40, 77, 3, 13, 6, 4, 7, 12, 21, 11, 10, 5, 9, 17, 22, 26, 32, 75, 90, 99",4109678793,30,"6wfwy94p5bm0zv3aku0urfq39, 859tcp8023r5cki7uju30l9t5, ccc0ytvrgtomxfunopwy2kij9, 7za8h1pgec0y2s1ihmkkfvpm2, 2snhhbt5230mm0rxigcqitqdx, daevawz3r1bzlhcbr7mj12h9l, 6ir1z8c3o7t4kqx04kw24i415, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, 71bl8lyjtmzn8ebwulcjnmu39, 6l1peb3xqu90lwythl9sti4lx, 1yj1kt2cx24nn4zt5h1ma1olx, b92hwrzx6l5wdf3z9g7dxo4bt, cr1n1i96xlepbvk90nl87o4yc, 7su502qxh7067jez2o33gn1be, d9kipffuuaweywowd5724bn6c, f2wjw84p0ztxt636u2ibnoxxx, a065rtv2lfh0rso33dfuah4ut, d8m8y59eum57eu7kiat38rkk5",4109678805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109678799,130,8,4109678801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109678795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109820195,197,651,4109678803,194,8yirlj1hpoqnuczpywgzlblxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399157,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-19T14:00:09.794Z,2023-03-19T23:49:55Z,4109820861,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399151,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-03-19T14:00:09.794Z,2023-03-19T14:00:10Z,4109820851,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399195,3,1,1,0,0,17o35s8assv3kamxowzz77k4r,1,50,50,2023-03-19T14:00:09.814Z,2023-03-20T01:05:22Z,4109821043,212,14.3,4109821047,279,S,4109821037,56,Back,4109821041,141,40.7,4109821045,213,3.6,4112047091,178,,4109821039,140,37.8,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399211,4,1,1,0,2,17o35s8assv3kamxowzz77k4r,1,38.3,41.2,2023-03-19T14:00:12.043Z,2023-03-20T06:40:05Z,4109821125,213,5.0,4109821119,140,46.5,4109821121,141,4.0,4112047245,178,,4109821115,155,,4109821117,56,Back,4109821123,212,26.7,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399229,5,1,1,0,4,17o35s8assv3kamxowzz77k4r,1,49.1,5.9,2023-03-19T14:00:13.796Z,2023-03-20T06:40:05Z,4109821195,56,Back,4109821203,213,3.0,4109821199,141,10.3,4112047583,178,,4109821201,212,17.3,4109821197,140,32.9,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399257,6,1,1,0,6,17o35s8assv3kamxowzz77k4r,1,32.9,13.1,2023-03-19T14:00:16.239Z,2023-03-20T06:40:04Z,4109821349,56,Back,4109821351,140,40.5,4109821355,212,9.2,4109821357,213,0.5,4109821353,141,19.8,4112047637,178,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399295,7,1,1,0,7,17o35s8assv3kamxowzz77k4r,1,38.2,23.4,2023-03-19T14:00:17.138Z,2023-03-20T06:40:03Z,4109821589,212,7.1,4112048173,178,,4109821591,213,4.0,4109821585,140,34.0,4109821583,56,Back,4109821587,141,15.2,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399337,8,1,1,0,8,17o35s8assv3kamxowzz77k4r,1,28.8,19.5,2023-03-19T14:00:18.608Z,2023-03-20T06:40:03Z,4112048789,178,,4109821797,213,2.2,4109821793,141,51.6,4109821791,140,13.6,4109821795,212,27.0,4109821789,56,Back,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
