id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/15/value,qualifier/16/value
2446203503,5,1,1,0,14,bx0cdmzr2gwr70ez72dorx82p,1,2.2,39.8,2022-08-14T15:05:21.927Z,2022-08-15T06:34:37Z,3706834871,155,,3706834873,56,Back,3706834881,213,5.6,3706834877,141,8.3,3706834879,212,33.4,3708752895,178,,3706834875,140,26.6,3706834883,1,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203533,6,1,1,0,17,bx0cdmzr2gwr70ez72dorx82p,1,22.7,7.7,2022-08-14T15:05:25.455Z,2022-08-15T06:34:36Z,3706835019,213,3.1,3706835015,212,9.6,3708753143,178,,3706835005,56,Back,3706835009,141,8.8,3706835007,140,13.6,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203559,7,1,1,0,20,bx0cdmzr2gwr70ez72dorx82p,1,11.2,5,2022-08-14T15:05:28.439Z,2022-08-15T06:34:35Z,3706835125,213,0.0,3706835121,141,6.5,3706835119,140,39.4,3706835115,155,,3706835123,212,29.6,3706835117,56,Back,3708753319,178,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203569,8,44,1,0,22,bx0cdmzr2gwr70ez72dorx82p,1,40.4,5.8,2022-08-14T15:05:30.549Z,2022-08-15T06:34:35Z,3706835153,56,Back,3706835155,285,,3706835157,233,7,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203567,7,44,1,0,22,71ajatxnuhc5cnm3xvgdky49w,0,59.6,94.2,2022-08-14T15:05:30.550Z,2022-08-15T06:34:34Z,3706835147,286,,3706835189,233,8,3706835145,56,Left,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203585,9,1,1,0,23,bx0cdmzr2gwr70ez72dorx82p,0,39.1,4.7,2022-08-14T15:05:30.691Z,2022-08-15T06:34:34Z,3706835251,56,Right,3706835253,140,50.2,3706835257,212,13.8,3706835249,168,,3706835255,141,15.7,3708753939,388,,3706835247,3,,3706835259,213,0.6,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446572575,1553,67,1,0,23,bx0cdmzr2gwr70ez72dorx82p,1,48.7,10,2022-08-14T15:05:31.553Z,2022-08-15T06:34:34Z,3708912817,233,1218,,,,,,,,,,,,,,,,,,,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446572573,1218,67,1,0,23,71ajatxnuhc5cnm3xvgdky49w,0,51.3,90,2022-08-14T15:05:31.554Z,2022-08-15T06:34:33Z,3708912821,233,1553,,,,,,,,,,,,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203733,11,1,1,0,24,bx0cdmzr2gwr70ez72dorx82p,0,48.6,9.2,2022-08-14T15:05:31.583Z,2022-08-15T06:34:33Z,3706836061,155,,3706836077,213,1.6,3706836063,56,Back,3706836073,212,3.8,3708754111,178,,3706836065,140,48.4,3706836069,141,14.8,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203579,8,43,1,0,25,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-14T15:05:33.253Z,2022-08-14T15:08:10Z,3706844239,144,8,3706835217,56,Left,,,,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203617,9,4,1,0,26,71ajatxnuhc5cnm3xvgdky49w,1,51.5,79,2022-08-14T15:05:33.793Z,2022-08-15T06:34:32Z,3706835395,286,,3706835433,233,10,3706835393,152,,3706835389,294,,3706835391,56,Left,3706835387,13,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203621,10,4,1,0,26,bx0cdmzr2gwr70ez72dorx82p,0,48.5,21,2022-08-14T15:05:33.794Z,2022-08-15T06:34:32Z,3708754247,178,,3706835407,13,,3706835411,294,,3706835413,56,Back,3706835447,233,9,3706835417,285,,3706835415,152,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203699,10,1,1,0,32,71ajatxnuhc5cnm3xvgdky49w,1,51.9,74.2,2022-08-14T15:05:40.195Z,2022-08-15T06:34:32Z,3706835879,140,34.6,3706835883,212,26.3,3706844981,189,,3706835873,5,,3708754415,178,,3706835875,152,,3706835881,141,46.2,3706835877,56,Back,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,3706835885,213,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203721,12,1,1,0,38,71ajatxnuhc5cnm3xvgdky49w,1,39.5,28.5,2022-08-14T15:05:45.854Z,2022-08-15T06:34:31Z,3706836015,212,21.5,3706845629,189,,3706836017,213,5.5,3708754615,178,,3706836013,141,5.9,3706836009,56,Right,3706836011,140,53.8,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203713,11,43,1,0,39,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-14T15:05:46.884Z,2022-08-14T15:08:30Z,3706845503,144,1,3706835975,213,4.8,3706835971,141,30.7,3706835969,140,35.4,3706835973,212,12.2,3706835967,56,Back,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203729,13,1,1,0,39,71ajatxnuhc5cnm3xvgdky49w,1,50.8,7.6,2022-08-14T15:05:47.363Z,2022-08-15T06:34:31Z,3706836045,140,39.4,3706836049,212,15.4,3706836047,141,21.8,3706836051,213,2.5,3706836043,56,Back,3708754759,178,,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203767,14,1,1,0,43,71ajatxnuhc5cnm3xvgdky49w,1,40.8,25.3,2022-08-14T15:05:50.971Z,2022-08-15T06:34:30Z,3706836223,155,,3706836231,141,94.2,3708754829,178,,3706836233,212,53.3,3706836229,140,65.0,3706836237,1,,3706836225,196,,3706836235,213,1.1,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,3706836227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203795,15,1,1,0,46,71ajatxnuhc5cnm3xvgdky49w,1,69.7,91.2,2022-08-14T15:05:54.108Z,2022-08-15T06:34:29Z,3706836385,213,6.2,3708755071,388,,3706836375,155,,3706836383,212,19.3,3706836379,140,88.0,3706836377,56,Left,3706836381,141,88.2,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446572931,1570,83,1,0,50,bx0cdmzr2gwr70ez72dorx82p,1,5.1,9.9,2022-08-14T15:05:58.209Z,2022-08-15T06:34:29Z,3708914879,399,115961,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203805,16,1,1,0,50,71ajatxnuhc5cnm3xvgdky49w,1,94.9,90.3,2022-08-14T15:05:58.252Z,2022-08-15T06:34:28Z,3706836445,213,3.1,3706836437,56,Left,3706836443,212,8.4,3708755773,178,,3706836441,141,90.6,3706836439,140,86.9,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446575651,1325,43,1,0,50,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-14T15:05:58.259Z,2022-08-15T04:12:40Z,3708935933,144,82,3708935917,178,0,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446573073,1235,67,1,0,51,71ajatxnuhc5cnm3xvgdky49w,1,90.4,93.6,2022-08-14T15:05:59.493Z,2022-08-15T06:34:28Z,3708915517,233,1583,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446573065,1583,67,1,0,51,bx0cdmzr2gwr70ez72dorx82p,0,9.6,6.4,2022-08-14T15:05:59.494Z,2022-08-15T06:34:28Z,3708915525,233,1235,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203809,17,1,1,0,51,71ajatxnuhc5cnm3xvgdky49w,0,88.5,94.1,2022-08-14T15:05:59.502Z,2022-08-15T06:34:27Z,3706836517,1,,3706836515,213,4.8,3706836503,2,,3707594405,224,,3706836511,141,40.6,3707594407,72,,3706836509,140,90.2,3708755981,178,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,3706836507,56,Center,3706836513,212,36.4,3706836505,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203815,12,12,1,0,53,bx0cdmzr2gwr70ez72dorx82p,1,8.4,51.9,2022-08-14T15:06:00.942Z,2022-08-15T06:34:27Z,3706836555,140,25.3,3706836559,212,25.0,3708757097,388,,3706836557,141,77.9,3706836561,213,0.8,3706836553,56,Back,3706836569,15,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203849,13,61,1,0,55,bx0cdmzr2gwr70ez72dorx82p,0,19.3,64.3,2022-08-14T15:06:02.737Z,2022-08-15T06:34:27Z,3708757417,21,,3706836747,56,Back,3708757421,388,,,,,,,,,,,,,,,,,6zerxodnjkvpko1ogfwd2hgyc,R. Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203855,14,5,1,0,58,bx0cdmzr2gwr70ez72dorx82p,0,22.8,101.4,2022-08-14T15:06:06.552Z,2022-08-15T01:20:36Z,3706836773,56,Back,3706836775,347,,3706837103,233,18,,,,,,,,,,,,,,,,6zerxodnjkvpko1ogfwd2hgyc,R. Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203903,18,5,1,0,58,71ajatxnuhc5cnm3xvgdky49w,1,77.2,-1.4,2022-08-14T15:06:06.552Z,2022-08-15T01:20:35Z,3706837071,233,14,3706837047,56,Right,3706837049,347,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203927,19,1,1,1,7,71ajatxnuhc5cnm3xvgdky49w,1,76.2,0,2022-08-14T15:06:14.583Z,2022-08-15T06:34:26Z,3706837175,56,Right,3706837183,141,20.5,3706837179,140,70.5,3706837187,213,2.0,3706837171,107,,3706837185,212,16.0,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203945,20,1,1,1,8,71ajatxnuhc5cnm3xvgdky49w,0,77.1,20.7,2022-08-14T15:06:15.968Z,2022-08-15T06:34:25Z,3706837241,140,76.3,3708757917,178,,3706837243,141,20.9,3706837247,213,3.0,3706837239,56,Right,3706837245,212,0.9,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203941,15,61,1,1,8,bx0cdmzr2gwr70ez72dorx82p,1,22.9,81,2022-08-14T15:06:16.204Z,2022-08-15T06:34:25Z,3706837233,56,Back,3708758371,178,,3708758369,21,,,,,,,,,,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203967,16,49,1,1,10,bx0cdmzr2gwr70ez72dorx82p,1,18,75.4,2022-08-14T15:06:18.089Z,2022-08-15T06:34:25Z,,,,,,,,,,,,,,,,,,,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446203995,17,1,1,1,13,bx0cdmzr2gwr70ez72dorx82p,1,17.5,90.2,2022-08-14T15:06:21.242Z,2022-08-15T06:34:23Z,3706837521,140,12.4,3706837519,56,Back,3708759069,178,,3706837523,141,75.6,3706837527,213,4.2,3706837525,212,11.3,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204059,18,1,1,1,14,bx0cdmzr2gwr70ez72dorx82p,1,13.5,77,2022-08-14T15:06:22.562Z,2022-08-15T06:34:23Z,3706837775,213,0.4,3708759185,178,,3706837767,56,Back,3706837773,212,12.9,3706837769,140,24.7,3706837771,141,84.9,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204065,20,1,1,1,15,bx0cdmzr2gwr70ez72dorx82p,1,19.1,79.1,2022-08-14T15:06:23.128Z,2022-08-15T06:34:22Z,3706850217,212,7.7,3706850215,141,90.3,3706850219,213,1.7,3708759343,178,,3706850211,56,Back,3706850213,140,18.4,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204061,19,1,1,1,17,bx0cdmzr2gwr70ez72dorx82p,0,14.6,96,2022-08-14T15:06:25.082Z,2022-08-15T06:34:21Z,3708759413,178,,3706837783,56,Back,3706837781,155,,3706837785,140,25.6,3706837789,212,12.1,3706837787,141,90.9,3706837791,213,6.0,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204057,21,1,1,1,18,71ajatxnuhc5cnm3xvgdky49w,0,74.5,5.7,2022-08-14T15:06:25.740Z,2022-08-15T06:34:21Z,3706837761,212,6.7,3706837757,140,79.7,3706837759,141,11.3,3706837763,213,0.6,3708759513,388,,3706837755,56,Right,3706837753,3,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204075,21,1,1,1,19,bx0cdmzr2gwr70ez72dorx82p,1,15,93.1,2022-08-14T15:06:26.930Z,2022-08-15T06:34:21Z,3708759615,388,,3706851285,213,5.7,3706851273,3,,3706851279,141,83.9,3706851275,56,Back,3706851277,140,23.2,3706851281,212,10.6,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204083,22,43,1,1,21,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-14T15:06:29.308Z,2022-08-14T15:12:56Z,3706861705,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204127,23,1,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,25.2,89.9,2022-08-14T15:06:31.513Z,2022-08-15T06:34:19Z,3706838111,212,12.7,3706838107,140,37.2,3706838105,56,Back,3708759737,178,,3706838113,213,0.1,3706838109,141,92.5,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204129,24,1,1,1,27,bx0cdmzr2gwr70ez72dorx82p,0,33.9,96.4,2022-08-14T15:06:34.683Z,2022-08-15T06:34:17Z,3706838123,212,4.2,3706838117,56,Back,3706838169,233,22,3706838125,213,3.8,3706838167,236,,3706838173,286,,3706838119,140,30.8,3706838121,141,92.6,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,3708760029,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204133,22,74,1,1,27,71ajatxnuhc5cnm3xvgdky49w,1,65.1,3.9,2022-08-14T15:06:34.738Z,2022-08-15T06:34:17Z,3706838257,233,24,3706838139,56,Right,3706838141,285,,3708760089,178,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204157,23,5,1,1,28,71ajatxnuhc5cnm3xvgdky49w,0,73.6,-1.2,2022-08-14T15:06:35.804Z,2022-08-15T01:22:19Z,3706838289,56,Right,3706838291,347,,3706838603,233,25,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204205,25,5,1,1,28,bx0cdmzr2gwr70ez72dorx82p,1,26.4,101.2,2022-08-14T15:06:35.804Z,2022-08-15T01:22:19Z,3706838551,56,Back,3706838593,233,23,3706838553,347,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
