id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2519122781,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-03-12T13:09:28.698Z,2023-03-12T14:06:35Z,4092492535,59,"30, 3, 15, 8, 4, 2, 6, 17, 27, 10, 21, 5, 7, 13, 14, 16, 19, 23, 26, 28",4092492539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092492543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092492529,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, 8yak0o9o7z5j5ribga3ui2cb9, 2rsqkarlkh6z8vrb0clfbz6xh, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, anr9qh585ctgk2d17zperhgix, aa0888u38mjc1euhofseazb2t, 1lnktjxx0mux4beo28cl54j1m, eswivc2a0iwwdly6ft8eh0ogl, cphxr8p8dhc1qeqfgdt7is4ph, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, ierx7puzqykloqwz9c5gsovd, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, b3xdln1shzyzwkhzdmbb2fqax, c44zop1hvob3cmgu2grj8m0yy, 187ytd6guq9q9ruo3thez7ey2, 684cguhktvth28ql6qgvvmcyc",4092492537,130,8,4092492531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092697967,197,13254,4092492541,194,eswivc2a0iwwdly6ft8eh0ogl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519126625,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-03-12T13:12:56.409Z,2023-03-12T14:14:10Z,4092511051,30,"cgqunmh8aw465fna15rdve8d1, e1ydpg4lqw2pnidfbsciv9pm1, dlzepva4fgihzwx4vfzagiy1h, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 9tdb905kq5becch102boicdex, 310zaj8t3k4c8aj54ml0n0kx5, boa0e436nc3u53cumlao9ulex, 36ylt0kjn7t0vajmelu4mbazu, bqq4tqw6tp68c1fya04onf6c5, dvtd4xsoihe7srn69irnng5w5, 8kcm8g1fpcqqslzmut1fdhotl, 2bfbi3t4aufb47wwt56ilzoyc, ce5uj6gdi8mallzswuxmbfg4q, 4lg41m643jf18dgax298bufpw, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 99yx7t2j59cyia4bkpi59q1as, 821ma6ofy7t9wtdvu1w6uni09, 9vwdme2e657vrezfixnimrv85",4092511061,194,dvtd4xsoihe7srn69irnng5w5,4092511057,130,10,4092511055,59,"1, 28, 3, 22, 5, 94, 10, 2, 19, 23, 15, 7, 11, 12, 24, 25, 26, 29, 30, 92",4092511059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092698323,197,15935,4092511063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092511053,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163499,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-03-12T13:59:57.781Z,2023-03-12T13:59:57Z,4092702387,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163513,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-03-12T13:59:57.781Z,2023-03-12T20:38:38Z,4092702459,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163517,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,49.9,50,2023-03-12T13:59:57.844Z,2023-03-13T00:20:32Z,4092702479,279,S,4092702475,212,7.8,4092702477,213,3.2,4092702471,140,42.5,4092702469,56,Back,4092702473,141,48.8,4095037273,178,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163527,4,1,1,0,1,4aghw9tyi8ba3ju1ne83gmf9w,1,41.2,48.7,2023-03-12T13:59:59.443Z,2023-03-13T05:52:27Z,4095037387,178,,4092702523,140,46.2,4092702519,56,Back,4092702529,213,6.2,4092702525,141,48.2,4092702527,212,5.3,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163549,5,1,1,0,2,4aghw9tyi8ba3ju1ne83gmf9w,1,49.3,47.9,2023-03-12T14:00:00.107Z,2023-03-13T05:52:27Z,4095037521,178,,4092702605,140,47.5,4092702609,212,5.3,4092702607,141,55.2,4092702603,56,Back,4092702611,213,1.9,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163571,6,1,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,1,47.3,54.1,2023-03-12T14:00:01.620Z,2023-03-13T05:52:26Z,4092702677,140,35.6,4092702683,213,2.3,4095037643,178,,4092702679,141,73.9,4092702675,56,Back,4092702681,212,18.2,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163573,7,1,1,0,5,4aghw9tyi8ba3ju1ne83gmf9w,1,35.8,62.3,2023-03-12T14:00:02.936Z,2023-03-13T05:52:25Z,4093043115,213,1.1,4093043111,141,87.0,4095037693,178,,4093043113,212,19.0,4093043109,140,44.2,4092702689,56,Back,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163587,8,3,1,0,9,4aghw9tyi8ba3ju1ne83gmf9w,1,56.1,86.1,2023-03-12T14:00:06.904Z,2023-03-13T05:31:38Z,4092706073,233,10,4094193139,464,,4092702765,56,Left,4095037763,178,,4092702767,286,,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164225,10,45,1,0,9,75qj99fhg5c0ztj2tva5u4uii,0,43.9,13.9,2023-03-12T14:00:06.904Z,2023-03-13T05:31:38Z,4092706111,233,8,4092705855,285,,4092705853,56,Back,,,,,,,,,,,,,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163623,10,1,1,0,11,4aghw9tyi8ba3ju1ne83gmf9w,1,59.1,82,2023-03-12T14:00:09.109Z,2023-03-13T05:52:23Z,4092702893,140,64.8,4095037819,178,,4092702895,141,75.4,4092702899,213,5.6,4092702897,212,7.5,4092702891,56,Center,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163603,9,43,1,0,11,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-03-12T14:00:09.504Z,2023-03-12T14:50:59Z,4092702833,286,0,4092702831,56,Left,4093045829,144,3,4092741073,233,56,,,,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519171123,56,43,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-03-12T14:00:09.504Z,2023-03-12T14:51:08Z,4092740777,285,0,4093046453,144,45,4092740775,56,Back,,,,,,,,,,,,,,,,e1ydpg4lqw2pnidfbsciv9pm1,F. El Melali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163627,11,1,1,0,12,4aghw9tyi8ba3ju1ne83gmf9w,0,64.2,75.5,2023-03-12T14:00:10.058Z,2023-03-13T05:52:23Z,4092702913,140,68.4,4092702915,141,92.9,4095037885,178,,4092702919,213,1.2,4092702917,212,12.6,4092702911,56,Left,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163645,3,49,1,0,12,75qj99fhg5c0ztj2tva5u4uii,1,31.6,11.6,2023-03-12T14:00:10.582Z,2023-03-13T05:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,e1ydpg4lqw2pnidfbsciv9pm1,F. El Melali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163651,4,61,1,0,13,75qj99fhg5c0ztj2tva5u4uii,0,32.5,9.9,2023-03-12T14:00:11.460Z,2023-03-13T05:52:21Z,4092703021,56,Back,4095038193,389,,,,,,,,,,,,,,,,,,,,e1ydpg4lqw2pnidfbsciv9pm1,F. El Melali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163679,12,1,1,0,15,4aghw9tyi8ba3ju1ne83gmf9w,0,60.5,88.1,2023-03-12T14:00:12.842Z,2023-03-13T05:52:20Z,4094204371,212,3.5,4094204475,286,,4092703177,56,Left,4094630913,233,5,4094204369,141,85.5,4094204473,236,,4095038335,178,,4094204365,140,57.6,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,4094204375,213,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163665,5,74,1,0,15,75qj99fhg5c0ztj2tva5u4uii,1,39.4,12.8,2023-03-12T14:00:12.922Z,2023-03-13T05:52:20Z,4094204539,285,,4094630925,233,12,4095039083,178,,4092703071,56,Back,,,,,,,,,,,,,e1ydpg4lqw2pnidfbsciv9pm1,F. El Melali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163689,13,1,1,0,16,4aghw9tyi8ba3ju1ne83gmf9w,1,56.6,88.7,2023-03-12T14:00:14.303Z,2023-03-13T05:52:20Z,4093048481,140,60.5,4093048487,213,5.6,4093048485,212,5.3,4092703227,56,Left,4095039163,178,,4093048483,141,83.7,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519229803,561,61,1,0,16,4aghw9tyi8ba3ju1ne83gmf9w,1,55.4,87.4,2023-03-12T14:00:14.375Z,2023-03-13T05:52:19Z,4095039229,178,,4093048767,56,Left,,,,,,,,,,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
