id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2537069145,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-04-22T14:07:15.604Z,2023-04-22T15:15:48Z,4208515109,194,7jj9gwpuk49bsm2ru06qb44wl,4208515103,59,"16, 97, 14, 95, 4, 27, 6, 12, 11, 7, 9, 5, 10, 17, 19, 22, 29, 35, 40, 77",4208515099,30,"cglp4k40r1t672m7j0eb5ktsl, baogzi00mwdclwbvkd618evv9, 512mx8ixg85cbefyan94g82y1, 5rh9yiue1qnabbwoyweyus5t6, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, 3o7ktan6n28fn5fj7gel6qead, 7jj9gwpuk49bsm2ru06qb44wl, 9qk1hoxri8dee6yat0cateqxh, co59rv08x22hk5itwibbwq191, 7pv3n0vj8243p1di16regotsl, 23kk95p8zf228zmyocxamga1h, 6gdoxudvl1rgcn7d19e89p9ed, aujgya83jg4eylvm7hjjbbasq, 1py4bk2ik16w8lil31bghq99m, 9br3ebcuzl5b755kwuxgey3md, doc6xdg2vumiyoamostngr36d, 4sjs5ktvkun9g96w6h5a39puc, 2fvrc1kbl7k48il02ekwiqove, b187awt0wdxh20fx1rn5vgewa",4208515111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209023815,197,4727,4208515105,130,17,4208515107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208515101,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081791,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-04-22T14:13:03.189Z,2023-04-22T14:56:43Z,4208580733,130,8,4208580739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209024251,197,15939,4208580729,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208580727,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, bfdco9clf3dwltaogfhv5v0et, e211nih87ou9t8crzjbbzhexh, avk0vktquq3oum9w6dyodlz6y, 4st4hurqbtyzw1tbkzuuk78fe, 7nivkfkngr374fx5totgektm1, b8dd5q3n5irlkcv0ekzqhzc2x, 3pz4ro9b1u6u45gs7d6apmo5x, a35r6fa79ipqqktiff3uhz6j9, fij46jr9fq43444gr1y8tl9l, 17q3e6g2gvlnpwnzf9d6a9eqd, 6q793p9lurdevqmetgoke54wk, c1fcxha3l058brl1925muv2l1, e5xxqwz0sdlwkkmp8bgs1k6w9, 2t05pfvho7i9w9w01zcz3gz4l, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",4208580737,194,e211nih87ou9t8crzjbbzhexh,4208580735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208580731,59,"30, 18, 31, 28, 6, 4, 23, 20, 9, 10, 7, 5, 8, 15, 16, 22, 25, 26, 27, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167393,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-04-22T15:00:11.538Z,2023-04-22T15:00:11Z,4209034919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167409,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-04-22T15:00:11.538Z,2023-04-22T21:02:17Z,4209034987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167423,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,50,50,2023-04-22T15:00:11.575Z,2023-04-22T23:37:48Z,4209035031,140,40.4,4209035037,213,3.6,4209035035,212,11.2,4209035029,56,Back,4211285281,178,,4209035039,279,S,4209035033,141,42.7,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167479,4,1,1,0,2,be2k34rut1lz79jxenabttqlc,1,41.6,42.4,2023-04-22T15:00:13.592Z,2023-04-23T06:53:23Z,4209035313,213,4.9,4209035309,141,3.8,4211285441,178,,4209035307,140,47.1,4209035305,56,Back,4209035311,212,26.9,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167489,5,1,1,0,5,be2k34rut1lz79jxenabttqlc,1,44.3,11.9,2023-04-22T15:00:16.786Z,2023-04-23T06:53:22Z,4211285797,178,,4209035355,213,1.7,4209035351,141,25.5,4209035349,140,43.3,4209035347,56,Back,4209035353,212,9.3,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167505,6,1,1,0,5,be2k34rut1lz79jxenabttqlc,1,46.3,24.1,2023-04-22T15:00:17.428Z,2023-04-23T06:53:22Z,4209035423,56,Back,4209035429,212,14.1,4211285933,178,,4209035431,213,3.1,4209035427,141,24.1,4209035425,140,32.9,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167543,7,1,1,0,7,be2k34rut1lz79jxenabttqlc,1,34.8,26.7,2023-04-22T15:00:19.373Z,2023-04-23T06:53:21Z,4209035589,140,36.4,4209035595,213,1.5,4209035591,141,53.7,4209035593,212,18.4,4209035587,56,Back,4211286213,178,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537167617,8,1,1,0,10,be2k34rut1lz79jxenabttqlc,1,39.3,52.1,2023-04-22T15:00:21.893Z,2023-04-23T06:53:20Z,4209035949,141,86.9,4209035957,213,0.4,4209035937,155,,4209035953,212,60.0,4209035961,1,,4209035941,56,Left,4209035945,140,91.8,4211286409,178,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
