id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/19/value
2502011863,5,1,1,0,11,2cjpmotqo8phcqfpgo9xf4gel,1,52.9,64.9,2023-01-29T14:00:29.786Z,2023-01-30T08:47:45Z,4004002345,178,,4002218765,3,,4002218771,141,79.8,4002218769,140,46.9,4002218767,56,Back,4002218773,212,11.9,4002218775,213,2.1,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011867,6,49,1,0,13,2cjpmotqo8phcqfpgo9xf4gel,1,48.6,76.2,2023-01-29T14:00:31.282Z,2023-01-30T08:47:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011893,7,1,1,0,13,2cjpmotqo8phcqfpgo9xf4gel,1,48.7,76.2,2023-01-29T14:00:31.338Z,2023-01-30T08:47:44Z,4004002371,178,,4002218957,213,0.6,4002218949,56,Left,4002218951,140,65.9,4002218953,141,92.6,4002218955,212,21.2,,,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011905,8,61,1,0,14,2cjpmotqo8phcqfpgo9xf4gel,0,60,82.2,2023-01-29T14:00:33.051Z,2023-01-30T08:47:43Z,4004002381,178,,4002218989,56,Left,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502355457,1547,67,1,0,15,9bxav814mkuhueiyivyive82d,1,39.6,10.5,2023-01-29T14:00:33.991Z,2023-01-30T08:47:42Z,4004048857,233,1254,,,,,,,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502355453,1254,67,1,0,15,2cjpmotqo8phcqfpgo9xf4gel,0,60.4,89.5,2023-01-29T14:00:33.992Z,2023-01-30T08:47:42Z,4004048869,233,1547,,,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011891,7,12,1,0,15,9bxav814mkuhueiyivyive82d,1,37.9,10.3,2023-01-29T14:00:34.059Z,2023-01-30T08:47:41Z,4002218945,56,Back,4003254517,213,4.5,4002218943,167,,4003254511,140,36.0,4004002389,178,,4003254515,212,8.5,4003254513,141,0.0,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011899,8,5,1,0,16,9bxav814mkuhueiyivyive82d,0,35.4,-1.7,2023-01-29T14:00:34.905Z,2023-01-30T03:35:25Z,4002218979,347,,4002219287,233,9,4002218977,56,Back,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011949,9,5,1,0,16,2cjpmotqo8phcqfpgo9xf4gel,1,64.6,101.7,2023-01-29T14:00:34.905Z,2023-01-30T03:35:25Z,4002219199,347,,4002219193,56,Left,4002219255,233,8,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012083,10,1,1,0,26,2cjpmotqo8phcqfpgo9xf4gel,1,63.5,100,2023-01-29T14:00:44.753Z,2023-01-30T08:47:41Z,4002219785,213,4.3,4002219783,212,8.7,4002219777,56,Left,4002219779,140,60.4,4002219781,141,89.5,4002219775,107,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012123,11,1,1,0,27,2cjpmotqo8phcqfpgo9xf4gel,1,61.3,91.5,2023-01-29T14:00:45.466Z,2023-01-30T08:47:40Z,4002219965,213,6.0,4002219963,212,19.4,4002219959,140,79.2,4002219957,56,Left,4002219961,141,84.3,4002219955,155,,4004002423,178,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012133,12,61,1,0,29,2cjpmotqo8phcqfpgo9xf4gel,0,78.3,84.7,2023-01-29T14:00:47.818Z,2023-01-30T08:47:40Z,4002220001,56,Left,4004002449,178,,,,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012157,9,5,1,0,31,9bxav814mkuhueiyivyive82d,1,22.2,-1.6,2023-01-29T14:00:50.010Z,2023-01-30T03:35:50Z,4002220147,347,,4002220165,233,13,4002220145,56,Back,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012141,13,5,1,0,31,2cjpmotqo8phcqfpgo9xf4gel,0,77.8,101.6,2023-01-29T14:00:50.010Z,2023-01-30T03:35:50Z,4002220037,347,,4002220173,233,9,4002220035,56,Left,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012299,10,1,1,0,39,9bxav814mkuhueiyivyive82d,1,24.6,0,2023-01-29T14:00:58.252Z,2023-01-30T08:47:39Z,4002220779,213,0.3,4002220777,212,18.9,4002220775,141,5.3,4002220773,140,42.0,4002220769,107,,4002220771,56,Back,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012307,11,61,1,0,42,9bxav814mkuhueiyivyive82d,0,44.2,6.5,2023-01-29T14:01:00.490Z,2023-01-30T08:47:39Z,4002220791,56,Back,4004002477,178,,,,,,,,,,,,,,,,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012327,14,49,1,0,43,2cjpmotqo8phcqfpgo9xf4gel,1,56.5,93.1,2023-01-29T14:01:01.800Z,2023-01-30T08:47:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012377,15,1,1,0,44,2cjpmotqo8phcqfpgo9xf4gel,1,56.4,95.1,2023-01-29T14:01:02.482Z,2023-01-30T08:47:37Z,4002221113,213,6.2,4002221109,141,93.6,4002221111,212,21.0,4002221107,140,76.4,4002221105,56,Left,4002221103,155,,4004002495,178,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012415,16,1,1,0,46,2cjpmotqo8phcqfpgo9xf4gel,0,72.7,95.5,2023-01-29T14:01:04.865Z,2023-01-30T08:47:36Z,4002221269,212,10.1,4002221271,213,5.2,4002221267,141,82.3,4002221263,56,Left,4002221265,140,77.2,4002221261,155,,4004002507,178,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012441,12,1,1,0,48,9bxav814mkuhueiyivyive82d,0,23.8,18.1,2023-01-29T14:01:06.857Z,2023-01-30T08:47:36Z,4002221363,213,6.2,4002221349,3,,4002221359,141,17.3,4002221357,140,29.0,4004002531,388,,4002221361,212,5.5,4002221353,56,Back,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012529,17,1,1,0,50,2cjpmotqo8phcqfpgo9xf4gel,1,74.6,85.9,2023-01-29T14:01:08.338Z,2023-01-30T08:47:35Z,4002221749,212,9.3,4002221747,141,95.1,4004002547,178,,4002221745,140,81.1,4002221743,56,Left,4002221741,155,,4002221751,213,0.7,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012567,18,1,1,0,53,2cjpmotqo8phcqfpgo9xf4gel,1,80,96.6,2023-01-29T14:01:11.506Z,2023-01-30T08:47:34Z,4002221903,56,Center,4002221905,140,73.5,4004002557,178,,4002221901,155,,4002221909,212,27.3,4002221911,213,4.5,4002221907,141,57.7,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012631,19,1,1,0,56,2cjpmotqo8phcqfpgo9xf4gel,0,69.9,56.9,2023-01-29T14:01:14.553Z,2023-01-30T08:47:33Z,4002222153,212,22.8,4002222145,155,,4002222155,213,0.2,4002222151,141,62.9,4002222149,140,91.3,4002222147,56,Center,4004002573,178,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012727,13,8,1,0,58,9bxav814mkuhueiyivyive82d,1,11.9,35.6,2023-01-29T14:01:16.679Z,2023-01-30T08:47:33Z,4002222533,56,Back,4003269445,385,,4004002593,178,,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012635,20,43,1,1,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-29T14:01:18.588Z,2023-01-29T14:01:34Z,4002222163,56,Center,4002223181,144,61,,,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012735,14,6,1,1,0,9bxav814mkuhueiyivyive82d,0,1.6,34.4,2023-01-29T14:01:18.697Z,2023-01-30T03:36:54Z,4002222561,73,,4002222559,56,Back,4002223145,233,21,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012655,21,6,1,1,0,2cjpmotqo8phcqfpgo9xf4gel,1,98.4,65.6,2023-01-29T14:01:18.697Z,2023-01-30T03:36:54Z,4002223095,73,,4002222253,56,Center,4002223119,233,14,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013757,22,1,1,2,0,2cjpmotqo8phcqfpgo9xf4gel,1,99.6,99.1,2023-01-29T14:02:18.971Z,2023-01-30T03:37:01Z,4002227095,56,Center,4004002627,178,,4002227093,223,,4002227091,155,,4002227099,141,41.7,4002227097,140,92.7,4002227087,2,,4002227101,212,39.7,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,4003270661,20,4002227103,213,4.5,4002227089,6,4002227105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013773,23,1,1,2,2,2cjpmotqo8phcqfpgo9xf4gel,0,92.8,42.1,2023-01-29T14:02:21.064Z,2023-01-30T08:47:32Z,4002227179,140,96.1,4002227181,141,56.2,4002227185,213,1.2,4004002643,388,,4002227183,212,10.2,4002227177,56,Center,4002227175,3,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013799,15,12,1,2,3,9bxav814mkuhueiyivyive82d,1,3.4,50.1,2023-01-29T14:02:21.720Z,2023-01-30T08:47:32Z,4002227343,56,Back,4002227345,140,25.6,4002227351,213,0.1,4002227349,212,23.3,4004002661,388,,4002227377,15,,4002227347,141,51.9,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502067381,434,44,1,2,5,2cjpmotqo8phcqfpgo9xf4gel,1,83.4,49.3,2023-01-29T14:02:23.725Z,2023-01-30T08:47:31Z,4002501573,56,Center,4002501575,286,,4002503331,233,442,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502067689,442,44,1,2,5,9bxav814mkuhueiyivyive82d,0,16.6,50.7,2023-01-29T14:02:23.726Z,2023-01-30T08:47:31Z,4002503357,233,434,4002503313,285,,4002503311,56,Back,,,,,,,,,,,,,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502067389,435,61,1,2,5,2cjpmotqo8phcqfpgo9xf4gel,1,82.9,50,2023-01-29T14:02:23.844Z,2023-01-30T08:00:58Z,4004002753,178,,4002501631,56,Center,4004002795,21,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502067747,443,61,1,2,5,9bxav814mkuhueiyivyive82d,1,16.9,50.5,2023-01-29T14:02:23.863Z,2023-01-30T08:47:31Z,4004002773,388,,4004002771,21,,4002503625,56,Back,,,,,,,,,,,,,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502067995,444,61,1,2,6,9bxav814mkuhueiyivyive82d,0,20,48.8,2023-01-29T14:02:24.851Z,2023-01-30T08:47:30Z,4002504963,56,Back,4004002679,21,,4004002681,388,,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013825,24,61,1,2,7,2cjpmotqo8phcqfpgo9xf4gel,0,80.8,48.3,2023-01-29T14:02:25.541Z,2023-01-30T08:47:30Z,4004002719,388,,4002227471,56,Center,4004002717,21,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502349105,958,67,1,2,7,9bxav814mkuhueiyivyive82d,1,19,52.7,2023-01-29T14:02:25.973Z,2023-01-30T08:47:29Z,4004011847,233,821,,,,,,,,,,,,,,,,,,,,,,3o7ktan6n28fn5fj7gel6qead,Y. M'Changama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502349103,821,67,1,2,7,2cjpmotqo8phcqfpgo9xf4gel,0,81,47.3,2023-01-29T14:02:25.974Z,2023-01-30T08:47:29Z,4004011853,233,958,,,,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013967,16,12,1,2,7,9bxav814mkuhueiyivyive82d,1,19.5,53.6,2023-01-29T14:02:25.999Z,2023-01-30T08:47:28Z,4002228151,141,34.0,4002228143,56,Back,4002228157,212,15.6,4002228147,140,27.3,4002228161,213,5.3,4004002881,178,,,,,,,,3o7ktan6n28fn5fj7gel6qead,Y. M'Changama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013945,25,1,1,2,10,2cjpmotqo8phcqfpgo9xf4gel,0,66.9,65.1,2023-01-29T14:02:28.350Z,2023-01-30T08:47:28Z,4002506423,140,64.4,4002506425,141,71.7,4002506429,213,2.1,4004002887,178,,4002228035,56,Center,4002506427,212,5.2,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502068287,445,61,1,2,10,9bxav814mkuhueiyivyive82d,1,33.9,32.2,2023-01-29T14:02:28.527Z,2023-01-30T08:47:28Z,4002506505,56,Back,4004002893,178,,,,,,,,,,,,,,,,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013961,26,1,1,2,11,2cjpmotqo8phcqfpgo9xf4gel,1,65.1,68.8,2023-01-29T14:02:29.850Z,2023-01-30T08:47:27Z,4002228131,141,83.1,4002228135,213,0.9,4002228133,212,12.4,4002228127,56,Left,4004002901,178,,4002228129,140,72.5,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013973,17,45,1,2,14,9bxav814mkuhueiyivyive82d,0,29.1,17.7,2023-01-29T14:02:32.682Z,2023-01-30T08:47:25Z,4002228169,56,Back,4002228171,285,,4002228409,233,27,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013989,27,3,1,2,14,2cjpmotqo8phcqfpgo9xf4gel,1,70.9,82.3,2023-01-29T14:02:32.682Z,2023-01-30T08:47:25Z,4003272653,464,,4004002907,178,,4002228247,56,Left,4002228331,233,17,4002228249,286,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014005,28,50,1,2,15,2cjpmotqo8phcqfpgo9xf4gel,1,78.3,71.1,2023-01-29T14:02:34.227Z,2023-01-30T08:28:02Z,4002228309,56,Center,4002228529,233,18,4002228311,286,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014041,18,7,1,2,16,9bxav814mkuhueiyivyive82d,1,21.7,28.9,2023-01-29T14:02:34.868Z,2023-01-30T08:28:03Z,4003272873,384,,4004002953,178,,4002228493,233,28,4002228465,285,,4002228463,56,Back,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
