id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/8/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/19/value
2454928299,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-09-03T14:13:37.097Z,2022-09-03T15:00:17Z,3753263877,194,7jj9gwpuk49bsm2ru06qb44wl,3753263879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753263869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753263867,30,"2t05pfvho7i9w9w01zcz3gz4l, 81yqeo02okqakoiura0wnxv1m, 512mx8ixg85cbefyan94g82y1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 54juxpmaqnby6kht5j87caoyd, co59rv08x22hk5itwibbwq191, 9br3ebcuzl5b755kwuxgey3md, 7pv3n0vj8243p1di16regotsl, baogzi00mwdclwbvkd618evv9, doc6xdg2vumiyoamostngr36d, 247ipjjd0cak2sggwbuorx4yy, ea2tv9xaerk3oy6dr45ff3kd1, 3o7ktan6n28fn5fj7gel6qead, 6gdoxudvl1rgcn7d19e89p9ed, 9qk1hoxri8dee6yat0cateqxh, cglp4k40r1t672m7j0eb5ktsl, aujgya83jg4eylvm7hjjbbasq, 4yltz3q1eazj539x18uc85l62, dhk8g3ptwjf297ix0rcvgydhx",3753263871,59,"23, 26, 14, 12, 4, 20, 7, 22, 9, 97, 29, 2, 3, 6, 10, 11, 16, 17, 18, 21",3753263875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753263873,130,7,3753708095,197,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454937619,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-09-03T14:17:38.669Z,2022-09-03T14:59:57Z,3753312477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753312479,194,8s259ktv9j6ei0f8rh2msqfh1,3753312467,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753312475,130,17,3753312481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753312471,59,"16, 29, 7, 23, 5, 99, 21, 27, 11, 17, 8, 3, 6, 13, 18, 22, 30, 36, 70, 77",3753312463,30,"26atxu4fr8f87oi8mt6z70mhh, 2p70qo9oxplufwnhlrl2b8v3e, c4w6l0ha9pvwljyh3aejqz3yt, 9j742o5vdc7d54x1xdz4t9ck5, 74edqcuzfzy7nswqzn0v3pe22, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, d1d3v27d4r6vme6n2w5umaacp, cip5lla8zu8gru2m4popsstlh, 290xjx3h327rl40wbn7hzrtg5, 9jw0h4escxh3eqz8oh860r3yt, asvqr3i5wcjiajxipt1qvldyh, a68fosxpgtyxj64ex9f6nget, 5rh9yiue1qnabbwoyweyus5t6, ekm47qd8w1x0456lm1tmf5re1, dqsslq1iz1azubowq3anwws4q, 4dbs7cgevy096gouv60eurh05, vl1b0gayryiqvl5dlukpmswl, bt2h27b7sfmsa5w6tnfp7lw4p",3753708417,197,16231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013571,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-09-03T15:00:05.042Z,2022-09-03T22:45:45Z,3753714321,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013579,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-09-03T15:00:05.042Z,2022-09-03T15:00:07Z,3753714345,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013599,3,1,1,0,0,9bxav814mkuhueiyivyive82d,1,50,50,2022-09-03T15:00:05.068Z,2022-09-03T23:10:22Z,3753714451,213,3.1,3753714455,279,S,3753714435,56,Back,3753714443,141,49.9,3755955143,178,,3753714439,140,36.0,3753714447,212,14.7,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013627,4,1,1,0,2,9bxav814mkuhueiyivyive82d,1,39.1,48.5,2022-09-03T15:00:07.182Z,2022-09-04T02:27:46Z,3755955353,178,,3753714551,141,15.8,3753714545,56,Back,3753714555,212,26.5,3753714561,213,4.1,3753714549,140,25.4,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013657,5,1,1,0,4,9bxav814mkuhueiyivyive82d,0,34,21.3,2022-09-03T15:00:09.625Z,2022-09-04T02:27:45Z,3753714707,155,,3753714715,141,75.2,3753714711,56,Center,3753714713,140,68.9,3753714721,1,,3755955377,178,,3753714719,213,0.8,3753714717,212,51.8,81yqeo02okqakoiura0wnxv1m,P. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013709,3,1,1,0,7,27xvwccz8kpmqsefjv2b2sc0o,1,29,24.1,2022-09-03T15:00:12.777Z,2022-09-04T02:27:44Z,3753714899,56,Back,3755955799,388,,3753714897,3,,3753714907,213,2.6,3753714901,140,22.2,3753714903,141,30.8,3753714905,212,8.5,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013719,4,49,1,0,8,27xvwccz8kpmqsefjv2b2sc0o,1,23.2,34.7,2022-09-03T15:00:13.902Z,2022-09-04T02:27:44Z,,,,,,,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013789,5,1,1,0,10,27xvwccz8kpmqsefjv2b2sc0o,1,21.3,28.7,2022-09-03T15:00:15.958Z,2022-09-04T02:27:43Z,3753715217,213,5.3,3753715211,140,30.9,3753715213,141,4.3,3753715215,212,19.4,3755956095,178,,3753715209,56,Back,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
