id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/16/value,qualifier/13/value,assist,qualifier/18/value
2482431137,3,12,1,0,18,2cjpmotqo8phcqfpgo9xf4gel,1,33.3,96.5,2022-11-06T14:01:25.133Z,2022-11-07T05:47:53Z,3899140363,213,2.8,3899140389,15,,3899140359,141,100.0,3899140361,212,9.5,3899140357,140,24.8,3901555627,178,,3899140355,56,Back,3899140427,167,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431143,4,5,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,0,26.2,101.3,2022-11-06T14:01:26.696Z,2022-11-07T01:06:32Z,3899141065,233,9,3899140397,56,Back,3899140399,347,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431257,9,5,1,0,20,17o35s8assv3kamxowzz77k4r,1,73.8,-1.3,2022-11-06T14:01:26.696Z,2022-11-07T01:06:32Z,3899140981,56,Right,3899141013,233,4,3899140983,347,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431417,10,1,1,0,26,17o35s8assv3kamxowzz77k4r,1,67.9,0,2022-11-06T14:01:32.641Z,2022-11-07T05:47:52Z,3899141767,107,,3899141769,56,Right,3899141771,140,79.8,3899141775,212,16.0,3899141773,141,14.1,3899141777,213,0.7,,,,,,,akz04kph7qmvbpk3auntlfowl,Jérémie Bela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431497,11,1,1,0,31,17o35s8assv3kamxowzz77k4r,1,71.3,7.6,2022-11-06T14:01:38.204Z,2022-11-07T05:47:51Z,3899142149,56,Back,3899142163,213,2.9,3899142161,212,26.7,3899142153,140,46.9,3899142157,141,18.9,3901555767,178,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431601,12,1,1,0,35,17o35s8assv3kamxowzz77k4r,1,40.9,29.1,2022-11-06T14:01:41.575Z,2022-11-07T05:47:50Z,3899142695,213,2.6,3899142693,212,33.6,3899142689,140,13.8,3901749273,1,,3901555803,178,,3899142687,56,Back,3899142691,141,55.4,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431695,13,1,1,0,39,17o35s8assv3kamxowzz77k4r,1,17.2,54.9,2022-11-06T14:01:46.286Z,2022-11-07T05:47:50Z,3901555911,178,,3899143219,213,4.9,3899143211,56,Back,3899143215,141,32.5,3899143213,140,20.4,3899143217,212,15.6,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431781,14,1,1,0,44,17o35s8assv3kamxowzz77k4r,1,22.5,23.1,2022-11-06T14:01:50.485Z,2022-11-07T05:47:48Z,3899143641,140,29.9,3899143639,56,Back,3901555981,178,,3899143647,213,0.8,3899143645,212,11.3,3899143643,141,35.1,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431899,15,1,1,0,46,17o35s8assv3kamxowzz77k4r,1,27.5,29.3,2022-11-06T14:01:53.130Z,2022-11-07T05:47:47Z,3899144207,141,7.9,3899144203,56,Back,3901556045,178,,3899144205,140,32.9,3899144211,213,5.1,3899144209,212,15.6,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431903,16,61,1,0,50,17o35s8assv3kamxowzz77k4r,0,38.7,2.7,2022-11-06T14:01:56.726Z,2022-11-07T05:47:46Z,3899144219,56,Back,3901556133,178,,,,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431941,5,5,1,0,51,2cjpmotqo8phcqfpgo9xf4gel,1,62.2,101.4,2022-11-06T14:01:57.814Z,2022-11-07T01:07:02Z,3899144355,56,Left,3899144395,233,17,3899144357,347,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431919,17,5,1,0,51,17o35s8assv3kamxowzz77k4r,0,37.8,-1.4,2022-11-06T14:01:57.814Z,2022-11-07T01:07:02Z,3899144259,347,,3899144419,233,5,3899144257,56,Back,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432119,6,1,1,0,59,2cjpmotqo8phcqfpgo9xf4gel,1,56.6,100,2022-11-06T14:02:05.787Z,2022-11-07T05:47:45Z,3899145273,213,4.9,3899145269,141,85.7,3899145271,212,11.2,3899145267,140,58.4,3899145263,107,,3899145265,56,Left,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432147,7,1,1,1,0,2cjpmotqo8phcqfpgo9xf4gel,0,55.4,91.7,2022-11-06T14:02:06.501Z,2022-11-07T05:47:45Z,3899145393,141,95.6,3899145395,212,5.1,3899145389,56,Left,3899145397,213,0.5,3899145391,140,59.6,3901556225,178,,,,,,,,cr1n1i96xlepbvk90nl87o4yc,K. Fayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482878499,872,43,1,1,0,17o35s8assv3kamxowzz77k4r,1,0,0,2022-11-06T14:02:07.274Z,2022-11-07T02:50:27Z,3901640015,144,67,3901590679,233,822,,,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482878497,822,43,1,1,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-11-06T14:02:07.275Z,2022-11-07T02:50:27Z,3901590687,233,872,3901640017,144,67,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432171,18,8,1,1,0,17o35s8assv3kamxowzz77k4r,1,43.5,2.7,2022-11-06T14:02:07.338Z,2022-11-07T05:47:45Z,3901556307,178,,3899145501,56,Back,3900260761,385,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432285,8,5,1,1,1,2cjpmotqo8phcqfpgo9xf4gel,1,64.2,101.1,2022-11-06T14:02:08.154Z,2022-11-07T01:07:12Z,3899146127,233,19,3899146059,56,Left,3899146061,347,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432191,19,5,1,1,1,17o35s8assv3kamxowzz77k4r,0,35.8,-1.1,2022-11-06T14:02:08.154Z,2022-11-07T01:07:12Z,3899145589,347,,3899145587,56,Back,3899146175,233,8,,,,,,,,,,,,,,,,3xbgtth9h7ywlkpdzy8rwkbth,K. Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432535,9,1,1,1,9,2cjpmotqo8phcqfpgo9xf4gel,1,62.6,100,2022-11-06T14:02:15.894Z,2022-11-07T05:47:44Z,3899147277,141,78.7,3899147273,56,Center,3899147275,140,73.8,3899147281,213,5.4,3899147271,107,,3899147279,212,19.2,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432543,10,3,1,1,14,2cjpmotqo8phcqfpgo9xf4gel,0,68.5,95.5,2022-11-06T14:02:20.695Z,2022-11-07T05:47:44Z,3901556483,178,,3899147535,233,20,3899147307,286,,3899147305,56,Left,3900261765,465,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432549,20,7,1,1,14,17o35s8assv3kamxowzz77k4r,1,31.5,4.5,2022-11-06T14:02:20.970Z,2022-11-07T05:47:43Z,3899147351,56,Back,3899147429,233,10,3899147349,167,,3901556535,178,,3899147355,285,,3900261987,385,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432629,11,5,1,1,15,2cjpmotqo8phcqfpgo9xf4gel,1,71.6,101.5,2022-11-06T14:02:21.993Z,2022-11-07T01:07:30Z,3899147775,347,,3899147773,56,Left,3899147819,233,21,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432599,21,5,1,1,15,17o35s8assv3kamxowzz77k4r,0,28.4,-1.5,2022-11-06T14:02:21.993Z,2022-11-07T01:07:30Z,3899147619,56,Back,3899147907,233,11,3899147621,347,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432853,12,1,1,1,24,2cjpmotqo8phcqfpgo9xf4gel,1,70.2,100,2022-11-06T14:02:30.476Z,2022-11-07T05:47:43Z,3899148923,140,72.2,3899148925,141,85.9,3899148927,212,10.9,3899148929,213,4.9,3899148921,56,Left,3899148919,107,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432871,13,1,1,1,25,2cjpmotqo8phcqfpgo9xf4gel,1,70.5,88.4,2022-11-06T14:02:31.400Z,2022-11-07T05:47:43Z,3899149037,141,97.4,3899149035,140,75.4,3899149041,213,0.9,3901556651,178,,3899149031,56,Left,3899149039,212,8.0,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432877,14,1,1,1,26,2cjpmotqo8phcqfpgo9xf4gel,0,72.5,99.5,2022-11-06T14:02:32.730Z,2022-11-07T05:47:42Z,3901556717,178,,3899149085,212,4.7,3899149075,140,75.9,3899149089,213,5.6,3899149079,141,95.1,3899149071,56,Left,3899149173,236,,3899149185,286,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,3899149177,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432887,22,74,1,1,26,17o35s8assv3kamxowzz77k4r,1,27,3.3,2022-11-06T14:02:32.891Z,2022-11-07T05:47:42Z,3901556781,178,,3899149135,56,Back,3899149137,285,,3899149255,233,14,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432935,15,1,1,1,27,2cjpmotqo8phcqfpgo9xf4gel,0,70.2,98,2022-11-06T14:02:34.058Z,2022-11-07T05:47:41Z,3899150413,1,,3899150409,212,9.0,3901556841,178,,3899150405,140,78.5,3899150403,157,,3899150407,141,100.0,3899150411,213,0.2,3899149357,56,Left,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432987,16,5,1,1,27,2cjpmotqo8phcqfpgo9xf4gel,0,74.4,101.5,2022-11-06T14:02:34.273Z,2022-11-07T02:16:07Z,3899151059,233,23,3899149641,347,,3899149639,56,Left,,,,,,,,,,,,,,,,cr1n1i96xlepbvk90nl87o4yc,K. Fayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433233,23,5,1,1,27,17o35s8assv3kamxowzz77k4r,1,25.6,-1.5,2022-11-06T14:02:34.273Z,2022-11-07T02:16:06Z,3899151019,233,16,3899150993,347,,3899150991,56,Back,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433287,24,1,1,1,40,17o35s8assv3kamxowzz77k4r,0,28.7,0,2022-11-06T14:02:46.487Z,2022-11-07T05:47:41Z,3899151289,213,0.2,3899151279,140,50.4,3899151275,107,,3899151283,141,4.4,3899151291,1,,3899151287,212,23.1,3899151277,56,Right,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433371,17,1,1,1,41,2cjpmotqo8phcqfpgo9xf4gel,0,48.9,96.4,2022-11-06T14:02:48.250Z,2022-11-07T05:47:41Z,3899151741,212,36.9,3901557035,388,,3899151735,56,Left,3899151733,157,,3899151737,140,83.7,3899151745,1,,3899151743,213,6.1,3899151739,141,89.0,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433363,25,44,1,1,44,17o35s8assv3kamxowzz77k4r,1,20.5,11.1,2022-11-06T14:02:50.895Z,2022-11-07T05:47:40Z,3899151903,233,18,3899151715,56,Back,3899151717,285,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433377,18,44,1,1,44,2cjpmotqo8phcqfpgo9xf4gel,0,79.5,88.9,2022-11-06T14:02:50.896Z,2022-11-07T05:47:40Z,3899152189,233,25,3899151781,286,,3899151779,56,Left,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433389,26,12,1,1,44,17o35s8assv3kamxowzz77k4r,1,18.8,13.1,2022-11-06T14:02:50.958Z,2022-11-07T05:47:39Z,3899151853,56,Back,3901557145,388,,3899151857,140,23.1,3899152249,167,,3899151859,141,0.0,3899152247,15,,3899151863,212,10.8,3899151865,213,5.1,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433425,19,5,1,1,46,2cjpmotqo8phcqfpgo9xf4gel,1,79.2,101.6,2022-11-06T14:02:52.435Z,2022-11-07T01:08:10Z,3899152109,56,Left,3899152153,233,27,3899152113,347,,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433401,27,5,1,1,46,17o35s8assv3kamxowzz77k4r,0,20.8,-1.6,2022-11-06T14:02:52.435Z,2022-11-07T01:08:10Z,3899151961,347,,3899152165,233,19,3899151957,56,Back,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433541,20,1,1,1,50,2cjpmotqo8phcqfpgo9xf4gel,1,69,100,2022-11-06T14:02:56.649Z,2022-11-07T05:47:39Z,3899152697,107,,3899152707,212,11.2,3899152705,141,89.3,3899152703,140,75.8,3899152699,56,Left,3899152709,213,5.4,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433561,21,1,1,1,51,2cjpmotqo8phcqfpgo9xf4gel,1,72.2,88.9,2022-11-06T14:02:58.145Z,2022-11-07T05:47:39Z,3899152831,213,1.6,3901557287,178,,3899152827,141,96.8,3899152823,56,Left,3899152825,140,72.1,3899152829,212,5.4,3899152871,156,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433659,22,50,1,1,55,2cjpmotqo8phcqfpgo9xf4gel,1,62,96.5,2022-11-06T14:03:02.139Z,2022-11-07T05:47:37Z,3899153329,286,,3899153533,233,28,3899153327,56,Left,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433679,28,7,1,1,56,17o35s8assv3kamxowzz77k4r,1,38,3.5,2022-11-06T14:03:02.775Z,2022-11-07T05:47:37Z,3900264961,385,,3899153495,233,22,3899153407,285,,3899153405,56,Back,3899153403,167,,3901557461,178,,,,,,,,akz04kph7qmvbpk3auntlfowl,Jérémie Bela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433709,23,5,1,1,57,2cjpmotqo8phcqfpgo9xf4gel,1,69.8,101.5,2022-11-06T14:03:04.282Z,2022-11-07T01:08:30Z,3899153569,56,Left,3899153573,347,,3899153631,233,29,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433693,29,5,1,1,57,17o35s8assv3kamxowzz77k4r,0,30.2,-1.5,2022-11-06T14:03:04.282Z,2022-11-07T01:08:31Z,3899153461,347,,3899153459,56,Back,3899153657,233,23,,,,,,,,,,,,,,,,akz04kph7qmvbpk3auntlfowl,Jérémie Bela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433827,24,1,1,2,0,2cjpmotqo8phcqfpgo9xf4gel,1,62.1,100,2022-11-06T14:03:07.173Z,2022-11-07T05:47:37Z,3899154079,212,17.5,3899154081,213,6.0,3899154071,107,,3899154075,140,78.0,3899154073,56,Left,3899154077,141,93.8,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482639067,832,43,1,2,2,17o35s8assv3kamxowzz77k4r,1,0,0,2022-11-06T14:03:08.584Z,2022-11-06T16:58:38Z,3900269845,144,3,3900268193,56,Back,3900268195,285,0,3900268883,464,0,,,,,,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433835,25,50,1,2,2,2cjpmotqo8phcqfpgo9xf4gel,1,71.8,95.8,2022-11-06T14:03:08.632Z,2022-11-07T05:47:36Z,3900266819,233,831,3899154129,56,Left,3899154131,286,,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
