id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,assist,qualifier/13/value,qualifier/17/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2460602823,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-09-16T18:05:55.579Z,2022-09-16T18:56:16Z,3783476197,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783476195,30,"2t05pfvho7i9w9w01zcz3gz4l, 81yqeo02okqakoiura0wnxv1m, 512mx8ixg85cbefyan94g82y1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 54juxpmaqnby6kht5j87caoyd, co59rv08x22hk5itwibbwq191, 9br3ebcuzl5b755kwuxgey3md, 9qk1hoxri8dee6yat0cateqxh, doc6xdg2vumiyoamostngr36d, 6gdoxudvl1rgcn7d19e89p9ed, 247ipjjd0cak2sggwbuorx4yy, ea2tv9xaerk3oy6dr45ff3kd1, 3o7ktan6n28fn5fj7gel6qead, 7pv3n0vj8243p1di16regotsl, cglp4k40r1t672m7j0eb5ktsl, aujgya83jg4eylvm7hjjbbasq, dhk8g3ptwjf297ix0rcvgydhx, 38cux1onwt3bxppreaklir7it, baogzi00mwdclwbvkd618evv9",3783732281,197,4727,3783476203,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783476199,59,"23, 26, 14, 12, 4, 20, 7, 22, 11, 29, 10, 2, 3, 6, 9, 16, 17, 21, 32, 97",3783476207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783476201,130,7,3783476205,194,7jj9gwpuk49bsm2ru06qb44wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460604601,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-09-16T18:07:42.351Z,2022-09-16T18:55:19Z,3783485569,30,"6790uxmc1zs4emxtqf7vl6imt, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 44o5mjglkzqxctz07ust9bcru, 33jtnv5kyzyw1it7y9czhn4a2, e83sc1gnj31vgpo9u6fknmfvt, dg4782hj9xdqg46w225kzph5g, 6oi4a3g56xe76g0gg38knmzmd, cyz9jisw86vjjf85xxgbae0yy, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, 2tc8y9du64tjno62zll2jhy7e, d45fs5pqxxq9nopbmeh6lpoet, 2zvbw080n4yro1phgv39ri3qi, 2qkesslfmzmgt7igvgosixg8a",3783485579,194,3hiehiu25aufrc0q9890haqc5,3783485581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783723337,197,16104,3783485577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783485573,59,"38, 24, 25, 6, 15, 3, 7, 10, 13, 21, 11, 1, 4, 8, 9, 12, 22, 27, 37, 70",3783485571,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783485575,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650301,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-09-16T19:00:01.540Z,2022-09-16T19:00:04Z,3783741755,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650305,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-09-16T19:00:01.540Z,2022-09-17T01:27:39Z,3783741769,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650325,3,1,1,0,0,9bxav814mkuhueiyivyive82d,1,50,50,2022-09-16T19:00:01.599Z,2022-09-17T01:32:36Z,3783741907,56,Back,3783741917,279,S,3783741913,212,21.9,3783741915,213,3.4,3783741911,141,43.0,3783741909,140,29.6,3784393479,178,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650335,4,1,1,0,2,9bxav814mkuhueiyivyive82d,1,31.3,46.3,2022-09-16T19:00:03.717Z,2022-09-17T05:59:31Z,3783741951,140,34.2,3783741949,56,Back,3784393551,178,,3783741955,212,30.6,3783741957,213,1.5,3783741953,141,91.1,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650359,5,1,1,0,5,9bxav814mkuhueiyivyive82d,1,34.6,87.9,2022-09-16T19:00:07.331Z,2022-09-17T05:59:30Z,3784393661,178,,3783742079,213,3.8,3783742077,212,9.2,3783742073,140,27.9,3783742075,141,79.1,3783742071,56,Back,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650393,6,1,1,0,8,9bxav814mkuhueiyivyive82d,1,23,67.4,2022-09-16T19:00:10.230Z,2022-09-17T05:59:29Z,3783742269,140,25.6,3784393685,178,,3783742267,56,Back,3783742273,212,16.6,3783742275,213,4.9,3783742271,141,43.3,,,,,,,54juxpmaqnby6kht5j87caoyd,A. Coeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650419,7,1,1,0,12,9bxav814mkuhueiyivyive82d,1,24.2,34,2022-09-16T19:00:13.610Z,2022-09-17T05:59:28Z,3783742391,213,1.5,3784393747,178,,3783742389,212,31.6,3783742385,140,26.3,3783742387,141,80.3,3783742383,56,Back,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460650457,8,1,1,0,14,9bxav814mkuhueiyivyive82d,1,23.6,72.2,2022-09-16T19:00:16.433Z,2022-09-17T05:59:28Z,3783742609,213,1.2,3784393819,178,,3783742603,140,30.5,3783742607,212,18.8,3783742601,56,Back,3783742605,141,97.7,,,,,,,54juxpmaqnby6kht5j87caoyd,A. Coeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
