id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,keyPass,qualifier/15/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2502929971,208,1,1,18,57,2b3mar72yy8d6uvat1ka6tn3r,1,45,72.7,2023-02-01T20:19:01.395Z,2023-02-02T04:46:58Z,4007079445,213,4.7,4007079439,140,45.1,4007424709,178,,4007079443,212,22.8,4007079441,141,39.2,4007079437,56,Back,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929979,209,61,1,18,59,2b3mar72yy8d6uvat1ka6tn3r,1,44.8,35.5,2023-02-01T20:19:02.743Z,2023-02-02T04:46:57Z,4007424787,178,,4007079519,189,,4007079645,238,,4007079459,56,Back,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930069,122,5,1,19,1,2cjpmotqo8phcqfpgo9xf4gel,1,54.7,100.8,2023-02-01T20:19:04.993Z,2023-02-02T01:13:18Z,4007079935,56,Left,4007079969,233,210,4007079937,347,,,,,,,,,,,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930011,210,5,1,19,1,2b3mar72yy8d6uvat1ka6tn3r,0,45.3,-0.8,2023-02-01T20:19:04.993Z,2023-02-02T01:13:18Z,4007079989,233,122,4007079627,56,Back,4007079747,189,,4007079629,347,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930889,123,27,1,19,26,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-01T20:19:30.232Z,2023-02-02T01:13:37Z,4007085177,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930819,211,27,1,19,26,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:19:30.232Z,2023-02-02T01:13:38Z,4007085191,233,123,4007083927,53,5e9ilgrz3tzg9kd1gk3yvrahh,4007083925,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930965,212,43,1,20,32,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:20:35.981Z,2023-02-01T20:20:38Z,4007084899,144,28,4007084701,55,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931255,214,18,1,20,58,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:21:01.944Z,2023-02-02T04:51:16Z,4007086369,44,Forward,4007086409,55,215,4007086373,59,7,4007086363,41,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931261,215,19,1,20,58,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:21:01.945Z,2023-02-02T04:51:16Z,4007086403,55,214,4007086399,293,1,4007086395,59,44,4007086385,41,,4007086391,145,10,4007086397,292,9,4007086401,44,Forward,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931021,124,28,1,21,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-01T20:21:04.461Z,2023-02-02T04:51:17Z,4007085043,233,213,4007085021,55,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931015,213,28,1,21,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-01T20:21:04.461Z,2023-02-02T04:51:17Z,4007085057,233,124,4007085017,55,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931437,125,1,1,21,1,2cjpmotqo8phcqfpgo9xf4gel,0,51.2,100,2023-02-01T20:21:04.594Z,2023-02-02T04:51:18Z,4007087179,107,,4007087183,140,67.4,4007087185,141,84.5,4007087333,189,,4007087665,238,,4007087189,213,5.7,4007087181,56,Left,4007087187,212,20.2,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931463,216,49,1,21,10,2b3mar72yy8d6uvat1ka6tn3r,1,18.8,50.4,2023-02-01T20:21:13.694Z,2023-02-02T04:46:56Z,4007087339,189,,,,,,,,,,,,,,,,,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931495,217,1,1,21,10,2b3mar72yy8d6uvat1ka6tn3r,1,19.5,50.2,2023-02-01T20:21:14.276Z,2023-02-02T04:46:56Z,4007087485,213,5.2,4007087479,140,26.2,4007087483,212,15.1,4007425995,178,,4007087477,56,Back,4007087481,141,30.5,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931489,126,43,1,21,13,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-01T20:21:17.503Z,2023-02-01T20:21:21Z,4007087453,56,Left,4007087659,144,74,4007087455,285,0,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931535,218,1,1,21,14,2b3mar72yy8d6uvat1ka6tn3r,1,30.7,31.1,2023-02-01T20:21:17.746Z,2023-02-02T04:46:55Z,4007087689,213,5.5,4007087685,141,7.0,4007087683,140,45.8,4007426041,178,,4007087687,212,22.8,4007087681,56,Back,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931559,219,1,1,21,17,2b3mar72yy8d6uvat1ka6tn3r,1,49,8.1,2023-02-01T20:21:21.526Z,2023-02-02T04:46:54Z,4007426075,178,,4007087789,213,0.2,4007087783,140,58.4,4007087785,141,10.4,4007087787,212,10.0,4007087781,56,Right,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931577,220,1,1,21,19,2b3mar72yy8d6uvat1ka6tn3r,1,57,11.9,2023-02-01T20:21:23.224Z,2023-02-02T04:46:53Z,4007087863,140,47.8,4007087865,141,15.2,4007087869,213,2.9,4007426107,178,,4007087861,56,Back,4007087867,212,9.9,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931619,221,1,1,21,22,2b3mar72yy8d6uvat1ka6tn3r,1,48.7,13.3,2023-02-01T20:21:25.603Z,2023-02-02T04:46:52Z,4007088083,140,33.7,4007088085,141,30.7,4007088089,213,2.5,4007088081,56,Back,4007088087,212,19.7,4007426153,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931649,222,1,1,21,25,2b3mar72yy8d6uvat1ka6tn3r,1,38.4,37.7,2023-02-01T20:21:29.039Z,2023-02-02T04:46:51Z,4007088253,141,72.6,4007088255,212,23.7,4007088251,140,38.3,4007088257,213,1.6,4007088249,56,Back,4007426203,178,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931671,223,1,1,21,28,2b3mar72yy8d6uvat1ka6tn3r,1,44.7,77.9,2023-02-01T20:21:32.294Z,2023-02-02T04:46:50Z,4007088363,213,0.2,4007426259,178,,4007088357,140,58.8,4007088355,56,Left,4007088359,141,81.3,4007088361,212,15.0,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931697,224,1,1,21,30,2b3mar72yy8d6uvat1ka6tn3r,1,56.4,82.8,2023-02-01T20:21:33.951Z,2023-02-02T04:46:49Z,4007088503,213,3.2,4007088499,141,81.9,4007088495,56,Back,4007426293,178,,4007088497,140,45.9,4007088501,212,11.0,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931703,225,1,1,21,32,2b3mar72yy8d6uvat1ka6tn3r,0,48.9,80.1,2023-02-01T20:21:35.949Z,2023-02-02T04:46:48Z,4007088535,141,75.9,4007426327,178,,4007088533,140,52.1,4007088539,213,5.6,4007088531,56,Center,4007088529,155,,4007088537,212,4.4,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931711,127,43,1,21,33,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-01T20:21:36.905Z,2023-02-01T20:21:43Z,4007089105,144,61,4007088577,56,Back,,,,,,,,,,,,,,,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931749,128,1,1,21,34,2cjpmotqo8phcqfpgo9xf4gel,0,46.4,24.3,2023-02-01T20:21:38.520Z,2023-02-02T04:46:48Z,4007088797,3,,4007088803,141,28.5,4007426369,388,,4007088805,212,7.8,4007088799,56,Back,4007088807,213,2.8,4007088801,140,39.5,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931783,226,1,1,21,35,2b3mar72yy8d6uvat1ka6tn3r,1,61.7,69.7,2023-02-01T20:21:39.455Z,2023-02-02T04:46:47Z,4007088985,140,59.4,4007088983,56,Left,4007088989,212,8.2,4007426515,388,,4007088991,213,1.9,4007088987,141,81.2,,,,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931807,227,1,1,21,37,2b3mar72yy8d6uvat1ka6tn3r,1,58.4,79.3,2023-02-01T20:21:41.378Z,2023-02-02T04:46:46Z,4007089133,56,Left,4007426563,178,,4007089143,212,11.6,4007089139,141,93.5,4007089147,213,2.2,4007089137,140,52.2,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931833,228,1,1,21,39,2b3mar72yy8d6uvat1ka6tn3r,1,51.6,88.6,2023-02-01T20:21:43.124Z,2023-02-02T04:46:45Z,4007089269,212,9.9,4007089271,213,3.6,4007426593,178,,4007089265,140,43.0,4007089261,56,Back,4007089267,141,82.7,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931909,229,1,1,21,41,2b3mar72yy8d6uvat1ka6tn3r,1,43.8,78.2,2023-02-01T20:21:45.311Z,2023-02-02T04:46:45Z,4007089619,140,56.0,4007089621,141,26.6,4007089627,1,,4007089625,213,5.1,4007089617,56,Center,4007089623,212,37.4,4007426649,178,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931921,230,1,1,21,47,2b3mar72yy8d6uvat1ka6tn3r,0,67.7,18.2,2023-02-01T20:21:51.323Z,2023-02-02T04:46:42Z,4007089679,56,Center,4007089683,141,27.5,4007089685,212,8.4,4007089681,140,72.9,4007089687,213,0.9,4007426685,178,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931939,129,49,1,21,48,2cjpmotqo8phcqfpgo9xf4gel,1,26.7,73.5,2023-02-01T20:21:52.298Z,2023-02-02T04:46:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502995751,1400,83,1,21,50,2b3mar72yy8d6uvat1ka6tn3r,1,69.5,23.9,2023-02-01T20:21:53.760Z,2023-02-02T04:46:41Z,4007444867,399,477711,,,,,,,,,,,,,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931965,130,1,1,21,51,2cjpmotqo8phcqfpgo9xf4gel,1,35.3,78.3,2023-02-01T20:21:54.970Z,2023-02-02T04:46:40Z,4007089905,140,41.1,4007089903,56,Back,4007089909,212,6.4,4007089911,213,0.3,4007426755,178,,4007089907,141,81.3,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931969,131,1,1,21,52,2cjpmotqo8phcqfpgo9xf4gel,0,41.5,81.8,2023-02-01T20:21:55.565Z,2023-02-02T04:46:40Z,4007089929,56,Back,4007089937,213,3.8,4007089931,140,34.3,4007089933,141,73.2,4007089935,212,9.6,4007426813,178,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502931979,231,49,1,21,53,2b3mar72yy8d6uvat1ka6tn3r,1,62.3,24.3,2023-02-01T20:21:57.122Z,2023-02-02T04:46:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932017,232,1,1,21,55,2b3mar72yy8d6uvat1ka6tn3r,1,59.4,33.2,2023-02-01T20:21:59.398Z,2023-02-02T04:46:38Z,4007090187,213,1.6,4007090181,140,59.5,4007090185,212,19.0,4007426921,178,,4007090183,141,61.1,4007090179,56,Center,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932077,233,1,1,21,59,2b3mar72yy8d6uvat1ka6tn3r,1,62.3,64.3,2023-02-01T20:22:02.981Z,2023-02-02T04:46:37Z,4007090477,141,53.7,4007090481,213,4.9,4007090479,212,7.3,4007427085,178,,4007090473,56,Center,4007090475,140,63.5,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932089,234,1,1,22,1,2b3mar72yy8d6uvat1ka6tn3r,1,62.2,58.4,2023-02-01T20:22:05.219Z,2023-02-02T04:46:35Z,4007090559,140,58.0,4007427131,178,,4007090561,141,68.9,4007090565,213,2.1,4007090563,212,8.4,4007090557,56,Center,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932157,235,1,1,22,3,2b3mar72yy8d6uvat1ka6tn3r,1,59,65.2,2023-02-01T20:22:06.676Z,2023-02-02T04:46:34Z,4007090929,213,0.8,4007090923,140,64.7,4007090925,141,75.2,4007090927,212,9.1,4007090921,56,Center,4007427183,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502995941,839,83,1,22,7,2cjpmotqo8phcqfpgo9xf4gel,1,40.4,7.7,2023-02-01T20:22:10.781Z,2023-02-02T04:46:32Z,4007445695,399,437858,,,,,,,,,,,,,,,,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932207,236,1,1,22,7,2b3mar72yy8d6uvat1ka6tn3r,1,59.4,92.5,2023-02-01T20:22:10.842Z,2023-02-02T04:46:31Z,4007091131,140,44.5,4007091129,56,Back,4007091137,213,3.5,4007427213,178,,4007091135,212,17.0,4007091133,141,82.7,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932241,237,1,1,22,11,2b3mar72yy8d6uvat1ka6tn3r,1,47.8,71,2023-02-01T20:22:15.058Z,2023-02-02T04:46:30Z,4007091327,212,18.5,4007091321,56,Center,4007427235,178,,4007091329,213,5.0,4007091323,140,52.5,4007091325,141,44.8,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932253,238,1,1,22,14,2b3mar72yy8d6uvat1ka6tn3r,0,51.7,43.6,2023-02-01T20:22:18.276Z,2023-02-02T04:46:29Z,4007091401,140,63.0,4007091407,213,5.2,4007427263,178,,4007091399,56,Right,4007091403,141,11.0,4007091405,212,25.1,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932257,132,49,1,22,16,2cjpmotqo8phcqfpgo9xf4gel,1,38.8,85.5,2023-02-01T20:22:19.998Z,2023-02-02T04:46:28Z,,,,,,,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932309,133,1,1,22,19,2cjpmotqo8phcqfpgo9xf4gel,1,47.7,96.5,2023-02-01T20:22:23.447Z,2023-02-02T04:46:27Z,4007091701,140,52.6,4007091699,56,Left,4007091707,213,5.3,4007091703,141,84.0,4007427321,178,,4007091705,212,9.9,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932357,135,50,1,22,20,2cjpmotqo8phcqfpgo9xf4gel,1,49.9,87.5,2023-02-01T20:22:24.211Z,2023-02-02T04:46:27Z,4007091893,56,Back,4007092173,233,239,4007091895,286,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932299,239,7,1,22,20,2b3mar72yy8d6uvat1ka6tn3r,0,50.1,12.5,2023-02-01T20:22:24.346Z,2023-02-02T04:46:26Z,4007427473,178,,4007091651,56,Right,4007384775,385,,4007091931,233,135,4007091653,285,,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932313,134,61,1,22,20,2cjpmotqo8phcqfpgo9xf4gel,1,51.7,89.4,2023-02-01T20:22:24.417Z,2023-02-02T04:46:26Z,4007091725,56,Left,4007427519,178,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932319,240,49,1,22,21,2b3mar72yy8d6uvat1ka6tn3r,1,49.8,15,2023-02-01T20:22:25.536Z,2023-02-02T04:46:25Z,,,,,,,,,,,,,,,,,,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932347,241,1,1,22,22,2b3mar72yy8d6uvat1ka6tn3r,1,50.7,21.5,2023-02-01T20:22:26.442Z,2023-02-02T04:46:24Z,4007427627,178,,4007091869,212,7.9,4007091871,213,1.5,4007091863,56,Center,4007091865,140,51.4,4007091867,141,33.1,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932373,242,1,1,22,24,2b3mar72yy8d6uvat1ka6tn3r,1,51.1,30.3,2023-02-01T20:22:28.285Z,2023-02-02T04:46:23Z,4007091995,56,Back,4007091999,141,16.6,4007092003,213,4.1,4007427719,178,,4007092001,212,11.0,4007091997,140,45.5,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932413,243,1,1,22,26,2b3mar72yy8d6uvat1ka6tn3r,1,45,14.3,2023-02-01T20:22:30.107Z,2023-02-02T04:46:22Z,4007092199,213,2.2,4007092195,141,35.9,4007092193,140,34.6,4007427751,178,,4007092191,56,Back,4007092197,212,18.3,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932441,244,1,1,22,29,2b3mar72yy8d6uvat1ka6tn3r,1,36.7,31.7,2023-02-01T20:22:32.563Z,2023-02-02T04:46:21Z,4007092373,213,1.2,4007092367,140,46.9,4007092365,56,Back,4007546755,1,,4007092369,141,76.4,4007092371,212,32.2,4007427793,178,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932481,245,1,1,22,34,2b3mar72yy8d6uvat1ka6tn3r,1,54.7,74.2,2023-02-01T20:22:37.723Z,2023-02-02T04:46:19Z,4007427903,178,,4007092581,56,Center,4007092587,212,11.3,4007092585,141,58.7,4007092583,140,58.6,4007092589,213,5.1,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932491,246,1,1,22,35,2b3mar72yy8d6uvat1ka6tn3r,1,56.7,59.2,2023-02-01T20:22:39.390Z,2023-02-02T04:46:18Z,4007427981,178,,4007092661,56,Back,4007092667,212,12.0,4007092665,141,48.8,4007092663,140,47.5,4007092669,213,3.8,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932505,247,1,1,22,37,2b3mar72yy8d6uvat1ka6tn3r,1,49.3,49,2023-02-01T20:22:41.081Z,2023-02-02T04:46:17Z,4007092721,141,32.8,4007092719,140,47.9,4007428053,178,,4007092717,56,Back,4007092723,212,11.1,4007092725,213,4.6,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932537,248,1,1,22,38,2b3mar72yy8d6uvat1ka6tn3r,1,47.4,30.1,2023-02-01T20:22:42.467Z,2023-02-02T04:46:17Z,4007092925,213,1.6,4007092923,212,28.3,4007092917,56,Back,4007092921,141,71.7,4007092919,140,46.3,4007428195,178,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932549,249,1,1,22,41,2b3mar72yy8d6uvat1ka6tn3r,1,48.1,70.5,2023-02-01T20:22:45.162Z,2023-02-02T04:46:16Z,4007093011,213,0.6,4007093009,212,9.9,4007093005,140,55.8,4007093003,56,Left,4007093007,141,78.9,4007428255,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932565,250,1,1,22,43,2b3mar72yy8d6uvat1ka6tn3r,1,60.8,76.8,2023-02-01T20:22:47.078Z,2023-02-02T04:46:15Z,4007093065,212,9.2,4007428329,178,,4007093063,141,83.4,4007093059,56,Left,4007093067,213,0.5,4007093061,140,68.4,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932577,251,1,1,22,46,2b3mar72yy8d6uvat1ka6tn3r,1,65.8,74.3,2023-02-01T20:22:50.291Z,2023-02-02T04:46:13Z,4007093133,212,4.4,4007093135,213,5.4,4007093127,56,Center,4007093131,141,69.5,4007093129,140,68.6,4007428357,178,,,,,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932633,252,1,1,22,47,2b3mar72yy8d6uvat1ka6tn3r,1,67.8,61.9,2023-02-01T20:22:51.341Z,2023-02-02T04:46:12Z,4007093445,212,11.5,4007093443,141,65.6,4007093439,56,Center,4007428399,178,,4007093447,213,2.9,4007093441,140,57.1,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932661,253,1,1,22,52,2b3mar72yy8d6uvat1ka6tn3r,1,60.9,64.8,2023-02-01T20:22:55.601Z,2023-02-02T04:46:11Z,4007093559,140,56.8,4007093561,141,85.2,4007093557,56,Left,4007093565,213,1.9,4007428443,178,,4007093563,212,14.5,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932725,254,1,1,22,55,2b3mar72yy8d6uvat1ka6tn3r,1,54.7,85.4,2023-02-01T20:22:58.597Z,2023-02-02T04:46:09Z,4007093907,140,52.7,4007093913,213,4.6,4007093911,212,14.0,4007093909,141,65.0,4007093905,56,Center,4007428465,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932763,255,1,1,23,2,2b3mar72yy8d6uvat1ka6tn3r,1,61.4,43.3,2023-02-01T20:23:06.004Z,2023-02-02T04:46:07Z,4007094061,141,24.8,4007094059,140,69.3,4007094057,56,Center,4007428497,178,,4007094063,212,15.1,4007094065,213,5.3,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502932769,256,1,1,23,4,2b3mar72yy8d6uvat1ka6tn3r,0,70,27.1,2023-02-01T20:23:08.253Z,2023-02-02T04:46:06Z,4007094089,140,75.2,4007094095,213,0.4,4007428541,178,,4007094093,212,6.0,4007094087,56,Center,4007094091,141,30.8,,,,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
