id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value,qualifier/19/value
2512709493,4,5,1,0,16,70nn27vgkt6l48lvv5e66q7ww,0,28.8,101.7,2023-02-26T12:00:23.772Z,2023-02-27T00:45:36Z,4058572735,347,,4058573217,233,8,4058572733,56,Back,,,,,,,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709569,8,5,1,0,16,9bxav814mkuhueiyivyive82d,1,71.2,-1.7,2023-02-26T12:00:23.772Z,2023-02-27T00:45:35Z,4058573151,347,,4058573207,233,4,4058573149,56,Right,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709587,9,1,1,0,23,9bxav814mkuhueiyivyive82d,1,74.9,0,2023-02-26T12:00:30.363Z,2023-02-27T06:22:57Z,4058573277,212,9.8,4058573271,56,Right,4058573273,140,68.3,4058573279,213,2.4,4058573275,141,8.2,4058573269,107,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709613,10,1,1,0,24,9bxav814mkuhueiyivyive82d,1,72.3,10.1,2023-02-26T12:00:31.263Z,2023-02-27T06:22:56Z,4061016787,178,,4058573367,56,Right,4058573369,140,87.0,4058573375,213,6.2,4058573365,155,,4058573373,212,15.5,4058573371,141,8.8,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709639,11,44,1,0,25,9bxav814mkuhueiyivyive82d,1,81.4,8.2,2023-02-26T12:00:32.440Z,2023-02-27T06:22:56Z,4058573557,233,5,4058573537,56,Right,4058573539,286,,,,,,,,,,,,,,,,,b187awt0wdxh20fx1rn5vgewa,S. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709607,5,44,1,0,25,70nn27vgkt6l48lvv5e66q7ww,0,18.6,91.8,2023-02-26T12:00:32.441Z,2023-02-27T06:22:55Z,4058573355,285,,4058573353,56,Back,4058573561,233,11,,,,,,,,,,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709641,12,3,1,0,27,9bxav814mkuhueiyivyive82d,0,91.1,20.9,2023-02-26T12:00:34.642Z,2023-02-27T05:57:53Z,4061017369,15,,4059977205,465,,4058574349,286,,4058711153,233,6,4061017367,388,,4058573541,56,Right,,,,,,,b187awt0wdxh20fx1rn5vgewa,S. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709653,6,7,1,0,28,70nn27vgkt6l48lvv5e66q7ww,0,8.9,79.1,2023-02-26T12:00:35.508Z,2023-02-27T05:57:54Z,4058574387,285,,4061017527,178,,4059977503,385,,4058574399,233,12,4058573609,56,Back,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709659,13,61,1,0,30,9bxav814mkuhueiyivyive82d,0,97.6,25.5,2023-02-26T12:00:37.225Z,2023-02-27T06:22:54Z,4061017691,178,,4058573637,56,Center,,,,,,,,,,,,,,,,,,,b187awt0wdxh20fx1rn5vgewa,S. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709665,7,5,1,0,32,70nn27vgkt6l48lvv5e66q7ww,1,-1.2,74,2023-02-26T12:00:39.299Z,2023-02-27T00:46:30Z,4058573659,346,,4058573657,56,Back,4058573711,233,14,,,,,,,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709667,14,5,1,0,32,9bxav814mkuhueiyivyive82d,0,101.2,26,2023-02-26T12:00:39.299Z,2023-02-27T00:46:30Z,4058573667,346,,4058573727,233,7,4058573665,56,Center,,,,,,,,,,,,,,,,b187awt0wdxh20fx1rn5vgewa,S. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709833,8,1,1,0,45,70nn27vgkt6l48lvv5e66q7ww,1,2.8,57.8,2023-02-26T12:00:52.505Z,2023-02-27T06:22:54Z,4058574677,140,8.5,4058574689,237,,4058574683,212,14.9,4058574681,141,77.8,4058574691,189,,4058574673,56,Back,4058574685,213,1.2,4058574671,124,,6oi4a3g56xe76g0gg38knmzmd,V. Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709841,9,1,1,0,49,70nn27vgkt6l48lvv5e66q7ww,1,5.8,64,2023-02-26T12:00:56.165Z,2023-02-27T06:22:53Z,4058574739,189,,4058574731,213,5.1,4058574723,56,Back,4058574729,212,13.9,4058574727,141,45.2,4058574725,140,10.9,4061018131,178,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709875,10,1,1,0,51,70nn27vgkt6l48lvv5e66q7ww,1,10.4,49,2023-02-26T12:00:58.835Z,2023-02-27T06:22:52Z,4058574979,213,5.3,4058574973,140,21.6,4058574971,56,Back,4061018543,178,,4058574975,141,21.9,4058574977,212,21.9,,,,,,,6oi4a3g56xe76g0gg38knmzmd,V. Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709903,11,1,1,0,57,70nn27vgkt6l48lvv5e66q7ww,1,25.8,25.7,2023-02-26T12:01:04.364Z,2023-02-27T06:22:50Z,4058575125,56,Back,4058575129,141,41.9,4061018673,178,,4058575133,213,1.7,4058575131,212,11.1,4058575127,140,24.9,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709939,12,1,1,1,2,70nn27vgkt6l48lvv5e66q7ww,1,30.1,61.9,2023-02-26T12:01:09.451Z,2023-02-27T06:22:49Z,4058575399,56,Back,4058575405,212,19.7,4058575403,141,33.3,4058575401,140,32.9,4058575407,213,4.9,4061018777,178,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709967,13,1,1,1,5,70nn27vgkt6l48lvv5e66q7ww,1,35.9,34.5,2023-02-26T12:01:12.339Z,2023-02-27T06:22:48Z,4058575607,141,9.1,4061018827,178,,4058575603,56,Back,4058575609,212,22.5,4058575611,213,5.4,4058575605,140,49.6,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709977,14,1,1,1,9,70nn27vgkt6l48lvv5e66q7ww,1,52.2,5.6,2023-02-26T12:01:16.692Z,2023-02-27T06:22:46Z,4058575667,56,Center,4058575675,213,1.0,4058575669,140,58.9,4058575671,141,23.5,4061019003,178,,4058575673,212,14.1,,,,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512709999,15,1,1,1,11,70nn27vgkt6l48lvv5e66q7ww,1,52.9,15.3,2023-02-26T12:01:18.044Z,2023-02-27T06:22:45Z,4058575771,212,8.5,4058575765,56,Back,4058575773,213,4.1,4058575769,141,5.4,4058575767,140,48.0,4061019141,178,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710009,16,1,1,1,13,70nn27vgkt6l48lvv5e66q7ww,1,48.6,3.7,2023-02-26T12:01:20.286Z,2023-02-27T06:22:44Z,4058575845,56,Back,4058575849,141,23.1,4058575851,212,16.1,4058575853,213,2.2,4058575847,140,39.8,4061019261,178,,,,,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710047,17,1,1,1,15,70nn27vgkt6l48lvv5e66q7ww,1,37.7,22.3,2023-02-26T12:01:22.690Z,2023-02-27T06:22:44Z,4058576025,56,Back,4061019349,178,,4058576029,141,43.2,4058576031,212,14.2,4058576027,140,36.9,4058576033,213,1.6,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710073,18,1,1,1,18,70nn27vgkt6l48lvv5e66q7ww,1,37.7,57.9,2023-02-26T12:01:25.782Z,2023-02-27T06:22:42Z,4058576205,141,61.9,4058576213,213,2.1,4058576201,56,Back,4061019509,178,,4058576203,140,36.1,4058576209,212,3.2,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710109,19,1,1,1,23,70nn27vgkt6l48lvv5e66q7ww,1,43,86.4,2023-02-26T12:01:30.678Z,2023-02-27T06:22:40Z,4058576443,56,Back,4058576455,141,59.9,4061019711,178,,4058576463,213,4.3,4058576459,212,19.6,4058576453,140,35.7,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710147,20,1,1,1,27,70nn27vgkt6l48lvv5e66q7ww,1,39.2,53.4,2023-02-26T12:01:34.810Z,2023-02-27T06:22:39Z,4058576649,141,32.6,4058576645,56,Back,4058576647,140,37.9,4058576651,212,14.2,4061019891,178,,4058576653,213,4.6,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710173,21,1,1,1,31,70nn27vgkt6l48lvv5e66q7ww,1,46.4,25.5,2023-02-26T12:01:38.195Z,2023-02-27T06:22:38Z,4058576805,212,18.8,4058576803,141,2.8,4061019931,178,,4058576801,140,56.6,4058576807,213,5.3,4058576799,56,Right,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710217,22,1,1,1,33,70nn27vgkt6l48lvv5e66q7ww,1,60.2,0.6,2023-02-26T12:01:40.693Z,2023-02-27T06:22:37Z,4059982069,155,,4058577035,1,,4058577033,213,0.2,4058577031,212,39.6,4058577027,140,97.4,4058577025,56,Right,4061020119,178,,4058577029,141,10.6,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710221,23,61,1,1,37,70nn27vgkt6l48lvv5e66q7ww,1,98.7,8.4,2023-02-26T12:01:44.053Z,2023-02-27T06:22:37Z,4061020231,178,,4058577039,56,Right,,,,,,,,,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710303,15,5,1,1,38,9bxav814mkuhueiyivyive82d,1,3.8,101,2023-02-26T12:01:45.375Z,2023-02-27T00:47:49Z,4058577479,233,24,4058577461,56,Back,4058577463,347,,,,,,,,,,,,,,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710231,24,5,1,1,38,70nn27vgkt6l48lvv5e66q7ww,0,96.2,-1,2023-02-26T12:01:45.375Z,2023-02-27T00:47:49Z,4058577511,233,15,4058577077,56,Right,4058577079,347,,,,,,,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710325,16,1,1,1,48,9bxav814mkuhueiyivyive82d,0,5.7,100,2023-02-26T12:01:55.005Z,2023-02-27T06:22:36Z,4058577577,56,Back,4058577587,1,,4058577579,140,32.3,4058577585,213,6.1,4058577583,212,28.3,4058577581,141,95.0,4058577575,107,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710345,25,1,1,1,50,70nn27vgkt6l48lvv5e66q7ww,0,68.4,6.5,2023-02-26T12:01:57.004Z,2023-02-27T06:22:36Z,4058577657,141,22.0,4061020789,388,,4058577651,3,,4058577659,212,11.1,4058577653,56,Center,4058577655,140,65.2,4058577661,213,1.9,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710351,17,61,1,1,51,9bxav814mkuhueiyivyive82d,0,35.6,87.5,2023-02-26T12:01:58.583Z,2023-02-27T06:22:36Z,4061021165,178,,4058577687,56,Back,,,,,,,,,,,,,,,,,,,1py4bk2ik16w8lil31bghq99m,M. Abline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710355,26,49,1,1,53,70nn27vgkt6l48lvv5e66q7ww,1,58,24.2,2023-02-26T12:01:59.993Z,2023-02-27T06:22:35Z,,,,,,,,,,,,,,,,,,,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710391,27,1,1,1,54,70nn27vgkt6l48lvv5e66q7ww,1,53.8,31.4,2023-02-26T12:02:01.023Z,2023-02-27T06:22:34Z,4058577885,213,2.2,4058577879,140,45.9,4058577881,141,49.5,4058577883,212,14.8,4061057837,178,,4058577877,56,Back,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710409,28,1,1,1,56,70nn27vgkt6l48lvv5e66q7ww,1,46.7,49.8,2023-02-26T12:02:03.264Z,2023-02-27T06:22:33Z,4058577981,141,57.8,4058577983,212,28.9,4058577985,213,3.0,4061057931,178,,4058577979,140,19.7,4058577977,56,Back,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710437,29,1,1,2,0,70nn27vgkt6l48lvv5e66q7ww,1,19.2,59.8,2023-02-26T12:02:07.809Z,2023-02-27T06:22:32Z,4058578129,140,21.4,4061057975,178,,4058578133,212,4.9,4058578131,141,66.1,4058578127,56,Back,4058578135,213,1.1,,,,,,,6oi4a3g56xe76g0gg38knmzmd,V. Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710497,30,1,1,2,3,70nn27vgkt6l48lvv5e66q7ww,1,24.5,66.4,2023-02-26T12:02:10.153Z,2023-02-27T06:22:31Z,4058578407,213,1.3,4061058123,178,,4058578403,141,85.3,4058578401,140,28.1,4058578399,56,Back,4058578405,212,13.4,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710533,31,1,1,2,6,70nn27vgkt6l48lvv5e66q7ww,1,38.6,90.8,2023-02-26T12:02:13.705Z,2023-02-27T06:22:30Z,4058578577,56,Left,4061058239,178,,4058578581,141,90.9,4058578583,212,14.0,4058578585,213,0.0,4058578579,140,51.9,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710541,32,3,1,2,11,70nn27vgkt6l48lvv5e66q7ww,0,59.1,86.9,2023-02-26T12:02:18.593Z,2023-02-27T06:22:27Z,4061058357,178,,4058578617,56,Left,4058578619,286,,4058578665,233,18,4059984969,465,,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710551,18,7,1,2,11,9bxav814mkuhueiyivyive82d,0,40.9,13.1,2023-02-26T12:02:18.681Z,2023-02-27T06:22:26Z,4058578645,233,32,4059985211,385,,4058578637,285,,4058578635,56,Back,4061058411,178,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513182433,1072,67,1,2,13,70nn27vgkt6l48lvv5e66q7ww,1,63.3,81.5,2023-02-26T12:02:19.976Z,2023-02-27T06:22:26Z,4061074377,233,815,,,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513182431,815,67,1,2,13,9bxav814mkuhueiyivyive82d,0,36.7,18.5,2023-02-26T12:02:19.977Z,2023-02-27T06:22:25Z,4061074381,233,1072,,,,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710565,33,50,1,2,13,70nn27vgkt6l48lvv5e66q7ww,1,62.3,81.9,2023-02-26T12:02:20.393Z,2023-02-27T06:22:24Z,4058578737,286,,4058579035,233,19,4058578735,56,Left,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710613,19,7,1,2,14,9bxav814mkuhueiyivyive82d,1,37.7,18.1,2023-02-26T12:02:21.077Z,2023-02-27T06:22:24Z,4058578977,56,Back,4059985641,384,,4058578979,285,,4061059043,178,,4058579013,233,33,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512710615,20,4,1,2,16,9bxav814mkuhueiyivyive82d,1,40.6,15,2023-02-26T12:02:22.967Z,2023-02-27T06:22:24Z,4058578995,286,,4058578989,56,Back,4058582531,295,,4058578991,152,,4058579071,233,35,4058578987,13,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
