id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist
2493735561,90,1,1,13,6,17o35s8assv3kamxowzz77k4r,0,93.4,66,2022-12-28T18:13:26.053Z,2022-12-29T08:20:26Z,3958742471,56,Center,3958742473,140,96.6,3959121591,178,,3958742477,212,5.2,3958742479,213,5.4,3958742475,141,60.2,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735563,146,8,1,13,7,be2k34rut1lz79jxenabttqlc,1,6,42.7,2022-12-28T18:13:26.402Z,2022-12-29T08:20:25Z,3958742481,56,Back,3958973677,385,,3959121635,21,,3959121637,178,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735573,91,1,1,13,8,17o35s8assv3kamxowzz77k4r,0,98.8,62.4,2022-12-28T18:13:27.773Z,2022-12-29T08:20:25Z,3959121665,178,,3958742539,141,63.7,3958742535,56,Center,3958742627,195,,3958742537,140,92.7,3958742541,212,6.5,3958742543,213,3.0,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493808361,1218,43,1,13,9,be2k34rut1lz79jxenabttqlc,1,0,0,2022-12-28T18:13:28.262Z,2022-12-29T03:10:59Z,3959153197,144,67,3959136911,233,922,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493808359,922,43,1,13,9,17o35s8assv3kamxowzz77k4r,1,0,0,2022-12-28T18:13:28.263Z,2022-12-29T03:10:58Z,3959136923,233,1218,3959153195,144,67,,,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735583,147,8,1,13,9,be2k34rut1lz79jxenabttqlc,1,5.9,42,2022-12-28T18:13:28.315Z,2022-12-29T08:20:24Z,3958973861,384,,3958742581,56,Back,3959121693,178,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735587,148,49,1,13,12,be2k34rut1lz79jxenabttqlc,1,2.5,7.2,2022-12-28T18:13:32.121Z,2022-12-29T08:20:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735611,149,1,1,13,15,be2k34rut1lz79jxenabttqlc,0,2.2,8.8,2022-12-28T18:13:34.983Z,2022-12-29T08:20:23Z,3958742741,213,0.1,3959121765,178,,3958742743,1,,3958742735,140,54.7,3958742739,212,55.5,3958742737,141,18.5,3958742733,56,Right,3958742731,157,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735609,92,49,1,13,18,17o35s8assv3kamxowzz77k4r,1,51.5,76.7,2022-12-28T18:13:37.785Z,2022-12-29T08:20:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735641,93,1,1,13,23,17o35s8assv3kamxowzz77k4r,1,37.1,74.5,2022-12-28T18:13:42.599Z,2022-12-29T08:20:20Z,3958742959,140,16.6,3958742957,56,Back,3959121805,178,,3958742965,213,3.7,3958742961,141,53.1,3958742963,212,26.0,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735655,94,1,1,13,29,17o35s8assv3kamxowzz77k4r,1,11.8,41.6,2022-12-28T18:13:48.383Z,2022-12-29T08:20:19Z,3958743321,189,,3958743021,56,Back,3958743027,212,29.8,3958743023,140,30.4,3959121843,178,,3958743029,213,5.4,3958743025,141,8.5,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735671,95,1,1,13,31,17o35s8assv3kamxowzz77k4r,1,35.9,1.2,2022-12-28T18:13:51.087Z,2022-12-29T08:20:18Z,3958743141,140,53.5,3958743147,213,0.6,3958743143,141,18.2,3958743145,212,21.8,3958743139,56,Right,3959121877,178,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493808511,1221,83,1,13,33,be2k34rut1lz79jxenabttqlc,1,47.5,87.2,2022-12-28T18:13:52.652Z,2022-12-29T08:20:18Z,3959137365,399,196391,,,,,,,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735683,96,1,1,13,35,17o35s8assv3kamxowzz77k4r,1,46.1,20.3,2022-12-28T18:13:54.992Z,2022-12-29T08:20:17Z,3959121909,178,,3958743195,155,,3958743199,140,70.7,3958743197,56,Left,3958743201,141,80.6,3958743207,1,,3958743203,212,48.5,3958743205,213,1.0,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735691,97,1,1,13,41,17o35s8assv3kamxowzz77k4r,0,75.8,77.5,2022-12-28T18:14:01.023Z,2022-12-29T08:20:16Z,3958743261,213,5.3,3958743249,2,,3958743251,155,,3958743257,141,40.1,3958743253,56,Center,3958974537,224,,3958974539,72,,3959121949,178,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,3958743255,140,92.4,3958743259,212,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735697,150,12,1,13,43,be2k34rut1lz79jxenabttqlc,1,9.2,53.1,2022-12-28T18:14:02.635Z,2022-12-29T08:20:15Z,3958743301,212,22.3,3958743315,15,,3958743303,213,0.9,3958743297,140,22.7,3958743295,56,Back,3958743299,141,78.5,3959122073,388,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735715,152,49,1,13,45,be2k34rut1lz79jxenabttqlc,1,15.9,72.2,2022-12-28T18:14:04.672Z,2022-12-29T08:20:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735709,151,3,1,13,46,be2k34rut1lz79jxenabttqlc,0,22.6,80.7,2022-12-28T18:14:05.602Z,2022-12-29T06:56:05Z,3958743379,56,Back,3958974785,465,,3958743419,233,98,3958743381,285,,3959122249,178,,,,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735713,98,7,1,13,47,17o35s8assv3kamxowzz77k4r,1,77.4,19.3,2022-12-28T18:14:06.526Z,2022-12-29T06:56:05Z,3959122277,178,,3958743401,167,,3958743403,56,Right,3958743413,233,151,3958974845,385,,3958743405,286,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735717,99,5,1,13,48,17o35s8assv3kamxowzz77k4r,0,74.5,-1.5,2022-12-28T18:14:08.137Z,2022-12-29T01:37:40Z,3958743411,347,,3958743409,56,Right,3958743521,233,153,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735729,153,5,1,13,48,be2k34rut1lz79jxenabttqlc,1,25.5,101.5,2022-12-28T18:14:08.137Z,2022-12-29T01:37:39Z,3958743501,56,Back,3958743507,347,,3958743511,233,99,,,,,,,,,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735857,154,1,1,14,27,be2k34rut1lz79jxenabttqlc,1,27,100,2022-12-28T18:14:46.541Z,2022-12-29T08:20:14Z,3958744289,107,,3958744295,141,86.3,3958744299,213,5.0,3958744291,56,Back,3958744293,140,29.8,3958744297,212,10.8,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735869,155,1,1,14,29,be2k34rut1lz79jxenabttqlc,1,28.1,84.5,2022-12-28T18:14:48.493Z,2022-12-29T08:20:13Z,3959122355,178,,3958744365,141,42.1,3958744369,213,4.6,3958744367,212,29.0,3958744363,140,25.6,3958744361,56,Back,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735873,156,1,1,14,33,be2k34rut1lz79jxenabttqlc,1,30.9,39.7,2022-12-28T18:14:52.500Z,2022-12-29T08:20:13Z,3958744391,213,5.6,3959122391,178,,3958744383,56,Back,3958744387,141,23.9,3958744385,140,43.7,3958744389,212,17.2,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735879,157,1,1,14,35,be2k34rut1lz79jxenabttqlc,1,42.9,19.2,2022-12-28T18:14:54.629Z,2022-12-29T08:20:12Z,3958744427,56,Right,3958744429,140,52.3,3959122437,178,,3958744433,212,12.3,3958744431,141,8.5,3958744435,213,5.6,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735887,158,1,1,14,38,be2k34rut1lz79jxenabttqlc,1,50,3.3,2022-12-28T18:14:57.684Z,2022-12-29T08:20:10Z,3958744475,213,2.3,3958744471,141,22.7,3959122483,178,,3958744473,212,18.2,3958744469,140,38.1,3958744467,56,Back,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735893,159,1,1,14,40,be2k34rut1lz79jxenabttqlc,1,39.9,19.1,2022-12-28T18:14:59.374Z,2022-12-29T08:20:09Z,3959122505,178,,3958744509,56,Back,3958744511,140,38.9,3958744513,141,35.5,3958744517,213,1.7,3958744515,212,11.2,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735911,160,1,1,14,42,be2k34rut1lz79jxenabttqlc,0,43.6,32.2,2022-12-28T18:15:01.675Z,2022-12-29T08:20:08Z,3958744609,196,,3958744611,56,Left,3958744621,1,,3958744617,212,53.1,3958744613,140,66.4,3959122577,178,,3958744607,155,,3958744619,213,1.1,31sljkjull0n7082fed26stzp,B. André,3958744615,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735991,100,5,1,14,45,17o35s8assv3kamxowzz77k4r,1,35.6,-1.8,2022-12-28T18:15:04.777Z,2022-12-29T01:38:17Z,3958745135,347,,3958745137,233,161,3958745133,56,Back,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493735915,161,5,1,14,45,be2k34rut1lz79jxenabttqlc,0,64.4,101.8,2022-12-28T18:15:04.777Z,2022-12-29T01:38:17Z,3958745145,233,100,3958744641,347,,3958744639,56,Left,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736039,101,1,1,15,18,17o35s8assv3kamxowzz77k4r,0,26.5,0,2022-12-28T18:15:37.625Z,2022-12-29T08:20:08Z,3958745419,56,Back,3958745425,212,21.5,3958745421,140,44.6,3958745417,107,,3958745427,213,0.5,3958745423,141,12.9,3959244229,1,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736045,162,2,1,15,20,be2k34rut1lz79jxenabttqlc,1,51.1,87.9,2022-12-28T18:15:39.689Z,2022-12-29T08:20:08Z,3958745457,140,72.4,3959109943,388,,3958745453,3,,3958745455,56,Left,3958745459,141,83.5,3958745635,7,1zx0huwj0czivtoq6kvfb5roq,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736071,102,55,1,15,20,17o35s8assv3kamxowzz77k4r,1,30,2.1,2022-12-28T18:15:39.690Z,2022-12-29T08:20:07Z,3958745603,189,,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736049,163,43,1,15,23,be2k34rut1lz79jxenabttqlc,1,0,0,2022-12-28T18:15:42.232Z,2022-12-28T18:15:45Z,3958745573,144,61,3958745471,56,Left,,,,,,,,,,,,,,,,,,,1zx0huwj0czivtoq6kvfb5roq,A. Virginius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736171,103,1,1,15,51,17o35s8assv3kamxowzz77k4r,1,29.4,17.9,2022-12-28T18:16:10.745Z,2022-12-29T08:20:07Z,3958746153,141,44.6,3958746157,213,0.7,3958746151,140,48.5,3958746149,56,Back,3958746145,155,,3958746155,212,27.1,3959109975,178,,3958746143,5,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,3958746147,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736175,104,1,1,15,53,17o35s8assv3kamxowzz77k4r,0,49.2,46.4,2022-12-28T18:16:12.849Z,2022-12-29T08:20:06Z,3958746181,212,12.3,3958746177,140,56.4,3958746173,3,,3958746183,213,5.4,3959110003,388,,3958746175,56,Center,3958746179,141,32.2,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736183,164,1,1,15,54,be2k34rut1lz79jxenabttqlc,0,46.6,68.2,2022-12-28T18:16:13.495Z,2022-12-29T08:20:06Z,3958746233,213,5.6,3958746231,212,8.9,3959110049,178,,3958746225,56,Center,3958746229,141,59.9,3958746223,3,,3958746227,140,53.1,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736187,105,1,1,15,55,17o35s8assv3kamxowzz77k4r,0,45.4,38.5,2022-12-28T18:16:15.050Z,2022-12-29T08:20:05Z,3958746251,141,31.3,3958746253,212,5.0,3958746249,140,46.1,3958978589,286,,3958746255,213,4.9,3959110111,178,,3958746247,56,Back,3958978587,236,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,3958978773,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736191,165,74,1,15,56,be2k34rut1lz79jxenabttqlc,1,56.3,62.3,2022-12-28T18:16:15.229Z,2022-12-29T08:20:04Z,3958978777,233,105,3958978681,285,,3958746277,56,Center,3959110143,178,,,,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736195,166,49,1,15,57,be2k34rut1lz79jxenabttqlc,1,51.1,58.6,2022-12-28T18:16:16.947Z,2022-12-29T08:20:04Z,,,,,,,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736207,167,1,1,15,58,be2k34rut1lz79jxenabttqlc,1,51.1,57.8,2022-12-28T18:16:17.332Z,2022-12-29T08:20:03Z,3959110265,178,,3958746321,56,Center,3958746323,140,59.9,3958746327,212,17.2,3958746329,213,5.3,3958746325,141,36.4,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736213,168,1,1,16,0,be2k34rut1lz79jxenabttqlc,1,58.2,36.5,2022-12-28T18:16:19.490Z,2022-12-29T08:20:02Z,3958746369,141,23.3,3958746365,56,Center,3958746367,140,71.5,3958746373,213,5.7,3959110325,178,,3958746371,212,16.6,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736211,106,45,1,16,2,17o35s8assv3kamxowzz77k4r,0,29.8,74.5,2022-12-28T18:16:21.706Z,2022-12-29T08:20:01Z,3958746361,56,Back,3958746413,233,169,3958746363,285,,,,,,,,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736217,169,3,1,16,2,be2k34rut1lz79jxenabttqlc,1,70.2,25.5,2022-12-28T18:16:21.706Z,2022-12-29T08:20:00Z,3958746395,233,106,3958746385,56,Center,3958746387,286,,3958979117,464,,3959110367,178,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736229,170,1,1,16,3,be2k34rut1lz79jxenabttqlc,1,70.8,21.3,2022-12-28T18:16:22.376Z,2022-12-29T08:20:00Z,3958746471,212,5.8,3958746473,213,4.2,3959110413,178,,3958746467,140,68.3,3958746465,56,Right,3958746469,141,13.7,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736235,171,1,1,16,6,be2k34rut1lz79jxenabttqlc,1,72.9,17.6,2022-12-28T18:16:25.905Z,2022-12-29T08:19:58Z,3958746499,140,70.6,3959110455,178,,3958746497,56,Center,3958746501,141,25.2,3958746503,212,5.7,3958746505,213,2.0,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736239,172,1,1,16,7,be2k34rut1lz79jxenabttqlc,1,72.2,31.8,2022-12-28T18:16:26.832Z,2022-12-29T08:19:57Z,3958746541,213,5.7,3958746533,56,Center,3958746537,141,24.4,3959110507,178,,3958746535,140,80.0,3958746539,212,9.6,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736243,173,50,1,16,8,be2k34rut1lz79jxenabttqlc,1,79.3,22.8,2022-12-28T18:16:27.831Z,2022-12-29T08:19:57Z,3958746653,233,107,3958746557,56,Center,3958746559,286,,,,,,,,,,,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736251,107,7,1,16,8,17o35s8assv3kamxowzz77k4r,1,20.7,77.2,2022-12-28T18:16:27.888Z,2022-12-29T08:19:56Z,3959110615,178,,3958746593,233,173,3958746591,285,,3958979545,384,,3958746589,56,Back,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736253,108,49,1,16,10,17o35s8assv3kamxowzz77k4r,1,18.9,60.1,2022-12-28T18:16:29.629Z,2022-12-29T08:19:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736261,109,1,1,16,11,17o35s8assv3kamxowzz77k4r,1,21.3,63.6,2022-12-28T18:16:30.621Z,2022-12-29T08:19:55Z,3958746643,212,2.7,3958746641,141,67.6,3958746645,213,1.5,3959110765,178,,3958746639,140,21.6,3958746637,56,Back,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736265,110,1,1,16,12,17o35s8assv3kamxowzz77k4r,1,19,65.6,2022-12-28T18:16:31.682Z,2022-12-29T08:19:54Z,3959110819,178,,3958746659,140,26.0,3958746657,56,Back,3958746665,213,0.1,3958746661,141,66.4,3958746663,212,7.4,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736299,111,1,1,16,14,17o35s8assv3kamxowzz77k4r,1,24.1,68.7,2022-12-28T18:16:33.299Z,2022-12-29T08:19:53Z,3958746835,56,Back,3958746839,141,62.4,3958746837,140,33.3,3958746843,213,5.9,3958746841,212,10.6,3959110855,178,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736303,112,3,1,16,16,17o35s8assv3kamxowzz77k4r,0,39.5,58.7,2022-12-28T18:16:36Z,2022-12-29T08:19:51Z,3958746851,56,Back,3958746853,286,,3959110969,178,,3958980093,464,,3958746875,233,174,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736297,174,7,1,16,16,be2k34rut1lz79jxenabttqlc,1,60.5,41.3,2022-12-28T18:16:36.102Z,2022-12-29T08:19:51Z,3958980277,384,,3959110999,178,,3958746859,233,112,3958746825,56,Center,3958746827,285,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736301,175,49,1,16,19,be2k34rut1lz79jxenabttqlc,1,51.4,56.2,2022-12-28T18:16:38.618Z,2022-12-29T08:19:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736311,176,1,1,16,20,be2k34rut1lz79jxenabttqlc,1,51.2,54.6,2022-12-28T18:16:39.283Z,2022-12-29T08:19:49Z,3959111071,178,,3958746903,56,Back,3958746907,141,36.6,3958746909,212,16.6,3958746911,213,4.0,3958746905,140,40.5,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736317,177,1,1,16,21,be2k34rut1lz79jxenabttqlc,1,41.3,38.7,2022-12-28T18:16:41.115Z,2022-12-29T08:19:48Z,3958746945,140,48.7,3958746949,212,8.1,3958746943,56,Back,3958746947,141,35.4,3959111107,178,,3958746951,213,6.0,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736347,178,1,1,16,24,be2k34rut1lz79jxenabttqlc,1,51.5,40.1,2022-12-28T18:16:43.605Z,2022-12-29T08:19:47Z,3958747073,56,Back,3958747077,141,64.3,3958747081,213,1.9,3958747075,140,46.3,3958747079,212,17.3,3959111129,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736355,179,1,1,16,29,be2k34rut1lz79jxenabttqlc,1,48.1,59.5,2022-12-28T18:16:48.773Z,2022-12-29T08:19:45Z,3958747129,141,25.0,3958747125,56,Center,3958747127,140,52.1,3958747131,212,23.8,3958747133,213,4.9,3959111173,178,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736359,180,1,1,16,31,be2k34rut1lz79jxenabttqlc,1,51.1,28,2022-12-28T18:16:50.903Z,2022-12-29T08:19:44Z,3958747161,213,0.7,3958747157,141,38.5,3958747153,56,Center,3959111211,178,,3958747159,212,11.6,3958747155,140,59.8,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736369,181,1,1,16,33,be2k34rut1lz79jxenabttqlc,1,56.8,40,2022-12-28T18:16:52.322Z,2022-12-29T08:19:44Z,3958747223,212,16.8,3958747221,141,29.4,3958747217,56,Back,3958747225,213,3.6,3958747413,189,,3959111259,178,,3958747219,140,42.4,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736383,182,1,1,16,34,be2k34rut1lz79jxenabttqlc,1,46.8,29.3,2022-12-28T18:16:53.705Z,2022-12-29T08:19:43Z,3958747279,141,52.2,3958747275,56,Back,3958747281,212,21.4,3958747277,140,32.8,3958747283,213,2.3,3959111299,178,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736403,183,1,1,16,36,be2k34rut1lz79jxenabttqlc,1,35.3,49.7,2022-12-28T18:16:55.854Z,2022-12-29T08:19:42Z,3958747409,213,1.3,3958747405,141,76.0,3958747401,140,39.6,3958747407,212,18.4,3958747397,56,Back,3959111329,178,,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736417,184,1,1,16,44,be2k34rut1lz79jxenabttqlc,1,34.4,68.1,2022-12-28T18:17:03.265Z,2022-12-29T08:19:40Z,3958747483,56,Back,3959111367,178,,3958747487,141,96.6,3958747485,140,45.6,3958747489,212,22.7,3958747491,213,1.0,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736423,185,4,1,16,46,be2k34rut1lz79jxenabttqlc,1,46.3,89.9,2022-12-28T18:17:05.635Z,2022-12-29T08:19:39Z,3958747547,56,Back,3958747545,13,,3958747549,152,,3958747551,265,,3958747553,286,,3958747617,233,113,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493736427,113,4,1,16,46,17o35s8assv3kamxowzz77k4r,0,53.7,10.1,2022-12-28T18:17:05.636Z,2022-12-29T08:19:38Z,3959111427,178,,3958747579,265,,3958747575,56,Right,3958747573,13,,3958747625,233,185,3958747577,152,,3958747583,285,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
