id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2452413719,172,1,1,15,34,27xvwccz8kpmqsefjv2b2sc0o,1,92,95.9,2022-08-28T13:17:26.376Z,2022-08-28T23:44:30Z,3739831319,140,71.3,3739831321,141,85.4,3741786445,178,,3739831317,56,Left,3739831323,212,22.9,3739831325,213,3.5,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413753,173,1,1,15,36,27xvwccz8kpmqsefjv2b2sc0o,1,70,86,2022-08-28T13:17:28.756Z,2022-08-28T23:44:29Z,3739831451,140,76.0,3739831461,213,0.6,3741786551,178,,3739831453,141,92.9,3739831457,212,7.9,3739831447,56,Left,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413775,174,1,1,15,38,27xvwccz8kpmqsefjv2b2sc0o,1,79.3,92.2,2022-08-28T13:17:30.604Z,2022-08-28T23:44:29Z,3739831575,56,Center,3739831581,212,13.4,3739831577,140,71.5,3739831583,213,4.1,3739831579,141,76.6,3741786663,178,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413817,175,1,1,15,39,27xvwccz8kpmqsefjv2b2sc0o,1,76.2,75.8,2022-08-28T13:17:31.502Z,2022-08-28T23:44:28Z,3739831853,140,72.2,3739831857,212,15.0,3739831855,141,96.9,3739831859,213,1.9,3739831851,56,Left,3741786735,178,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413875,176,1,1,15,43,27xvwccz8kpmqsefjv2b2sc0o,1,73.7,97.2,2022-08-28T13:17:35.936Z,2022-08-28T23:44:27Z,3739832119,141,94.1,3739832121,212,18.5,3739832117,140,56.2,3739832123,213,3.3,3741786941,178,,3739832115,56,Left,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413893,177,1,1,15,47,27xvwccz8kpmqsefjv2b2sc0o,1,56,82.8,2022-08-28T13:17:39.176Z,2022-08-28T23:44:26Z,3739832249,213,4.1,3739832241,56,Back,3741787095,178,,3739832247,212,18.9,3739832243,140,46.3,3739832245,141,59.4,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413925,178,1,1,15,49,27xvwccz8kpmqsefjv2b2sc0o,1,44.4,54.3,2022-08-28T13:17:41.892Z,2022-08-28T23:44:26Z,3741787293,178,,3739832419,212,15.8,3739832421,213,5.5,3739832417,141,38.2,3739832413,56,Center,3739832415,140,55.3,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413941,179,1,1,15,52,27xvwccz8kpmqsefjv2b2sc0o,0,53,33.7,2022-08-28T13:17:44.120Z,2022-08-28T23:44:25Z,3739832499,140,72.2,3739832501,141,28.8,3739832497,56,Center,3739832503,212,20.4,3739832495,155,,3741787411,178,,3739832505,213,6.1,,,,26mggguhavwmnq1oak12ket,D. Payet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413943,128,49,1,15,53,bx0cdmzr2gwr70ez72dorx82p,1,26.4,77.1,2022-08-28T13:17:45.685Z,2022-08-28T23:44:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413985,129,1,1,15,54,bx0cdmzr2gwr70ez72dorx82p,1,26,73,2022-08-28T13:17:46.724Z,2022-08-28T23:44:24Z,3739832715,141,59.9,3741787537,178,,3739832707,56,Back,3739832721,213,4.2,3739832711,140,21.6,3739832719,212,10.0,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452413997,130,1,1,15,56,bx0cdmzr2gwr70ez72dorx82p,1,20.9,65.3,2022-08-28T13:17:48.309Z,2022-08-28T23:44:23Z,3739832797,212,14.0,3739832793,140,32.1,3739832795,141,54.0,3739832799,213,5.7,3741787625,178,,3739832791,56,Back,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414103,131,1,1,15,58,bx0cdmzr2gwr70ez72dorx82p,1,30.8,52.1,2022-08-28T13:17:50.730Z,2022-08-28T23:44:22Z,3739833319,212,23.1,3739833321,213,4.7,3739833317,141,18.2,3739833313,56,Back,3741787797,178,,3739833315,140,29.7,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414155,132,1,1,16,5,bx0cdmzr2gwr70ez72dorx82p,1,51.7,17,2022-08-28T13:17:57.464Z,2022-08-28T23:44:21Z,3739833559,213,5.6,3741787875,178,,3739833551,56,Right,3739833557,212,14.0,3739833553,140,62.4,3739833555,141,4.7,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414201,133,1,1,16,8,bx0cdmzr2gwr70ez72dorx82p,1,58.2,5.6,2022-08-28T13:18:01.019Z,2022-08-28T23:44:20Z,3739833783,212,13.1,3741788005,178,,3739833781,141,9.5,3739833777,56,Back,3739833785,213,2.9,3739833779,140,46.0,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414227,134,1,1,16,11,bx0cdmzr2gwr70ez72dorx82p,1,46.8,13.7,2022-08-28T13:18:03.623Z,2022-08-28T23:44:19Z,3741788157,178,,3739833951,212,17.3,3739833941,56,Back,3739833949,141,39.1,3739833945,140,48.3,3739833953,213,1.5,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414273,135,1,1,16,13,bx0cdmzr2gwr70ez72dorx82p,1,49.3,39.5,2022-08-28T13:18:05.775Z,2022-08-28T23:44:18Z,3739834221,213,1.4,3741788251,178,,3739834219,212,33.1,3739834215,140,55.2,3739834213,56,Left,3739834223,1,,3739834217,141,87.3,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414443,136,1,1,16,16,bx0cdmzr2gwr70ez72dorx82p,1,52.9,78.8,2022-08-28T13:18:08.924Z,2022-08-28T23:44:18Z,3739835169,140,65.4,3739835171,141,70.2,3739835177,213,5.9,3739835175,212,14.4,3739835167,56,Center,3741788337,178,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414477,137,1,1,16,25,bx0cdmzr2gwr70ez72dorx82p,1,70.1,88.7,2022-08-28T13:18:18.003Z,2022-08-28T23:44:13Z,3741788425,178,,3739835357,213,3.5,3739835353,141,83.7,3739835355,212,10.5,3739835349,56,Left,3739835351,140,60.6,,,,,,,eolso19u03zxw2pca2i95v4dl,A. Claude-Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414563,138,1,1,16,29,bx0cdmzr2gwr70ez72dorx82p,1,62.3,75,2022-08-28T13:18:21.316Z,2022-08-28T23:44:12Z,3739835759,140,55.8,3741788473,178,,3739835761,141,26.8,3739835763,212,33.5,3742133575,1,,3739835755,56,Center,3739835765,213,4.5,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414587,139,1,1,16,33,bx0cdmzr2gwr70ez72dorx82p,1,57.6,29.3,2022-08-28T13:18:25.633Z,2022-08-28T23:44:11Z,3739835911,213,5.6,3739835909,212,10.6,3741788489,178,,3739835905,140,65.4,3739835903,56,Right,3739835907,141,19.3,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414603,140,1,1,16,34,bx0cdmzr2gwr70ez72dorx82p,1,65.8,22.7,2022-08-28T13:18:26.616Z,2022-08-28T23:44:10Z,3739836001,56,Center,3741788539,178,,3739836009,213,2.9,3739836005,141,25.3,3739836003,140,57.6,3739836007,212,8.8,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414649,141,1,1,16,36,bx0cdmzr2gwr70ez72dorx82p,1,59.7,27.6,2022-08-28T13:18:28.660Z,2022-08-28T23:44:10Z,3739836239,56,Right,3739836245,212,10.4,3739836243,141,13.0,3739836247,213,5.0,3739836241,140,62.7,3741788689,178,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414687,142,1,1,16,39,bx0cdmzr2gwr70ez72dorx82p,1,64.4,17.9,2022-08-28T13:18:31.347Z,2022-08-28T23:44:09Z,3739836473,212,12.5,3741788737,178,,3739836467,56,Center,3739836475,213,0.7,3739836471,141,29.9,3739836469,140,73.4,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414699,143,1,1,16,40,bx0cdmzr2gwr70ez72dorx82p,1,73.2,39.3,2022-08-28T13:18:32.612Z,2022-08-28T23:44:08Z,3739836631,156,,3739836571,213,3.6,3741788789,178,,3739836561,56,Center,3739836563,140,63.5,3739836567,212,11.6,3739836565,141,31.0,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414763,144,1,1,16,42,bx0cdmzr2gwr70ez72dorx82p,1,64.9,34.6,2022-08-28T13:18:34.293Z,2022-08-28T23:44:08Z,3739836925,213,5.4,3739836923,212,19.4,3739836917,56,Right,3739836921,141,12.7,3739836919,140,76.8,3741788837,178,,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414799,145,1,1,16,46,bx0cdmzr2gwr70ez72dorx82p,0,75.9,18.6,2022-08-28T13:18:38.196Z,2022-08-28T23:44:07Z,3740493269,223,,3739837089,155,,3739837101,212,23.8,3739837091,56,Center,3739837097,141,43.0,3739837087,2,,3739837095,140,92.1,3739837105,213,0.8,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,3740493271,72,,3741789003,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414839,181,12,1,16,47,27xvwccz8kpmqsefjv2b2sc0o,1,8,53.1,2022-08-28T13:18:39.753Z,2022-08-28T23:44:06Z,3739837295,140,11.5,3739837309,15,,3739837293,56,Back,3739837297,141,84.1,3739837301,212,21.4,3739837303,213,1.4,3741789075,388,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414989,146,1,1,16,54,bx0cdmzr2gwr70ez72dorx82p,1,91.7,9.1,2022-08-28T13:18:46.502Z,2022-08-28T23:44:04Z,3739838111,56,Center,3739838119,213,1.1,3739838115,141,25.4,3741789281,178,,3739838117,212,12.3,3739838113,140,96.8,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452414999,147,50,1,16,57,bx0cdmzr2gwr70ez72dorx82p,1,96.2,22.3,2022-08-28T13:18:49.687Z,2022-08-28T23:44:03Z,3739838145,286,,3739838325,233,182,3739838143,56,Center,,,,,,,,,,,,,,,,6zerxodnjkvpko1ogfwd2hgyc,R. Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415009,182,7,1,16,57,27xvwccz8kpmqsefjv2b2sc0o,1,3.8,77.7,2022-08-28T13:18:50.029Z,2022-08-28T23:44:03Z,3739838217,56,Back,3740495401,384,,3739838219,285,,3741789789,178,,3739838277,233,147,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415019,183,49,1,16,59,27xvwccz8kpmqsefjv2b2sc0o,1,9,86.6,2022-08-28T13:18:51.737Z,2022-08-28T23:44:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415043,184,1,1,16,59,27xvwccz8kpmqsefjv2b2sc0o,0,8.8,88,2022-08-28T13:18:51.954Z,2022-08-28T23:44:02Z,3739838377,56,Back,3739838381,141,94.7,3739838385,213,0.2,3739838379,140,28.1,3741790007,178,,3739838383,212,20.8,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452538169,812,49,1,17,2,bx0cdmzr2gwr70ez72dorx82p,1,71.1,9.9,2022-08-28T13:18:54.464Z,2022-08-28T23:44:02Z,,,,,,,,,,,,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415115,148,1,1,17,3,bx0cdmzr2gwr70ez72dorx82p,1,68.4,9.7,2022-08-28T13:18:55.834Z,2022-08-28T23:44:01Z,3739838739,140,71.0,3739838745,213,1.4,3741791461,178,,3739838743,212,13.2,3739838741,141,28.7,3739838737,56,Center,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415145,149,1,1,17,5,bx0cdmzr2gwr70ez72dorx82p,1,70.5,30.6,2022-08-28T13:18:58.023Z,2022-08-28T23:44:01Z,3739838879,140,76.1,3739838885,213,6.0,3739838881,141,28.1,3739838877,56,Center,3741791517,178,,3739838883,212,6.1,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452786579,914,83,1,17,7,27xvwccz8kpmqsefjv2b2sc0o,1,23.3,69,2022-08-28T13:18:59.399Z,2022-08-28T23:44:00Z,3741870861,399,195735,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415169,150,1,1,17,7,bx0cdmzr2gwr70ez72dorx82p,1,76.6,31.1,2022-08-28T13:18:59.409Z,2022-08-28T23:43:59Z,3739839051,141,48.4,3741791615,178,,3739839049,140,73.6,3739839055,213,1.8,3739839053,212,12.2,3739839047,56,Center,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415215,151,1,1,17,9,bx0cdmzr2gwr70ez72dorx82p,1,75.3,52.1,2022-08-28T13:19:01.527Z,2022-08-28T23:43:59Z,3739840411,210,15,3739839311,56,Center,3739839319,213,1.2,3739839315,141,67.2,3739839317,212,10.9,3741791691,178,,3739839313,140,78.8,,,,eolso19u03zxw2pca2i95v4dl,A. Claude-Maurice,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2452415227,152,15,1,17,11,bx0cdmzr2gwr70ez72dorx82p,1,78,66.2,2022-08-28T13:19:03.180Z,2022-08-28T23:43:58Z,3739840159,233,185,3739840449,230,96.9,3739840151,82,,3739840441,103,19,3739840433,29,,3739840451,231,52,3739839375,22,,3739839377,18,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,3741791731,178,,3739840431,78,,3739840443,215,,3739840439,102,,51.3,3739839379,56,,Center,3739840447,147,63.9,3739840145,20,,3739840445,146,81.5,3739840435,55,151,,,,,,,,
2452415243,185,10,1,17,11,27xvwccz8kpmqsefjv2b2sc0o,1,18.8,37.5,2022-08-28T13:19:03.285Z,2022-08-28T23:43:57Z,3739839455,94,,3739840167,233,152,3741791795,21,,3739839459,56,Back,3741791793,178,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415323,154,13,1,17,15,bx0cdmzr2gwr70ez72dorx82p,1,93,31.6,2022-08-28T13:19:07.840Z,2022-08-28T23:43:55Z,3739840027,231,45.8,3742132993,63,,3739840017,103,52.8,3739840025,230,97.7,3739840015,102,41.7,3741791883,178,,3739839855,56,Center,3739839871,20,,6zerxodnjkvpko1ogfwd2hgyc,R. Ilie,3739840013,87,,3739840023,458,,3739839841,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415311,153,5,1,17,16,bx0cdmzr2gwr70ez72dorx82p,0,101.1,43.4,2022-08-28T13:19:08.344Z,2022-08-28T20:59:04Z,3739839789,346,,3739839787,56,Center,3739839823,233,186,,,,,,,,,,,,,,,,6zerxodnjkvpko1ogfwd2hgyc,R. Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415299,186,5,1,17,16,27xvwccz8kpmqsefjv2b2sc0o,1,-1.1,56.6,2022-08-28T13:19:08.344Z,2022-08-28T20:59:04Z,3739839767,56,Back,3739839769,346,,3739839803,233,153,,,,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415671,187,1,1,17,33,27xvwccz8kpmqsefjv2b2sc0o,1,4.7,48.8,2022-08-28T13:19:26.075Z,2022-08-28T23:43:55Z,3739841855,140,13.5,3739841865,237,,3739841853,56,Back,3739841857,141,74.2,3739841851,124,,3739841861,213,1.1,3739841859,212,19.6,3740505363,189,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415741,188,1,1,17,43,27xvwccz8kpmqsefjv2b2sc0o,1,22.3,71.9,2022-08-28T13:19:35.623Z,2022-08-28T23:43:54Z,3741792033,178,,3739842289,140,18.5,3739842291,141,47.3,3739842297,213,4.5,3739842293,212,17.2,3739842287,56,Back,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415827,189,1,1,17,48,27xvwccz8kpmqsefjv2b2sc0o,1,19.7,41.1,2022-08-28T13:19:41.047Z,2022-08-28T23:43:53Z,3739842679,212,16.5,3741792087,178,,3739842671,140,22.6,3739842681,213,4.9,3739842675,141,17.3,3739842667,56,Back,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415867,190,1,1,17,53,27xvwccz8kpmqsefjv2b2sc0o,1,28,16.2,2022-08-28T13:19:45.208Z,2022-08-28T23:43:52Z,3739842929,140,11.9,3739842931,141,45.2,3739842927,56,Back,3739842935,213,2.3,3741792253,178,,3739842933,212,26.0,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415955,191,1,1,17,56,27xvwccz8kpmqsefjv2b2sc0o,1,12,46.7,2022-08-28T13:19:48.199Z,2022-08-28T23:43:51Z,3739843329,141,81.2,3739843331,212,26.9,3739843325,56,Back,3739843333,213,1.1,3741792325,178,,3739843327,140,24.5,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415993,192,1,1,18,1,27xvwccz8kpmqsefjv2b2sc0o,0,36.2,77.3,2022-08-28T13:19:53.852Z,2022-08-28T23:43:50Z,3739843555,56,Back,3739843557,140,45.1,3739843563,213,5.7,3741792389,178,,3739843561,212,11.4,3739843559,141,67.6,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452787959,913,67,1,18,2,bx0cdmzr2gwr70ez72dorx82p,1,53.6,34.3,2022-08-28T13:19:55.023Z,2022-08-28T23:43:50Z,3741878071,233,969,,,,,,,,,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452787957,969,67,1,18,2,27xvwccz8kpmqsefjv2b2sc0o,0,46.4,65.7,2022-08-28T13:19:55.024Z,2022-08-28T23:43:49Z,3741878081,233,913,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452415987,155,8,1,18,2,bx0cdmzr2gwr70ez72dorx82p,1,53.9,34.3,2022-08-28T13:19:55.050Z,2022-08-28T23:43:49Z,3740507331,384,,3739843513,56,Center,3741792451,178,,,,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416035,156,49,1,18,3,bx0cdmzr2gwr70ez72dorx82p,1,58,22.2,2022-08-28T13:19:56Z,2022-08-28T23:43:49Z,,,,,,,,,,,,,,,,,,,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416061,157,1,1,18,4,bx0cdmzr2gwr70ez72dorx82p,1,56.3,20.5,2022-08-28T13:19:56.822Z,2022-08-28T23:43:48Z,3739843867,56,Center,3739843875,213,1.9,3739843873,212,8.7,3739843869,140,53.9,3739843871,141,32.8,3741792599,178,,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416083,158,1,1,18,5,bx0cdmzr2gwr70ez72dorx82p,0,51.8,34.4,2022-08-28T13:19:57.971Z,2022-08-28T23:43:48Z,3739843973,213,0.4,3739843965,56,Center,3741792679,178,,3739843969,141,44.0,3739843971,212,15.9,3739843967,140,65.6,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452788307,983,67,1,18,7,27xvwccz8kpmqsefjv2b2sc0o,1,36.9,47.5,2022-08-28T13:19:59.780Z,2022-08-28T23:43:47Z,3741880081,233,919,,,,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452788303,919,67,1,18,7,bx0cdmzr2gwr70ez72dorx82p,0,63.1,52.5,2022-08-28T13:19:59.781Z,2022-08-28T23:43:47Z,3741880111,233,983,,,,,,,,,,,,,,,,,,,,,,eolso19u03zxw2pca2i95v4dl,A. Claude-Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416165,193,1,1,18,7,27xvwccz8kpmqsefjv2b2sc0o,0,34.4,47.8,2022-08-28T13:19:59.814Z,2022-08-28T23:43:46Z,3739844363,141,88.4,3739844357,157,,3739844371,1,,3739844359,56,Left,3739844365,212,38.0,3741792705,178,,3739844369,213,0.8,3739844361,140,59.2,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416209,159,1,1,18,11,bx0cdmzr2gwr70ez72dorx82p,1,39.2,19.4,2022-08-28T13:20:03.265Z,2022-08-28T23:43:46Z,3739844601,140,44.4,3741792911,21,,3739844605,212,12.1,3739844599,56,Back,3739844607,213,5.2,3739844603,141,3.5,3741792909,388,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416225,160,3,1,18,13,bx0cdmzr2gwr70ez72dorx82p,1,44,2,2022-08-28T13:20:05.577Z,2022-08-28T23:43:45Z,3739844677,56,Back,3739844841,233,194,3739844681,286,,3740509299,464,,3741793077,178,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416245,194,45,1,18,13,27xvwccz8kpmqsefjv2b2sc0o,0,56,98,2022-08-28T13:20:05.577Z,2022-08-28T23:43:45Z,3739844781,56,Left,3739844783,285,,3739844883,233,160,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416277,161,1,1,18,14,bx0cdmzr2gwr70ez72dorx82p,1,41.7,3.8,2022-08-28T13:20:06.881Z,2022-08-28T23:43:44Z,3739845001,213,2.5,3741793199,178,,3739844993,140,29.8,3739844997,141,17.5,3739844991,56,Back,3739844999,212,15.6,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416317,162,1,1,18,18,bx0cdmzr2gwr70ez72dorx82p,1,32,24.3,2022-08-28T13:20:10.096Z,2022-08-28T23:43:44Z,3739845251,212,20.4,3739845241,56,Back,3739845249,141,54.3,3741793283,178,,3739845245,140,31.8,3739845253,213,1.6,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452416415,163,1,1,18,20,bx0cdmzr2gwr70ez72dorx82p,1,31,59.5,2022-08-28T13:20:13.065Z,2022-08-28T23:43:43Z,3739845811,212,14.1,3739845809,141,40.9,3739845805,56,Back,3739845813,213,5.2,3739845807,140,36.9,3741793623,178,,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
