id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2504507975,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-02-05T15:15:25.768Z,2023-02-05T16:15:47Z,4015323685,59,"30, 25, 3, 14, 4, 24, 7, 26, 11, 8, 10, 6, 13, 16, 20, 23, 28, 29, 36, 35",4015323693,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015564309,197,11900,4015323681,30,"25cggz2egeqce47yijxadsslx, boeam163ur1t3ifq01px99xwp, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 7izciy79i6d6h7usfr8mcmh91, 5jrt4as7f9xt1i1enj2dxx65m, 64ubq0xra74xaunooi8knyajt, 3h62hv3ksrnl7n7di2b080y51, bzmxjsk1tr4p2n7hwakvfomei, b4lc7czw7al6g7a7qzcqzya22, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, d9q12xp4h8nhtjxl5il3vufh1, d9pacjyllv546b9qe0arx2nvu, c8u45gxriyq1rup5fpr30xrdh, bt4yy465bb33u7phdhnlr6pcl, 4yxo8gwnou3m7jh6ph8lkuw44, cr9oxufgxkw935syyrfb94goa",4015323689,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015323687,130,11,4015323683,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4015323691,194,3h62hv3ksrnl7n7di2b080y51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504511279,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-05T15:18:19.518Z,2023-02-05T16:06:33Z,4015340963,130,7,4015340959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4015340965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015564391,197,4735,4015340961,59,"40, 27, 3, 20, 4, 23, 9, 45, 15, 7, 22, 28, 1, 2, 8, 10, 17, 18, 37, 97",4015340957,30,"7h2icfuwy00ilm14dw5xyl5g5, ef2n7d6rysar49toiz2k3obth, 7mn6lue4zatldcxp0gd7kt8mh, dl4e5ojyhccj6w0vgksfzvmxh, c4yip4bf8il4gnxnhcb381b3e, 3zyw4328iilwrttjoww1wctlh, e0hk5aepnpo7cne006zwahfx1, 36yupk7p1vks4dbguw53xhucp, 5yg9ljo5pf1lo2xk74d0k240l, dom1dzrvk7y4sd8puf8iztn11, 3imcuejzt9r6zvvv1xbn5jbl6, 2ds26ub6ho0baamsjcmh7mmfo, 1ixibe50te4j2gjhbufm72aui, bl4lretp33t0jj3icujkf45p1, 5lfki1zoxd4l96hjbr2rw3d2h, 32bc16sg6h58ajxigp7nl1ryt, aoe90w0oopw8h5ipktpmme9cl, 7z8bpxyfd31hb5ehkaina1ap6, 7mjc5a2k7wz4flem6upj5u1w4, 7nlijkywjl13h3ks132026iok",4015340973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015340969,194,dl4e5ojyhccj6w0vgksfzvmxh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556427,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-05T16:05:03.486Z,2023-02-06T01:35:22Z,4015573549,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556435,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-02-05T16:05:03.486Z,2023-02-05T16:05:08Z,4015573563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556525,3,1,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,50,50,2023-02-05T16:05:03.507Z,2023-02-06T04:41:14Z,4015574055,279,S,4015574049,141,41.8,4015574045,56,Back,4015574051,212,17.7,4015574053,213,3.5,4015574047,140,34.0,4016898971,178,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556543,4,1,1,0,2,3adj8hkws0z1al232bg2h6tk0,1,32.3,46.8,2023-02-05T16:05:06.215Z,2023-02-06T08:11:44Z,4015574125,140,67.1,4015574121,155,,4016898983,178,,4015574133,1,,4015574129,212,45.2,4015574131,213,0.6,4015574123,56,Left,4015574127,141,85.9,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556547,5,44,1,0,5,3adj8hkws0z1al232bg2h6tk0,1,74.7,83.4,2023-02-05T16:05:08.990Z,2023-02-06T08:11:44Z,4015574157,56,Left,4015574425,233,3,4015574159,286,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556569,3,44,1,0,5,3xedluek08t2ka7oypwuullcn,0,25.3,16.6,2023-02-05T16:05:08.991Z,2023-02-06T08:11:43Z,4015574245,56,Back,4015574247,285,,4015574471,233,5,,,,,,,,,,,,,,,,boeam163ur1t3ifq01px99xwp,J. Le Cardinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556615,6,2,1,0,5,3adj8hkws0z1al232bg2h6tk0,1,74.3,82.9,2023-02-05T16:05:09.080Z,2023-02-06T08:11:43Z,4015574505,7,3imcuejzt9r6zvvv1xbn5jbl6,4015574509,56,Left,4015574513,140,86.5,4015574507,3,,4016899015,388,,4015574515,141,89.5,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556629,4,55,1,0,5,3xedluek08t2ka7oypwuullcn,1,24.5,20.6,2023-02-05T16:05:09.081Z,2023-02-06T08:11:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556863,5,1,1,0,23,3xedluek08t2ka7oypwuullcn,1,18.1,18.2,2023-02-05T16:05:26.763Z,2023-02-06T08:11:42Z,4015575739,56,Back,4015575735,5,,4015575747,213,1.4,4015575743,141,36.9,4016899039,178,,4015575741,140,20.7,4015575737,241,,4015575745,212,13.0,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556887,6,1,1,0,30,3xedluek08t2ka7oypwuullcn,1,26.8,50,2023-02-05T16:05:33.759Z,2023-02-06T08:11:40Z,4015575875,56,Back,4015575879,141,23.6,4015575883,213,4.8,4015575877,140,29.0,4015575881,212,18.1,4016899065,178,,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556929,7,1,1,0,34,3xedluek08t2ka7oypwuullcn,1,39.6,21.2,2023-02-05T16:05:38.156Z,2023-02-06T08:11:38Z,4015576087,56,Right,4015576095,213,5.7,4016899083,178,,4015576091,141,4.9,4015576093,212,20.1,4015576089,140,55.6,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556939,8,1,1,0,36,3xedluek08t2ka7oypwuullcn,0,54.5,2,2023-02-05T16:05:39.597Z,2023-02-06T08:11:38Z,4015576347,236,,4015576125,140,57.8,4015576353,286,,4015576129,212,4.2,4015576131,213,0.6,4015576123,56,Right,4015576127,141,5.6,4015576349,233,7,boeam163ur1t3ifq01px99xwp,J. Le Cardinal,4016899147,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504556969,7,74,1,0,36,3adj8hkws0z1al232bg2h6tk0,1,43.3,97,2023-02-05T16:05:39.747Z,2023-02-06T08:11:37Z,4015576303,56,Back,4016899161,178,,4015576305,285,,4015576443,233,8,,,,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557003,8,49,1,0,36,3adj8hkws0z1al232bg2h6tk0,1,43.5,98.9,2023-02-05T16:05:40.141Z,2023-02-06T08:11:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504807513,987,83,1,0,37,3xedluek08t2ka7oypwuullcn,1,58.6,2.2,2023-02-05T16:05:41.216Z,2023-02-06T08:11:36Z,4016910633,399,447547,,,,,,,,,,,,,,,,,,,,,,boeam163ur1t3ifq01px99xwp,J. Le Cardinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557023,9,1,1,0,38,3adj8hkws0z1al232bg2h6tk0,1,40.4,97.8,2023-02-05T16:05:41.941Z,2023-02-06T08:11:35Z,4015576531,141,91.3,4015576527,56,Back,4016899245,178,,4015576535,213,5.1,4015576533,212,4.8,4015576529,140,42.3,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557119,10,1,1,0,39,3adj8hkws0z1al232bg2h6tk0,1,46,94.1,2023-02-05T16:05:42.679Z,2023-02-06T08:11:35Z,4015577083,212,9.6,4015577079,140,39.3,4016899271,178,,4015577085,213,3.9,4015577081,141,84.5,4015577077,56,Back,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557125,11,4,1,0,43,3adj8hkws0z1al232bg2h6tk0,1,49.1,80.4,2023-02-05T16:05:47.032Z,2023-02-06T08:11:32Z,4015577387,295,,4015577119,286,,4015577115,56,Back,4015577143,233,9,4015577385,13,,4015577117,152,,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557101,9,4,1,0,43,3xedluek08t2ka7oypwuullcn,0,50.9,19.6,2023-02-05T16:05:47.033Z,2023-02-06T08:11:32Z,4015576979,56,Right,4015576983,285,,4015577155,233,11,4015576975,13,,4015576977,295,,4016899343,178,,4015576981,152,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557289,12,1,1,1,2,3adj8hkws0z1al232bg2h6tk0,0,49.8,82.3,2023-02-05T16:06:06.155Z,2023-02-06T08:11:31Z,4015578175,56,Center,4015578179,141,25.5,4015578169,5,,4015578173,152,,4015578177,140,78.4,4015578181,212,48.9,4015578171,155,,4015578183,213,5.4,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,4016899353,178,4015578185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504699427,973,44,1,1,5,3xedluek08t2ka7oypwuullcn,1,19.6,67.3,2023-02-05T16:06:08.818Z,2023-02-06T08:11:31Z,4016340743,56,Back,4016461347,233,700,4016340745,285,,,,,,,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504699367,700,44,1,1,5,3adj8hkws0z1al232bg2h6tk0,0,80.4,32.7,2023-02-05T16:06:08.819Z,2023-02-06T08:11:30Z,4016461351,233,973,4016340401,56,Center,4016340403,286,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557323,10,1,1,1,5,3xedluek08t2ka7oypwuullcn,1,18.7,67.8,2023-02-05T16:06:08.963Z,2023-02-06T08:11:30Z,4016899409,388,,4015578371,141,81.8,4015578365,3,,4015578369,140,17.6,4015578373,212,9.6,4015578367,56,Back,4015578375,213,1.7,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504557325,11,49,1,1,6,3xedluek08t2ka7oypwuullcn,1,14.4,73.6,2023-02-05T16:06:09.874Z,2023-02-06T08:11:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1ad3itgiwcnyw3o9wplhah2hh,D. Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
