id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2497237549,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-01-14T15:15:28.206Z,2023-01-14T15:58:09Z,3977166929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977166923,130,13,3977166927,194,3h62hv3ksrnl7n7di2b080y51,3977521417,197,11899,3977166913,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, qt2jl9zxkj4lxqzeydbb6hg5, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 5jrt4as7f9xt1i1enj2dxx65m, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, bzmxjsk1tr4p2n7hwakvfomei, 1ad3itgiwcnyw3o9wplhah2hh, b4lc7czw7al6g7a7qzcqzya22, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, 7h28voyog9dhvitn6hj1omhh, boeam163ur1t3ifq01px99xwp, c8u45gxriyq1rup5fpr30xrdh, 4yxo8gwnou3m7jh6ph8lkuw44",3977166917,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3977166925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977166921,59,"30, 29, 21, 14, 4, 24, 26, 8, 11, 7, 20, 3, 6, 13, 16, 18, 22, 25, 28, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497251331,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-01-14T15:23:08.310Z,2023-01-14T16:05:02Z,3977242337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977242333,59,"23, 13, 97, 6, 27, 95, 7, 29, 11, 12, 10, 2, 4, 9, 16, 17, 19, 21, 22, 35",3977242339,194,7jj9gwpuk49bsm2ru06qb44wl,3977242341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977242329,30,"2t05pfvho7i9w9w01zcz3gz4l, tca8ra7ew1b1uny96ku0ql05, baogzi00mwdclwbvkd618evv9, 3o7ktan6n28fn5fj7gel6qead, 8tesu8352jvqfvclei8hykjbp, 5rh9yiue1qnabbwoyweyus5t6, co59rv08x22hk5itwibbwq191, doc6xdg2vumiyoamostngr36d, 9qk1hoxri8dee6yat0cateqxh, 7jj9gwpuk49bsm2ru06qb44wl, 6gdoxudvl1rgcn7d19e89p9ed, 247ipjjd0cak2sggwbuorx4yy, 6ypo3vp0zupq6s1jbk8rbmq51, 7pv3n0vj8243p1di16regotsl, cglp4k40r1t672m7j0eb5ktsl, aujgya83jg4eylvm7hjjbbasq, 1py4bk2ik16w8lil31bghq99m, dhk8g3ptwjf297ix0rcvgydhx, 9br3ebcuzl5b755kwuxgey3md, 4sjs5ktvkun9g96w6h5a39puc",3977242335,130,5,3977525849,197,6351,3977242331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303471,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-01-14T16:00:37.924Z,2023-01-14T20:20:55Z,3977526311,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303475,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-01-14T16:00:37.924Z,2023-01-14T16:00:40Z,3977526337,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303501,3,1,1,0,0,3xedluek08t2ka7oypwuullcn,1,49.8,49.7,2023-01-14T16:00:38.078Z,2023-01-14T20:40:46Z,3977526537,213,2.6,3977526539,279,S,3977526533,141,60.6,3977526529,56,Back,3977526535,212,14.7,3978510571,178,,3977526531,140,37.7,,,,64ubq0xra74xaunooi8knyajt,L. Openda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303537,4,1,1,0,1,3xedluek08t2ka7oypwuullcn,1,38,56.5,2023-01-14T16:00:39.125Z,2023-01-14T23:37:11Z,3977526727,213,4.7,3977526723,141,50.9,3978510703,178,,3977526719,56,Back,3977526725,212,3.8,3977526721,140,38.1,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303543,5,1,1,0,2,3xedluek08t2ka7oypwuullcn,1,39,51.2,2023-01-14T16:00:40.832Z,2023-01-14T23:37:10Z,3977526751,212,17.4,3977526749,141,76.4,3977526747,140,35.9,3977526753,213,1.8,3978510809,178,,3977526745,56,Back,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497387011,485,1,1,0,6,3xedluek08t2ka7oypwuullcn,1,36.6,84.8,2023-01-14T16:00:43.947Z,2023-01-14T23:37:09Z,3978511071,178,,3977977841,56,Back,3977977845,141,88.9,3977977847,212,6.4,3977977849,213,0.4,3977977843,140,42.1,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303561,6,1,1,0,8,3xedluek08t2ka7oypwuullcn,1,40.7,85.9,2023-01-14T16:00:46.174Z,2023-01-14T23:37:08Z,3977526855,213,4.5,3977526849,140,32.8,3977526847,56,Back,3977526851,141,38.3,3978699655,1,,3977526853,212,33.4,3978511195,178,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497303575,7,1,1,0,12,3xedluek08t2ka7oypwuullcn,1,39.5,42.9,2023-01-14T16:00:50.819Z,2023-01-14T23:37:07Z,3978511269,178,,3977526927,141,54.0,3977526923,56,Back,3977526929,212,9.6,3977526931,213,0.9,3977526925,140,45.2,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
