id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2509242309,8,61,1,0,14,3c3jcs7vc1t6vz5lev162jyv7,0,65.4,87.1,2023-02-18T16:00:54.875Z,2023-02-19T04:28:38Z,4042299151,178,,4040252079,56,Left,,,,,,,,,,,,,,,,,,,18b0ti0bsq68842kgbczsbgmh,M. Maolida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243643,21,61,1,0,15,bx0cdmzr2gwr70ez72dorx82p,1,33.8,20.3,2023-02-18T16:00:55.462Z,2023-02-19T04:28:38Z,4042299345,178,,4040259115,56,Back,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242347,4,49,1,0,16,bx0cdmzr2gwr70ez72dorx82p,1,38.4,16.9,2023-02-18T16:00:56.472Z,2023-02-19T04:28:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242379,5,1,1,0,16,bx0cdmzr2gwr70ez72dorx82p,1,38.3,17,2023-02-18T16:00:56.496Z,2023-02-19T04:28:37Z,4040252439,141,9.2,4040252441,212,9.2,4040252443,213,3.8,4042299755,178,,4040252435,56,Back,4040252437,140,31.1,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242387,6,1,1,0,17,bx0cdmzr2gwr70ez72dorx82p,0,35,10.1,2023-02-18T16:00:57.381Z,2023-02-19T04:28:36Z,4040252485,140,58.5,4040252487,141,13.7,4042299871,178,,4040252483,56,Right,4040252491,212,24.8,4040252495,213,0.1,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242375,9,49,1,0,19,3c3jcs7vc1t6vz5lev162jyv7,1,42.8,81.4,2023-02-18T16:00:59.289Z,2023-02-19T04:28:36Z,,,,,,,,,,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242429,10,1,1,0,19,3c3jcs7vc1t6vz5lev162jyv7,1,42.9,81.6,2023-02-18T16:00:59.300Z,2023-02-19T04:28:35Z,4040252715,212,13.9,4040252717,213,0.7,4042299967,178,,4040252713,141,94.5,4040252709,56,Left,4040252711,140,53.2,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243037,25,43,1,0,20,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-18T16:01:00.701Z,2023-02-18T16:50:36Z,4040255939,56,Back,4040782175,144,61,,,,,,,,,,,,,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242455,11,1,1,0,22,3c3jcs7vc1t6vz5lev162jyv7,1,47,99.7,2023-02-18T16:01:02.598Z,2023-02-19T04:28:34Z,4040252871,212,21.3,4040252869,141,96.0,4040252873,213,3.3,4040252865,56,Back,4042300255,178,,4040252867,140,26.9,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242495,12,1,1,0,24,3c3jcs7vc1t6vz5lev162jyv7,1,33.8,95.1,2023-02-18T16:01:04.626Z,2023-02-19T04:28:33Z,4040253059,141,68.6,4040253063,213,3.8,4040253061,212,28.3,4042300361,178,,4040253057,140,13.0,4040253055,56,Back,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242541,13,1,1,0,28,3c3jcs7vc1t6vz5lev162jyv7,1,15.1,57.2,2023-02-18T16:01:08.325Z,2023-02-19T04:28:32Z,4040253257,141,5.2,4040253255,140,45.1,4040253251,155,,4042300517,178,,4040253261,213,5.4,4040253253,56,Back,4040253259,212,47.4,4040253263,1,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242621,14,1,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,1,46.5,3.2,2023-02-18T16:01:11.799Z,2023-02-19T04:28:31Z,4040253707,140,56.0,4040253705,56,Center,4040253713,213,1.0,4042300653,178,,4040253711,212,17.9,4040253709,141,25.0,,,,,,,3sc349yey596xp2j6xlyt0frp,T. Foket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509634725,902,83,1,0,33,bx0cdmzr2gwr70ez72dorx82p,1,45.7,80.7,2023-02-18T16:01:13.851Z,2023-02-19T04:28:30Z,4042353005,399,207794,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242649,15,1,1,0,36,3c3jcs7vc1t6vz5lev162jyv7,1,49.3,32.9,2023-02-18T16:01:16.387Z,2023-02-19T04:28:29Z,4040253839,213,1.3,4042300739,178,,4040253833,140,53.4,4040253831,56,Center,4040253837,212,15.9,4040253835,141,55.4,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242669,16,1,1,0,38,3c3jcs7vc1t6vz5lev162jyv7,1,52.6,52.2,2023-02-18T16:01:18.009Z,2023-02-19T04:28:28Z,4040254017,213,3.9,4042300837,178,,4040254015,212,14.0,4040254013,141,38.5,4040254011,140,42.7,4040254009,56,Back,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242705,17,1,1,0,40,3c3jcs7vc1t6vz5lev162jyv7,1,41.8,35.1,2023-02-18T16:01:20.189Z,2023-02-19T04:28:27Z,4040254207,141,70.0,4040254205,140,39.6,4040254211,213,1.7,4040254209,212,23.8,4042300929,178,,4040254203,56,Back,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242753,18,1,1,0,44,3c3jcs7vc1t6vz5lev162jyv7,1,43,74.7,2023-02-18T16:01:23.900Z,2023-02-19T04:28:26Z,4040254497,140,58.8,4040254495,56,Left,4040254499,141,95.2,4040254503,213,0.7,4042301007,178,,4040254501,212,21.7,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242779,19,1,1,0,46,3c3jcs7vc1t6vz5lev162jyv7,1,56.8,98.1,2023-02-18T16:01:26.356Z,2023-02-19T04:28:25Z,4042301097,178,,4040254613,56,Center,4040254619,212,14.0,4040254615,140,53.5,4040254617,141,78.2,4040254621,213,4.5,,,,,,,18b0ti0bsq68842kgbczsbgmh,M. Maolida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242791,20,1,1,0,47,3c3jcs7vc1t6vz5lev162jyv7,1,52,82.3,2023-02-18T16:01:27.518Z,2023-02-19T04:28:25Z,4042301173,178,,4040254675,213,2.4,4040254667,56,Back,4040254671,141,94.2,4040254669,140,43.6,4040254673,212,12.0,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242811,21,1,1,0,50,3c3jcs7vc1t6vz5lev162jyv7,1,40.9,94.8,2023-02-18T16:01:29.897Z,2023-02-19T04:28:24Z,4042301257,178,,4040254793,56,Back,4040254799,212,6.6,4040254795,140,38.8,4040254797,141,85.7,4040254801,213,4.4,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242839,22,1,1,0,52,3c3jcs7vc1t6vz5lev162jyv7,0,34.3,82.1,2023-02-18T16:01:31.939Z,2023-02-19T04:28:23Z,4040254949,140,71.1,4040254953,212,39.0,4042301333,178,,4040254951,141,74.4,4040254945,155,,4040254947,56,Center,4040254957,1,,4040254955,213,6.1,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242863,7,1,1,0,54,bx0cdmzr2gwr70ez72dorx82p,1,36.1,23.7,2023-02-18T16:01:33.963Z,2023-02-19T04:28:22Z,4040255101,141,20.1,4040255099,140,44.6,4040255103,212,9.3,4042301397,388,,4040255105,213,6.0,4040255097,56,Back,4040255095,3,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242903,8,1,1,0,55,bx0cdmzr2gwr70ez72dorx82p,0,48.7,20.5,2023-02-18T16:01:35.707Z,2023-02-19T04:28:22Z,4040255301,212,10.8,4040255303,213,4.9,4040255293,3,,4040255299,141,5.0,4040255297,140,50.9,4040255295,56,Right,4042301511,178,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242893,23,61,1,0,57,3c3jcs7vc1t6vz5lev162jyv7,1,49.4,92.9,2023-02-18T16:01:37.543Z,2023-02-19T04:28:21Z,4042301699,178,,4040255247,56,Back,,,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242913,9,43,1,0,57,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-02-18T16:01:37.612Z,2023-02-18T16:47:38Z,4040255321,56,Right,4040750877,144,61,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242923,10,5,1,0,59,bx0cdmzr2gwr70ez72dorx82p,1,50,-1.8,2023-02-18T16:01:39.235Z,2023-02-19T00:56:24Z,4040261331,233,24,4040255355,56,Right,4040255357,347,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509242899,24,5,1,0,59,3c3jcs7vc1t6vz5lev162jyv7,0,50,101.8,2023-02-18T16:01:39.235Z,2023-02-19T00:56:24Z,4040255275,56,Left,4040261375,233,10,4040255277,347,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243069,11,1,1,1,13,bx0cdmzr2gwr70ez72dorx82p,1,47.3,0,2023-02-18T16:01:53.385Z,2023-02-19T04:28:21Z,4040256137,213,1.7,4040256135,212,8.3,4040261151,107,,4040256131,140,46.2,4040256129,56,Back,4040256133,141,10.1,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243097,12,1,1,1,14,bx0cdmzr2gwr70ez72dorx82p,1,49.5,12.4,2023-02-18T16:01:54.414Z,2023-02-19T04:28:20Z,4042301985,388,,4040256267,213,2.9,4040256265,212,10.3,4040256261,140,39.9,4040256259,56,Back,4040256263,141,15.3,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243173,13,1,1,1,16,bx0cdmzr2gwr70ez72dorx82p,1,43,24.5,2023-02-18T16:01:56.881Z,2023-02-19T04:28:19Z,4040256627,213,1.3,4040256619,56,Back,4040256625,212,18.0,4042302087,178,,4040256621,140,48.1,4040256623,141,49.7,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243205,14,1,1,1,21,bx0cdmzr2gwr70ez72dorx82p,1,66.6,67.8,2023-02-18T16:02:01.467Z,2023-02-19T04:28:18Z,4040256769,141,80.8,4040256771,212,12.3,4040256773,213,0.8,4042302169,178,,4040256767,140,74.7,4040256765,56,Left,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243259,15,1,1,1,24,bx0cdmzr2gwr70ez72dorx82p,0,78.6,86.7,2023-02-18T16:02:04.140Z,2023-02-19T04:28:17Z,4040257053,155,,4040257069,213,5.2,4040257061,140,96.1,4041788387,224,,4040257051,2,,4041788389,72,,4040257067,212,36.8,4040257057,56,Center,7sep6mx2s67mh5fr3raxu7aei,M. Bard,4040257071,1,4042302305,178,4040257065,141,39.8,,,,,,,,,,,,,,,,,,,,,,,
2509243293,26,12,1,1,26,3c3jcs7vc1t6vz5lev162jyv7,1,6,58.8,2023-02-18T16:02:06.167Z,2023-02-19T04:28:16Z,4040257243,141,92.8,4040257239,56,Back,4040257241,140,6.3,4040257277,15,,4042302465,178,,4040257245,212,23.1,4040257247,213,1.6,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243371,16,1,1,1,31,bx0cdmzr2gwr70ez72dorx82p,1,89.4,6.9,2023-02-18T16:02:11.773Z,2023-02-19T04:28:15Z,4040257713,213,3.1,4040257701,56,Right,4040257711,212,15.8,4040257709,141,7.0,4042302657,178,,4040257705,140,74.4,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243379,17,1,1,1,35,bx0cdmzr2gwr70ez72dorx82p,1,78.2,8.4,2023-02-18T16:02:15.531Z,2023-02-19T04:28:12Z,4040257749,140,75.7,4040257753,212,5.1,4042302713,178,,4040257751,141,14.9,4040257747,56,Right,4040257755,213,2.1,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243405,18,1,1,1,36,bx0cdmzr2gwr70ez72dorx82p,1,77.5,16.9,2023-02-18T16:02:16.136Z,2023-02-19T04:28:12Z,4040257853,140,90.1,4040257859,213,5.8,4040257851,56,Right,4042302801,178,,4040257857,212,14.8,4040257855,141,7.1,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243441,19,1,1,1,38,bx0cdmzr2gwr70ez72dorx82p,0,91,5.2,2023-02-18T16:02:18.175Z,2023-02-19T04:28:11Z,4040258035,155,,4040258045,212,25.9,4041789325,224,,4040258037,56,Center,4042302889,178,,4040258047,213,1.3,4040258043,141,42.2,4041789327,20,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,4040258033,2,4040258039,140,,,,97.0,,,,,,,,,,,,,,,,,,,,,,
2509243467,27,12,1,1,39,3c3jcs7vc1t6vz5lev162jyv7,1,2.9,56.9,2023-02-18T16:02:19.623Z,2023-02-19T04:28:11Z,4040259423,167,,4040259429,212,13.9,4040259433,213,1.9,4042303065,389,,4040258187,56,Back,4040259427,141,76.5,4040259425,140,0.0,,,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243461,20,6,1,1,41,bx0cdmzr2gwr70ez72dorx82p,1,96.8,40.4,2023-02-18T16:02:20.975Z,2023-02-19T00:57:27Z,4040258173,75,,4040258171,56,Center,4040258319,233,28,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243485,28,6,1,1,41,3c3jcs7vc1t6vz5lev162jyv7,0,3.2,59.6,2023-02-18T16:02:20.975Z,2023-02-19T00:57:26Z,4040258345,233,20,4040258283,56,Back,4040258285,73,,,,,,,,,,,,,,,,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243841,22,1,1,2,5,bx0cdmzr2gwr70ez72dorx82p,1,99.5,0.5,2023-02-18T16:02:45.334Z,2023-02-19T00:57:30Z,4042303243,178,,4040260135,141,6.4,4040260137,212,9.4,4040260131,56,Right,4040260129,6,,4040260133,140,91.4,4040260139,213,2.7,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243889,23,1,1,2,8,bx0cdmzr2gwr70ez72dorx82p,0,94.3,10,2023-02-18T16:02:48.611Z,2023-02-19T04:28:09Z,4040260379,141,14.9,4040260373,155,,4040260371,2,,4040260383,213,1.9,4040260381,212,3.5,4040260377,140,93.2,4041790903,20,,4041790901,224,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,4042303345,178,4040260375,56,,,,Right,,,,,,,,,,,,,,,,,,,,,,
2509243901,29,61,1,2,8,3c3jcs7vc1t6vz5lev162jyv7,1,4.8,83.6,2023-02-18T16:02:48.840Z,2023-02-19T04:28:09Z,4040260453,56,Back,4042359941,388,,4042303479,21,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243947,24,5,1,2,11,bx0cdmzr2gwr70ez72dorx82p,1,84.8,-1.8,2023-02-18T16:02:51.720Z,2023-02-19T00:57:43Z,4040260633,347,,4040260687,233,30,4040260631,56,Right,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509243931,30,5,1,2,11,3c3jcs7vc1t6vz5lev162jyv7,0,15.2,101.8,2023-02-18T16:02:51.720Z,2023-02-19T00:57:43Z,4040260571,56,Back,4040260573,347,,4040260731,233,24,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509244647,25,1,1,2,40,bx0cdmzr2gwr70ez72dorx82p,1,83.9,0,2023-02-18T16:03:20.797Z,2023-02-19T04:28:08Z,4040263831,56,Right,4040263841,141,9.2,4040263851,213,1.5,4040263835,140,84.6,4040263847,212,7.2,4040263827,107,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509244683,26,1,1,2,41,bx0cdmzr2gwr70ez72dorx82p,1,82.8,7.2,2023-02-18T16:03:21.567Z,2023-02-19T04:28:08Z,4040264009,56,Right,4040264011,140,84.3,4040264013,141,2.8,4040264015,212,3.4,4040264017,213,5.2,4042304091,388,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
