id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value
2507033321,244,1,1,18,53,2cjpmotqo8phcqfpgo9xf4gel,1,37.5,88.9,2023-02-12T14:20:08.887Z,2023-02-13T06:41:05Z,4028549559,140,26.4,4030390391,178,,4028549563,212,22.8,4028549565,213,4.2,4028549557,56,Back,4028549561,141,60.0,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022603,108,1,1,18,59,2cjpmotqo8phcqfpgo9xf4gel,1,35.7,31.6,2023-02-12T14:20:14.976Z,2023-02-13T06:41:04Z,4028485831,56,Left,4028485841,1,,4028485829,155,,4028485839,213,1.0,4030390403,178,,4028485835,141,88.6,4028485837,212,46.1,4028485833,140,59.4,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022609,109,44,1,19,3,2cjpmotqo8phcqfpgo9xf4gel,1,60.9,89.8,2023-02-12T14:20:18.201Z,2023-02-13T06:41:03Z,4028485875,56,Left,4028485879,286,,4028485957,233,147,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022607,147,44,1,19,3,3adj8hkws0z1al232bg2h6tk0,0,39.1,10.2,2023-02-12T14:20:18.202Z,2023-02-13T06:41:03Z,4028485869,56,Back,4028485997,233,109,4028485871,285,,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022617,110,1,1,19,3,2cjpmotqo8phcqfpgo9xf4gel,0,61.2,86.6,2023-02-12T14:20:18.236Z,2023-02-13T06:41:02Z,4030390441,388,,4028485915,140,64.0,4028485923,213,5.5,4028485913,56,Left,4028485921,212,4.1,4028485911,3,,4028485919,141,82.3,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022657,148,49,1,19,4,3adj8hkws0z1al232bg2h6tk0,1,33.8,25.1,2023-02-12T14:20:19.339Z,2023-02-13T06:41:02Z,,,,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022695,149,1,1,19,4,3adj8hkws0z1al232bg2h6tk0,0,33.7,24.9,2023-02-12T14:20:19.380Z,2023-02-13T06:41:01Z,4030390471,178,,4028486253,157,,4028486257,140,61.2,4028486261,212,31.6,4028486255,56,Right,4028486263,213,5.9,4028486259,141,6.1,4028486265,1,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022721,111,1,1,19,8,2cjpmotqo8phcqfpgo9xf4gel,1,47,88.8,2023-02-12T14:20:23.576Z,2023-02-13T06:41:01Z,4028486413,212,14.8,4028486415,213,6.2,4028486409,140,61.1,4030390517,388,,4028486405,3,,4028486411,141,87.4,4028486407,56,Left,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022727,112,49,1,19,9,2cjpmotqo8phcqfpgo9xf4gel,1,56.7,84.5,2023-02-12T14:20:24.611Z,2023-02-13T06:41:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022837,113,1,1,19,12,2cjpmotqo8phcqfpgo9xf4gel,0,56.1,96.8,2023-02-12T14:20:27.684Z,2023-02-13T06:40:59Z,4030460261,1,,4028486945,56,Left,4028486947,140,88.1,4028486943,155,,4028486953,212,34.3,4028486957,213,6.1,4028486951,141,86.5,4030390567,178,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022851,150,49,1,19,15,3adj8hkws0z1al232bg2h6tk0,1,11.3,18.6,2023-02-12T14:20:31.103Z,2023-02-13T06:40:59Z,,,,,,,,,,,,,,,,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022923,151,1,1,19,17,3adj8hkws0z1al232bg2h6tk0,0,4.9,11,2023-02-12T14:20:33.002Z,2023-02-13T06:40:57Z,4030390613,178,,4028487353,212,22.9,4028487347,56,Back,4028487355,213,5.9,4028487345,157,,4028487359,1,,4028487349,140,25.3,4028487351,141,0.0,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023063,114,5,1,19,19,2cjpmotqo8phcqfpgo9xf4gel,1,76.3,101,2023-02-12T14:20:34.659Z,2023-02-13T03:25:09Z,4028488065,56,Left,4028488121,233,152,4028488067,347,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507022929,152,5,1,19,19,3adj8hkws0z1al232bg2h6tk0,0,23.7,-1,2023-02-12T14:20:34.659Z,2023-02-13T03:25:10Z,4028488131,233,114,4028487391,56,Back,4028487393,347,,,,,,,,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023131,115,1,1,19,26,2cjpmotqo8phcqfpgo9xf4gel,1,78.8,100,2023-02-12T14:20:42.047Z,2023-02-13T06:40:57Z,4028488355,141,94.1,4029437605,189,,4028488357,212,6.6,4028488353,140,74.4,4028488351,56,Left,4028488359,213,3.9,4028488349,107,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023155,116,1,1,19,31,2cjpmotqo8phcqfpgo9xf4gel,1,70.4,99,2023-02-12T14:20:46.590Z,2023-02-13T06:40:55Z,4028488485,140,86.1,4028488491,213,6.1,4028488487,141,95.4,4028488483,56,Left,4028488489,212,16.7,4030390711,178,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023169,117,1,1,19,33,2cjpmotqo8phcqfpgo9xf4gel,0,81.7,96.7,2023-02-12T14:20:48.353Z,2023-02-13T06:40:55Z,4028488571,56,Left,4028488579,213,6.0,4028488575,141,93.2,4030390733,178,,4028488573,140,88.6,4028488577,212,7.6,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023181,153,49,1,19,35,3adj8hkws0z1al232bg2h6tk0,1,9.9,15.6,2023-02-12T14:20:50.306Z,2023-02-13T06:40:55Z,,,,,,,,,,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023233,154,1,1,19,36,3adj8hkws0z1al232bg2h6tk0,0,4.2,5,2023-02-12T14:20:52.188Z,2023-02-13T06:40:53Z,4028489043,233,118,4030390807,178,,4028488883,141,1.4,4028488885,212,7.3,4028489047,286,,4028488881,140,10.8,4028488887,213,5.9,4028488879,56,Back,ef2n7d6rysar49toiz2k3obth,K. Lala,4028489041,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023261,118,74,1,19,37,2cjpmotqo8phcqfpgo9xf4gel,1,96.1,98.3,2023-02-12T14:20:52.258Z,2023-02-13T06:40:53Z,4030390825,178,,4028489083,233,154,4028488971,285,,4028488969,56,Left,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023331,119,61,1,19,38,2cjpmotqo8phcqfpgo9xf4gel,0,96.4,99.9,2023-02-12T14:20:53.683Z,2023-02-13T06:40:52Z,4028489289,56,Left,4030390903,178,,,,,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023349,120,5,1,19,38,2cjpmotqo8phcqfpgo9xf4gel,0,87.6,101.4,2023-02-12T14:20:54.103Z,2023-02-13T03:26:59Z,4028489359,347,,4028489357,56,Left,4028490603,233,155,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023585,155,5,1,19,38,3adj8hkws0z1al232bg2h6tk0,1,12.4,-1.4,2023-02-12T14:20:54.103Z,2023-02-13T03:26:58Z,4028490535,56,Back,4028490585,233,120,4028490537,347,,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023683,156,1,1,20,1,3adj8hkws0z1al232bg2h6tk0,1,11.3,0,2023-02-12T14:21:17.119Z,2023-02-13T06:40:51Z,4028491065,141,11.3,4028491067,212,21.0,4028491063,140,29.4,4028491061,56,Back,4028491069,213,0.4,4028491057,107,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507381291,1036,67,1,20,3,3adj8hkws0z1al232bg2h6tk0,1,33.9,11.7,2023-02-12T14:21:19.019Z,2023-02-13T06:40:51Z,4030397583,233,850,,,,,,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507381289,850,67,1,20,3,2cjpmotqo8phcqfpgo9xf4gel,0,66.1,88.3,2023-02-12T14:21:19.020Z,2023-02-13T06:40:50Z,4030397587,233,1036,,,,,,,,,,,,,,,,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023689,157,61,1,20,4,3adj8hkws0z1al232bg2h6tk0,0,32.8,11.2,2023-02-12T14:21:19.258Z,2023-02-13T06:40:50Z,4028491077,56,Back,4030391167,178,,,,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023717,121,49,1,20,5,2cjpmotqo8phcqfpgo9xf4gel,1,67.5,81.4,2023-02-12T14:21:20.744Z,2023-02-13T06:40:49Z,,,,,,,,,,,,,,,,,,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023733,122,1,1,20,5,2cjpmotqo8phcqfpgo9xf4gel,1,67.6,81.5,2023-02-12T14:21:20.793Z,2023-02-13T06:40:49Z,4028491275,140,70.0,4028491277,141,82.0,4028491273,56,Left,4028491281,213,0.1,4028491271,155,,4030391211,178,,4028491279,212,2.5,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023749,123,1,1,20,6,2cjpmotqo8phcqfpgo9xf4gel,1,72.5,83.5,2023-02-12T14:21:21.439Z,2023-02-13T06:40:48Z,4028491367,213,2.8,4028491363,141,87.7,4028491365,212,7.5,4030391241,388,,4028491357,56,Left,4028491355,3,,4028491361,140,65.9,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507383937,1495,83,1,20,8,3adj8hkws0z1al232bg2h6tk0,1,31.3,3.4,2023-02-12T14:21:23.682Z,2023-02-13T06:40:47Z,4030410569,399,107641,,,,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023751,124,50,1,20,8,2cjpmotqo8phcqfpgo9xf4gel,1,68.4,96.9,2023-02-12T14:21:23.711Z,2023-02-13T06:40:46Z,4028491371,56,Left,4028491583,233,158,4028491373,286,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023775,158,7,1,20,8,3adj8hkws0z1al232bg2h6tk0,0,31.6,3.1,2023-02-12T14:21:23.979Z,2023-02-13T06:40:46Z,4028491501,56,Back,4029440685,385,,4028491533,233,124,4028491503,285,,4030391297,178,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024077,130,3,1,20,10,2cjpmotqo8phcqfpgo9xf4gel,1,68.9,93.2,2023-02-12T14:21:25.632Z,2023-02-13T06:40:45Z,4028493181,286,,4030391353,178,,4028493233,233,159,4028493179,56,Left,4029441797,464,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023803,159,45,1,20,10,3adj8hkws0z1al232bg2h6tk0,0,31.1,6.8,2023-02-12T14:21:25.632Z,2023-02-13T06:40:45Z,4028493269,233,130,4028491707,56,Back,4028491709,285,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023851,125,1,1,20,12,2cjpmotqo8phcqfpgo9xf4gel,1,74.1,98.6,2023-02-12T14:21:27.840Z,2023-02-13T06:40:43Z,4030391375,178,,4028491923,56,Left,4028491929,212,11.8,4028491927,141,86.2,4028491931,213,5.5,4028491925,140,82.0,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023891,126,1,1,20,14,2cjpmotqo8phcqfpgo9xf4gel,1,83.7,86.3,2023-02-12T14:21:29.880Z,2023-02-13T06:40:42Z,4028492163,2,,4028492181,213,4.8,4028492173,140,86.8,4029442311,72,,4028492175,141,20.0,4028492179,212,45.2,4028492169,56,Right,4028492185,1,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,4030391395,178,,4029442309,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023967,127,1,1,20,20,2cjpmotqo8phcqfpgo9xf4gel,1,87,13.5,2023-02-12T14:21:35.936Z,2023-02-13T06:40:41Z,4028492597,212,10.1,4028492601,213,1.4,4028492593,141,28.0,4028494121,154,,4028494119,210,13,4028492589,56,Center,4030391431,178,,4028492591,140,88.9,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2507023969,128,13,1,20,22,2cjpmotqo8phcqfpgo9xf4gel,1,93,27.1,2023-02-12T14:21:37.764Z,2023-02-13T06:40:40Z,4028494161,29,,4028494171,103,2.8,4028494169,102,64.0,4028492625,22,,4030391453,178,,4028492629,56,Center,4028493727,20,,4028492627,63,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,4028494175,231,43.8,4028494165,55,127,4028494173,230,4028494163,154,4028494159,73,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,
2507024011,129,5,1,20,23,2cjpmotqo8phcqfpgo9xf4gel,0,101.4,69.1,2023-02-12T14:21:38.948Z,2023-02-13T03:28:31Z,4028492837,346,,4028492835,56,Center,4028492903,233,160,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507023973,160,5,1,20,23,3adj8hkws0z1al232bg2h6tk0,1,-1.4,30.9,2023-02-12T14:21:38.948Z,2023-02-13T03:28:32Z,4028492869,233,129,4028492653,56,Back,4028492655,346,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507275173,932,1,1,20,47,3adj8hkws0z1al232bg2h6tk0,0,5.1,47.6,2023-02-12T14:22:02.832Z,2023-02-13T06:40:39Z,4029842693,213,0.3,4029842837,189,,4029842689,141,58.8,4029842695,237,,4029842685,56,Back,4029842687,140,26.9,4029842683,124,,4029842691,212,24.1,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024295,131,49,1,20,50,2cjpmotqo8phcqfpgo9xf4gel,1,84.2,48.8,2023-02-12T14:22:05.254Z,2023-02-13T06:40:39Z,4028494377,189,,,,,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024313,132,15,1,20,50,2cjpmotqo8phcqfpgo9xf4gel,1,84.3,48.6,2023-02-12T14:22:05.476Z,2023-02-13T06:40:38Z,4028494293,22,,4028494735,102,52.0,4028494295,17,,4028494743,147,49.9,4028500453,72,,4028494297,56,Center,4028494737,103,7.6,4028494747,233,161,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,4030391631,178,,4028494741,146,94.8,4028494731,76,4028494739,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024307,161,10,1,20,50,3adj8hkws0z1al232bg2h6tk0,1,4.7,50.4,2023-02-12T14:22:06.047Z,2023-02-13T06:40:38Z,4028494279,182,,4028494595,233,132,4029447321,377,,4028494537,176,,4028494277,178,,4028494281,56,Back,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024317,162,52,1,20,50,3adj8hkws0z1al232bg2h6tk0,1,4.7,50.4,2023-02-12T14:22:06.066Z,2023-02-13T06:40:37Z,4029447481,377,,4030391663,178,,,,,,,,,,,,,,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024433,163,1,1,20,54,3adj8hkws0z1al232bg2h6tk0,1,11.6,61.2,2023-02-12T14:22:10.187Z,2023-02-13T06:40:37Z,4030391681,178,,4028494977,123,,4028494981,140,18.8,4028494983,141,82.1,4028494987,213,1.1,4028494979,56,Back,4028494985,212,16.1,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024467,164,1,1,21,0,3adj8hkws0z1al232bg2h6tk0,1,23.8,87.4,2023-02-12T14:22:15.747Z,2023-02-13T06:40:35Z,4028495155,212,35.4,4028495147,155,,4028495157,213,5.9,4028495153,141,68.0,4030391695,178,,4028495151,140,55.1,4028495149,56,Center,4028495159,1,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024469,165,44,1,21,2,3adj8hkws0z1al232bg2h6tk0,1,53.2,64.2,2023-02-12T14:22:17.851Z,2023-02-13T06:40:35Z,4028495165,286,,4028495163,56,Center,4028495233,233,133,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024477,133,44,1,21,2,2cjpmotqo8phcqfpgo9xf4gel,0,46.8,35.8,2023-02-12T14:22:17.852Z,2023-02-13T06:40:34Z,4028495203,285,,4028495325,233,165,4028495201,56,Back,,,,,,,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024517,166,1,1,21,2,3adj8hkws0z1al232bg2h6tk0,1,53,65.4,2023-02-12T14:22:17.881Z,2023-02-13T06:40:34Z,4028495423,3,,4028495433,212,22.4,4028495425,168,,4028495435,213,5.3,4028495429,140,64.0,4030391745,388,,4028495431,141,37.1,4028495427,56,Center,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024559,167,1,1,21,4,3adj8hkws0z1al232bg2h6tk0,1,60.6,45.6,2023-02-12T14:22:20.145Z,2023-02-13T06:40:34Z,4028495609,141,12.7,4030391765,178,,4028495613,213,5.2,4028495607,140,72.9,4028495611,212,25.8,4028495605,56,Right,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024613,168,1,1,21,8,3adj8hkws0z1al232bg2h6tk0,1,78.3,25.2,2023-02-12T14:22:23.918Z,2023-02-13T06:40:32Z,4028495889,212,16.7,4028551301,210,15,4030391773,178,,4028495887,141,34.3,4028551303,154,,4028495883,56,Center,4028495891,213,0.4,4028495885,140,93.1,aoe90w0oopw8h5ipktpmme9cl,A. Elis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2507024615,169,15,1,21,10,3adj8hkws0z1al232bg2h6tk0,1,91.8,32.6,2023-02-12T14:22:25.219Z,2023-02-13T06:40:32Z,4028551351,29,,4028547831,22,,4028551377,146,97.7,4028556997,233,261,4028551369,103,2.5,4028560103,80,,4028551375,328,,4028551359,55,168,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,4028495903,56,Center,4030391793,178,,4028549935,72,4028547833,63,4028551367,102,4028551379,147,43.3,4028551353,154,,,,,,,,,,,,,,,,,,,,,,48.1
2507035959,261,10,1,21,11,2cjpmotqo8phcqfpgo9xf4gel,1,2.7,57.4,2023-02-12T14:22:26.346Z,2023-02-13T06:50:20Z,4028556865,182,,4028556867,56,Back,4028557313,233,169,4028556863,178,,4028556861,177,,4029459709,376,,,,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024625,134,52,1,21,11,2cjpmotqo8phcqfpgo9xf4gel,1,1.6,59.4,2023-02-12T14:22:26.402Z,2023-02-13T06:40:30Z,4029459837,376,,4030391829,178,,,,,,,,,,,,,,,,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024757,135,1,1,21,16,2cjpmotqo8phcqfpgo9xf4gel,1,16.2,56.5,2023-02-12T14:22:31.599Z,2023-02-13T06:40:30Z,4028496617,213,5.8,4028496613,141,46.9,4028496615,212,14.4,4028496609,56,Back,4030391857,178,,4028496607,123,,4028496611,140,28.4,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024779,136,1,1,21,19,2cjpmotqo8phcqfpgo9xf4gel,1,33.8,40.4,2023-02-12T14:22:34.521Z,2023-02-13T06:40:29Z,4028496727,212,6.6,4028496723,140,40.0,4028496725,141,41.9,4028496729,213,0.2,4028496721,56,Back,4030391875,178,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024825,137,1,1,21,22,2cjpmotqo8phcqfpgo9xf4gel,0,44,43.7,2023-02-12T14:22:37.667Z,2023-02-13T06:40:27Z,4028496963,213,0.3,4028496959,141,61.1,4028496965,1,,4028496953,155,,4028496957,140,80.8,4028496955,56,Center,4028496961,212,40.4,4030391887,178,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024843,170,49,1,21,25,3adj8hkws0z1al232bg2h6tk0,1,19.8,42.2,2023-02-12T14:22:40.890Z,2023-02-13T06:40:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024891,171,1,1,21,25,3adj8hkws0z1al232bg2h6tk0,1,19.5,42.2,2023-02-12T14:22:40.921Z,2023-02-13T06:40:26Z,4028497261,213,3.5,4028497255,140,6.5,4028497251,56,Back,4030391917,178,,4028497259,212,14.5,4028497257,141,35.2,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024931,172,1,1,21,29,3adj8hkws0z1al232bg2h6tk0,1,6.7,25.1,2023-02-12T14:22:44.768Z,2023-02-13T06:40:25Z,4028497419,212,25.4,4028497411,140,30.9,4030391939,178,,4028497423,213,6.3,4028497415,141,24.1,4028497409,56,Back,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507024981,173,1,1,21,32,3adj8hkws0z1al232bg2h6tk0,1,25.5,22.3,2023-02-12T14:22:47.999Z,2023-02-13T06:40:24Z,4028497669,213,1.9,4030391957,178,,4028497661,140,20.9,4028497663,141,43.3,4028497659,56,Back,4028497667,212,15.1,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507025029,174,1,1,21,35,3adj8hkws0z1al232bg2h6tk0,1,20.6,46.5,2023-02-12T14:22:50.442Z,2023-02-13T06:40:23Z,4028497895,140,36.8,4028497903,213,0.4,4028497891,56,Back,4030391975,178,,4028497899,141,55.7,4028497901,212,18.1,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
