id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2522487929,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-03-19T15:20:46.017Z,2023-03-19T16:06:55Z,4110286641,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110286647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110286639,30,"cym4wbw14zw1jh4jsp3sbyk0l, 9irgn82qm11logbhup51rg5wp, 92qqdiryqd8juqdjq8585476y, 8qlz4omhgfnzyb2cgeou7xn56, ayx2iydekv69471d92zmpbbze, bamobogg0wjnxd43nxunt3h4a, dzv5f93w5fsnfzohaev6e3rx0, draibw1vui84ciizu30az81jp, dw9fzixumboknmucqgqffurmy, 49vfeofafswzu1f6rekqjbjhm, 9mory3y7p8aku035r2kxtvz6d, 3o70kdbjt6w1aw7rkq3a4fecq, otan631zzfnq2sektkl3ywo9, 9br2z5cf6stmnidehwo5a8afp, 6u2ob6fv950r1qve8uejkq2uh, crn7i9243dnczl74jti8i5pzp, 3hd9nxdb54zn4fhbf7qa7x0q1, 2ubad2kxha6n1c8c8sr2ogmad, xrh2szvp5808no7zm1et2zf9, cxa3j4u8eh5w947p1iba47yfo",4110286645,130,11,4110286643,59,"30, 90, 3, 5, 15, 23, 33, 14, 9, 6, 17, 1, 2, 8, 19, 20, 21, 25, 27, 34",4110286651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110552471,197,666,4110286649,194,draibw1vui84ciizu30az81jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522496407,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-03-19T15:29:01.538Z,2023-03-19T16:32:45Z,4110334937,30,"4cetkl0w2uq40ccti5ka6a4t1, ausceoo438aoxbb6gl8tpes16, d3dv3vc71981v5oems59892sq, atlhc604ri3rr4w012otutyj8, 5qg0coudjinnt978myh4n4n2t, 54w62kh31qyyu7tipmjlt95g5, cionsifzpx5rhc8es29wv6i95, f3v58fkymhrprt5gs0ccm29xx, 5e9ilgrz3tzg9kd1gk3yvrahh, c5ryhn04g9goikd0blmh83aol, 7fmhqt5geme4yv9cfnsp5lec5, 2rxdfdi96rnkn7mh4itzflx5g, 5e7s7e2feiib8mg78ocwsnrbo, ckjcm9q26zd6q8tkq0go6oxcl, 2ub88jcc3vku6mrnt5fb3oyqd, 2s2fzli5c7h9dfcertq2dwxec, 59zam5h3noyxf84k3jv1ofy1g, 34z1r2585ifo6zdcfuu6xumfo, 3vx94h32ahujciraspdayj9t6, 50kggsgofmeq6bos0kn5fyv2t",4110334949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110334943,130,12,4110552063,197,15881,4110334939,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110334945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110334941,59,"99, 29, 25, 31, 15, 14, 17, 8, 7, 30, 6, 38, 39, 16, 18, 33, 37, 35, 44, 90",4110334947,194,5e9ilgrz3tzg9kd1gk3yvrahh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535651,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-03-19T16:05:22.821Z,2023-03-19T16:05:26Z,4110544425,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535637,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-03-19T16:05:22.821Z,2023-03-19T20:09:35Z,4110544363,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535695,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,50,50,2023-03-19T16:05:22.868Z,2023-03-19T20:20:36Z,4110544623,140,39.7,4110544629,213,3.0,4111556905,178,,4110544627,212,10.9,4110544621,56,Back,4110544625,141,51.9,4110544631,279,S,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535701,4,1,1,0,1,2b3mar72yy8d6uvat1ka6tn3r,1,40.5,51.7,2023-03-19T16:05:24.280Z,2023-03-20T01:15:55Z,4110544695,213,1.9,4110544691,212,12.5,4110544689,141,69.2,4111557327,178,,4110544687,140,36.9,4110544685,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535739,5,1,1,0,4,2b3mar72yy8d6uvat1ka6tn3r,1,39.8,66.3,2023-03-19T16:05:27.091Z,2023-03-20T01:15:54Z,4110544901,141,71.5,4110544905,213,2.9,4110544899,140,26.9,4110544903,212,14.0,4111557619,178,,4110544897,56,Back,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535779,6,1,1,0,6,2b3mar72yy8d6uvat1ka6tn3r,1,28.8,60.7,2023-03-19T16:05:29.461Z,2023-03-20T01:15:53Z,4110545113,56,Back,4111557851,178,,4110545119,212,12.6,4110545121,213,4.4,4110545117,141,43.3,4110545115,140,24.6,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535869,7,1,1,0,9,2b3mar72yy8d6uvat1ka6tn3r,1,26.9,35.8,2023-03-19T16:05:32.076Z,2023-03-20T01:15:51Z,4110545565,56,Back,4110545571,212,23.6,4110545567,140,25.1,4111558035,178,,4110545573,213,1.7,4110545569,141,70.4,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522535913,8,1,1,0,12,2b3mar72yy8d6uvat1ka6tn3r,1,26.4,70.3,2023-03-19T16:05:35.269Z,2023-03-20T01:15:50Z,4110545805,212,17.8,4110545799,56,Back,4110545807,213,1.0,4110545801,140,36.1,4111558197,178,,4110545803,141,91.7,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
