id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/12/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2472889715,11,61,1,0,7,3adj8hkws0z1al232bg2h6tk0,1,58.3,76.7,2022-10-16T13:00:17.925Z,2022-10-17T02:32:47Z,3850692173,15,,3848831217,56,Center,3850692175,388,,,,,,,,,,,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889029,7,1,1,0,8,3adj8hkws0z1al232bg2h6tk0,0,51.5,70.7,2022-10-16T13:00:19.458Z,2022-10-17T02:32:46Z,3848827505,212,40.7,3848827509,1,,3850692299,178,,3848827507,213,5.9,3848827501,140,87.7,3848827497,157,,3848827503,141,49.4,3848827499,56,Center,3ynh418z6f6bfjz674vs40f6x,Mathias Pereira Lage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889051,5,49,1,0,12,750ustvk4jfqmo8q4gnrcxy7z,1,17.4,49.9,2022-10-16T13:00:23.353Z,2022-10-17T02:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889197,6,1,1,0,12,750ustvk4jfqmo8q4gnrcxy7z,1,17.4,49.9,2022-10-16T13:00:23.369Z,2022-10-17T02:32:46Z,3848828443,213,0.9,3848828433,140,39.1,3848828441,212,37.9,3848828447,1,,3848828431,56,Back,3848828427,157,,3848828437,141,94.4,3850692673,178,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889215,7,3,1,0,21,750ustvk4jfqmo8q4gnrcxy7z,0,60.7,96.6,2022-10-16T13:00:31.890Z,2022-10-17T02:13:48Z,3848828505,56,Left,3848828871,233,8,3850693739,178,,3849920899,465,,3848828507,286,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889271,8,7,1,0,21,3adj8hkws0z1al232bg2h6tk0,1,39.3,3.4,2022-10-16T13:00:32.163Z,2022-10-17T02:13:48Z,3850693841,178,,3848828823,56,Back,3848828847,233,7,3849921307,383,,3848828825,285,,,,,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472937093,267,1,1,0,22,3adj8hkws0z1al232bg2h6tk0,1,38.5,2.7,2022-10-16T13:00:32.739Z,2022-10-17T02:32:44Z,3849077207,56,Back,3849077209,140,39.7,3849077215,213,6.2,3849077213,212,1.3,3849077211,141,2.6,3850694221,178,,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889273,9,61,1,0,23,3adj8hkws0z1al232bg2h6tk0,0,43.9,3.4,2022-10-16T13:00:34.561Z,2022-10-17T02:32:44Z,3850694663,178,,3848828835,56,Back,,,,,,,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889307,8,4,1,0,25,750ustvk4jfqmo8q4gnrcxy7z,1,51.8,91.2,2022-10-16T13:00:36.489Z,2022-10-17T02:32:43Z,3848829009,13,,3848829015,265,,3848829173,233,10,3848829013,152,,3848829011,56,Left,3848829017,286,,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889315,10,4,1,0,25,3adj8hkws0z1al232bg2h6tk0,0,48.2,8.8,2022-10-16T13:00:36.490Z,2022-10-17T02:32:42Z,3848829071,152,,3848829229,233,8,3848829079,285,,3848829075,265,,3850694961,178,,3848829067,13,,3848829069,56,Back,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889515,9,1,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,1,51,95.2,2022-10-16T13:00:47.988Z,2022-10-17T02:32:42Z,3848830129,140,40.3,3848830127,56,Back,3849924305,189,,3850695149,178,,3848830125,152,,3848830135,213,4.3,3848830131,141,61.6,3848830123,5,,4a7x84pflda40oka94y36gwk,Q. Merlin,3848830133,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889527,10,1,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,1,42.2,64.7,2022-10-16T13:00:48.053Z,2022-10-17T02:32:42Z,3848830213,56,Back,3848830221,213,4.3,3850695341,178,,3848830217,141,43.7,3848830219,212,15.6,3848830215,140,36.3,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889593,11,1,1,0,39,750ustvk4jfqmo8q4gnrcxy7z,1,40.3,40.1,2022-10-16T13:00:50.089Z,2022-10-17T02:32:41Z,3850695671,178,,3848830573,140,34.7,3848830579,213,4.4,3848830571,56,Back,3848830577,212,17.5,3848830575,141,15.8,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889633,12,1,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,1,38.5,15.5,2022-10-16T13:00:52.163Z,2022-10-17T02:32:40Z,3848830763,213,5.6,3848830755,56,Back,3848830761,212,11.8,3848830759,141,4.3,3848830757,140,47.1,3850696399,178,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889657,13,1,1,0,43,750ustvk4jfqmo8q4gnrcxy7z,1,49.7,0.1,2022-10-16T13:00:53.952Z,2022-10-17T02:32:40Z,3848830865,212,14.4,3848830859,56,Back,3848830867,213,2.5,3848830861,140,38.5,3850696685,178,,3848830863,141,12.4,,,,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889713,14,1,1,0,45,750ustvk4jfqmo8q4gnrcxy7z,1,36.1,13.6,2022-10-16T13:00:56.619Z,2022-10-17T02:32:39Z,3848831201,212,16.1,3848831203,213,1.4,3848831197,140,39.2,3850696887,178,,3848831199,141,36.8,3848831193,56,Back,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889777,15,1,1,0,50,750ustvk4jfqmo8q4gnrcxy7z,1,40,32.7,2022-10-16T13:01:01.267Z,2022-10-17T02:32:37Z,3848831593,56,Back,3848831597,141,16.4,3848831599,212,11.1,3848831601,213,4.6,3850697005,178,,3848831595,140,39.2,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889865,16,1,1,0,55,750ustvk4jfqmo8q4gnrcxy7z,1,42.5,13.2,2022-10-16T13:01:05.843Z,2022-10-17T02:32:36Z,3848832055,212,26.0,3848832049,56,Back,3848832051,140,33.6,3848832057,213,1.9,3848832053,141,48.9,3850697167,178,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889907,17,1,1,0,59,750ustvk4jfqmo8q4gnrcxy7z,1,39.7,51.6,2022-10-16T13:01:10.492Z,2022-10-17T02:32:35Z,3848832329,213,1.0,3848832331,1,,3848832327,212,33.8,3848832321,56,Left,3850697325,178,,3848832319,155,,3848832323,140,57.2,3848832325,141,93.3,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889937,18,1,1,1,3,750ustvk4jfqmo8q4gnrcxy7z,1,56.6,90.2,2022-10-16T13:01:14.503Z,2022-10-17T02:32:34Z,3848832485,212,11.0,3848832487,213,4.8,3848832481,140,57.0,3848832479,56,Center,3848832483,141,74.1,3850697591,178,,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889953,19,1,1,1,5,750ustvk4jfqmo8q4gnrcxy7z,1,58.4,73.4,2022-10-16T13:01:16.384Z,2022-10-17T02:32:33Z,3848832591,212,4.3,3848832587,140,54.8,3848832593,213,2.6,3848832589,141,76.5,3850697867,178,,3848832585,56,Center,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890029,20,1,1,1,7,750ustvk4jfqmo8q4gnrcxy7z,1,54,74.5,2022-10-16T13:01:17.833Z,2022-10-17T02:32:32Z,3848833021,213,4.5,3848833013,56,Center,3848833019,212,15.4,3848833017,141,52.4,3850698101,178,,3848833015,140,50.6,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890103,21,1,1,1,11,750ustvk4jfqmo8q4gnrcxy7z,1,61.9,36.7,2022-10-16T13:01:22.520Z,2022-10-17T02:32:31Z,3848833417,56,Right,3848833423,212,14.0,3848833419,140,60.3,3848833421,141,16.2,3848833425,213,4.6,3850698399,178,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890139,22,1,1,1,16,750ustvk4jfqmo8q4gnrcxy7z,1,58.8,25.8,2022-10-16T13:01:27.362Z,2022-10-17T02:32:30Z,3850698609,178,,3848833573,213,2.2,3848833565,56,Back,3848833571,212,25.0,3848833569,141,55.7,3848833567,140,45.0,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890217,23,1,1,1,19,750ustvk4jfqmo8q4gnrcxy7z,1,51.2,51,2022-10-16T13:01:30.485Z,2022-10-17T02:32:29Z,3848833995,212,7.9,3848833985,56,Center,3850698871,178,,3848833999,213,1.3,3848833991,141,62.1,3848833987,140,53.5,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890329,24,1,1,1,22,750ustvk4jfqmo8q4gnrcxy7z,1,50.7,57.9,2022-10-16T13:01:32.978Z,2022-10-17T02:32:28Z,3848834451,212,47.2,3848834453,213,5.4,3848834445,56,Right,3848834455,1,,3848834443,155,,3850699055,178,,3848834449,141,2.7,3848834447,140,78.0,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890441,25,1,1,1,28,750ustvk4jfqmo8q4gnrcxy7z,1,73,14.5,2022-10-16T13:01:39.284Z,2022-10-17T02:32:27Z,3848835041,155,,3848835043,196,,3848835045,56,Left,3848835049,141,84.2,3848835047,140,76.2,3848835055,1,,3850699329,178,,3848835053,213,1.5,9yfnfwqog4y572aoe2iztnbv9,L. Blas,3848835051,212,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890511,26,1,1,1,34,750ustvk4jfqmo8q4gnrcxy7z,0,82.9,78.6,2022-10-16T13:01:45.475Z,2022-10-17T02:15:18Z,3848835401,213,5.1,3849950333,223,,3848835381,2,,3848835393,140,93.7,3848835385,155,,3850699425,178,,3849950335,20,,3848835399,212,29.0,6tedvat245ajkir9c4035i0np,M. Simon,3848835397,141,39.3,3848835389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890495,12,12,1,1,36,3adj8hkws0z1al232bg2h6tk0,1,4.3,54.4,2022-10-16T13:01:47.025Z,2022-10-17T02:32:25Z,3848838755,212,4.3,3848838753,141,51.5,3848839115,138,,3848838751,140,0.7,3850700127,178,,3848838759,213,3.6,3848835319,56,Back,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890535,13,12,1,1,37,3adj8hkws0z1al232bg2h6tk0,1,4.5,49.8,2022-10-16T13:01:48.366Z,2022-10-17T02:32:24Z,3848835539,140,3.6,3848835547,213,4.6,3848835555,15,,3848835543,141,30.5,3850700443,388,,3848835535,56,Back,3848835545,212,13.2,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890515,27,43,1,1,38,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-16T13:01:49.244Z,2022-10-16T13:02:32Z,3848835411,22,0,3848835421,251,0,3848839449,144,39,3848835413,60,0,3848835415,56,Center,,,,,,,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890891,15,12,1,1,40,3adj8hkws0z1al232bg2h6tk0,1,0.1,32,2022-10-16T13:01:50.807Z,2022-10-17T02:32:24Z,3848837335,213,5.9,3850700661,178,,3848837329,140,45.2,3848837331,141,2.2,3848837327,56,Back,3848837333,212,51.5,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890575,14,43,1,1,42,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-16T13:01:53.418Z,2022-10-16T16:19:53Z,3849951699,144,49,,,,,,,,,,,,,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890719,29,1,1,1,46,750ustvk4jfqmo8q4gnrcxy7z,1,56.5,99.9,2022-10-16T13:01:57.475Z,2022-10-17T02:32:23Z,3848836455,1,,3848836447,140,20.2,3848836449,141,73.9,3848836451,212,42.0,3848836445,56,Back,3850701135,178,,3848836453,213,3.6,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890661,28,43,1,1,47,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-16T13:01:57.677Z,2022-10-16T16:19:56Z,3849951947,144,49,,,,,,,,,,,,,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890821,30,1,1,1,51,750ustvk4jfqmo8q4gnrcxy7z,1,23.5,78.4,2022-10-16T13:02:02.285Z,2022-10-17T02:32:22Z,3848836963,213,5.7,3848836955,56,Back,3848836961,212,15.2,3850701337,178,,3848836959,141,66.8,3848836957,140,35.9,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891055,31,1,1,1,55,750ustvk4jfqmo8q4gnrcxy7z,1,41.1,58.7,2022-10-16T13:02:06.273Z,2022-10-17T02:32:22Z,3848838111,212,43.4,3848838113,213,0.1,3848838105,56,Center,3850702249,178,,3848838103,155,,3848838115,1,,3848838109,141,65.5,3848838107,140,82.2,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890983,17,4,1,1,58,3adj8hkws0z1al232bg2h6tk0,1,17.1,32,2022-10-16T13:02:09.376Z,2022-10-17T02:15:11Z,3848837769,152,,3848837767,56,Back,3849953633,264,,3848838309,233,32,3848837763,13,,3848837771,285,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891067,32,4,1,1,58,750ustvk4jfqmo8q4gnrcxy7z,0,82.9,68,2022-10-16T13:02:09.377Z,2022-10-17T02:15:11Z,3848838163,152,,3849953735,264,,3848838373,233,17,3848838161,56,Center,3850702463,388,,3848838157,13,,3848838165,286,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890907,16,43,1,2,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-16T13:02:11.210Z,2022-10-16T13:02:16Z,3848837897,144,44,3848837405,285,0,3848837403,56,Back,,,,,,,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891275,18,1,1,2,16,3adj8hkws0z1al232bg2h6tk0,1,22.3,35.8,2022-10-16T13:02:27.589Z,2022-10-17T02:32:21Z,3848839325,56,Back,3848840357,189,,3848839329,141,63.6,3850702647,178,,3848839331,212,18.9,3848839327,140,22.7,3848839321,5,,3848839333,213,1.5,c4yip4bf8il4gnxnhcb381b3e,A. Dari,3848839323,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891323,20,1,1,2,17,3adj8hkws0z1al232bg2h6tk0,1,25.8,87,2022-10-16T13:02:28.309Z,2022-10-17T02:32:21Z,3848839597,213,6.1,3848839591,140,41.9,3848839589,56,Back,3848839593,141,83.0,3848839595,212,17.1,3850702951,178,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891301,19,1,1,2,18,3adj8hkws0z1al232bg2h6tk0,1,29.1,99.2,2022-10-16T13:02:29.308Z,2022-10-17T02:32:21Z,3848839483,213,4.6,3848839473,56,Back,3848839479,212,5.5,3850702727,178,,3848839477,141,91.1,3848839475,140,28.5,3848840405,189,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
