id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2519163857,6,5,1,0,12,750ustvk4jfqmo8q4gnrcxy7z,0,79.8,-0.9,2023-03-12T14:00:26.628Z,2023-03-12T18:59:44Z,4092704051,347,,4092704403,233,5,4092704049,56,Right,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163967,6,1,1,0,19,bx0cdmzr2gwr70ez72dorx82p,0,19.3,100,2023-03-12T14:00:34.222Z,2023-03-13T00:26:29Z,4092704557,56,Back,4092704561,141,95.0,4092704565,213,6.1,4092704555,107,,4092704563,212,19.7,4092704559,140,37.6,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163975,7,44,1,0,21,750ustvk4jfqmo8q4gnrcxy7z,1,60.8,7.6,2023-03-12T14:00:35.760Z,2023-03-13T00:26:28Z,4092704609,286,,4092704645,233,7,4092704605,56,Right,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163969,7,44,1,0,21,bx0cdmzr2gwr70ez72dorx82p,0,39.2,92.4,2023-03-12T14:00:35.761Z,2023-03-13T00:26:28Z,4092704573,285,,4092704571,56,Back,4092704673,233,7,,,,,,,,,,,,,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163999,8,1,1,0,21,750ustvk4jfqmo8q4gnrcxy7z,0,60.5,6.4,2023-03-12T14:00:35.859Z,2023-03-13T00:26:27Z,4092704725,56,Right,4092704727,140,59.4,4094356975,388,,4092704731,212,5.2,4092704733,213,4.5,4092704729,141,0.0,4092704723,3,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164123,8,5,1,0,22,bx0cdmzr2gwr70ez72dorx82p,1,39.9,101.6,2023-03-12T14:00:36.775Z,2023-03-12T19:00:01Z,4092705327,56,Back,4092705333,233,9,4092705329,347,,,,,,,,,,,,,,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164005,9,5,1,0,22,750ustvk4jfqmo8q4gnrcxy7z,0,60.1,-1.6,2023-03-12T14:00:36.775Z,2023-03-12T19:00:01Z,4092704765,56,Right,4092705347,233,8,4092704767,347,,,,,,,,,,,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164151,9,1,1,0,34,bx0cdmzr2gwr70ez72dorx82p,1,43.8,100,2023-03-12T14:00:48.684Z,2023-03-13T00:26:27Z,4092705489,56,Center,4092705503,213,5.0,4092705499,212,26.6,4092705493,140,51.5,4092705485,107,,4092705495,141,64.8,4092705507,1,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164159,10,1,1,0,36,bx0cdmzr2gwr70ez72dorx82p,0,51,61,2023-03-12T14:00:50.619Z,2023-03-13T00:26:26Z,4092705563,212,10.4,4092705559,140,41.9,4094357893,178,,4092705561,141,66.9,4092705557,56,Back,4092705565,213,2.7,4093581175,156,,4094357895,21,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164179,10,49,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,1,53.9,33.1,2023-03-12T14:00:51.751Z,2023-03-13T00:26:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164217,11,1,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,1,53.7,33.2,2023-03-12T14:00:51.799Z,2023-03-13T00:26:25Z,4092705835,141,66.1,4092705831,56,Back,4092705837,212,23.5,4094358315,178,,4092705839,213,1.9,4092705833,140,46.7,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164249,12,1,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,1,50,57,2023-03-12T14:00:54.765Z,2023-03-13T00:26:24Z,4092705993,140,67.2,4092705995,141,64.3,4092705999,213,0.3,4094358499,178,,4092705991,56,Center,4092705997,212,18.7,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164263,13,1,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,1,63.7,59.4,2023-03-12T14:00:56.164Z,2023-03-13T00:26:24Z,4094358941,178,,4092706079,140,63.5,4092706083,212,10.7,4092706081,141,75.1,4092706085,213,1.6,4092706075,56,Center,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164273,14,3,1,0,42,750ustvk4jfqmo8q4gnrcxy7z,0,59.3,69.9,2023-03-12T14:00:57.278Z,2023-03-13T00:02:26Z,4092706187,233,11,4093583517,465,,4092706133,286,,4092706131,56,Center,4094359729,178,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164269,11,7,1,0,42,bx0cdmzr2gwr70ez72dorx82p,1,40.7,30.1,2023-03-12T14:00:57.451Z,2023-03-13T00:02:26Z,4092706119,56,Back,4093583967,384,,4092706179,233,14,4094359961,389,,4092706121,285,,,,,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164277,12,49,1,0,44,bx0cdmzr2gwr70ez72dorx82p,1,37.1,17.2,2023-03-12T14:00:59.182Z,2023-03-13T00:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164295,13,1,1,0,44,bx0cdmzr2gwr70ez72dorx82p,0,41.6,13.9,2023-03-12T14:00:59.267Z,2023-03-13T00:26:23Z,4092706233,140,40.6,4092706239,213,4.6,4092706235,141,2.2,4094360429,178,,4092706237,212,8.0,4092706231,56,Back,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164327,14,1,1,0,46,bx0cdmzr2gwr70ez72dorx82p,1,42.9,2,2023-03-12T14:01:01.477Z,2023-03-13T00:26:22Z,4092706431,212,9.0,4092706427,140,34.3,4094360585,178,,4092706425,56,Back,4092706433,213,3.1,4092706429,141,2.8,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164405,15,1,1,0,48,bx0cdmzr2gwr70ez72dorx82p,1,37.2,2.4,2023-03-12T14:01:02.876Z,2023-03-13T00:26:21Z,4092706759,141,13.7,4092706763,213,2.7,4092706755,56,Back,4092706761,212,18.0,4094360933,178,,4092706757,140,21.7,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164453,16,1,1,0,51,bx0cdmzr2gwr70ez72dorx82p,1,23.1,10.8,2023-03-12T14:01:06.533Z,2023-03-13T00:26:20Z,4092706919,213,2.2,4092706913,140,13.2,4092706915,141,31.8,4094361147,178,,4092706911,56,Back,4092706917,212,17.7,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164493,17,1,1,0,54,bx0cdmzr2gwr70ez72dorx82p,1,14.7,30.5,2023-03-12T14:01:09.429Z,2023-03-13T00:26:19Z,4092707109,56,Back,4092707113,141,71.8,4094361253,178,,4092707115,212,28.1,4092707111,140,16.2,4092707117,213,1.5,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164587,18,1,1,0,56,bx0cdmzr2gwr70ez72dorx82p,1,17.2,68.1,2023-03-12T14:01:11.379Z,2023-03-13T00:26:19Z,4092707545,212,19.7,4092707541,140,11.0,4092707539,56,Back,4092707547,213,4.4,4092707543,141,40.7,4094361409,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164643,19,1,1,1,0,bx0cdmzr2gwr70ez72dorx82p,1,14.3,35.3,2023-03-12T14:01:15.020Z,2023-03-13T00:26:17Z,4094361719,178,,4092707775,141,11.9,4092707771,56,Back,4092707777,212,17.2,4092707779,213,5.1,4092707773,140,20.4,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164669,20,1,1,1,3,bx0cdmzr2gwr70ez72dorx82p,1,25.4,13.7,2023-03-12T14:01:18.461Z,2023-03-13T00:26:17Z,4092707903,56,Back,4092707909,212,9.1,4092707907,141,24.6,4092707911,213,1.0,4092707905,140,30.4,4094361915,178,,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164689,21,1,1,1,4,bx0cdmzr2gwr70ez72dorx82p,1,32.7,25,2023-03-12T14:01:19.379Z,2023-03-13T00:26:16Z,4092708025,56,Back,4092708031,212,11.5,4094362385,178,,4092708027,140,22.6,4092708029,141,18.3,4092708033,213,3.5,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164779,22,1,1,1,6,bx0cdmzr2gwr70ez72dorx82p,1,24.1,13,2023-03-12T14:01:20.757Z,2023-03-13T00:26:16Z,4092708447,212,17.8,4092708441,56,Back,4094362589,178,,4092708449,213,2.3,4092708443,140,13.2,4092708445,141,33.1,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164837,23,1,1,1,11,bx0cdmzr2gwr70ez72dorx82p,1,15.2,24.8,2023-03-12T14:01:25.923Z,2023-03-13T00:26:14Z,4092708727,141,9.1,4092708717,56,Back,4092708731,212,10.7,4092708735,213,4.6,4094362879,178,,4092708723,140,14.2,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164851,24,1,1,1,15,bx0cdmzr2gwr70ez72dorx82p,1,14.8,6.6,2023-03-12T14:01:29.731Z,2023-03-13T00:26:13Z,4092708825,140,20.8,4094363001,178,,4092708831,213,1.0,4092708827,141,20.7,4092708823,56,Back,4092708829,212,11.5,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164971,25,1,1,1,16,bx0cdmzr2gwr70ez72dorx82p,1,19,18,2023-03-12T14:01:31.100Z,2023-03-13T00:26:12Z,4094363155,178,,4092709365,56,Back,4092709367,140,27.4,4092709373,213,5.4,4092709371,212,13.5,4092709369,141,2.9,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164983,26,1,1,1,22,bx0cdmzr2gwr70ez72dorx82p,1,49.3,4.6,2023-03-12T14:01:36.652Z,2023-03-13T00:26:09Z,4092709433,140,62.6,4092709441,213,0.0,4092709431,56,Right,4094363397,178,,4092709437,212,14.0,4092709435,141,5.0,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164995,27,3,1,1,23,bx0cdmzr2gwr70ez72dorx82p,0,60.1,1.7,2023-03-12T14:01:38.363Z,2023-03-13T00:26:08Z,4094363819,178,,4093600265,465,,4092709897,233,15,4092709483,56,Right,4092709485,286,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165065,15,7,1,1,23,750ustvk4jfqmo8q4gnrcxy7z,0,39.9,98.3,2023-03-12T14:01:38.446Z,2023-03-13T00:26:08Z,4093598929,385,,4092709875,233,27,4092709859,285,,4092709855,56,Back,4094363941,178,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165015,28,3,1,1,24,bx0cdmzr2gwr70ez72dorx82p,0,60.1,0.4,2023-03-12T14:01:38.745Z,2023-03-13T00:26:08Z,4094366117,178,,4092709583,56,Right,4092709977,233,16,4093600513,465,,4092709585,286,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165085,16,7,1,1,24,750ustvk4jfqmo8q4gnrcxy7z,1,39.9,99.6,2023-03-12T14:01:38.880Z,2023-03-13T00:26:07Z,4094366313,178,,4093599445,383,,4092709937,285,,4092709965,233,28,4092709935,56,Back,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165087,17,4,1,1,25,750ustvk4jfqmo8q4gnrcxy7z,1,37.7,98.7,2023-03-12T14:01:39.581Z,2023-03-13T00:26:07Z,4092710345,233,29,4092709943,152,,4092710793,295,,4092709941,56,Back,4092709947,286,,4092709939,13,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165097,29,4,1,1,25,bx0cdmzr2gwr70ez72dorx82p,0,62.3,1.3,2023-03-12T14:01:39.582Z,2023-03-13T00:26:06Z,4094366473,178,,4092709985,13,,4092709987,295,,4092709991,152,,4092710357,233,17,4092709989,56,Right,4092710303,285,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165373,18,1,1,1,38,750ustvk4jfqmo8q4gnrcxy7z,1,42.8,93.9,2023-03-12T14:01:52.835Z,2023-03-13T00:26:06Z,4092711381,212,19.7,4092712587,189,,4092711379,141,64.9,4092711373,152,,4092711371,5,,4092711377,140,42.6,4092711375,56,Back,4092711383,213,4.7,dzh403ofb9zatvornq0svb0gk,J. Hadjam,4094366707,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165455,19,1,1,1,39,750ustvk4jfqmo8q4gnrcxy7z,1,40.7,78.7,2023-03-12T14:01:53.670Z,2023-03-13T00:26:05Z,4092711725,140,34.4,4092711731,213,4.5,4094367117,178,,4092711727,141,37.0,4092711723,56,Back,4092711729,212,29.1,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165481,20,1,1,1,41,750ustvk4jfqmo8q4gnrcxy7z,1,32.8,57.9,2023-03-12T14:01:56.396Z,2023-03-13T00:26:04Z,4092711853,141,23.6,4094367631,178,,4092711855,212,23.6,4092711849,56,Back,4092711851,140,29.7,4092711857,213,4.6,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165517,21,1,1,1,46,750ustvk4jfqmo8q4gnrcxy7z,1,37.2,25,2023-03-12T14:02:00.777Z,2023-03-13T00:26:03Z,4094367805,178,,4092712067,140,31.9,4092712065,56,Back,4092712075,212,27.4,4092712077,213,1.8,4092712069,141,64.5,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165607,22,1,1,1,49,750ustvk4jfqmo8q4gnrcxy7z,1,37.3,57.1,2023-03-12T14:02:03.871Z,2023-03-13T00:26:02Z,4092712539,212,25.3,4094368107,178,,4092712545,213,1.5,4092712535,141,94.1,4092712531,140,39.9,4092712527,56,Back,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165663,23,1,1,1,52,750ustvk4jfqmo8q4gnrcxy7z,1,48.4,99.1,2023-03-12T14:02:07.309Z,2023-03-13T00:26:00Z,4092712847,141,72.6,4094368387,178,,4092712845,140,49.9,4092712851,213,4.8,4092712843,56,Back,4092712849,212,18.1,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165685,24,1,1,1,55,750ustvk4jfqmo8q4gnrcxy7z,0,50.1,82.4,2023-03-12T14:02:09.679Z,2023-03-13T00:25:59Z,4092712977,1,,4092712969,140,84.0,4092712971,141,63.9,4092712975,213,5.9,4092712965,155,,4094369139,178,,4092712973,212,37.8,4092712967,56,Center,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165739,30,1,1,1,57,bx0cdmzr2gwr70ez72dorx82p,1,18.9,36.7,2023-03-12T14:02:12Z,2023-03-13T00:25:59Z,4092713247,140,8.5,4092713253,213,2.3,4092713245,56,Back,4094369809,388,,4092713251,212,16.1,4092713243,3,,4092713249,141,54.0,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
