id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2515874285,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-03-05T13:18:40.759Z,2023-03-05T13:55:58Z,4075257377,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075257385,194,976riwm0dz0e74d4l28y3ttcl,4075257383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075257381,130,8,4075449367,197,662,4075257387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075257379,59,"94, 32, 25, 17, 43, 5, 39, 21, 29, 15, 70, 3, 4, 8, 9, 10, 11, 19, 48, 96",4075257375,30,"89sv092huj2obzdazmft854a1, 3sc349yey596xp2j6xlyt0frp, e1gq9zfwrm446r2tzmeiw6jmx, fvd7y3f6948713acbas7w3u2, 8zo4abj7d3ut3cry9tcsoglw, 976riwm0dz0e74d4l28y3ttcl, cmrdm4nnd62inlvsnc52vkicp, 96wcx761pzv5ub4sfwsynp51x, edti8t30h7ukwi3wqlzaczje1, 8qmm84tue6kuz8e5nhhdhmz8p, ccu7hw3wrcspl1a18g2ldnsh5, 8gkexxgf3pypshhqwg6ibp7o4, afymbx9eo87zau8mo99pakbu, 2lvit204llltk13iglsa2tjah, 5ghvrbmlh0tqos9iohj8f7zzd, agwvouyocx93y39g7tmwaojx1, 18b0ti0bsq68842kgbczsbgmh, 7ty1wdxxnusgkl34k5raipbl5, 34qnp7hi8hr2xtmxnxyv6hxjo, 4scfsr0qvjnh8jxrdnld9b0lx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515877411,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-03-05T13:22:13.569Z,2023-03-05T14:05:36Z,4075273827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075273823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075273819,59,"1, 20, 2, 4, 15, 21, 14, 6, 17, 7, 10, 5, 16, 25, 27, 28, 29, 35, 34, 77",4075273825,194,bm1utly0qt2kaexijsu2p2tw5,4075273817,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075273821,130,2,4075457825,197,16001,4075273815,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 2hujd2bwvb0wtxdna6c0xb2z9, 529k1s89fjg133s8ycjwvgg5x, i0pvdl0hx7idtfi0xymygmp5, 67q7ve9vse4m2nb82j2z1clhx, 9higgl848a37qflh0sts05tjp, bm1utly0qt2kaexijsu2p2tw5, d040o5igq61iizexn1v2a5t5h, 2fa3vmp34mwrthdiehnaxnnqh, dfdq5f5mrzq9zaj1mrfhk5905, 1lbgavu1rxlrfg14062suwyj9, 8wz2w0267i1845k87hxsgandh, 70ukveu4kwheeizg6x694krmx, bi49lcldxz8jubp72kgeke2y2, cxzg0rkbjkyvpw0xiki7noktm, 1xawzpx3vp3b7wqx6w5avdb6x, 1uj41i55v9fd3j9eaw5b5a7mc, 4ported2opjp4xbp87bpqb6z8, crdmczlhynym2z1adqlbt853p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913691,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-03-05T14:00:13.037Z,2023-03-05T21:18:24Z,4075463241,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913715,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-03-05T14:00:13.037Z,2023-03-05T14:00:13Z,4075463367,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913755,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50.4,50.7,2023-03-05T14:00:13.374Z,2023-03-06T00:51:42Z,4075463561,140,49.6,4075463559,56,Back,4075463569,279,S,4075463563,141,49.5,4077587001,178,,4075526067,278,,4075463565,212,1.2,4075463567,213,3.9,d040o5igq61iizexn1v2a5t5h,R. Hamouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515926129,85,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50.9,49.1,2023-03-05T14:00:13.694Z,2023-03-06T05:17:17Z,4075526885,56,Back,4075526887,140,39.5,4077587111,178,,4075526889,141,49.9,4075526895,213,3.1,4075526893,212,12.0,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913763,4,1,1,0,4,6xjy1q2m55iiwe8g1r1yffbc9,1,38.4,57,2023-03-05T14:00:17.172Z,2023-03-06T05:17:16Z,4075463601,213,2.2,4075463595,140,29.9,4075463593,56,Back,4075463597,141,74.5,4077587203,178,,4075463599,212,14.9,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913785,5,1,1,0,5,6xjy1q2m55iiwe8g1r1yffbc9,0,33.7,73,2023-03-05T14:00:18.739Z,2023-03-06T05:17:15Z,4075463677,213,5.7,4077587263,178,,4075463673,141,34.5,4075463667,155,,4075463675,212,48.8,4075463669,56,Center,4075463671,140,72.9,4075463679,1,,2hujd2bwvb0wtxdna6c0xb2z9,M. Alphonse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913773,3,44,1,0,8,3c3jcs7vc1t6vz5lev162jyv7,1,30.8,65.5,2023-03-05T14:00:21.857Z,2023-03-06T05:17:15Z,4075463629,285,,4075463753,233,6,4075463627,56,Back,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515913795,6,44,1,0,8,6xjy1q2m55iiwe8g1r1yffbc9,0,69.2,34.5,2023-03-05T14:00:21.858Z,2023-03-06T05:17:14Z,4075463737,286,,4077156019,233,3,4075463733,56,Center,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
