id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/17/value
2512753635,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-26T13:16:55.284Z,2023-02-26T14:08:30Z,4058802781,30,"89sv092huj2obzdazmft854a1, 3sc349yey596xp2j6xlyt0frp, e1gq9zfwrm446r2tzmeiw6jmx, fvd7y3f6948713acbas7w3u2, 8zo4abj7d3ut3cry9tcsoglw, 976riwm0dz0e74d4l28y3ttcl, cmrdm4nnd62inlvsnc52vkicp, 96wcx761pzv5ub4sfwsynp51x, edti8t30h7ukwi3wqlzaczje1, 8qmm84tue6kuz8e5nhhdhmz8p, ccu7hw3wrcspl1a18g2ldnsh5, 8gkexxgf3pypshhqwg6ibp7o4, afymbx9eo87zau8mo99pakbu, bapdoe78rj82j550otb5zemwa, 2lvit204llltk13iglsa2tjah, 5ghvrbmlh0tqos9iohj8f7zzd, agwvouyocx93y39g7tmwaojx1, 18b0ti0bsq68842kgbczsbgmh, 7ty1wdxxnusgkl34k5raipbl5, 4scfsr0qvjnh8jxrdnld9b0lx",4058802787,130,8,4058802793,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058802785,59,"94, 32, 25, 17, 43, 5, 39, 21, 29, 15, 70, 3, 4, 7, 8, 9, 10, 11, 19, 96",4058979657,197,662,4058802789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058802783,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058802791,194,976riwm0dz0e74d4l28y3ttcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512753727,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-02-26T13:17:01.354Z,2023-02-26T13:58:34Z,4058803233,130,4,4058803229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058803239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058979813,197,17172,4058803235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058803227,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, 8yak0o9o7z5j5ribga3ui2cb9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, anr9qh585ctgk2d17zperhgix, cphxr8p8dhc1qeqfgdt7is4ph, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, b3xdln1shzyzwkhzdmbb2fqax, c44zop1hvob3cmgu2grj8m0yy, 187ytd6guq9q9ruo3thez7ey2, 684cguhktvth28ql6qgvvmcyc, 4vprka7bsj2a4v2g7kz0b6k2c",4058803231,59,"30, 3, 15, 17, 4, 2, 10, 8, 27, 6, 21, 5, 7, 14, 16, 19, 23, 26, 28, 29",4058803237,194,eswivc2a0iwwdly6ft8eh0ogl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790671,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-02-26T14:00:06.893Z,2023-02-26T14:00:08Z,4058985129,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790639,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-26T14:00:06.893Z,2023-02-27T00:18:24Z,4058984989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790713,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,49.9,50.1,2023-02-26T14:00:06.918Z,2023-02-27T04:01:30Z,4058985247,56,Back,4058985253,212,24.7,4058985257,279,S,4061239923,178,,4058985249,140,27.9,4058985251,141,63.0,4058985255,213,2.8,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790785,4,1,1,0,2,4aghw9tyi8ba3ju1ne83gmf9w,1,27.6,57.5,2023-02-26T14:00:09.878Z,2023-02-27T07:17:34Z,4058985591,212,51.3,4058985595,1,,4058985583,56,Right,4058985577,157,,4058985589,141,14.6,4061240009,178,,4058985593,213,5.7,4058985587,140,67.8,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790791,5,44,1,0,6,4aghw9tyi8ba3ju1ne83gmf9w,1,68.2,19.2,2023-02-26T14:00:13.141Z,2023-02-27T07:17:33Z,4058985625,286,,4058985639,233,3,4058985623,56,Right,,,,,,,,,,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790773,3,44,1,0,6,3c3jcs7vc1t6vz5lev162jyv7,0,31.8,80.8,2023-02-26T14:00:13.142Z,2023-02-27T07:17:33Z,4058985529,285,,4058985527,56,Back,4058985653,233,5,,,,,,,,,,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790805,6,1,1,0,6,4aghw9tyi8ba3ju1ne83gmf9w,1,68.3,17.8,2023-02-26T14:00:13.258Z,2023-02-27T07:17:33Z,4058985685,212,6.8,4058985681,140,70.6,4058985679,56,Center,4061240073,388,,4058985689,213,1.2,4058985677,3,,4058985683,141,27.1,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790819,7,1,1,0,7,4aghw9tyi8ba3ju1ne83gmf9w,0,71,27.2,2023-02-26T14:00:14.216Z,2023-02-27T07:17:32Z,4058985769,140,79.7,4058985777,212,12.4,4061240101,178,,4058985781,213,5.5,4058985763,56,Right,4058985773,141,14.9,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
