id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2509826867,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-02-19T13:14:19.100Z,2023-02-19T14:00:08Z,4043363725,130,2,4043363719,30,"d3xdl3p9vd1c0m316oq2pblxx, cyz9jisw86vjjf85xxgbae0yy, 1o7se1aziz6fpes5hey7yijft, b0wb7gf04synxlkq7o8gvzkoa, 3djmsd2atvq16ysmocq7twsfd, 2axi9gr1lhuewlt06emrk44q1, f5j3vhj805xtkos7l538u0d7t, 28s6z18rcl9v8561yzu7m0voq, a2s2c6anax9wnlsw1s6vunl5h, rn17zrbsh1g9r1tj4xyvhgr8, 28x7i681wkjueanvkevew3bh1, 2rio84cmao72sc7lnsodwzzhm, f4pqxviuwzd6a803jfx9bh4o9, 9bqv99e39z86mn7dq3wnyt90p, csvqjyuk06gzvjm408513nydx, 8vhjmcgjbzpzd4vv3zb945p1w, 8xitc97j4scfajm8ucq7e5l91, 3sby91ws28mb3yt82a9al75sk, dkve6gf309h5tglwawqx8mlzp, 8cbqpjojozpalklx15jxjfii2",4043363727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043536493,197,650,4043363721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043363731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043363723,59,"16, 34, 12, 19, 6, 23, 27, 15, 10, 44, 17, 4, 9, 14, 18, 21, 30, 33, 36, 99",4043363729,194,a2s2c6anax9wnlsw1s6vunl5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509830101,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-19T13:17:56.969Z,2023-02-19T14:01:42Z,4043378663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043378659,59,"40, 27, 2, 20, 23, 3, 17, 45, 22, 7, 10, 28, 1, 4, 5, 8, 15, 18, 97, 99",4043378661,130,7,4043531913,197,4735,4043378665,194,dl4e5ojyhccj6w0vgksfzvmxh,4043378667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043378655,30,"7h2icfuwy00ilm14dw5xyl5g5, ef2n7d6rysar49toiz2k3obth, bl4lretp33t0jj3icujkf45p1, dl4e5ojyhccj6w0vgksfzvmxh, 3zyw4328iilwrttjoww1wctlh, 7mn6lue4zatldcxp0gd7kt8mh, aoe90w0oopw8h5ipktpmme9cl, 36yupk7p1vks4dbguw53xhucp, 3imcuejzt9r6zvvv1xbn5jbl6, dom1dzrvk7y4sd8puf8iztn11, 32bc16sg6h58ajxigp7nl1ryt, 2ds26ub6ho0baamsjcmh7mmfo, 1ixibe50te4j2gjhbufm72aui, c4yip4bf8il4gnxnhcb381b3e, 7xd54eb65lg7zldvnyd58bq39, 5lfki1zoxd4l96hjbr2rw3d2h, 5yg9ljo5pf1lo2xk74d0k240l, 7z8bpxyfd31hb5ehkaina1ap6, 7nlijkywjl13h3ks132026iok, 3r04y1fejoh9e8qbge3exy3u1",4043378657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864149,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-02-19T14:00:08.682Z,2023-02-19T14:00:11Z,4043536635,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864111,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-19T14:00:08.682Z,2023-02-19T21:26:46Z,4043536449,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864161,3,1,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,49.9,49.3,2023-02-19T14:00:08.857Z,2023-02-19T21:41:20Z,4045220011,178,,4043536689,141,59.6,4043536691,212,18.6,4043536693,213,2.8,4043536695,279,S,4043536687,140,33.5,4043536685,56,Back,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864185,4,1,1,0,3,3adj8hkws0z1al232bg2h6tk0,1,35.8,55.9,2023-02-19T14:00:11.705Z,2023-02-20T01:37:55Z,4043536801,1,,4045220097,178,,4043536795,141,23.7,4043536797,212,42.6,4043536799,213,5.7,4043536793,140,70.6,4043536789,155,,4043536791,56,Center,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864193,5,44,1,0,6,3adj8hkws0z1al232bg2h6tk0,1,74.2,16.3,2023-02-19T14:00:14.706Z,2023-02-20T01:37:54Z,4043536827,56,Right,4043536859,233,3,4043536829,286,,,,,,,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864179,3,44,1,0,6,4t4hod56fsj7utpjdor8so5q6,0,25.8,83.7,2023-02-19T14:00:14.707Z,2023-02-20T01:37:54Z,4043536761,285,,4043536881,233,5,4043536759,56,Back,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864253,6,1,1,0,6,3adj8hkws0z1al232bg2h6tk0,1,73.2,16.6,2023-02-19T14:00:14.873Z,2023-02-20T01:37:53Z,4043538125,210,13,4043537077,141,31.3,4043537081,213,0.5,4043537073,56,Center,4043537079,212,19.5,4043537071,3,,4043537075,140,89.2,4043538127,154,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,1,4045220309,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864257,7,13,1,0,8,3adj8hkws0z1al232bg2h6tk0,1,87.8,27.9,2023-02-19T14:00:17.070Z,2023-02-20T01:37:53Z,4043537101,22,,4045220503,178,,4043538145,55,6,4043538155,328,,4043537103,63,,4043538157,230,96.6,4043538159,231,43.7,4043538143,154,,aoe90w0oopw8h5ipktpmme9cl,A. Elis,,4043538153,108,4043538149,102,40.3,4043537105,56,Center,4043538141,29,4043538139,81,4043538151,103,87.5,4043537867,20,,,,,,,,,,,,,,,,,,,
