id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2461152763,4,5,1,0,15,71ajatxnuhc5cnm3xvgdky49w,0,11.9,-1.5,2022-09-17T15:00:17.617Z,2022-09-17T20:55:01Z,3786347981,347,,3786347979,56,Back,3786348277,233,8,,,,,,,,,,,,,,,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152807,8,5,1,0,15,2cjpmotqo8phcqfpgo9xf4gel,1,88.1,101.5,2022-09-17T15:00:17.617Z,2022-09-17T20:55:00Z,3786348183,347,,3786348181,56,Left,3786348263,233,4,,,,,,,,,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152909,9,1,1,0,21,2cjpmotqo8phcqfpgo9xf4gel,1,93.1,100,2022-09-17T15:00:23.443Z,2022-09-18T00:56:52Z,3786348781,213,5.0,3786348771,107,,3786348779,212,12.1,3786348777,141,84.5,3786348775,140,96.6,3786348773,56,Left,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152911,10,61,1,0,23,2cjpmotqo8phcqfpgo9xf4gel,0,94.5,80,2022-09-17T15:00:25.055Z,2022-09-18T00:28:19Z,3786348793,56,Left,3788155115,178,,3788155113,21,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152917,5,49,1,0,25,71ajatxnuhc5cnm3xvgdky49w,1,0.4,16.4,2022-09-17T15:00:27.206Z,2022-09-18T00:56:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152939,6,1,1,0,25,71ajatxnuhc5cnm3xvgdky49w,0,0.1,16.1,2022-09-17T15:00:27.474Z,2022-09-18T00:56:51Z,3786348955,213,5.7,3786348997,236,,3786348953,212,4.8,3786349009,286,,3786348957,1,,3786349001,233,11,3786348949,140,4.0,3786348939,157,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,3786348951,141,3786348943,56,Back,3788155701,178,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152933,11,74,1,0,25,2cjpmotqo8phcqfpgo9xf4gel,1,97.7,82.1,2022-09-17T15:00:27.523Z,2022-09-18T00:56:51Z,3786349033,233,6,3786348925,285,,3786348923,56,Left,3788156141,178,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153039,7,5,1,0,27,71ajatxnuhc5cnm3xvgdky49w,1,10,-1.2,2022-09-17T15:00:28.876Z,2022-09-17T20:55:34Z,3786349449,56,Back,3786349451,347,,3786349499,233,12,,,,,,,,,,,,,,,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461152965,12,5,1,0,27,2cjpmotqo8phcqfpgo9xf4gel,0,90,101.2,2022-09-17T15:00:28.876Z,2022-09-17T20:55:35Z,3786349077,347,,3786349073,56,Left,3786349517,233,7,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153079,8,1,1,0,33,71ajatxnuhc5cnm3xvgdky49w,1,7.2,0,2022-09-17T15:00:35.747Z,2022-09-18T00:56:51Z,3786349681,140,18.6,3786349679,56,Back,3786349687,213,0.6,3786349677,107,,3786349685,212,14.0,3786349683,141,10.0,,,,,,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153083,9,1,1,0,34,71ajatxnuhc5cnm3xvgdky49w,1,10,8.3,2022-09-17T15:00:36.634Z,2022-09-18T00:56:50Z,3786349713,213,5.6,3786349705,56,Back,3786349707,140,12.9,3786349711,212,3.9,3788156641,178,,3786349709,141,4.6,,,,,,,egtyl4noukbjkm1va1i11e87o,H. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153125,10,1,1,0,36,71ajatxnuhc5cnm3xvgdky49w,0,5.7,2.7,2022-09-17T15:00:37.897Z,2022-09-18T00:56:50Z,3786349959,213,1.0,3786349951,56,Back,3786349961,1,,3786349957,212,46.9,3786349955,141,59.4,3788156895,178,,3786349953,140,31.2,3787565461,157,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153159,13,44,1,0,39,2cjpmotqo8phcqfpgo9xf4gel,1,67.7,54.2,2022-09-17T15:00:40.954Z,2022-09-18T00:56:49Z,3786350093,286,,3786350091,56,Center,3786350139,233,11,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153143,11,44,1,0,39,71ajatxnuhc5cnm3xvgdky49w,0,32.3,45.8,2022-09-17T15:00:40.955Z,2022-09-18T00:56:49Z,3786350041,56,Back,3786350161,233,13,3786350043,285,,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153167,14,61,1,0,39,2cjpmotqo8phcqfpgo9xf4gel,1,69,54.1,2022-09-17T15:00:41.009Z,2022-09-18T00:56:49Z,3786350119,56,Center,3788157781,388,,3788157779,15,,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153179,15,49,1,0,41,2cjpmotqo8phcqfpgo9xf4gel,1,58.3,54.4,2022-09-17T15:00:43.232Z,2022-09-18T00:56:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153243,16,1,1,0,41,2cjpmotqo8phcqfpgo9xf4gel,1,58.1,54.4,2022-09-17T15:00:43.265Z,2022-09-18T00:56:48Z,3786350511,213,2.9,3786350507,141,66.0,3786350509,212,38.2,3786350501,56,Back,3786350513,1,,3786350505,140,22.5,3788158087,178,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153319,17,1,1,0,47,2cjpmotqo8phcqfpgo9xf4gel,1,23.7,64.5,2022-09-17T15:00:49.436Z,2022-09-18T00:56:47Z,3786350819,56,Back,3786350823,141,39.5,3786350825,212,17.3,3788158457,178,,3786350827,213,4.9,3786350821,140,26.5,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153363,18,1,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,31.5,40.8,2022-09-17T15:00:54.121Z,2022-09-18T00:56:46Z,3788158705,178,,3786351039,56,Back,3786351043,141,16.0,3786351045,212,16.9,3786351047,213,4.8,3786351041,140,32.2,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153431,19,1,1,0,54,2cjpmotqo8phcqfpgo9xf4gel,0,34.9,15.6,2022-09-17T15:00:56.719Z,2022-09-18T00:56:45Z,3786351385,1,,3786351375,56,Center,3786351373,155,,3786351383,213,0.4,3786351381,212,53.0,3786351379,141,43.4,3786351377,140,82.1,3788158827,178,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153447,12,59,1,0,59,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-09-17T15:01:01.094Z,2022-09-18T00:56:44Z,3786351467,56,Back,,,,,,,,,,,,,,,,,,,,,,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153461,13,1,1,0,59,71ajatxnuhc5cnm3xvgdky49w,1,17.5,59.3,2022-09-17T15:01:01.304Z,2022-09-18T00:56:44Z,3786351529,56,Back,3788159153,178,,3786351539,1,,3786351531,140,24.3,3786351527,157,,3786351537,213,0.8,3786351533,141,70.7,3786351535,212,10.5,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153495,14,12,1,1,2,71ajatxnuhc5cnm3xvgdky49w,1,23.8,67.7,2022-09-17T15:01:03.992Z,2022-09-18T00:56:44Z,3786351663,141,66.0,3786351665,212,6.9,3786351697,15,,3788159321,388,,3786351661,140,30.3,3786351659,56,Back,3786351667,213,6.1,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153561,20,4,1,1,6,2cjpmotqo8phcqfpgo9xf4gel,1,63.2,29.9,2022-09-17T15:01:07.936Z,2022-09-18T00:36:17Z,3786352063,233,15,3786351953,265,,3786351949,56,Center,3786351951,152,,3786351955,286,,3786351947,13,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461153579,15,4,1,1,6,71ajatxnuhc5cnm3xvgdky49w,0,36.8,70.1,2022-09-17T15:01:07.937Z,2022-09-18T00:36:18Z,3786352069,233,20,3786352021,152,,3786352019,56,Back,3788159727,178,,3786352025,285,,3786352017,13,,3786352023,265,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154271,21,1,1,1,51,2cjpmotqo8phcqfpgo9xf4gel,1,66.1,26.6,2022-09-17T15:01:53.342Z,2022-09-18T00:56:43Z,3786355327,141,45.8,3786355329,212,13.1,3786355321,152,,3786355331,213,1.6,3786355319,5,,3786355325,140,65.2,3786355323,56,Center,3788159969,178,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154277,22,1,1,1,53,2cjpmotqo8phcqfpgo9xf4gel,0,65.5,48.1,2022-09-17T15:01:55.539Z,2022-09-18T00:56:43Z,3786355369,141,51.8,3786355373,213,0.1,3786355367,140,94.2,3786355365,56,Center,3786355371,212,30.2,3786355363,155,,3788160229,178,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154291,16,11,1,1,55,71ajatxnuhc5cnm3xvgdky49w,1,5.9,51.2,2022-09-17T15:01:57.604Z,2022-09-18T00:28:15Z,3786355423,88,,3787571569,378,,3788162453,388,,3786355421,56,Back,,,,,,,,,,,,,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154537,17,1,1,2,5,71ajatxnuhc5cnm3xvgdky49w,1,9.8,46.5,2022-09-17T15:02:06.975Z,2022-09-18T00:56:43Z,3788162643,178,,3786356613,189,,3786356595,140,23.4,3786356593,56,Back,3786517027,123,,3786356597,141,22.1,3786356601,213,5.4,3786356599,212,21.9,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461156343,29,1,1,2,6,71ajatxnuhc5cnm3xvgdky49w,1,35.4,19.4,2022-09-17T15:02:08.460Z,2022-09-18T00:56:42Z,3788162815,178,,3786513681,213,6.2,3786513981,189,,3786513671,155,,3786513679,212,40.1,3786513677,141,14.7,3786513673,56,Right,3786513683,1,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,3786513675,140,,,,,,,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461496479,994,43,1,2,13,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-09-17T15:02:15.274Z,2022-09-17T22:47:36Z,3788338681,144,83,3788233269,399,231057,,,,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461513921,1270,83,1,2,16,2cjpmotqo8phcqfpgo9xf4gel,1,12.4,91.6,2022-09-17T15:02:18.335Z,2022-09-18T00:56:40Z,3788338529,399,231057,,,,,,,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461514293,1271,83,1,2,19,2cjpmotqo8phcqfpgo9xf4gel,1,11.9,97.7,2022-09-17T15:02:20.956Z,2022-09-18T00:56:39Z,3788340697,399,231057,,,,,,,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154633,18,61,1,2,19,71ajatxnuhc5cnm3xvgdky49w,0,88.8,1,2022-09-17T15:02:21.670Z,2022-09-18T00:56:38Z,3786357087,56,Right,3788163475,178,,,,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154643,19,5,1,2,21,71ajatxnuhc5cnm3xvgdky49w,0,90.6,-1,2022-09-17T15:02:23.266Z,2022-09-17T20:59:16Z,3786357251,233,23,3786357127,56,Right,3786357129,347,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154663,23,5,1,2,21,2cjpmotqo8phcqfpgo9xf4gel,1,9.4,101,2022-09-17T15:02:23.266Z,2022-09-17T20:59:16Z,3786357237,56,Back,3786357239,347,,3786357243,233,19,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154699,24,1,1,2,23,2cjpmotqo8phcqfpgo9xf4gel,1,3.7,100,2022-09-17T15:02:24.850Z,2022-09-18T00:56:38Z,3786357395,213,5.4,3786357393,212,14.5,3786357385,107,,3786357391,141,84.3,3786357389,140,12.3,3786357387,56,Back,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154751,26,1,1,2,26,2cjpmotqo8phcqfpgo9xf4gel,1,11.7,85.4,2022-09-17T15:02:28.002Z,2022-09-18T00:56:37Z,3786357657,56,Back,3786357661,140,28.4,3786357667,213,0.4,3788163783,178,,3786357663,141,95.1,3786357665,212,18.7,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154723,20,43,1,2,26,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-09-17T15:02:28.589Z,2022-09-17T15:03:12Z,3786357495,286,0,3786361171,144,45,3786357493,56,Right,,,,,,,,,,,,,,,,9hz4s6zmelmg4ix47xbre3q3t,R. Pierre-Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154703,25,43,1,2,26,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-09-17T15:02:28.589Z,2022-09-17T15:03:07Z,3786360655,144,3,3786357509,233,20,3786357411,56,Back,3786357413,285,0,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154813,27,1,1,2,31,2cjpmotqo8phcqfpgo9xf4gel,1,42,89.4,2022-09-17T15:02:33.111Z,2022-09-18T00:56:35Z,3786357971,56,Left,3786357979,213,0.3,3786357977,212,19.2,3786357975,141,97.7,3788163873,178,,3786357973,140,59.5,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461381749,804,3,1,2,33,2cjpmotqo8phcqfpgo9xf4gel,0,57.6,99.9,2022-09-17T15:02:35.074Z,2022-09-18T00:56:34Z,3788164023,178,,3787577789,467,eo47h2ekymiisj3kry3og7tgp,3787577785,286,,3787577783,56,Left,3787577787,465,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154821,28,4,1,2,33,2cjpmotqo8phcqfpgo9xf4gel,1,58.4,99.1,2022-09-17T15:02:35.501Z,2022-09-18T00:56:34Z,3786358031,265,,3786358037,286,,3786358027,152,,3786358023,13,,3786358025,56,Left,3786358171,233,21,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461154839,21,4,1,2,33,71ajatxnuhc5cnm3xvgdky49w,0,41.6,0.9,2022-09-17T15:02:35.502Z,2022-09-18T00:56:33Z,3786358123,152,,3786358125,265,,3786358121,56,Back,3788164147,178,,3786358189,233,28,3786358119,13,,3786358127,285,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461155647,29,1,1,3,14,2cjpmotqo8phcqfpgo9xf4gel,0,63.7,94,2022-09-17T15:03:15.826Z,2022-09-18T00:56:33Z,3786361985,5,,3786361993,140,91.3,3786361995,141,39.8,3786362001,1,,3788164305,178,,3786361989,152,,3786361999,213,5.4,3786361991,56,Center,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,3786361987,155,3786361997,212,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
